methodID,pairName,date,premium,HighBond,LowBond,meanLine,Hbond_price,Lbond_price,asiaPos,usPos,asiaOP,asiaCL,usOP,usCL,exOP,exCL,operation
signal1-model1,INFO-INFY,2021-05-19,-0.00382759643916897,0.0218400507358799,-0.00989408319302025,0.00597298377142982,1314.13952607647,1356.25934276866,-1354.7,18.02,1337,1348,18.44,18.19,73.66,73.54,
signal1-model1,INFO-INFY,2021-05-20,0.00988133828996296,0.021041772070878,-0.00965634916204128,0.00569271145441838,1330.29856089542,1371.53441520094,-1354.7,18.02,1339.3,1345,18.65,18.44,73.44,73.66,
signal1-model1,INFO-INFY,2021-05-21,0.0164423005565861,0.0223773503990829,-0.00968250756116975,0.00634742141895655,1339.67756569075,1383.04736658441,-1354.7,18.02,1354.5,1347.5,18.72,18.8,73.3,73.44,
signal1-model1,INFO-INFY,2021-05-24,-0.0206765714285715,0.0246022549354214,-0.0151178577560345,0.00474219858969349,1338.13174175223,1392.09834475847,0,0,1348.05,1400,18.67,18.645,73.25,73.24,跌下限\开盘平\收盘平
signal1-model1,INFO-INFY,2021-05-25,0.00705265095729013,0.0247646221900707,-0.0150060949297915,0.00487926363013959,1334.52840816976,1388.41214444116,0,0,1361.6,1358,18.73,18.85,73.2,73.25,
signal1-model1,INFO-INFY,2021-05-26,0.00119468380312537,0.0247614301371328,-0.0147818218308562,0.00498980415313828,1337.9074969835,1391.60647903171,0,0,1397.25,1369.4,19.26,19.18,73.04,73.2,
signal1-model1,INFO-INFY,2021-05-27,-0.0475301127323199,0.0333815888462198,-0.0276010400235478,0.00289027441133601,1361.30778328521,1446.68028031834,0,0,1402.25,1476.95,19.37,19.41,73.01,73.04,跌下限\收盘平
signal1-model1,INFO-INFY,2021-05-28,0.00166710344583376,0.0315931034179153,-0.0275247916190809,0.00203415589941717,1370.89293764606,1454.23110821973,0,0,1405.05,1411.85,19.34,19.29,72.74,73.01,
signal1-model1,INFO-INFY,2021-05-31,0.00756277738010014,0.0318576068696144,-0.0274430322358997,0.00220728731685735,1364.10798411438,1447.28303498352,0,0,1393.75,1397,19.34,19.29,72.86,72.78,
signal1-model1,INFO-INFY,2021-06-01,0.00609442857142839,0.0321614171088023,-0.0272239579635872,0.00246872957260751,1364.64333645163,1447.95116155551,0,0,1387.2,1400,19.27,19.17,73.19,72.83,
signal1-model1,INFO-INFY,2021-06-02,0.0214530508781459,0.0340529991522261,-0.0276392744376472,0.00320686235728946,1363.9255445865,1450.46098934562,0,0,1378.65,1380.75,19.29,19.09,73.31,73.19,
signal1-model1,INFO-INFY,2021-06-03,0.0232633140376266,0.0358064505967714,-0.0281448605990553,0.00383079499885807,1365.26461983824,1455.10358763106,0,0,1389.65,1382,19.14,19.18,73.3,73.31,
signal1-model1,INFO-INFY,2021-06-04,0.00787500000000008,0.0358160025088634,-0.0281418759079262,0.0038370633004686,1354.45098029174,1443.58725334592,0,0,1385.65,1392,19.29,19.21,73.16,73.3,
signal1-model1,INFO-INFY,2021-06-07,0.0171722622478385,0.0369966099972168,-0.0280665232380958,0.00446504337956053,1361.46549216182,1452.60466251628,0,0,1389.65,1388,19.4,19.29,73.04,73.19,
signal1-model1,INFO-INFY,2021-06-08,0.0150257879656162,0.0369309507524991,-0.0280554708255589,0.00443773996347008,1366.50950477629,1457.877437927,0,0,1412.95,1396,19.5,19.58,73.22,73.04,
signal1-model1,INFO-INFY,2021-06-09,0.00836187718492876,0.0359222167145166,-0.0279829194366442,0.00396964863893622,1378.27915741426,1468.89394080656,0,0,1415.3,1415.95,19.66,19.5,73.25,73.22,
signal1-model1,INFO-INFY,2021-06-10,0.0152238279873105,0.0369200627398576,-0.0277597444202621,0.00458015915979778,1388.81968991402,1481.2130970048,0,0,1424.3,1418.5,19.89,19.78,73.3,73.25,
signal1-model1,INFO-INFY,2021-06-11,0.0195790283655697,0.0382896197797679,-0.026158467104443,0.00606557633766247,1403.78866573775,1496.69032462217,0,0,1446.9,1429.55,20.54,19.99,73.47,73.28,
signal1-model1,INFO-INFY,2021-06-14,0.0360347766323024,0.0420027942426226,-0.0275971951848369,0.00720279952889283,1446.66656205627,1550.21210606909,0,0,1461.8,1455,20.45,20.36,73.44,73.39,
signal1-model1,INFO-INFY,2021-06-15,0.028627786719633,0.0445110049862213,-0.0274632335438975,0.0085238857211619,1437.84794303801,1544.25832708895,0,0,1473.9,1460.05,20.23,20.64,73.63,73.44,
signal1-model1,INFO-INFY,2021-06-16,-0.00552043269230751,0.0445564101438843,-0.0276779223268743,0.00843924390850497,1425.80389678988,1531.7276386073,0,0,1480.6,1497.6,20.38,20.41,74.09,73.62,
signal1-model1,INFO-INFY,2021-06-17,0.0250877121520705,0.0460767877184244,-0.0276776625152037,0.00919956260161035,1443.44489594624,1552.93583391898,0,0,1495.3,1473,20.67,20.47,74.56,74.09,
signal1-model1,INFO-INFY,2021-06-18,0.023002389962159,0.0467907146065782,-0.0277355804628003,0.00952756707188899,1472.06932436265,1584.90681036492,0,0,1503.3,1506.3,20.19,20.59,74.44,74.55,
signal1-model1,INFO-INFY,2021-06-21,0.0073304902619209,0.0454132875144509,-0.0235574472016237,0.0109279201564136,1434.75802145787,1536.1017355311,0,0,1500.3,1489,20.53,20.38,74.37,74.29,
signal1-model1,INFO-INFY,2021-06-22,0.0112724503311259,0.0455760483489446,-0.0232982280987338,0.0111389101251054,1460.45943038892,1563.44694351017,0,0,1511.85,1510,20.76,20.5,74.48,74.38,
signal1-model1,INFO-INFY,2021-06-23,0.0140409180327867,0.0459152796829725,-0.0223528360097956,0.0117812218365885,1478.52548866934,1581.76943273524,0,0,1503.15,1525,20.69,20.55,74.5,74.49,
signal1-model1,INFO-INFY,2021-06-24,0.0167579155672823,0.0346487820551166,-0.00465753555197942,0.0149956232515686,1489.78573863327,1548.61774219068,0,0,1559.2,1516,21.19,21.35,74.44,74.5,
signal1-model1,INFO-INFY,2021-06-25,0.00456796178343977,0.0344188923730249,-0.00413756003612711,0.0151406661684489,1524.69344056726,1583.7244550133,0,0,1574.2,1570,21.25,21.43,74.44,74.43,
signal1-model1,INFO-INFY,2021-06-28,0.00667143765903311,0.0344520515393186,-0.00425985317452751,0.0150960991823955,1529.78332600837,1589.25750362195,0,0,1571.8,1572,21.29,21.37,74.48,74.47,
signal1-model1,INFO-INFY,2021-06-29,0.0133106687541937,0.0343703161688082,-0.00345649378574056,0.0154569111915338,1532.9898540333,1591.17910067348,0,0,1563.05,1564.85,21.45,21.31,74.55,74.48,
signal1-model1,INFO-INFY,2021-06-30,0.0233569051580698,0.0346111821274959,-0.00350697431643589,0.01555210390553,1545.60237471215,1604.72523016713,0,0,1580.8,1562.6,21.19,21.41,74.62,74.55,
signal1-model1,INFO-INFY,2021-07-01,-0.000507079646017594,0.0343404826241714,-0.0056133141814758,0.0143635842213478,1528.70145427203,1590.12366371181,0,0,1560.4,1582,20.96,21.18,74.83,74.62,
signal1-model1,INFO-INFY,2021-07-02,0.00379955200000004,0.0344953126397408,-0.00617568899704528,0.0141598118213478,1516.1371741722,1578.18316842859,0,0,1567.8,1562.5,21.07,21.1,74.72,74.83,
signal1-model1,INFO-INFY,2021-07-05,0.00554203912836027,0.0342140278006941,-0.00705742646994633,0.0135783006653739,1528.1756556338,1591.69396310729,0,0,1578.95,1571.75,21.07,21.1,74.59,75.01,
signal1-model1,INFO-INFY,2021-07-06,-0.00298883177866627,0.0345809757825395,-0.00922583642621999,0.0126775696781597,1518.67271560023,1585.82041979438,0,0,1562.2,1575.9,21.11,21.03,75.03,74.57,
signal1-model1,INFO-INFY,2021-07-07,0.0101296556122448,0.0346102236905177,-0.0090783064914666,0.0127659585995255,1530.89855844474,1598.39401072347,0,0,1564.6,1568,21.18,21.2,75.11,75.03,
signal1-model1,INFO-INFY,2021-07-08,0.0145598214285714,0.0345633084933249,-0.00909779195014775,0.0127327582715886,1537.68240854858,1605.43572017146,0,0,1560.75,1568,20.95,20.87,75.02,75.11,
signal1-model1,INFO-INFY,2021-07-09,0.00982498394348097,0.0338664297464939,-0.00937631764552558,0.0122450560504842,1520.79364873616,1587.17939819794,0,0,1562.9,1557,21.34,21.07,74.76,75.05,
signal1-model1,INFO-INFY,2021-07-12,0.0138871111111112,0.029677914284497,-0.00740256873564777,0.0111376727744246,1550.84631596632,1608.78131425943,0,0,1547.85,1575,21.05,21.05,74.83,74.83,
signal1-model1,INFO-INFY,2021-07-13,0.0101029506093651,0.026823257598996,-0.00640039566117364,0.0102114309689112,1533.6139772313,1584.89445157126,0,0,1544.95,1559,21.05,20.9,74.92,74.81,
signal1-model1,INFO-INFY,2021-07-14,0.0171994324045408,0.0264701275483038,-0.00377527910079659,0.0113474242237536,1536.39736576337,1583.04242699029,0,0,1576.9,1550.4,21.39,21.53,74.73,74.92,
signal1-model1,INFO-INFY,2021-07-15,0.0286194980694983,0.0273866613854213,-0.0043386343461713,0.011524013519625,1555.86475869219,1605.44011763509,0,0,1580.8,1554,21.13,21.34,74.84,74.73,超上限\收盘平
signal1-model1,INFO-INFY,2021-07-16,0.000866582278481021,0.0259941298147496,-0.00515968354386735,0.0104172231354411,1541.30433503116,1589.57088272541,0,0,1555.45,1580,20.86,21.08,74.91,74.84,
signal1-model1,INFO-INFY,2021-07-19,0.116110610932476,0.0655340303631745,-0.0338215720252368,0.0158562291689689,1465.92859119442,1616.67530010388,0,0,1541.7,1399.5,20.64,20.62,75.27,74.88,超上限\收盘平
signal1-model1,INFO-INFY,2021-07-20,0.0102595578673603,0.0655051219326971,-0.0338939528411359,0.0158055845457806,1458.25596519108,1608.29052314637,0,0,1550.05,1538,20.94,20.74,74.84,75.28,
signal1-model1,INFO-INFY,2021-07-21,0.0189529258777634,0.0657625505700533,-0.0336601806939945,0.0160511849380294,1470.44911567006,1621.73757998038,0,0,1550.05,1538,21.31,20.98,74.7,74.84,
signal1-model1,INFO-INFY,2021-07-22,0.023181298200514,0.0661858387193731,-0.0334411305799911,0.016372354069691,1493.23883527874,1647.15275020479,0,0,1590.2,1556,21.33,21.45,74.71,74.71,
signal1-model1,INFO-INFY,2021-07-23,0.00210754716981132,0.0661975355786648,-0.0336988689006457,0.0162493333390096,1494.42382563305,1648.91766005412,0,0,1590.45,1590,21.5796,21.37,74.69,74.7,
signal1-model1,2330-TSM,2021-04-30,0.086254581280788,0.169995191390843,0.0610795798443276,0.115537385617585,565.411759695868,623.449034894304,0,0,600,609,116.74,118.01,27.853,27.772,
signal1-model1,2330-TSM,2021-05-03,0.0910775462184874,0.154477044693931,0.0669868724674355,0.110731958580683,562.3248578079,608.434046145974,0,0,588,595,115.94,117.47,27.837,27.805,
signal1-model1,2330-TSM,2021-05-04,0.0977625102040816,0.148105762291409,0.068149040036707,0.108127401164058,562.21680719704,604.301770451264,0,0,591,588,115.36,115,27.908,27.837,
signal1-model1,2330-TSM,2021-05-05,0.0839955824915823,0.145606635559268,0.0659402852785928,0.105773460418931,562.054509823663,604.061395270104,0,0,585,594,115.38,116,27.893,27.908,
signal1-model1,2330-TSM,2021-05-06,0.0909863457627118,0.143661294697269,0.0646833372845201,0.104172315990894,562.825678358193,604.57595367437,0,0,587,590,117,115.3,27.879,27.894,
signal1-model1,2330-TSM,2021-05-07,0.0982636363636364,0.139326730903189,0.0654364611550935,0.102381596029141,572.591322844538,612.301740915394,0,0,599,594,116.83,118.4,27.708,27.879,
signal1-model1,2330-TSM,2021-05-10,0.0885184395973155,0.132567365419819,0.0670162326896976,0.0997917990547584,572.819780799104,608.010422076369,0,0,589,596,112.31,114.98,27.638,27.765,
signal1-model1,2330-TSM,2021-05-11,0.0720464732297064,0.126477360788737,0.0665888217298432,0.0965330912592901,551.022976232197,581.962697671344,0,0,571,579,112.85,109.73,27.813,27.634,
signal1-model1,2330-TSM,2021-05-12,0.10712417989418,0.120079063498599,0.0703120870093992,0.0951955752539991,560.442053116534,586.501280905825,0,0,560,567,108.21,109.35,27.921,27.813,
signal1-model1,2330-TSM,2021-05-13,0.10477068738574,0.116642235655134,0.0721251639835948,0.0943836998193645,541.184585988234,563.655799062326,0,0,547,547,108.75,109.36,27.84,27.923,
signal1-model1,2330-TSM,2021-05-14,0.0890647482014388,0.116433683578247,0.0716830138314455,0.0940583487048463,542.369877321568,565.017819807711,0,0,557,556,112.46,110.61,27.845,27.84,
signal1-model1,2330-TSM,2021-05-17,0.151267904411765,0.129612349361575,0.0626679715471455,0.0961401604543602,554.428906831588,589.35599525803,0,0,549,544,109.8,109.07,28.052,27.845,超上限\收盘平
signal1-model1,2330-TSM,2021-05-18,0.0940604618117227,0.129571997232091,0.0639123966136546,0.0967421969228727,545.3003805949,578.953720212808,0,0,572,563,110.84,113,27.83,28.049,
signal1-model1,2330-TSM,2021-05-19,0.0804473555166374,0.129242014062013,0.0647061971384013,0.0969741056002071,546.327033813427,579.441954652025,0,0,567,571,112.4,108.5,27.893,27.83,
signal1-model1,2330-TSM,2021-05-20,0.105881199294533,0.129537854486771,0.0647133893947738,0.0971256219407726,555.12494557777,588.923410042239,0,0,567,567,113.28,112.39,27.847,27.893,
signal1-model1,2330-TSM,2021-05-21,0.102974881118881,0.130102160913731,0.0653406048634862,0.0977213828886086,558.269556346916,592.20650101931,0,0,573,572,111.85,114,27.884,27.847,
signal1-model1,2330-TSM,2021-05-24,0.09397149122807,0.12990214169464,0.0650634062632353,0.0974827739789377,551.874119881543,585.471011709779,0,0,568,570,113.63,112.26,27.853,27.875,
signal1-model1,2330-TSM,2021-05-25,0.0989362465277777,0.129246179815972,0.0649538427946809,0.0971000113053266,560.539667358587,594.380012131697,0,0,583,576,114.28,114.85,27.819,27.853,
signal1-model1,2330-TSM,2021-05-26,0.0831096286201021,0.127455770706868,0.0637789834126601,0.0956173770597641,563.911568434644,597.666772810614,0,0,585,587,116,114,27.685,27.817,
signal1-model1,2330-TSM,2021-05-27,0.1074,0.128603551796877,0.0641878381190388,0.0963956949579578,569.103294932389,603.551344032701,0,0,582,580,115.77,116,27.724,27.685,
signal1-model1,2330-TSM,2021-05-28,0.0934841362862009,0.128646505569991,0.0648678398464657,0.0967571727082285,568.712333606915,602.77450776666,0,0,590,587,117.36,116.3,27.633,27.722,
signal1-model1,2330-TSM,2021-05-31,0.090678749579832,0.12864201385106,0.0648324519015319,0.0967372328762957,574.986442145365,609.442222427694,0,0,597,595,117.36,116.3,27.451,27.648,
signal1-model1,2330-TSM,2021-06-01,0.0807325217391304,0.128574682310279,0.0631967845958168,0.0958857334530481,572.649783953171,607.863057303816,0,0,598,598,118.51,119.71,27.455,27.534,
signal1-model1,2330-TSM,2021-06-02,0.0845640166666668,0.128560536335766,0.0632677739878385,0.0959141551618024,576.609219486649,612.017429588196,0,0,595,600,118.95,118.9,27.54,27.455,
signal1-model1,2330-TSM,2021-06-03,0.0921196,0.128585104694609,0.0633565310527249,0.0959708178736668,580.613510912245,616.229590795177,0,0,596,600,116.82,118.05,27.599,27.544,
signal1-model1,2330-TSM,2021-06-04,0.0911501928934009,0.128279263958754,0.0629510274415557,0.095615145700155,571.551551641008,606.678715530436,0,0,595,591,119.51,118.23,27.563,27.601,
signal1-model1,2330-TSM,2021-06-07,0.109793198653199,0.129752995430944,0.0636047718749539,0.0966788836529491,583.505565080216,619.795226038627,0,0,592,594,118.22,118.14,27.638,27.58,
signal1-model1,2330-TSM,2021-06-08,0.107581138983051,0.12972685153343,0.0671843823478023,0.0984556169406164,578.434398645134,612.333616204504,0,0,589,590,115.92,117.55,27.625,27.638,
signal1-model1,2330-TSM,2021-06-09,0.0931295563139931,0.128836116405659,0.0666756551175554,0.097755885761607,567.464054959244,600.532989505047,0,0,586,586,117.13,116,27.63,27.63,
signal1-model1,2330-TSM,2021-06-10,0.095036676818951,0.12819135444831,0.0663470160182256,0.0972691852332676,573.63201149194,606.900630168725,0,0,599,591,118.24,117.04,27.585,27.626,
signal1-model1,2330-TSM,2021-06-11,0.0836047840531562,0.128317174170861,0.0656751998808456,0.0969961870258534,578.144244307335,612.128423437965,0,0,602,602,118.25,118.29,27.565,27.585,
signal1-model1,2330-TSM,2021-06-14,0.0825178571428571,0.112407916940311,0.0747094523845052,0.0935586846624081,585.824444500935,606.373888825578,0,0,602,602,120.99,118.55,27.595,27.555,
signal1-model1,2330-TSM,2021-06-15,0.100072174629324,0.112932597695813,0.0747859429107634,0.0938592703032882,599.985849441808,621.280743765218,0,0,609,607,119.45,120.35,27.585,27.595,
signal1-model1,2330-TSM,2021-06-16,0.0838908717105264,0.112651795800057,0.0754110964259079,0.0940314461129826,592.283814655724,612.794169773943,0,0,605,608,118.02,119.55,27.683,27.585,
signal1-model1,2330-TSM,2021-06-17,0.0872371580698836,0.111077438110209,0.0751210499932914,0.0930992440517502,588.104401716045,607.772987054878,0,0,606,601,119.12,117.68,27.71,27.683,
signal1-model1,2330-TSM,2021-06-18,0.0857944736842104,0.10987002252818,0.0746104248318533,0.0922402236800166,594.811127969931,614.327783115725,0,0,603,608,115.79,117.51,27.73,27.71,
signal1-model1,2330-TSM,2021-06-21,0.0882297457627119,0.109651098519761,0.0742551742937367,0.0919531364067487,578.610295485204,597.675082572552,0,0,583,590,114.14,115.38,27.801,27.725,
signal1-model1,2330-TSM,2021-06-22,0.0848567999999998,0.108897587130465,0.0736007410302547,0.0912491640803598,572.317259380358,591.133373651533,0,0,578,585,114.33,113.5,27.935,27.801,
signal1-model1,2330-TSM,2021-06-23,0.0956461578044596,0.109194619146036,0.0745573619331198,0.0918759905395777,575.8788394518,594.441704676308,0,0,595,583,116.05,116.2,27.904,27.935,
signal1-model1,2330-TSM,2021-06-24,0.0830686454849499,0.1067621488099,0.0745566968177504,0.0906594228138252,585.198048827785,602.736972295701,0,0,590,598,117.24,116.72,27.91,27.905,
signal1-model1,2330-TSM,2021-06-25,0.0942530702341136,0.106832632302077,0.0745631067203648,0.0906978695112208,591.203508916252,608.957567878129,0,0,591,598,116.53,117.45,27.817,27.907,
signal1-model1,2330-TSM,2021-06-28,0.0991346610169492,0.107690607257701,0.0745507229084522,0.0911206650830767,585.442763305052,603.498221326169,0,0,590,590,119.61,117.29,27.835,27.825,
signal1-model1,2330-TSM,2021-06-29,0.113493093645485,0.11135763794101,0.0741597494157784,0.0927586936783944,599.149047316255,619.897431794626,598,-119.4,595,598,120.23,119.4,27.882,27.835,超上限\收盘加仓美股
signal1-model1,2330-TSM,2021-06-30,0.1192830918197,0.116109670052913,0.0728796248191795,0.0944946474360461,600.703129799256,624.907544602682,599,-120.16,595,599,120.16,120.16,27.855,27.882,超上限\开盘平\收盘加仓美股
signal1-model1,2330-TSM,2021-07-01,0.123254067114094,0.121150078373185,0.0709526632103169,0.0960513707917508,597.118474068522,625.106456146446,596,-120.1,593,596,118.42,120.1,27.891,27.857,超上限\开盘平\收盘加仓美股
signal1-model1,2330-TSM,2021-07-02,0.119008786440678,0.124419749960484,0.0704688509777452,0.0974443004691146,587.160785839276,616.753288427751,596,-120.1,588,590,118.91,118.75,27.924,27.876,
signal1-model1,2330-TSM,2021-07-05,0.130251683673469,0.128761769246832,0.0681726801934246,0.0984672247201282,588.776133376175,622.172802509475,0,0,591,588,118.91,118.75,27.845,27.945,超上限\开盘平\收盘平
signal1-model1,2330-TSM,2021-07-06,0.11539578487395,0.129841200582945,0.067874713446401,0.0988579570146731,587.392716478725,621.477860317657,0,0,592,595,120.05,119.85,27.963,27.906,
signal1-model1,2330-TSM,2021-07-07,0.137951915254237,0.136506143443476,0.0656920064798947,0.101099074961685,590.750550600426,630.005316655874,0,0,594,590,118.25,120.64,27.981,27.963,超上限\收盘平
signal1-model1,2330-TSM,2021-07-08,0.112265462184874,0.137584224098759,0.0663368043612041,0.101960514229981,581.757320451858,620.627504643295,0,0,588,595,117.87,115.87,28.002,27.983,
signal1-model1,2330-TSM,2021-07-09,0.134225340206186,0.141778326708143,0.067204757367123,0.104491542037633,578.150007368932,618.549667665055,0,0,584,582,120.56,118,27.965,28.002,
signal1-model1,2330-TSM,2021-07-12,0.135290218487395,0.145327473360243,0.0689328468494765,0.10713016010486,589.785625257183,631.936498154146,0,0,593,595,122.63,121.19,27.975,28.015,
signal1-model1,2330-TSM,2021-07-13,0.1429116,0.150488251056836,0.0680560116899516,0.109272131373394,596.04864227868,642.051495890149,0,0,607,600,123.9,123.19,28.03,27.96,
signal1-model1,2330-TSM,2021-07-14,0.133088743882545,0.15243932844253,0.071024721521459,0.111732024981995,602.707129874419,648.522285287029,0,0,613,613,124.39,125.15,27.983,28.03,
signal1-model1,2330-TSM,2021-07-15,0.135662437194127,0.154484985698868,0.0738215921775456,0.114153288938207,603.005740762041,648.302361464247,0,0,614,613,117.53,120.12,27.896,27.983,
signal1-model1,2330-TSM,2021-07-16,0.109515018612521,0.153496126471399,0.0771825058978453,0.115339316184622,568.466040719087,608.739347705472,0,0,589,591,115.74,118.75,27.958,27.896,
signal1-model1,2330-TSM,2021-07-19,0.10995255574614,0.152513710114202,0.0803372032533857,0.116425456683794,561.470405359325,598.981816095272,0,0,582,583,115.35,114,28.088,27.955,
signal1-model1,2330-TSM,2021-07-20,0.119153989637306,0.151030146991361,0.0852504853399568,0.118140316165659,562.965411196014,597.08810892355,0,0,581,579,116.4,115.88,28.02,28.088,
signal1-model1,2330-TSM,2021-07-21,0.113149488054608,0.150276261845288,0.0877547035110449,0.119015482678166,567.086031101401,599.68079006645,0,0,585,586,117.87,116.23,27.975,28.02,
signal1-model1,2330-TSM,2021-07-22,0.11966494057725,0.147135798990675,0.0945547958748874,0.120845297432781,574.895012935919,602.512229159683,0,0,591,589,116.56,118.09,28.015,27.975,
signal1-model1,2330-TSM,2021-07-23,0.103027756756757,0.145948616191976,0.0966194473258511,0.121284031758914,569.826973717124,595.459467358843,0,0,585,592,116.39,117.65,28.064,28.011,
signal1-model1,ICICIBC-IBN,2021-04-30,0.0247262803676953,0.0497689514227502,-0.0393148980357468,0.00522702669350167,594.667282885379,649.810482876863,0,0,600.5,609.2,16.3,16.2,74.53,74.45,
signal1-model1,ICICIBC-IBN,2021-05-03,0.0167718446601943,0.0505269519392474,-0.0391410007641336,0.00569297558755691,578.204584735992,632.162992159159,0,0,596.75,597.4,16.33,16.25,74.46,74.53,
signal1-model1,ICICIBC-IBN,2021-05-04,0.0189657252995892,0.0506960732192887,-0.0391541346670544,0.00577096927611716,578.631552450004,632.740298871278,0,0,591.55,596.65,15.96,16.12,74.35,74.46,
signal1-model1,ICICIBC-IBN,2021-05-05,-0.00464228187919458,0.0504706605982173,-0.0398604379186315,0.00530511133979288,564.730860414672,617.861427055461,0,0,602.8,596,16.31,16.36,74.22,74.34,
signal1-model1,ICICIBC-IBN,2021-05-06,0.000601917672342633,0.0504303108536147,-0.0385582184406929,0.00593604620646086,576.205859395034,629.537962265752,0,0,608.2,604.9,16.66,16.5,74.01,74.22,
signal1-model1,ICICIBC-IBN,2021-05-07,0.00735833333333336,0.0505108537456375,-0.0384866529776244,0.00601210038400655,586.860476311914,641.180179047118,0,0,607.1,612,16.68,16.56,73.64,74.01,
signal1-model1,ICICIBC-IBN,2021-05-10,0.00707888707037641,0.042026467026562,-0.0346978679370029,0.00366429954477954,590.508225530816,637.443117094289,0,0,613.25,611,16.67,16.9,73.9,73.78,
signal1-model1,ICICIBC-IBN,2021-05-11,0.0139201646090537,0.0428107095307836,-0.0344602469705835,0.00417523128010009,590.669518801885,637.940072449025,0,0,609.85,607.5,16.57,16.46,73.75,73.9,
signal1-model1,ICICIBC-IBN,2021-05-12,0.0129621187002651,0.0409881139461995,-0.0339661497616844,0.00351098209225754,586.960352202041,632.502421989938,0,0,594.75,603.2,15.92,16.22,74.1,73.75,
signal1-model1,ICICIBC-IBN,2021-05-13,-0.0220232095490717,0.0415245323411895,-0.0352792953505039,0.00312261849534278,566.396260176377,611.488482787699,0,0,594.75,603.2,16.16,15.95,73.85,74.11,
signal1-model1,ICICIBC-IBN,2021-05-14,0.00540522325189552,0.0416589202038652,-0.0351717599133991,0.00324358014523307,572.843940013701,618.460338543201,0,0,597.3,593.5,16.54,16.4,73.66,73.85,
signal1-model1,ICICIBC-IBN,2021-05-17,0.00994761707418146,0.0408163337843545,-0.0351002297083857,0.00285805203798439,585.358703763607,631.413664670965,0,0,623.6,603.25,17.05,17.03,73.69,73.67,
signal1-model1,ICICIBC-IBN,2021-05-18,0.00184554660712877,0.0409835323757083,-0.0345776100155305,0.00320296118008889,603.474724106653,650.707147997786,0,0,633.2,627.05,17.18,17.26,73.54,73.69,
signal1-model1,ICICIBC-IBN,2021-05-19,0.00767044185675547,0.0406751214111473,-0.031390866825662,0.00464212729274266,607.018066448449,652.181131030384,0,0,625.45,626.9,17.24,16.93,73.66,73.54,
