"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"1",-0.0510724937668687,-0.0512082945282346,-0.105952771651864,-0.0418546975095864,-0.0629518157230442,-0.0320254392388453,-0.0433816105191616,-0.0612738383683613,-0.0616491363053675,-0.0418252394896665,-0.0380524170289411,-0.0665144493367356,-0.0571738983627674,-0.0482442872909656,-0.0312583791546084,-0.0732040831085294,-0.0394971907159176,-0.00793657529937386,-0.00735535193904013,-0.0629853757775334,-0.0349521763038094,-0.0362476521575927,-0.0632047304331746,-0.0621317197331641,-0.0397756116261099,-0.060194357836993,-0.0574390912604352,-0.055285904158354,-0.0489123218207896,-0.0606066152560389,-0.0437895190216384,-0.0547409732353112,-0.0276714263530478,-0.0470559024443133,-0.046843089842205,-0.0505382887971408,-0.0696885520479178,-0.0773390259120177,-0.0342835925099259,-0.0870113539791517,-0.0255966603875661,-0.0262426146415775,-0.046972106461908,-0.0623699665682285,-0.0794251545974052,-0.0508324619867508,-0.0420905982818258,-0.0615631181871721,-0.0851235543715356,-0.0655832537269614
"2",0.0150541864164828,0.00145141940217508,0.0647887523375212,-0.0108875922021507,0.019828805649301,0.00324905869330827,0.00316200024259938,-0.0215781328067628,-0.0034902060061901,-0.0152362945813249,0.01090166412154,-0.0318836488304663,-0.00482050765806763,-0.0264938277508007,-0.00652476865344287,-0.0306018866279079,0.00462526735349478,0.00602218505336394,0.0149086261073803,0.00360534936001056,-0.0249655063171743,0.000372602104396158,-0.0160203399141001,-0.0152252917946418,0.0174167890307024,-0.00870743012509045,-0.00411859523453684,-0.00784300321995479,0.0204093398758345,-0.0102822231632071,0.0142105198354332,-0.00687638259734635,0.018245685496892,-0.0150546689405768,-0.0197317384635727,-0.00683564734376096,-0.00272741482977068,-0.0776860377833879,-0.014989837128986,-0.0219034087696079,0.00163968943997395,-0.0131975767447816,-0.0122362511360485,0.0034468085036643,0.0237922548808371,-0.0203988963140098,-0.0140181736361944,0.0403144272314893,-0.019253741510354,-0.00884190176694766
"3",-0.0610491526560812,-0.0538924304744586,-0.139919434209761,-0.0914378261639563,-0.0975377899766174,-0.0697784615014219,-0.0603061369763207,-0.0955816789197161,-0.0310724670416085,-0.0687896963303065,-0.0623723922480859,-0.0933143576983086,-0.0630617657972561,-0.037471618938691,-0.0768069717543312,-0.0944404229829305,-0.0534395683479052,-0.0894763836999206,-0.0393916166357711,-0.0977424742154915,-0.0847157703439216,-0.0802912872899895,-0.130560978578088,-0.14912650813981,-0.0464906661383737,-0.11669035371009,-0.0428083040807961,-0.0711673137501951,-0.06962126322802,-0.106544318049201,-0.0696148978531301,-0.0533310413583536,-0.0566772050091378,-0.0840235831663572,-0.104957847391101,-0.108580269468401,-0.0648721980862992,-0.227129215676358,-0.0710464057024374,-0.0908477220532387,-0.0890393418156838,-0.0671409678687551,-0.075529195403699,-0.0803525068870732,-0.0634942860878653,-0.0754014044621534,-0.0530759105854095,-0.0793829489241009,-0.040323693331493,-0.120673881755342
"4",0.0561470484511806,0.0409955147139245,0.050982371161127,0.0422349950580463,0.110541874399824,0.0283856883257907,0.0281030481877682,0.0735280544738606,0.0310724670416085,0.0698970434922579,0.0232515601626124,0.0889850961903207,0.04932360533771,0.0337867398191865,0.0569734838855669,0.106793894036285,0.0411896118921287,0.0382369283291282,-0.000521826312081863,0.0652825122351746,0.0574088397399053,0.0580557377529223,0.0964102881175304,0.0753402344783427,0.0526383039521652,0.0494333853302229,0.0268076880782879,0.0588732411625852,0.0494864066086573,0.0748555426694146,0.0225944055811174,0.0731084841883112,0.0158190485390266,0.0861883787843363,0.152712470512043,0.0615630555153723,0.069866450335772,0.154808655235795,0.0411409229235327,0.0717786072442865,0.0489271063087298,0.0963839631390915,0.0320692286579289,0.0562546016422054,0.0476959133703367,0.0596721372671283,0.0330513695067864,0.0251879218867708,0.0704154105348564,0.0555431998619476
"5",-0.0386860968008387,-0.0283180061583357,-0.0165401401054659,-0.0639336416032359,-0.0431215068873638,-0.0609885502034335,-0.0571509011290185,-0.0344220143994276,-0.0167476833138429,-0.0636431113406455,-0.0234735655177065,-0.0403925040744229,-0.0954831804058953,-0.0220196687247962,-0.0578053402442706,-0.0261210056637839,-0.0164721004370043,-0.0482054205649227,-0.00733553867185988,-0.0402994957955447,-0.0701189306765815,-0.0341119630897508,-0.0954419772782544,-0.121732158429378,-0.0470554383238704,-0.0714805818035225,-0.010701856274058,-0.0118894635091005,-0.0464109007070928,-0.0556941054286426,-0.0440658315121651,-0.0704306252746036,-0.0217594887302082,-0.0151471578903477,-0.0846590853556912,-0.0447502500969583,-0.0247603601387945,-0.115647034031433,-0.0321437730546901,-0.01876313763464,-0.0224188312870077,-0.000361758179359128,-0.054651947679369,-0.0423326993225679,-0.0422825158429974,-0.037904379410691,-0.021948610645059,-0.0435265929568027,-0.0239156353187728,-0.113290996627576
"6",0.0605578514378728,0.0520367279127116,0.0510429330117805,0.050938478598975,0.043982462601329,0.0331827547659991,0.0587799442142805,0.044027621504684,0.0409285334972553,0.0663273009851575,0.0725529636405509,0.0689924695239519,0.0182223831393502,0.029741620768541,0.0644601671224803,0.0740631157417559,0.0323557630491838,0.0213590859731294,0.0356444050334113,0.0682506862953862,0.0529368254803786,0.0375359378437921,0.0812699841375255,0.0533828768115643,0.0121320708113943,0.0802115843346654,0.0267024722765661,0.0419449571374999,0.0472353530921072,0.0898550687813593,0.0250053244527879,0.0457380640398251,0.0461237872852376,0.0474651443796752,0.0296316444011178,0.062104306744474,0.0346751319510292,0.0685002376099533,0.0488403410429217,0.0571834905653632,0.06612869361479,0.0369443222760184,0.0351766357985932,0.0776522729844631,0.035491923983173,0.0409486229421852,0.0510657644160872,0.0683108206188221,0.0621471515162262,0.0456515744597299
"7",0.0227104924407167,-0.0120312162967164,0.0230291188669334,0.0230311887858146,0.0507552839371703,0.00212178011963138,0.00748291722013406,-0.00352237525407251,-0.0102915036300137,-0.0109396602665832,0.00535315470273057,0.00839728150401609,0.0297523151272392,-0.00440505082051423,-0.00469291725918097,-0.0135493709179744,-0.010344469928413,0.0050974003753077,-0.00508786063135602,0.00225697684304738,-0.00130097178665523,0.0217889328726644,-0.00806114688597326,-0.0189349767849709,0.0252753677349933,0.0480863214534311,-0.000317721954805616,-0.00186904600273374,0.0173334990153218,-0.0056337604229606,0.0114797384341609,0.0213043904155445,0.00174917738515834,-0.00139663103564036,0.00908297806392278,0.00886975788416766,0.0133628613338299,-0.00831026099190013,-0.000250909548424438,0.00573312968290374,0.0158706968520996,-0.0103998613242533,0.00297511543497997,0.0200753047922948,-0.052243061110762,0.0170773628877403,0.014095133486471,0.010785320312376,0.0778917265811967,-0.0319450352460127
"8",0.0152873881433933,0.0347322363742704,0.00278397041667766,0.0225131966144296,-0.00533115882291479,0.0221088765081272,0.0168799019418371,0.0262269938871338,0.023008855078515,0.0230077796201003,0.00532440536682088,0.0150415840681108,0.0167819248502274,0.0113408011768428,0.0361858620570081,0.0497499320184529,0.0324492352626793,0.0256407996713612,0.0301453840175396,0.0129900574559301,0.0146426290145545,0.0422034937923614,0.0261831580682834,0.0573101794080162,-0.00123836865137372,0.0350055753488321,0.0185628706516932,0.0439173734179485,0.0195995163508984,0.0249541408652219,0.0154163014157156,0.0260947928349671,0.0280014222674945,0.0303813261074071,0.0613688738082363,0.0246626911279453,0.0166745854499548,0.0762914805774675,0.0134598243390975,0.0420830681834725,0.0294464375699977,0.0245980577912857,0.0229085570084928,0.0202026963205286,0.0348586014624273,0.0251781249850525,0.0106932316848232,0.0224751518847159,0.0710578868837368,0.0609320533714079
"9",-0.0100790254511618,-0.00492204788576656,-0.0322234937518289,-0.0187255266478044,-0.0342986359478528,0.00357513880967586,-0.0216127320482604,-0.0218261244866271,-0.0161360639816972,-0.0139621329554616,-0.00882135628179137,-0.0171342408472608,-0.00685878609752777,-0.0205813549028782,-0.00492720015056936,-0.0239875479336131,-0.00662762164915875,-0.00766401062247679,-0.00396724799872228,-0.0175087149813562,-0.0150765946822076,-0.00571636421089172,-0.0288847300297546,-0.0197922934246293,0.0256446821063951,-0.0234731718160819,-0.0230184812016736,-0.00821802759545243,-0.0102863013636836,-0.0243955703013494,0.00777494769363862,0.00173858788077963,-0.00340462783231255,-0.00232717159041052,0.0151901078771233,-0.0182883136184073,-0.0251170257834477,-0.0475025527062694,0.00617057369490492,-0.0149302092801844,-0.00156129251372716,-0.00309957119872895,-0.00874895073805959,-0.0176714196180505,0.0141729462176752,-0.00877961958181794,-0.00927458883587651,-0.0179179835600158,-0.0129770836788374,-0.00592902115990723
"10",0.00492258827891412,0.0116795791491362,-0.032768408841866,-0.006187047305108,0.00297429579792619,-0.00905691152079724,-0.0121837663018916,0.0099406097696253,-0.0051504404844418,0.0100594665579532,-0.00144342998073244,-0.00788669808114761,-0.00149714176164473,0,0.00341342683279366,-0.00173578974604949,0.00662762164915875,-0.00881174289482134,0.00890421370447436,-0.0178212013341201,-0.0131062373230484,0.00927270172360029,-0.00769377036123853,0.0015768418640425,0.0236200634134192,-0.0229198729207281,0.0107866385247273,0.011792521861524,-0.0132798996741408,0.000124078363320734,0.010477752087374,-0.0045273280792637,0.00806633729210215,0.0103328345803284,-0.0480366997334183,-0.00850839207468734,0.00667106146625063,0.00807552576830162,0.00147528917832274,-0.00164978383470382,-0.0021898154052411,0.00183785638552791,0.00175571878414349,-0.0120472130505167,-0.00241536971185097,-0.00353334987283693,-0.00344899587959446,-0.00615143711111532,-0.0264705777016729,0.0157330248413716
