info,tradeDetail
S43框架EA修正-ndx,"2010-12-03:CMCSA 开盘建仓,当日收益为 0.00%,明日信号为 多"
S43框架EA修正-ndx,"2010-12-03:CTAS 开盘建仓,当日收益为 0.00%,明日信号为 多"
S43框架EA修正-ndx,"2010-12-03:DXCM 开盘建仓,当日收益为 0.01%,明日信号为 多"
S43框架EA修正-ndx,"2010-12-03:NXPI 开盘建仓,当日收益为 0.15%,明日信号为 多"
S43框架EA修正-ndx,"2010-12-03:QCOM 开盘建仓,当日收益为 0.01%,明日信号为 多"
S43框架EA修正-ndx,"2010-12-06:CMCSA 持有期,收益为 -0.00%,明日信号为 多"
S43框架EA修正-ndx,"2010-12-06:CTAS 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-ndx,"2010-12-06:DXCM 持有期,收益为 0.02%,明日信号为 多"
S43框架EA修正-ndx,"2010-12-06:NXPI 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-ndx,"2010-12-06:QCOM 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-ndx,"2010-12-06:ADBE 开盘建仓,当日收益为 0.01%,明日信号为 多"
S43框架EA修正-ndx,"2010-12-07:ADBE 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-ndx,"2010-12-07:CMCSA 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-ndx,"2010-12-07:CTAS 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-ndx,"2010-12-07:DXCM 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-ndx,"2010-12-07:NXPI 持有期,收益为 0.03%,明日信号为 多"
S43框架EA修正-ndx,"2010-12-07:QCOM 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-ndx,"2010-12-07:VRSK 开盘建仓,当日收益为 0.01%,明日信号为 多"
S43框架EA修正-ndx,"2010-12-08:ADBE 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-ndx,"2010-12-08:CMCSA 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-ndx,"2010-12-08:CTAS 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-ndx,"2010-12-08:DXCM 持有期,收益为 -0.00%,明日信号为 多"
S43框架EA修正-ndx,"2010-12-08:NXPI 持有期,收益为 0.13%,明日信号为 多"
S43框架EA修正-ndx,"2010-12-08:QCOM 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-ndx,"2010-12-08:VRSK 持有期,收益为 0.02%,明日信号为 多"
S43框架EA修正-ndx,"2010-12-09:ADBE 持有期,收益为 -0.02%,明日信号为 多"
S43框架EA修正-ndx,"2010-12-09:CMCSA 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-ndx,"2010-12-09:CTAS 持有期,收益为 -0.00%,明日信号为 多"
S43框架EA修正-ndx,"2010-12-09:DXCM 持有期,收益为 0.00%,明日信号为 多"
