info,tradeDetail
S43框架EA修正-HK,"2010-12-02:01997 开盘建仓,当日收益为 0.01%,明日信号为 多"
S43框架EA修正-HK,"2010-12-03:01997 持有期,收益为 0.07%,明日信号为 多"
S43框架EA修正-HK,"2010-12-06:01997 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-HK,"2010-12-06:01038 开盘建仓,当日收益为 0.03%,明日信号为 多"
S43框架EA修正-HK,"2010-12-07:01038 持有期,收益为 -0.04%,明日信号为 多"
S43框架EA修正-HK,"2010-12-07:01997 持有期,收益为 -0.02%,明日信号为 多"
S43框架EA修正-HK,"2010-12-08:01038 持有期,收益为 -0.02%,明日信号为 多"
S43框架EA修正-HK,"2010-12-08:01997 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-HK,"2010-12-09:01038 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-HK,"2010-12-09:01997 持有期,收益为 -0.02%,明日信号为 多"
S43框架EA修正-HK,"2010-12-10:01038 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-HK,"2010-12-10:01997 持有期,收益为 0.03%,明日信号为 多"
S43框架EA修正-HK,"2010-12-13:01038 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-HK,"2010-12-13:01997 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-HK,"2010-12-14:01038 持有期,收益为 -0.00%,明日信号为 多"
S43框架EA修正-HK,"2010-12-14:01997 持有期,收益为 -0.02%,明日信号为 多"
S43框架EA修正-HK,"2010-12-15:01038 持有期,收益为 -0.02%,明日信号为 多"
S43框架EA修正-HK,"2010-12-15:01997 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-HK,"2010-12-16:01038 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-HK,"2010-12-16:01997 持有期,收益为 -0.02%,明日信号为 多"
S43框架EA修正-HK,"2010-12-17:01038 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-HK,"2010-12-17:01997 持有期,收益为 0.02%,明日信号为 多"
S43框架EA修正-HK,"2010-12-20:01038 持有期,收益为 -0.02%,明日信号为 多"
S43框架EA修正-HK,"2010-12-20:01997 持有期,收益为 0.02%,明日信号为 多"
S43框架EA修正-HK,"2010-12-21:01038 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-HK,"2010-12-21:01997 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-HK,"2010-12-22:01038 持有期,收益为 0.03%,明日信号为 多"
S43框架EA修正-HK,"2010-12-22:01997 持有期,收益为 0.10%,明日信号为 平仓"
S43框架EA修正-HK,"2010-12-23:01038 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-HK,"2010-12-23:01997 开盘平仓,开盘收益为 -0.05%,明日信号为 平仓"
S43框架EA修正-HK,"2010-12-24:01038 持有期,收益为 -0.00%,明日信号为 平仓"
S43框架EA修正-HK,"2010-12-24:00001 开盘建仓,当日收益为 -0.01%,明日信号为 多"
S43框架EA修正-HK,"2010-12-24:00868 开盘建仓,当日收益为 -0.02%,明日信号为 多"
S43框架EA修正-HK,"2010-12-28:00001 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-HK,"2010-12-28:00868 持有期,收益为 -0.03%,明日信号为 多"
S43框架EA修正-HK,"2010-12-28:01038 开盘平仓,开盘收益为 -0.01%,明日信号为 平仓"
S43框架EA修正-HK,"2010-12-29:00001 持有期,收益为 0.03%,明日信号为 多"
S43框架EA修正-HK,"2010-12-29:00868 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-HK,"2010-12-30:00001 持有期,收益为 -0.00%,明日信号为 多"
S43框架EA修正-HK,"2010-12-30:00868 持有期,收益为 0.02%,明日信号为 多"
S43框架EA修正-HK,"2010-12-31:00001 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-HK,"2010-12-31:00868 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-HK,"2010-12-31:00241 开盘建仓,当日收益为 0.03%,明日信号为 多"
S43框架EA修正-HK,"2011-01-03:00001 持有期,收益为 0.05%,明日信号为 多"
S43框架EA修正-HK,"2011-01-03:00241 持有期,收益为 0.02%,明日信号为 多"
S43框架EA修正-HK,"2011-01-03:00868 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-HK,"2011-01-03:01398 开盘建仓,当日收益为 0.00%,明日信号为 多"
S43框架EA修正-HK,"2011-01-04:00001 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-HK,"2011-01-04:00241 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-HK,"2011-01-04:00868 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-HK,"2011-01-04:01398 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-HK,"2011-01-04:02007 开盘建仓,当日收益为 0.01%,明日信号为 多"
S43框架EA修正-HK,"2011-01-05:00001 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-HK,"2011-01-05:00241 持有期,收益为 -0.03%,明日信号为 多"
S43框架EA修正-HK,"2011-01-05:00868 持有期,收益为 0.02%,明日信号为 多"
S43框架EA修正-HK,"2011-01-05:01398 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-HK,"2011-01-05:02007 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-HK,"2011-01-05:00005 开盘建仓,当日收益为 0.02%,明日信号为 多"
S43框架EA修正-HK,"2011-01-05:00012 开盘建仓,当日收益为 -0.01%,明日信号为 多"
S43框架EA修正-HK,"2011-01-06:00001 持有期,收益为 0.02%,明日信号为 多"
S43框架EA修正-HK,"2011-01-06:00005 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-HK,"2011-01-06:00012 持有期,收益为 0.03%,明日信号为 多"
S43框架EA修正-HK,"2011-01-06:00241 持有期,收益为 0.03%,明日信号为 多"
S43框架EA修正-HK,"2011-01-06:00868 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-HK,"2011-01-06:01398 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-HK,"2011-01-06:02007 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-HK,"2011-01-06:00002 开盘建仓,当日收益为 -0.00%,明日信号为 多"
S43框架EA修正-HK,"2011-01-06:00017 开盘建仓,当日收益为 0.01%,明日信号为 多"
S43框架EA修正-HK,"2011-01-06:00688 开盘建仓,当日收益为 -0.00%,明日信号为 多"
S43框架EA修正-HK,"2011-01-07:00001 持有期,收益为 -0.02%,明日信号为 多"
S43框架EA修正-HK,"2011-01-07:00002 持有期,收益为 -0.00%,明日信号为 多"
S43框架EA修正-HK,"2011-01-07:00005 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-HK,"2011-01-07:00012 持有期,收益为 -0.00%,明日信号为 多"
S43框架EA修正-HK,"2011-01-07:00017 持有期,收益为 0.02%,明日信号为 多"
S43框架EA修正-HK,"2011-01-07:00241 持有期,收益为 -0.02%,明日信号为 多"
S43框架EA修正-HK,"2011-01-07:00688 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-HK,"2011-01-07:00868 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-HK,"2011-01-07:01398 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-HK,"2011-01-07:02007 持有期,收益为 0.02%,明日信号为 多"
S43框架EA修正-HK,"2011-01-07:01928 开盘建仓,当日收益为 -0.00%,明日信号为 多"
S43框架EA修正-HK,"2011-01-10:00001 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-HK,"2011-01-10:00002 持有期,收益为 -0.00%,明日信号为 多"
S43框架EA修正-HK,"2011-01-10:00005 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-HK,"2011-01-10:00012 持有期,收益为 -0.01%,明日信号为 多"
