info,tradeDetail
S43框架EA修正-nky,"2010-11-22:7269 开盘建仓,当日收益为 -0.01%,明日信号为 多"
S43框架EA修正-nky,"2010-11-22:8304 开盘建仓,当日收益为 0.04%,明日信号为 多"
S43框架EA修正-nky,"2010-11-23:7269 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-nky,"2010-11-23:8304 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-nky,"2010-11-24:7269 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-nky,"2010-11-24:8304 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-nky,"2010-11-25:7269 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-nky,"2010-11-25:8304 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-nky,"2010-11-26:7269 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-nky,"2010-11-26:8304 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-nky,"2010-11-29:7269 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-nky,"2010-11-29:8304 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-nky,"2010-11-30:7269 持有期,收益为 -0.02%,明日信号为 多"
S43框架EA修正-nky,"2010-11-30:8304 持有期,收益为 -0.05%,明日信号为 多"
S43框架EA修正-nky,"2010-12-01:7269 持有期,收益为 -0.00%,明日信号为 多"
S43框架EA修正-nky,"2010-12-01:8304 持有期,收益为 0.04%,明日信号为 多"
S43框架EA修正-nky,"2010-12-02:7269 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-nky,"2010-12-02:8304 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-nky,"2010-12-02:1605 开盘建仓,当日收益为 -0.01%,明日信号为 多"
S43框架EA修正-nky,"2010-12-02:2002 开盘建仓,当日收益为 -0.01%,明日信号为 多"
S43框架EA修正-nky,"2010-12-03:1605 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-nky,"2010-12-03:2002 持有期,收益为 -0.00%,明日信号为 多"
S43框架EA修正-nky,"2010-12-03:7269 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-nky,"2010-12-03:8304 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-nky,"2010-12-06:1605 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-nky,"2010-12-06:2002 持有期,收益为 -0.00%,明日信号为 多"
S43框架EA修正-nky,"2010-12-06:7269 持有期,收益为 -0.00%,明日信号为 多"
S43框架EA修正-nky,"2010-12-06:8304 持有期,收益为 0.02%,明日信号为 多"
S43框架EA修正-nky,"2010-12-06:2531 开盘建仓,当日收益为 -0.01%,明日信号为 多"
S43框架EA修正-nky,"2010-12-06:2801 开盘建仓,当日收益为 -0.00%,明日信号为 多"
S43框架EA修正-nky,"2010-12-06:5711 开盘建仓,当日收益为 0.01%,明日信号为 多"
S43框架EA修正-nky,"2010-12-06:6113 开盘建仓,当日收益为 0.02%,明日信号为 多"
S43框架EA修正-nky,"2010-12-07:1605 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-nky,"2010-12-07:2002 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-nky,"2010-12-07:2531 持有期,收益为 -0.00%,明日信号为 多"
S43框架EA修正-nky,"2010-12-07:2801 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-nky,"2010-12-07:5711 持有期,收益为 -0.00%,明日信号为 多"
S43框架EA修正-nky,"2010-12-07:6113 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-nky,"2010-12-07:7269 持有期,收益为 -0.02%,明日信号为 多"
S43框架EA修正-nky,"2010-12-07:8304 持有期,收益为 -0.03%,明日信号为 多"
S43框架EA修正-nky,"2010-12-08:1605 持有期,收益为 0.01%,明日信号为 多"
