x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,Äê»¯ÊÕÒæÂÊ(%),×î´ó»Ø³·(%),³ÖÓÐ1Äê×îµÍÊÕÒæ(%),³ÖÓÐ1Äê×î¸ßÊÕÒæ(%),³ÖÓÐ1ÄêÆ½¾ùÊÕÒæ(%),×î´óÁ¬ÐøÉÏÕÇÌìÊý,×î´óÁ¬ÐøÏÂµøÌìÊý,ÊÕÒæ²¨¶¯ÂÊ(%),ÏÄÆÕ±ÈÂÊ,×î³¤ÐÂ¸ß¼ä¸ô,ÏÂµø²¨¶¯ÂÊ(%),³ÖÓÐ1ÄêÊÕÒæÖÐÎ»Êý(%),³ÖÓÐ1ÄêÊÕÒæ90%·ÖÎ»Êý(%),ÐÅÏ¢±ÈÂÊ,Ê¤ÂÊ(%)
s43¿ò¼ÜISO-S43¿ò¼Ü-È«ÊÐ³¡,1.18,-16.38,-10.14,19.71,1.28,11,9,3.42,0.36,544,0.22,0.27,6.42,0.34,54.16
s43¿ò¼ÜISO-S43¿ò¼Ü-ÖÐÖ¤500,2.04,-13.61,-8.44,23.62,2.32,11,9,3.68,0.57,1237,0.24,1.22,8.49,0.56,53.21
s43¿ò¼ÜISO-S43¿ò¼Ü-»¦Éî300,2.99,-8.26,-7.71,18.01,3.39,11,7,3.36,0.89,705,0.22,2.84,9.14,0.89,52.61
s43¿ò¼ÜISO-S43¿ò¼Ü-ÖÐÖ¤1000,1.80,-14.64,-8.96,21.06,1.98,14,9,3.42,0.54,544,0.22,1.07,8.23,0.53,54.01
s43¿ò¼ÜISOEAÐÞÕý-S43¿ò¼ÜEAÐÞÕý-È«ÊÐ³¡,2.42,-5.21,-4.38,16.28,2.51,11,9,2.12,1.14,908,0.14,2.27,6.67,1.14,55.66
s43¿ò¼ÜISOEAÐÞÕý-S43¿ò¼ÜEAÐÞÕý-ÖÐÖ¤500,3.26,-4.52,-3.91,19.30,3.48,14,8,2.36,1.37,586,0.15,2.48,8.13,1.38,55.27
s43¿ò¼ÜISOEAÐÞÕý-S43¿ò¼ÜEAÐÞÕý-»¦Éî300,3.65,-4.08,-3.03,15.26,3.96,13,10,2.17,1.66,495,0.14,3.16,8.67,1.68,54.86
s43¿ò¼ÜISOEAÐÞÕý-S43¿ò¼ÜEAÐÞÕý-ÖÐÖ¤1000,2.97,-4.33,-3.37,17.73,3.10,14,8,2.17,1.36,901,0.14,2.52,8.41,1.37,56.10
s43¿ò¼ÜISORSIÐÞÕý-S43¿ò¼ÜRSIÐÞÕý-È«ÊÐ³¡,0.52,-1.06,-0.90,1.79,0.51,11,8,0.50,1.04,511,0.03,0.49,1.10,1.04,55.72
s43¿ò¼ÜISORSIÐÞÕý-S43¿ò¼ÜRSIÐÞÕý-ÖÐÖ¤500,0.61,-0.93,-0.75,1.82,0.59,13,13,0.56,1.10,258,0.04,0.56,1.18,1.10,54.16
s43¿ò¼ÜISORSIÐÞÕý-S43¿ò¼ÜRSIÐÞÕý-»¦Éî300,0.51,-1.72,-1.43,1.42,0.50,13,17,0.55,0.92,573,0.04,0.63,1.09,0.92,52.29
s43¿ò¼ÜISORSIÐÞÕý-S43¿ò¼ÜRSIÐÞÕý-ÖÐÖ¤1000,0.64,-1.00,-0.72,1.80,0.63,11,9,0.54,1.19,274,0.03,0.68,1.22,1.19,54.61
s43¿ò¼ÜISO-S43¿ò¼Ü-hsce,1.45,-6.94,-4.60,8.73,1.67,9,10,2.99,0.50,530,0.19,1.45,4.96,0.49,51.96
s43¿ò¼ÜISO-S43¿ò¼Ü-US,1.99,-2.87,-1.85,8.01,2.00,10,7,1.76,1.13,281,0.11,2.03,3.57,1.13,56.04
