x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,Äê»¯ÊÕÒæÂÊ(%),×î´ó»Ø³·(%),³ÖÓÐ1Äê×îµÍÊÕÒæ(%),³ÖÓÐ1Äê×î¸ßÊÕÒæ(%),³ÖÓÐ1ÄêÆ½¾ùÊÕÒæ(%),×î´óÁ¬ÐøÉÏÕÇÌìÊý,×î´óÁ¬ÐøÏÂµøÌìÊý,ÊÕÒæ²¨¶¯ÂÊ(%),ÏÄÆÕ±ÈÂÊ,×î³¤ÐÂ¸ß¼ä¸ô,ÏÂµø²¨¶¯ÂÊ(%),³ÖÓÐ1ÄêÊÕÒæÖÐÎ»Êý(%),³ÖÓÐ1ÄêÊÕÒæ90%·ÖÎ»Êý(%),ÐÅÏ¢±ÈÂÊ,Ê¤ÂÊ(%)
s43¿ò¼ÜISO-S43¿ò¼Ü-È«ÊÐ³¡,1.24,-16.38,-10.14,19.71,1.28,11,9,3.43,0.38,544,0.22,0.22,6.45,0.36,54.21
s43¿ò¼ÜISO-S43¿ò¼Ü-ÖÐÖ¤500,2.16,-13.60,-8.44,23.78,2.34,11,9,3.70,0.60,1237,0.24,1.19,8.64,0.58,53.42
s43¿ò¼ÜISO-S43¿ò¼Ü-»¦Éî300,3.03,-8.26,-7.71,18.01,3.42,11,7,3.37,0.90,705,0.22,2.89,9.19,0.90,52.69
s43¿ò¼ÜISO-S43¿ò¼Ü-ÖÐÖ¤1000,1.89,-14.65,-8.98,21.19,2.00,14,9,3.44,0.56,544,0.22,1.10,8.34,0.55,54.10
s43¿ò¼ÜISOEAÐÞÕý-S43¿ò¼ÜEAÐÞÕý-È«ÊÐ³¡,2.47,-5.22,-4.38,16.29,2.51,11,9,2.13,1.16,908,0.14,2.22,6.69,1.16,55.73
s43¿ò¼ÜISOEAÐÞÕý-S43¿ò¼ÜEAÐÞÕý-ÖÐÖ¤500,3.36,-4.52,-3.87,19.38,3.49,14,8,2.36,1.42,569,0.15,2.44,8.17,1.43,55.41
s43¿ò¼ÜISOEAÐÞÕý-S43¿ò¼ÜEAÐÞÕý-»¦Éî300,3.70,-4.08,-3.03,15.26,3.97,13,10,2.18,1.68,495,0.14,3.22,8.69,1.70,54.92
s43¿ò¼ÜISOEAÐÞÕý-S43¿ò¼ÜEAÐÞÕý-ÖÐÖ¤1000,3.03,-4.36,-3.36,17.78,3.10,14,8,2.18,1.38,901,0.14,2.49,8.45,1.39,56.25
s43¿ò¼ÜISORSIÐÞÕý-S43¿ò¼ÜRSIÐÞÕý-È«ÊÐ³¡,0.52,-1.07,-0.90,1.80,0.51,11,8,0.50,1.04,511,0.03,0.49,1.11,1.04,55.75
