info,tradeDetail
S43框架EA修正-kospi,"2010-11-23:000880 开盘建仓,当日收益为 -0.01%,明日信号为 多"
S43框架EA修正-kospi,"2010-11-24:000880 持有期,收益为 -0.03%,明日信号为 多"
S43框架EA修正-kospi,"2010-11-24:020560 开盘建仓,当日收益为 0.02%,明日信号为 多"
S43框架EA修正-kospi,"2010-11-24:034220 开盘建仓,当日收益为 0.02%,明日信号为 多"
S43框架EA修正-kospi,"2010-11-25:000880 持有期,收益为 -0.00%,明日信号为 多"
S43框架EA修正-kospi,"2010-11-25:020560 持有期,收益为 -0.03%,明日信号为 多"
S43框架EA修正-kospi,"2010-11-25:034220 持有期,收益为 -0.00%,明日信号为 多"
S43框架EA修正-kospi,"2010-11-25:011070 开盘建仓,当日收益为 -0.01%,明日信号为 多"
S43框架EA修正-kospi,"2010-11-26:000880 持有期,收益为 -0.03%,明日信号为 多"
S43框架EA修正-kospi,"2010-11-26:011070 持有期,收益为 -0.04%,明日信号为 多"
S43框架EA修正-kospi,"2010-11-26:020560 持有期,收益为 -0.02%,明日信号为 多"
S43框架EA修正-kospi,"2010-11-26:034220 持有期,收益为 -0.02%,明日信号为 多"
S43框架EA修正-kospi,"2010-11-29:000880 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-kospi,"2010-11-29:011070 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-kospi,"2010-11-29:020560 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-kospi,"2010-11-29:034220 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-kospi,"2010-11-30:000880 持有期,收益为 0.02%,明日信号为 多"
S43框架EA修正-kospi,"2010-11-30:011070 持有期,收益为 -0.01%,明日信号为 多"
S43框架EA修正-kospi,"2010-11-30:020560 持有期,收益为 0.02%,明日信号为 多"
S43框架EA修正-kospi,"2010-11-30:034220 持有期,收益为 -0.03%,明日信号为 多"
S43框架EA修正-kospi,"2010-12-01:000880 持有期,收益为 0.02%,明日信号为 多"
S43框架EA修正-kospi,"2010-12-01:011070 持有期,收益为 -0.02%,明日信号为 多"
S43框架EA修正-kospi,"2010-12-01:020560 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-kospi,"2010-12-01:034220 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-kospi,"2010-12-02:000880 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-kospi,"2010-12-02:011070 持有期,收益为 0.02%,明日信号为 多"
S43框架EA修正-kospi,"2010-12-02:020560 持有期,收益为 0.00%,明日信号为 多"
S43框架EA修正-kospi,"2010-12-02:034220 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-kospi,"2010-12-02:008930 开盘建仓,当日收益为 -0.00%,明日信号为 多"
S43框架EA修正-kospi,"2010-12-02:011170 开盘建仓,当日收益为 0.00%,明日信号为 多"
S43框架EA修正-kospi,"2010-12-02:021240 开盘建仓,当日收益为 0.01%,明日信号为 多"
S43框架EA修正-kospi,"2010-12-03:000880 持有期,收益为 -0.00%,明日信号为 多"
S43框架EA修正-kospi,"2010-12-03:008930 持有期,收益为 -0.00%,明日信号为 多"
S43框架EA修正-kospi,"2010-12-03:011070 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-kospi,"2010-12-03:011170 持有期,收益为 0.01%,明日信号为 多"
S43框架EA修正-kospi,"2010-12-03:020560 持有期,收益为 -0.02%,明日信号为 多"
S43框架EA修正-kospi,"2010-12-03:021240 持有期,收益为 -0.04%,明日信号为 多"
