,S102,csi000300,XIN9,S102-300,S102-XIN9
2020-05-21,0.006539784611073296,-0.005445692998104268,-0.0014975308568609957,0.011985477609177564,0.008037315467934292
2020-05-22,0.006539784611073296,-0.022926626109218917,-0.02445023062044338,0.029466410720292213,0.030990015231516677
2020-05-25,0.0,0.00137550143041687,0.003928823625407363,-0.00137550143041687,-0.003928823625407363
2020-05-26,0.0,0.01134666207055024,0.008274299916596117,-0.01134666207055024,-0.008274299916596117
2020-05-27,0.0,-0.007013068165679814,-0.004160077867737977,0.007013068165679814,0.004160077867737977
2020-05-28,0.0,0.0028656051965747498,0.005778234710713814,-0.0028656051965747498,-0.005778234710713814
2020-05-29,0.012710879084358603,0.002694061914158219,-0.002168492547922285,0.010016817170200384,0.014879371632280888
2020-06-01,0.012710879084358603,0.026976845219316203,0.02592694774357529,-0.0142659661349576,-0.013216068659216687
2020-06-02,0.004291854276873064,0.003079565083825564,0.006558379200106934,0.0012122891930475,-0.0022665249232338702
2020-06-03,0.004291854276873064,2.00824888227924e-05,0.0007569713263348987,0.0042717717880502715,0.003534882950538165
2020-06-04,0.0,-0.0003664980608236723,0.00017214089294426138,0.0003664980608236723,-0.00017214089294426138
2020-06-05,0.0,0.004786311049949976,0.004096393977272461,-0.004786311049949976,-0.004096393977272461
2020-06-08,0.005899746507355141,0.0051733833177132205,0.0076008317699516326,0.0007263631896419209,-0.0017010852625964912
2020-06-09,0.005899746507355141,0.006235781150934372,0.004479242954599227,-0.0003360346435792305,0.001420503552755914
2020-06-10,0.0,-0.0018087338122030339,-0.003970571983391458,0.0018087338122030339,0.003970571983391458
2020-06-11,0.0,-0.010849788722457787,-0.01510768612267277,0.010849788722457787,0.01510768612267277
2020-06-12,0.0,0.0018018559115888788,0.0031477688368690693,-0.0018018559115888788,-0.0031477688368690693
2020-06-15,0.0,-0.012013249797655834,-0.017557753465134995,0.012013249797655834,0.017557753465134995
2020-06-16,0.0,0.015064513437454963,0.014072620332446162,-0.015064513437454963,-0.014072620332446162
2020-06-17,0.0,0.0007522598933384916,-0.0007546562142022317,-0.0007522598933384916,0.0007546562142022317
2020-06-18,0.0,0.006668176692992578,0.005852087017288898,-0.006668176692992578,-0.005852087017288898
2020-06-19,0.0,0.013433455807812411,0.01319017757072638,-0.013433455807812411,-0.01319017757072638
2020-06-22,0.0,0.0008148905387304062,-0.005109774987331561,-0.0008148905387304062,0.005109774987331561
2020-06-23,0.0,0.004812228032325283,0.0017830488980208337,-0.004812228032325283,-0.0017830488980208337
2020-06-24,0.003743042926897089,0.004172944279063229,0.005227842788259718,-0.0004299013521661399,-0.001484799861362629
2020-06-29,0.003743042926897089,-0.007071773548619209,-0.006098160292654309,0.010814816475516298,0.009841203219551398
2020-06-30,0.0,0.01319797942438905,0.007813114685465194,-0.01319797942438905,-0.007813114685465194
2020-07-01,0.0,0.020129876367688482,0.02602946453447852,-0.020129876367688482,-0.02602946453447852
2020-07-02,0.0,0.02073082880940169,0.022288554018801587,-0.02073082880940169,-0.022288554018801587
2020-07-03,0.0,0.019318056016827345,0.020234789935935416,-0.019318056016827345,-0.020234789935935416
2020-07-06,0.032426798199241436,0.05667707484840245,0.06503753787419897,-0.024250276649161018,-0.032610739674957534
2020-07-07,0.032426798199241436,0.006004166943249567,0.006193822140023508,0.02642263125599187,0.026232976059217927
2020-07-08,0.0,0.016148978423330185,0.009760673628880667,-0.016148978423330185,-0.009760673628880667
2020-07-09,0.0,0.0139861751152075,0.003885580118596188,-0.0139861751152075,-0.003885580118596188
2020-07-10,0.0,-0.018104557745978522,-0.02498969519336991,0.018104557745978522,0.02498969519336991
2020-07-13,0.0,0.021003002232213186,0.012656796021409455,-0.021003002232213186,-0.012656796021409455
2020-07-14,-0.014532165233827277,-0.009534387260558552,-0.01153136445014935,-0.004997777973268724,-0.003000800783677926
2020-07-15,-0.014532165233827277,-0.012944458660741454,-0.009697478567189832,-0.001587706573085823,-0.004834686666637444
2020-07-16,0.0,-0.048102317013280826,-0.044955595830578954,0.048102317013280826,0.044955595830578954
2020-07-17,0.0,0.006299474121228776,0.009553185652332763,-0.006299474121228776,-0.009553185652332763
2020-07-20,0.020347458976052002,0.02983695293418709,0.025134698578664683,-0.009489493958135087,-0.004787239602612681
2020-07-21,0.020347458976052002,0.0022947246971347646,-0.0008029843930792424,0.018052734278917237,0.021150443369131244
2020-07-22,0.0,0.004990364609979814,0.0034643217462195786,-0.004990364609979814,-0.0034643217462195786
2020-07-23,0.0,-0.0004263487787546927,-0.005211670230311771,0.0004263487787546927,0.005211670230311771
2020-07-24,-0.023496217962083565,-0.04389445807267567,-0.03854351090148889,0.020398240110592103,0.015047292939405321
2020-07-27,-0.023496217962083565,0.005073697340414851,0.001309454232657714,-0.028569915302498416,-0.02480567219474128
2020-07-28,0.0,0.008791087458181135,0.011881845158534299,-0.008791087458181135,-0.011881845158534299
2020-07-29,0.0,0.02424336618318579,0.016307825472812842,-0.02424336618318579,-0.016307825472812842
2020-07-30,0.0,-0.004885648887264726,-0.007066888557388129,0.004885648887264726,0.007066888557388129
2020-07-31,0.0,0.0083545418425095,0.00517804802323818,-0.0083545418425095,-0.00517804802323818
2020-08-03,0.0,0.016242638523551456,0.006308339048356926,-0.016242638523551456,-0.006308339048356926
2020-08-04,0.0,0.0009410413492310088,0.007597335372641956,-0.0009410413492310088,-0.007597335372641956
2020-08-05,0.0,0.00027429959378522106,-0.007720759310185121,-0.00027429959378522106,0.007720759310185121
2020-08-06,0.0,-0.003003908220660545,-0.0027232591174219944,0.003003908220660545,0.0027232591174219944
2020-08-07,0.0,-0.01151223240306043,-0.00872296451661081,0.01151223240306043,0.00872296451661081
2020-08-10,0.0,0.0035981843400390012,0.005973285682141505,-0.0035981843400390012,-0.005973285682141505
2020-08-11,-0.019092097643378603,-0.009119827635469369,-0.0018423649766221573,-0.009972270007909234,-0.017249732666756445
2020-08-12,-0.019092097643378603,-0.007292098304490957,-0.0010712909744226007,-0.011799999338887646,-0.018020806668956002
2020-08-13,0.0,-0.0025668941656411537,-0.003980818084681426,0.0025668941656411537,0.003980818084681426
2020-08-14,0.0,0.014867194022059271,0.0141462714324474,-0.014867194022059271,-0.0141462714324474
2020-08-17,0.0,0.02350875626776161,0.022161427505547282,-0.02350875626776161,-0.022161427505547282
2020-08-18,0.0,-0.0005129557674294905,-0.0028905387900776125,0.0005129557674294905,0.0028905387900776125
2020-08-19,0.0,-0.014976853198580442,-0.01385937761818512,0.014976853198580442,0.01385937761818512
2020-08-20,0.0,-0.012979150670368145,-0.012619217753221057,0.012979150670368145,0.012619217753221057
2020-08-21,0.0,0.008482309821228329,0.006608797159656676,-0.008482309821228329,-0.006608797159656676
2020-08-24,0.0,0.00784302921904545,0.004851251262703471,-0.00784302921904545,-0.004851251262703471
2020-08-25,0.0,0.001282630865145018,0.005990960190292549,-0.001282630865145018,-0.005990960190292549
2020-08-26,0.0,-0.01172208864015789,-0.007702448089821123,0.01172208864015789,0.007702448089821123
2020-08-27,0.018281518517158535,0.005358967984309793,0.0009856705151667366,0.012922550532848742,0.017295848001991798
2020-08-28,0.018281518517158535,0.023866338360087447,0.024063321190211484,-0.005584819842928912,-0.005781802673052949
2020-08-31,-0.007135605548250656,-0.005790346120261747,-0.005794656979824286,-0.0013452594279889096,-0.00134094856842637
2020-09-01,-0.007135605548250656,0.005377661319457827,0.002570842839665355,-0.012513266867708484,-0.009706448387916011
2020-09-02,-0.005116351588211443,0.00036554236574071197,-0.0016001988990784755,-0.005481893953952155,-0.0035161526891329675
2020-09-03,-0.005116351588211443,-0.00553067885521763,-0.0025632783536067016,0.00041432726700618705,-0.0025530732346047413
2020-09-04,-0.004847795218792805,-0.009731996429387046,-0.010727198731817378,0.004884201210594241,0.0058794035130245725
2020-09-07,-0.004847795218792805,-0.021141582568518946,-0.01431488761187627,0.01629378734972614,0.009467092393083465
2020-09-08,-0.00047615598388650593,0.0053583245705524085,0.007214036444436855,-0.0058344805544389144,-0.007690192428323361
2020-09-09,-0.00047615598388650593,-0.023389620376662368,-0.01507047587426913,0.022913464392775862,0.014594319890382623
2020-09-10,-0.015889297034236582,-0.0005692984541694202,0.0053092870385977875,-0.015319998580067162,-0.02119858407283437
2020-09-11,-0.015889297034236582,0.009886555593869861,0.005596917176628358,-0.025775852628106444,-0.02148621421086494
2020-09-14,0.0,0.00513692709323843,0.00789992301971143,-0.00513692709323843,-0.00789992301971143
2020-09-15,0.0,0.0080476451553948,0.006450037089974936,-0.0080476451553948,-0.006450037089974936
2020-09-16,0.0,-0.00663754564379071,-0.00827121734496683,0.00663754564379071,0.00827121734496683
2020-09-17,0.0,-0.005292698009172536,-0.011028771524587255,0.005292698009172536,0.011028771524587255
2020-09-18,0.013575023736749348,0.022531088714812686,0.02633978572330986,-0.008956064978063338,-0.012764761986560513
2020-09-21,0.013575023736749348,-0.009638828901287422,-0.01116915802075269,0.02321385263803677,0.024744181757502037
2020-09-22,0.010494826400050838,-0.011866317945701033,-0.009517040048968806,0.02236114434575187,0.020011866449019644
2020-09-23,0.010494826400050838,0.003574386939789731,0.0003288569713120193,0.0069204394602611075,0.01016596942873882
2020-09-24,-0.025709258270936952,-0.019186085251906126,-0.016744709259065238,-0.006523173019030826,-0.008964549011871714
2020-09-25,-0.025709258270936952,0.0015230973883813004,0.0015068806048708083,-0.027232355659318253,-0.02721613887580776
2020-09-28,0.0,0.002601739160878802,0.00693007977227178,-0.002601739160878802,-0.00693007977227178
2020-09-29,0.0,0.002158488490607624,-0.002741661436325926,-0.002158488490607624,0.002741661436325926
2020-09-30,0.0,-0.0009582298880614903,0.0012765077801799585,0.0009582298880614903,-0.0012765077801799585
2020-10-09,0.0,0.020434232898809856,0.01615593647821356,-0.020434232898809856,-0.01615593647821356
2020-10-12,0.0,0.030338763634499166,0.03139180290637511,-0.030338763634499166,-0.03139180290637511
2020-10-13,0.0,0.0033256205475249434,0.002062088499794612,-0.0033256205475249434,-0.002062088499794612
2020-10-14,-0.0025510382510780527,-0.006633327822780477,-0.0032342036759485104,0.004082289571702424,0.0006831654248704577
2020-10-15,-0.0025510382510780527,-0.001739094256412499,0.0011148545099162188,-0.0008119439946655538,-0.0036658927609942715
2020-10-16,0.0,-0.001471219528459411,0.0028470849376156515,0.001471219528459411,-0.0028470849376156515
2020-10-19,0.0,-0.007552674636035928,-0.00456567585202905,0.007552674636035928,0.00456567585202905
2020-10-20,0.0,0.00798655869321574,0.005426260612600542,-0.00798655869321574,-0.005426260612600542
2020-10-21,0.0,-0.00013351496932290097,0.004318705326028294,0.00013351496932290097,-0.004318705326028294
2020-10-22,0.0,-0.0030983782024399664,-0.0006597398135550492,0.0030983782024399664,0.0006597398135550492
2020-10-23,0.0,-0.01245086835859499,-0.00717473596099738,0.01245086835859499,0.00717473596099738
2020-10-26,0.009823346175006131,-0.005775152644172166,-0.009191939848718356,0.015598498819178297,0.019015286023724487
2020-10-27,0.009823346175006131,0.0017138325901040474,-0.0032162870751478723,0.008109513584902084,0.013039633250154004
2020-10-28,-0.009972834765447858,0.008084217156670848,0.005446585038818341,-0.018057051922118705,-0.015419419804266199
2020-10-29,-0.009972834765447858,0.007525431313815778,0.006728550888338125,-0.017498266079263636,-0.016701385653785983
2020-10-30,0.0,-0.01625629593624034,-0.013281191661432157,0.01625629593624034,0.013281191661432157
2020-11-02,0.0,0.005430928177572181,0.002964815236428553,-0.005430928177572181,-0.002964815236428553
2020-11-03,0.027472501080743505,0.012016954645687417,0.012135534498675993,0.015455546435056089,0.015336966582067513
2020-11-04,0.027472501080743505,0.0075561583737304705,0.011405531613920994,0.019916342707013035,0.01606696946682251
2020-11-05,0.0,0.014843175463161051,0.010505132091506164,-0.014843175463161051,-0.010505132091506164
2020-11-06,0.0,0.0001248692455237954,-0.0009114820379194644,-0.0001248692455237954,0.0009114820379194644
2020-11-09,0.02497474859087445,0.01957336892003636,0.016213045777650814,0.005401379670838091,0.008761702813223637
2020-11-10,0.02497474859087445,-0.005514569343651909,-0.0022078693607864297,0.03048931793452636,0.02718261795166088
2020-11-11,0.0,-0.009887199528450519,-0.004111476373986456,0.009887199528450519,0.004111476373986456
2020-11-12,0.0,0.0007258048074374468,-0.0036831002687897074,-0.0007258048074374468,0.0036831002687897074
2020-11-13,0.0,-0.010514499456041104,-0.01716820117158202,0.010514499456041104,0.01716820117158202
2020-11-16,0.0,0.00974294038317014,0.010796801600316597,-0.00974294038317014,-0.010796801600316597
2020-11-17,0.013648758878326284,-0.0019126580032911011,0.0010060880913298487,0.015561416881617385,0.012642670786996435
2020-11-18,0.013648758878326284,-0.0006374124324025621,0.0031513667880649354,0.014286171310728846,0.010497392090261348
2020-11-19,0.007181676743821086,0.007424867172151739,0.010456273764258617,-0.00024319042833065296,-0.0032745970204375308
2020-11-20,0.007181676743821086,0.0031047140923581296,-0.0010181703786832363,0.0040769626514629564,0.008199847122504322
2020-11-23,0.0,0.012489657697606127,0.014835745802352251,-0.012489657697606127,-0.014835745802352251
2020-11-24,0.0,-0.006141821327744212,-0.00819439305875469,0.006141821327744212,0.00819439305875469
2020-11-25,-0.028461175379468573,-0.012783733960022414,-0.008886626619688531,-0.01567744141944616,-0.01957454875978004
2020-11-26,-0.028461175379468573,0.0018103325391491953,0.007412834992029271,-0.030271507918617768,-0.035874010371497844
2020-11-27,0.004702133734135527,0.012435995682567036,0.015197449335307534,-0.0077338619484315085,-0.010495315601172006
2020-11-30,0.004702133734135527,-0.004119844923576199,-0.009259759400584877,0.008821978657711727,0.013961893134720404
2020-12-01,0.006032487989179991,0.02154125296104037,0.021554613868836725,-0.015508764971860378,-0.015522125879656734
2020-12-02,0.006032487989179991,7.89406169210416e-06,-0.001042762652440965,0.006024593927487887,0.007075250641620956
2020-12-03,0.0,-0.0019892878428462435,-0.0007872915526729862,0.0019892878428462435,0.0007872915526729862
2020-12-04,0.0,0.001752006106314763,0.002578193349224822,-0.001752006106314763,-0.002578193349224822
2020-12-07,0.0,-0.008624297264860137,-0.008713895994678644,0.008624297264860137,0.008713895994678644
2020-12-08,0.0,-0.002459066988170444,-0.0033763211755817313,0.002459066988170444,0.0033763211755817313
2020-12-09,-0.0017300815047099904,-0.013409502822422925,-0.008988744049472697,0.011679421317712935,0.007258662544762706
2020-12-10,-0.0017300815047099904,-0.00044105448439102357,-0.0011133577793182026,-0.0012890270203189669,-0.0006167237253917879
2020-12-11,-0.013297859411245616,-0.010300535166338887,-0.009720379538843749,-0.0029973242449067294,-0.0035774798724018675
2020-12-14,-0.013297859411245616,0.00924405323102162,0.011468399271183038,-0.022541912642267237,-0.024766258682428655
2020-12-15,0.0,0.002081125388311289,-0.0011510667409316833,-0.002081125388311289,0.0011510667409316833
2020-12-16,0.0,0.0017734727305815934,0.0058967314318845165,-0.0017734727305815934,-0.0058967314318845165
2020-12-17,0.005303836562100539,0.012840466140613183,0.013644640332878044,-0.007536629578512644,-0.008340803770777505
2020-12-18,0.005303836562100539,-0.003489799660387094,-0.007914451319339544,0.008793636222487633,0.013218287881440083
2020-12-21,0.0,0.009374056244337403,0.0087254330742228,-0.009374056244337403,-0.0087254330742228
2020-12-22,0.0,-0.016261660761981656,-0.011231562486792357,0.016261660761981656,0.011231562486792357
2020-12-23,0.0,0.008530103106488163,0.004271403620630387,-0.008530103106488163,-0.004271403620630387
2020-12-24,0.0,-0.0014179807953472734,0.00013064144951724366,0.0014179807953472734,-0.00013064144951724366
2020-12-25,0.007693940754146811,0.008397966408134394,0.00403694364946805,-0.0007040256539875833,0.003656997104678761
2020-12-28,0.007693940754146811,0.004442672664274783,0.010997207282728239,0.003251268089872028,-0.0033032665285814278
2020-12-29,0.024272983912385304,-0.004239388201192296,-0.004298395525755727,0.0285123721135776,0.02857137943814103
2020-12-30,0.024272983912385304,0.01403348046972619,0.016818099149533694,0.010239503442659115,0.00745488476285161
2020-12-31,0.012130802516799877,0.019082036329787888,0.018352137900414345,-0.006951233812988011,-0.006221335383614468
2021-01-04,0.012130802516799877,0.010828412926549902,0.004791965988054203,0.001302389590249975,0.007338836528745674
2021-01-05,-0.013357066207436707,0.019131616714631816,0.017449275134235,-0.032488682922068524,-0.030806341341671706
2021-01-06,-0.013357066207436707,0.009158982956132933,0.01629320926614808,-0.02251604916356964,-0.029650275473584786
2021-01-07,0.01777434419000734,0.017717948859934163,0.02062242892303945,5.6395330073177874e-05,-0.002848084733032108
2021-01-08,0.01777434419000734,-0.003306333723878452,-0.009260585790102804,0.021080677913885792,0.027034929980110145
2021-01-11,0.0,-0.009875478352012523,-0.00970032474182192,0.009875478352012523,0.00970032474182192
2021-01-12,0.0,0.02852149174073193,0.02976926525972723,-0.02852149174073193,-0.02976926525972723
2021-01-13,0.0,-0.003284283506213903,-0.005994592637067364,0.003284283506213903,0.005994592637067364
2021-01-14,0.0,-0.019274036970439057,-0.02232945195635916,0.019274036970439057,0.02232945195635916
2021-01-15,0.0,-0.0022630638008503956,0.0033554553270427334,0.0022630638008503956,-0.0033554553270427334
2021-01-18,0.0,0.011073491044469863,0.005110958177614311,-0.011073491044469863,-0.005110958177614311
2021-01-19,-0.014228732036642211,-0.014677848408631289,-0.01214390021541456,0.00044911637198907783,-0.0020848318212276507
2021-01-20,-0.014228732036642211,0.007155835748650086,0.002525281398999324,-0.021384567785292297,-0.016754013435641535
2021-01-21,0.0,0.016167466762105898,0.013827450149761056,-0.016167466762105898,-0.013827450149761056
2021-01-22,0.0,0.0008643352974049279,-0.0015395947448071379,-0.0008643352974049279,0.0015395947448071379
2021-01-25,-0.004724225415715211,0.010079392722872393,0.020201185609793892,-0.014803618138587604,-0.024925411025509103
2021-01-26,-0.004724225415715211,-0.020076716341504985,-0.019352059923123943,0.015352490925789775,0.014627834507408732
2021-01-27,0.0,0.0027262981659612606,-0.00068321798890425,-0.0027262981659612606,0.00068321798890425
2021-01-28,0.0,-0.02729015918958022,-0.0202985782677223,0.02729015918958022,0.0202985782677223
2021-01-29,-0.011204449055502885,-0.0046827867602480255,-0.0014061084374176192,-0.00652166229525486,-0.009798340618085266
2021-02-01,-0.011204449055502885,0.012274008026965655,0.011654166476965155,-0.02347845708246854,-0.02285861553246804
2021-02-02,0.017751503140504887,0.015401511725563699,0.013160113539935736,0.0023499914149411882,0.004591389600569151
2021-02-03,0.017751503140504887,-0.0028885184572512435,0.003619907564985869,0.02064002159775613,0.014131595575519018
2021-02-04,0.0,-0.002050973528768374,0.008804364055201352,0.002050973528768374,-0.008804364055201352
2021-02-05,0.0,0.0017281853140784786,0.013519706569984358,-0.0017281853140784786,-0.013519706569984358
2021-02-08,0.04150203238888239,0.014799185178566043,0.009862272401074623,0.02670284721031635,0.03163975998780777
2021-02-09,0.04150203238888239,0.021868755121698724,0.014993405008888017,0.01963327726718367,0.026508627379994376
2021-02-10,0.0,0.021362057595075923,0.024494364871397112,-0.021362057595075923,-0.024494364871397112
2021-02-18,0.0,-0.006773742535797211,-0.008562247639670506,0.006773742535797211,0.008562247639670506
2021-02-19,0.0,0.0018133340729979963,0.0017843456480901576,-0.0018133340729979963,-0.0017843456480901576
2021-02-22,0.0,-0.03140941780703399,-0.04218646552775951,0.03140941780703399,0.04218646552775951
2021-02-23,0.00037061806438742906,-0.0031550757236039617,0.0015155731273168715,0.0035256937879913908,-0.0011449550629294425
2021-02-24,0.00037061806438742906,-0.025467455960657248,-0.029880887220788743,0.025838074025044677,0.030251505285176172
2021-02-25,-0.01077051471350754,0.005883142653795748,0.011099241924355852,-0.016653657367303287,-0.02186975663786339
2021-02-26,-0.01077051471350754,-0.024279832381398192,-0.026565565737924124,0.013509317667890652,0.015795051024416584
2021-03-01,0.03493446508240128,0.015368875497492773,0.007820620889055885,0.019565589584908505,0.027113844193345393
2021-03-02,0.03493446508240128,-0.012761175024636473,-0.017388751265559832,0.04769564010703775,0.05232321634796111
2021-03-03,0.021867134279889067,0.01917515790811697,0.026604245719631825,0.002691976371772098,-0.004737111439742758
2021-03-04,0.021867134279889067,-0.03145513470684369,-0.030891767117983915,0.05332226898673276,0.05275890139787298
2021-03-05,0.0,-0.0033915893885481108,-0.005843782710581946,0.0033915893885481108,0.005843782710581946
2021-03-08,0.0,-0.034730561678194105,-0.038361145684175924,0.034730561678194105,0.038361145684175924
2021-03-09,0.0,-0.021460545430923572,-0.017989512445204747,0.021460545430923572,0.017989512445204747
2021-03-10,0.0,0.0065600482800241,0.010773524033700133,-0.0065600482800241,-0.010773524033700133
2021-03-11,0.0,0.02490401929806696,0.02861782693011783,-0.02490401929806696,-0.02861782693011783
2021-03-12,0.0,0.003541189730549732,0.004103304727145485,-0.003541189730549732,-0.004103304727145485
2021-03-15,-0.018359836244075556,-0.021537469055918912,-0.020706324011228294,0.003177632811843356,0.0023464877671527384
2021-03-16,-0.018359836244075556,0.008702145152257756,0.014596062261598597,-0.027061981396333312,-0.03295589850567415
2021-03-17,0.0,0.004232816732816724,-0.0015562825162043215,-0.004232816732816724,0.0015562825162043215
2021-03-18,0.0,0.008020216198837193,0.00828708500459907,-0.008020216198837193,-0.00828708500459907
2021-03-19,0.0,-0.026193314753479857,-0.030755726178909315,0.026193314753479857,0.030755726178909315
2021-03-22,0.0,0.0099978230868627,0.006187360988484825,-0.0099978230868627,-0.006187360988484825
2021-03-23,-0.039362749835347044,-0.009471738034268262,-0.005908788475225468,-0.029891011801078782,-0.033453961360121576
2021-03-24,-0.039362749835347044,-0.01608224784149337,-0.015357383770182031,-0.023280501993853675,-0.024005366065165012
2021-03-25,0.00893661001571866,-0.00047477118666405804,-0.0021327996399936877,0.009411381202382718,0.011069409655712348
2021-03-26,0.00893661001571866,0.022661808438295905,0.02195865558863974,-0.013725198422577245,-0.013022045572921082
2021-03-29,0.0,0.001764592625233652,0.003524430633166542,-0.001764592625233652,-0.003524430633166542
2021-03-30,0.0,0.009481105158038128,0.011537121875748735,-0.009481105158038128,-0.011537121875748735
2021-03-31,-0.0060329572504974616,-0.0091015618099487,-0.012349322817819308,0.003068604559451238,0.006316365567321847
2021-04-01,-0.0060329572504974616,0.01236441141281519,0.013029598930667019,-0.018397368663312652,-0.01906255618116448
2021-04-02,0.0,0.009935861062303708,0.013160437278682213,-0.009935861062303708,-0.013160437278682213
2021-04-06,0.0,-0.00411116019188007,-0.007133498325811671,0.00411116019188007,0.007133498325811671
2021-04-07,0.0,-0.007120151585303769,-0.01622678396871924,0.007120151585303769,0.01622678396871924
