x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
指数-RTY-DR,9.90,-43.06,-37.46,127.11,10.88,14,8,21.68,0.55,574,1.39,9.42,29.37,0.46,53.86
指数增强-RTY-DR,38.33,-31.87,-11.46,388.55,40.81,13,8,22.48,1.56,147,1.44,28.26,83.60,1.71,55.82
long-short-RTY-DR,25.52,-3.78,-1.90,149.42,25.32,13,9,9.48,2.45,115,0.61,15.11,79.58,2.69,57.82
指数-RTY-ETE,9.90,-43.06,-37.46,127.11,10.88,14,8,21.68,0.55,574,1.39,9.42,29.37,0.46,53.86
指数增强-RTY-ETE,36.09,-26.51,-9.86,352.61,39.88,14,8,22.49,1.48,126,1.44,26.41,103.81,1.60,55.90
long-short-RTY-ETE,23.62,-10.40,4.16,142.52,25.68,14,9,8.18,2.63,116,0.52,13.91,67.75,2.89,57.67
指数-SP500-DR,11.98,-33.92,-22.30,77.62,12.04,8,9,17.03,0.75,286,1.09,12.61,22.82,0.70,54.97
指数增强-SP500-DR,17.73,-31.19,-13.23,83.63,17.81,8,8,15.86,1.11,164,1.02,17.56,29.65,1.12,55.64
long-short-SP500-DR,4.79,-7.47,-6.67,20.18,5.02,18,7,5.11,0.94,585,0.33,4.05,13.64,0.94,55.22
指数-SP500-ETE,11.98,-33.92,-22.30,77.62,12.04,8,9,17.03,0.75,286,1.09,12.61,22.82,0.70,54.97
指数增强-SP500-ETE,17.19,-30.40,-13.74,92.52,17.40,11,7,15.80,1.08,176,1.01,15.90,32.02,1.09,54.68
long-short-SP500-ETE,4.30,-8.74,-8.69,21.01,4.62,11,10,5.04,0.86,713,0.32,4.36,13.83,0.85,53.06
指数-as51-DR,3.92,-36.53,-27.34,50.33,4.34,10,8,15.18,0.33,661,0.97,5.21,17.02,0.26,53.63
指数增强-as51-DR,12.64,-29.86,-16.51,62.87,12.71,11,7,14.60,0.89,374,0.93,13.04,26.91,0.87,54.82
long-short-as51-DR,8.23,-5.90,1.65,19.82,7.92,11,9,3.20,2.49,109,0.20,7.45,12.92,2.58,59.92
指数-as51-ETE,3.92,-36.53,-27.34,50.33,4.34,10,8,15.18,0.33,661,0.97,5.21,17.02,0.26,53.63
指数增强-as51-ETE,9.69,-28.74,-16.82,53.68,10.01,10,9,14.67,0.70,432,0.94,9.83,24.70,0.66,54.59
long-short-as51-ETE,5.42,-6.03,0.75,13.92,5.35,11,8,3.19,1.67,170,0.20,4.58,9.27,1.70,56.34
指数-csi300-csi300-DR,4.55,-46.70,-42.53,147.77,9.11,12,9,22.43,0.31,1360,1.44,5.96,38.40,0.20,51.86
指数增强-csi300-csi300-DR,21.49,-34.84,-23.04,213.33,27.99,10,8,21.53,1.01,862,1.38,20.03,68.29,1.00,52.21
long-short-csi300-csi300-DR,15.62,-7.70,2.79,46.40,16.43,13,10,7.65,1.94,129,0.49,12.54,32.11,2.04,59.27
指数-csi300-csi300-ETE,4.55,-46.70,-42.53,147.77,9.11,12,9,22.43,0.31,1360,1.44,5.96,38.40,0.20,51.86
指数增强-csi300-csi300-ETE,18.41,-30.18,-21.34,178.50,24.29,9,7,21.13,0.91,799,1.35,19.94,67.88,0.87,51.71
long-short-csi300-csi300-ETE,12.59,-9.14,-6.69,51.67,13.76,10,8,7.66,1.59,144,0.49,10.59,27.28,1.64,56.45
指数-csi500-csi300-DR,2.75,-65.20,-50.23,197.63,8.07,10,8,25.72,0.24,891,1.65,2.77,39.11,0.11,53.86
指数增强-csi500-csi300-DR,18.09,-38.16,-27.84,209.81,24.68,11,8,23.98,0.81,912,1.54,13.63,64.95,0.75,53.32
