,3335
BPT AU Equity,1.0
CGF AU Equity,1.0
COH AU Equity,1.0
FLT AU Equity,1.0
JHX AU Equity,1.0
MND AU Equity,-1.0
SUN AU Equity,1.0
TPG AU Equity,-1.0
