,candle_end_time,open,close,DIF,DEA,MACD,min,price_new_low,last_valley_price,last_valley_dif,state,macd_sig,signal,Observation,RollingMean,UpperBound,LowerBound,sell_sig1,sell_sig2,sell_sig3,r
21,2007-02-02,2791.49,2673.21,17.208727607037872,35.8968738996636,-37.37629258525146,2673.21,,,,,False,0.0,2673.21,2824.0389999999998,3000.24437448103,2647.8336255189697,False,False,,-0.04028821402799565
22,2007-02-05,2658.07,2612.54,-0.8132408185651911,28.554850956017848,-58.73618354916608,2612.54,,,,,False,0.0,2612.54,2819.306,3012.1137380604837,2626.4982619395164,False,False,,-0.022695560767766132
23,2007-02-06,2612.84,2675.7,-9.885344390550017,20.866811886704276,-61.50431255450859,2612.84,,,,,False,0.0,2675.7,2812.701,3015.428350882904,2609.973649117096,False,False,,0.024175706400667574
24,2007-02-07,2688.96,2716.18,-13.651290557882476,13.963191397786927,-55.22896391133881,2688.96,,,,,False,0.0,2716.18,2807.231,3014.133832643732,2600.3281673562683,False,False,,0.015128751354785752
25,2007-02-08,2725.14,2737.73,-14.727159600004597,8.225121198228623,-45.904561596466436,2725.14,,,,,False,0.0,2737.73,2805.612,3014.151640318094,2597.072359681906,False,False,,0.00793393663159292
26,2007-02-09,2741.48,2730.39,-15.9877731275933,3.3825423330642383,-38.74063092131507,2730.39,,,,,False,0.0,2730.39,2808.726,3010.716849931377,2606.735150068623,False,False,,-0.00268105328136814
27,2007-02-12,2729.84,2807.17,-10.668336169121176,0.5723666326271557,-22.48140560349666,2729.84,,,,,False,0.0,2807.17,2809.3495,3011.2402797275545,2607.458720272445,False,False,,0.028120524906698474
28,2007-02-13,2819.14,2831.87,-4.408739279502697,-0.42385454979881493,-7.969769459407765,2819.14,,,,,False,0.0,2831.87,2809.892,3011.963532344366,2607.820467655634,True,False,,0.008798897109900672
29,2007-02-14,2836.82,2905.09,6.386657021816518,0.9382477645242517,10.896818514584533,2836.82,,,,,False,0.0,2905.09,2816.2015,3021.856784519995,2610.5462154800052,True,False,,0.025855706653201027
30,2007-02-15,2923.67,2993.01,21.78536743428276,5.107671698475953,33.355391471613615,2923.67,,,,,False,0.0,2993.01,2828.003,3045.4605967033576,2610.5454032966427,True,False,,0.030264122626149303
31,2007-02-16,3018.18,2998.47,34.03717339921468,10.893572038623699,46.28720272118196,2998.47,,,,,False,0.0,2998.47,2836.3160000000003,3066.14124303479,2606.4907569652105,True,False,,0.001824250503673408
32,2007-02-26,2999.09,3040.6,46.60907638143544,18.03667290718605,57.14480694849879,2999.09,,,,,False,0.0,3040.6,2841.6865000000003,3084.943050602446,2598.4299493975545,True,False,,0.014050499087868262
33,2007-02-27,3048.83,2771.79,34.48416759107886,21.32617184396461,26.3159914942285,2771.79,,,,,False,0.0,2771.79,2832.8190000000004,3072.6670193706013,2592.9709806293995,False,False,,-0.08840689337630725
34,2007-02-28,2734.59,2881.07,33.30910608762497,23.722758692696683,19.17269478985657,2734.59,,,,,False,0.0,2881.07,2828.116,3060.1801015236956,2596.0518984763044,True,False,,0.03942578622478621
35,2007-03-01,2877.2,2797.19,25.317600851726638,24.041727124502675,2.551747454447927,2797.19,,,,,False,0.0,2797.19,2825.1074999999996,3057.137205242669,2593.07779475733,False,False,,-0.029114183272187066
36,2007-03-02,2792.94,2831.53,21.507303577427592,23.53484241508766,-4.055077675320135,2792.94,,,,,False,0.0,2831.53,2822.5559999999996,3053.12016732875,2591.991832671249,True,False,,0.012276606165473325
37,2007-03-05,2827.68,2785.31,14.589864931439024,21.745846918357934,-14.31196397383782,2785.31,,,,,False,0.0,2785.31,2814.5585,3038.5455393817465,2590.5714606182537,False,False,,-0.01632333049623358
38,2007-03-06,2776.17,2840.18,13.38104701869679,20.072886938425704,-13.383679839457827,2776.17,,,,,False,0.0,2840.18,2810.0395,3028.049891997721,2592.029108002279,True,False,,0.019699782070936367
39,2007-03-07,2851.75,2896.59,16.781419913058926,19.41459353335235,-5.266347240586846,2851.75,,,,,False,0.0,2896.59,2815.5525,3036.443260501656,2594.6617394983436,True,False,,0.01986141723411916
40,2007-03-08,2904.19,2928.01,21.760727224447237,19.883820271571327,3.7538139057518194,2904.19,,,,,False,0.0,2928.01,2822.6814999999997,3048.3744382391037,2596.9885617608957,True,False,,0.010847237613883953
41,2007-03-09,2934.49,2937.91,26.20365201571167,21.147786620399398,10.111730790624541,2934.49,,,,,False,0.0,2937.91,2835.9165000000003,3055.970623003865,2615.8623769961355,True,False,,0.0033811359933879626
42,2007-03-12,2945.92,2954.91,30.74208423660957,23.066646143641435,15.350876185936272,2945.92,,,,,False,0.0,2954.91,2853.035,3053.295139169032,2652.7748608309676,True,False,,0.005786426405165468
43,2007-03-13,2958.1,2964.79,34.735646982479466,25.40044631140904,18.67040134214085,2958.1,,,,,False,0.0,2964.79,2867.4895,3055.8420646732748,2679.1369353267255,True,False,,0.003343587452748098
44,2007-03-14,2933.68,2906.33,32.80518307132343,26.881393663391922,11.84757881586301,2906.33,,,,,False,0.0,2906.33,2876.9970000000003,3052.604295759602,2701.3897042403987,True,False,,-0.019718091331932475
45,2007-03-15,2905.98,2951.7,34.53812236518934,28.412739403751406,12.250765922875864,2905.98,,,,,False,0.0,2951.7,2887.6955000000003,3053.8795512774923,2721.5114487225082,True,False,,0.015610753080345319
46,2007-03-16,2964.09,2930.48,33.80947796733244,29.492087116467612,8.634781701729658,2930.48,,,,,False,0.0,2930.48,2897.7,3048.1455962798514,2747.2544037201483,True,False,,-0.007189077480773687
47,2007-03-19,2864.26,3014.44,39.55097334830134,31.50386436283436,16.09421797093396,2864.26,,,,,False,0.0,3014.44,2908.0634999999997,3060.6766653921118,2755.4503346078877,True,False,,0.028650596489312452
