ticker,tradeDate,real_return,pred,chs_factor
600048,2012-08-31,0.1434644,0.49717763842342294,DilutedEPS
600094,2012-08-31,0.09766454,0.529840097988403,minusDI
600383,2012-08-31,0.00199203,0.504167572556106,ADXR
600576,2012-08-31,0.01335113,0.46820393592751575,DIF
600657,2012-08-31,-0.02840909,0.5669827810838662,BBIC
600658,2012-08-31,0.07911392,0.5093946760599899,BearPower
600895,2012-08-31,-0.04809052,0.46856323351867196,0
600208,2012-08-31,0.029761900000000004,0.4712730435351953,0
600555,2012-08-31,0.01253918,0.5292571366464447,0
600615,2012-08-31,0.02054155,0.46811286216752707,0
600724,2012-08-31,-0.02090032,0.49038166660649346,0
600753,2012-08-31,-0.08527132,0.46337507401471645,0
600759,2012-08-31,0.07692308,0.4580968791371236,0
600890,2012-08-31,0.0952381,0.47399933254865273,0
600149,2012-08-31,0.09579832,0.5025227746965596,0
600158,2012-08-31,-0.01529637,0.5509130250156243,0
600159,2012-08-31,-0.02666667,0.539813559607108,0
600240,2012-08-31,0.22012579,0.5231378243690289,0
600246,2012-08-31,0.04800913,0.5572595188461841,0
600322,2012-08-31,0.0,0.5615914390599672,0
600325,2012-08-31,0.00879765,0.5696111952175511,0
600533,2012-08-31,-0.18262806,0.5656567213787601,0
600215,2012-08-31,0.0263789,0.47921815729763495,0
600376,2012-08-31,0.01832389,0.4782414083883728,0
600565,2012-08-31,0.01072386,0.4252578663522284,0
600663,2012-08-31,-0.04189944,0.5095519225067918,0
600665,2012-08-31,0.00294985,0.5486713522812828,0
600732,2012-08-31,0.01818182,0.4785171298606435,0
600823,2012-08-31,0.03487064,0.5317412729347606,0
600007,2012-08-31,0.02843137,0.4504609695712609,0
600620,2012-08-31,0.00323625,0.504182586488289,0
600621,2012-08-31,-0.04301075,0.45793204433862095,0
600743,2012-08-31,0.01398601,0.5550780695562912,0
600745,2012-08-31,0.01248699,0.4585829135224937,0
600748,2012-08-31,0.00580271,0.4682188381504462,0
600052,2012-08-31,0.00898204,0.521659338652113,0
600175,2012-08-31,0.0077821,0.4455967302142869,0
600675,2012-08-31,0.01518987,0.5385652456969271,0
600679,2012-08-31,-0.07351225,0.42536250650031276,0
600683,2012-08-31,-0.0225,0.4232176081798631,0
600684,2012-08-31,0.03541315,0.4890482262348196,0
600687,2012-08-31,0.14987245,0.4867483669718512,0
600773,2012-08-31,0.0529462,0.530472176723437,0
600777,2012-08-31,0.22193211,0.5253442405233946,0
601588,2012-08-31,0.0513834,0.6136228992588382,0
600173,2012-08-31,-0.01126761,0.4996623508886246,0
600223,2012-08-31,-0.02432432,0.541537887433228,0
600225,2012-08-31,-0.12,0.46480113996524375,0
600638,2012-08-31,0.02711864,0.45302935767995167,0
600639,2012-08-31,0.00476948,0.448769102016094,0
600734,2012-08-31,-0.01461988,0.47511858741304547,0
600736,2012-08-31,-0.05708245,0.4349627598681765,0
600064,2012-08-31,0.03039514,0.47316756601388105,0
600067,2012-08-31,0.09438202,0.5592918823395594,0
600082,2012-08-31,-0.04697987,0.5294266258029227,0
600266,2012-08-31,-0.03377778,0.5605633439859296,0
600340,2012-08-31,0.06515242,0.5432488307604937,0
600393,2012-08-31,0.12005277,0.4895899489879617,0
600463,2012-08-31,-0.01361868,0.4425347293220655,0
600641,2012-08-31,0.005,0.46068500850336636,0
600647,2012-08-31,0.20837696,0.4335537653046321,0
600648,2012-08-31,-0.00401606,0.5375954286807915,0
600649,2012-08-31,-0.04518664,0.49369854947970676,0
600716,2012-08-31,0.15111111,0.5083939926564027,0
600791,2012-08-31,-0.01546392,0.6049972431992827,0
600113,2012-08-31,-0.10669253,0.42067130813809006,0
600162,2012-08-31,-0.01204819,0.4340459535415062,0
600185,2012-08-31,-0.01377953,0.47571304305647233,0
600239,2012-08-31,0.02551834,0.4187333968971789,0
600503,2012-08-31,0.02748414,0.4908624785440069,0
600604,2012-08-31,-0.10500611,0.43750207091217497,0
600606,2012-08-31,-0.08196721,0.4424585179356484,0
600696,2012-08-31,-0.03630363,0.4743915147690987,0
600766,2012-08-31,0.00297915,0.505466755054435,0
600767,2012-08-31,-0.03125,0.47823924810349216,0
600807,2012-08-31,0.46938776,0.4342424120952115,0
600070,2012-08-31,0.0045045,0.4343291425968535,0
600152,2012-08-31,-0.01807229,0.44625709767024624,0
600156,2012-08-31,-0.04973822,0.5260445139681342,0
600370,2012-08-31,-0.02820513,0.46341882869207973,0
600987,2012-08-31,0.02295082,0.4970803509067892,0
600272,2012-08-31,-0.058937199999999995,0.5542461537788437,0
600273,2012-08-31,-0.07,0.4825870548841872,0
601718,2012-08-31,0.02768166,0.5530774887916711,0
600107,2012-08-31,-0.02222222,0.4512669962239815,0
600400,2012-08-31,-0.00985222,0.45274389754020355,0
601599,2012-08-31,0.09982788,0.4552575722942531,0
600448,2012-08-31,-0.0058309,0.45855977105392953,0
600630,2012-08-31,0.00390625,0.5314242525050228,0
601566,2012-08-31,-0.14154251,0.5415708761961268,0
600137,2012-08-31,-0.06879362,0.5475067235767577,0
600483,2012-08-31,0.20681818,0.4822086656195497,0
600626,2012-08-31,-0.00588235,0.47311075549298787,0
600177,2012-08-31,0.00269179,0.5835546330539332,0
600510,2012-08-31,-0.02422145,0.5230632243554107,0
600689,2012-08-31,0.05795148,0.4053387779221234,0
600220,2012-08-31,-0.00749064,0.526805521395559,0
600493,2012-08-31,-0.0206422,0.4342775067642708,0
600398,2012-08-31,0.01166181,0.4444897302294263,0
600232,2012-08-31,0.01531729,0.5031400513575468,0
600233,2012-08-31,-0.09891304,0.5583648330221698,0
600071,2012-08-31,-0.04991681,0.4758337669408853,0
