ticker,tradeDate,real_return,pred,chs_factor
600048,2017-05-31,0.06164296,0.547263226902399,ETOP
600077,2017-05-31,0.00757576,0.4704271685579877,GrossIncomeRatio
600094,2017-05-31,-0.01918159,0.4970476156528265,SalesCostRatio
600095,2017-05-31,0.14686248,0.46900152378079407,TOBT
600383,2017-05-31,0.0248074,0.5542144157959598,TA2EV
600657,2017-05-31,0.0,0.5364962087743333,DIF
600658,2017-05-31,0.06617647,0.5281274841833367,0
600724,2017-05-31,-0.00628931,0.48210806699786996,0
600895,2017-05-31,0.05408506,0.48144283250016506,0
600208,2017-05-31,-0.09638554,0.5102744893093343,0
600555,2017-05-31,-0.03688525,0.4634660204582936,0
600890,2017-05-31,0.0,0.4689707603323996,0
600240,2017-05-31,0.01912261,0.5183866044223007,0
600246,2017-05-31,-0.05534351,0.4787637447464533,0
600322,2017-05-31,-0.00590551,0.5009991962274079,0
600325,2017-05-31,0.03930188,0.5327663898222194,0
600533,2017-05-31,-0.01342282,0.4617860656259581,0
600159,2017-05-31,-0.01468598,0.4505776980021942,0
600663,2017-05-31,0.01430144,0.48840996965324157,0
600665,2017-05-31,0.10738063,0.5068996628013984,0
600215,2017-05-31,0.09181637,0.45179649967679747,0
600376,2017-05-31,0.01030902,0.5310443561177186,0
600565,2017-05-31,-0.00899281,0.49167790899045194,0
600568,2017-05-31,0.0,0.4660482095672534,0
600733,2017-05-31,0.0,0.4715571376402282,0
600823,2017-05-31,0.01449275,0.5677523984760702,0
600621,2017-05-31,0.12210916,0.47968365633060045,0
600743,2017-05-31,-0.01407116,0.529283147845562,0
600748,2017-05-31,0.01977362,0.5402967414411579,0
600007,2017-05-31,0.02751487,0.49279249353025667,0
600683,2017-05-31,0.01196809,0.5545153643952119,0
600684,2017-05-31,0.07975460000000001,0.5009659834115604,0
600708,2017-05-31,0.07562816,0.49304547352153894,0
601155,2017-05-31,0.08041958,0.527259018399643,0
601588,2017-05-31,0.01620245,0.4998545756998278,0
600052,2017-05-31,0.01202405,0.4712201765519194,0
600223,2017-05-31,0.01969365,0.5270934334210119,0
600225,2017-05-31,0.01704545,0.4769086351054401,0
600515,2017-05-31,0.01082677,0.4865068850357407,0
600675,2017-05-31,-0.00728863,0.5384905334474339,0
600773,2017-05-31,0.05629771,0.4603582726210429,0
600173,2017-05-31,-0.11333333,0.46828163121455957,0
600622,2017-05-31,0.09329411,0.4696657860286629,0
600638,2017-05-31,0.12240664,0.46686841033002463,0
600639,2017-05-31,0.02257336,0.4982796728207261,0
600736,2017-05-31,0.02761628,0.4913362000271313,0
600064,2017-05-31,0.03445366,0.5060782556558542,0
600067,2017-05-31,0.07511737,0.516335794691398,0
600266,2017-05-31,0.01678322,0.522050562832277,0
600340,2017-05-31,0.02010466,0.5340369455071858,0
600393,2017-05-31,-0.23709168,0.46383020306697476,0
600463,2017-05-31,-0.18007081,0.44060081946335966,0
600466,2017-05-31,0.06150062,0.5204291683197192,0
600641,2017-05-31,0.04612777,0.5049130682377564,0
600647,2017-05-31,0.01851852,0.49211679157000643,0
600648,2017-05-31,0.06743516,0.47200061021100925,0
600649,2017-05-31,0.02737048,0.5136274803804459,0
600716,2017-05-31,0.04048583,0.5319560765942253,0
600848,2017-05-31,0.20379676,0.49329075041756765,0
600162,2017-05-31,0.07395107,0.5138600791667608,0
600185,2017-05-31,0.09163987,0.50615279872296,0
600503,2017-05-31,0.15551839,0.4520095489261435,0
600604,2017-05-31,0.04532164,0.4753482043662056,0
600606,2017-05-31,0.03623338,0.5206278105449467,0
600696,2017-05-31,-0.0387931,0.4624158943058916,0
600791,2017-05-31,0.10019739,0.48508639175426044,0
600239,2017-05-31,0.09663866,0.5041842560787262,0
600807,2017-05-31,0.02166847,0.47849216531371747,0
600070,2017-05-31,0.05506217,0.47440022638052065,0
600152,2017-05-31,0.00212993,0.4523630484155792,0
600156,2017-05-31,0.10072993,0.4885947921132584,0
600370,2017-05-31,0.05568445,0.48772402535506665,0
600987,2017-05-31,0.06859299,0.5125118043263218,0
601718,2017-05-31,0.045184300000000004,0.5053756990832037,0
600107,2017-05-31,0.33269231,0.4708598137586,0
600400,2017-05-31,0.05198777,0.5251738150967169,0
603558,2017-05-31,0.06504559,0.4549739860669699,0
600146,2017-05-31,0.0,0.4626034465868369,0
601599,2017-05-31,-0.01925647,0.4960864728385642,0
603958,2017-05-31,-0.36001327,0.4733811993987801,0
600448,2017-05-31,-0.00505902,0.49506848155894484,0
601566,2017-05-31,-0.0182704,0.5332506303609038,0
603116,2017-05-31,0.02054414,0.4926504926057062,0
603608,2017-05-31,0.0,0.4935379488007045,0
600137,2017-05-31,-0.08662448,0.44569925148068357,0
600626,2017-05-31,0.04375384,0.5145212908825378,0
600630,2017-05-31,0.10813397,0.47161754250405785,0
601339,2017-05-31,0.03478261,0.5256915996401023,0
603808,2017-05-31,0.06263499,0.5107290816272648,0
600689,2017-05-31,0.07032457,0.4779939701913631,0
603518,2017-05-31,0.05841627,0.5611454360041715,0
600177,2017-05-31,0.03747588,0.5580125774812283,0
600220,2017-05-31,0.0,0.4790445346425252,0
600510,2017-05-31,-0.012886600000000002,0.5539111681191673,0
603889,2017-05-31,-0.00263505,0.4519109899025153,0
600493,2017-05-31,0.08847235,0.4559652325829301,0
600398,2017-05-31,0.00105485,0.5354448521382474,0
600232,2017-05-31,0.04252577,0.4718759494542759,0
603001,2017-05-31,0.04567034,0.5186555527481393,0
603555,2017-05-31,0.0678128,0.49041751022040314,0
600071,2017-05-31,0.13919598,0.4649373333762488,0
600074,2017-05-31,0.05345395,0.49621285758317146,0
600651,2017-05-31,0.02171291,0.5471781697723999,0
603936,2017-05-31,0.07217624,0.45656515246059354,0
600360,2017-05-31,0.05049712,0.50472605650728,0
600478,2017-05-31,-0.05901639,0.47223386478656354,0
600584,2017-05-31,0.07,0.54017915200654,0
603678,2017-05-31,0.08414492,0.48902661540476455,0
600363,2017-05-31,0.03700962,0.4972833906216245,0
600666,2017-05-31,0.0,0.501156657573987,0
601231,2017-05-31,0.17420414,0.5127087483625612,0
603738,2017-05-31,0.01451187,0.48551944770808997,0
600288,2017-05-31,0.05577689,0.5059041635446011,0
600563,2017-05-31,0.17839256,0.5107323423671183,0
