ticker,tradeDate,real_return,pred,chs_factor
600048,2012-05-31,0.01244967,0.5036663699477053,ETOP
600094,2012-05-31,-0.15818182,0.5292427284132946,TVSTD6
600383,2012-05-31,-0.06739278,0.45824112403400113,minusDI
600576,2012-05-31,0.0127907,0.5098910964611496,ADXR
600657,2012-05-31,-0.0996155,0.47988162005120816,BBIC
600658,2012-05-31,-0.01633166,0.5389350195516603,0
600895,2012-05-31,0.01660735,0.5370817444899374,0
600208,2012-05-31,-0.12869198,0.47430803034859365,0
600555,2012-05-31,-0.04020101,0.5592905545761997,0
600615,2012-05-31,-0.05195989,0.46458657272277587,0
600724,2012-05-31,-0.06714628,0.47996799448140637,0
600753,2012-05-31,-0.01100413,0.500312890464966,0
600759,2012-05-31,-0.07180507,0.48097482118423934,0
600890,2012-05-31,-0.02948403,0.5332728488656306,0
600149,2012-05-31,-0.04657933,0.4579048566881746,0
600158,2012-05-31,-0.00240213,0.4952987908601702,0
600159,2012-05-31,-0.07317073,0.5470823389633022,0
600240,2012-05-31,-0.12900097,0.4944428684158338,0
600246,2012-05-31,-0.1002445,0.4744532373719672,0
600322,2012-05-31,-0.06958885,0.5313741747515538,0
600325,2012-05-31,-0.09168443,0.4704177382864922,0
600533,2012-05-31,0.03007519,0.5233651483320773,0
600215,2012-05-31,-0.14587332,0.5195065236763617,0
600376,2012-05-31,-0.04748201,0.43014937411849946,0
600565,2012-05-31,0.0,0.4855331969675343,0
600663,2012-05-31,-0.04883721,0.503766535445048,0
600665,2012-05-31,0.03108808,0.545073772171044,0
600732,2012-05-31,0.06599713,0.4851517399315845,0
600823,2012-05-31,-0.0962963,0.5435748839264166,0
600007,2012-05-31,-0.03435469,0.529611338343028,0
600620,2012-05-31,-0.1142132,0.5197233363820668,0
600621,2012-05-31,-0.11254613,0.5436389747386752,0
600743,2012-05-31,-0.10204082,0.5163742193559052,0
600745,2012-05-31,-0.07754011,0.5140679658584798,0
600748,2012-05-31,-0.06074935,0.5068949734019752,0
600052,2012-05-31,-0.1686747,0.5212243385463192,0
600175,2012-05-31,-0.0737722,0.5181878105884385,0
600675,2012-05-31,-0.0982659,0.48947241575029077,0
600679,2012-05-31,0.0123839,0.5042982583319469,0
600683,2012-05-31,-0.22,0.48632330784819594,0
600684,2012-05-31,-0.06364579,0.5043761495135316,0
600687,2012-05-31,0.33097595,0.4869754547762712,0
600773,2012-05-31,-0.11546536,0.43282473749761197,0
600777,2012-05-31,0.02186879,0.46596498714755513,0
601588,2012-05-31,-0.03716216,0.4902348963688209,0
600173,2012-05-31,-0.03157895,0.44439509688968093,0
600223,2012-05-31,-0.24604317,0.44141157225655153,0
600225,2012-05-31,-0.14638783,0.4899641809450268,0
600638,2012-05-31,-0.15646941,0.5060692584351074,0
600639,2012-05-31,-0.03929539,0.5319529374985037,0
600734,2012-05-31,-0.13238771,0.5394838164091595,0
600736,2012-05-31,-0.03741497,0.5496511779023496,0
600064,2012-05-31,-0.03280067,0.5473049807831537,0
600067,2012-05-31,-0.05110733,0.44008233388637547,0
600082,2012-05-31,-0.01918265,0.4920082109579561,0
600266,2012-05-31,-0.04824561,0.47066366454908487,0
600340,2012-05-31,0.0432526,0.4437179121596012,0
600393,2012-05-31,-0.07164179,0.44805746651404144,0
