ticker,tradeDate,real_return,pred,chs_factor
600030,2018-02-28,0.02595251,0.5695295517666331,ASSI
600109,2018-02-28,-0.00823529,0.4635549537716495,EPS
601211,2018-02-28,-0.04372197,0.5562874368398131,TOBT
601198,2018-02-28,0.03045685,0.47022464188784135,FY12P
601336,2018-02-28,-0.12725204,0.5979932143348757,GREV
601688,2018-02-28,-0.00289184,0.5483250942465013,EARNMOM
600318,2018-02-28,-0.03412073,0.43328689115265306,ILLIQUIDITY
600830,2018-02-28,0.09077156,0.4165841178616343,0
600837,2018-02-28,-0.05041322,0.5601656694510752,0
600958,2018-02-28,-0.0752608,0.5157457295054575,0
600155,2018-02-28,-0.02351738,0.45231853813035333,0
601555,2018-02-28,-0.03282532,0.4932740815865223,0
603300,2018-02-28,-0.01891892,0.4210570415659843,0
600369,2018-02-28,-0.03325942,0.4740549745502216,0
600783,2018-02-28,0.15471046,0.43017206115762263,0
600816,2018-02-28,-0.08644860000000001,0.4865446242093401,0
601788,2018-02-28,-0.04570101,0.5301064814480952,0
601375,2018-02-28,-0.02795031,0.43758765280498607,0
600695,2018-02-28,-0.11253431,0.4141727256302975,0
600999,2018-02-28,0.01520468,0.5396368349936582,0
601377,2018-02-28,-0.04775687,0.5015850587863103,0
601901,2018-02-28,-0.04468413,0.4836201264140369,0
601108,2018-02-28,-0.05435454,0.4595251279754136,0
601318,2018-02-28,-0.03615702,0.6543467345382472,0
600061,2018-02-28,0.03163017,0.5036013203475628,0
600390,2018-02-28,-0.07516039999999999,0.5245473977488909,0
600643,2018-02-28,-0.10933759,0.44014796505999026,0
601601,2018-02-28,-0.15238571,0.5975624803351315,0
600093,2018-02-28,-0.00195567,0.4505535186403611,0
600864,2018-02-28,0.03381643,0.48074011930875055,0
600053,2018-02-28,0.27082319,0.4547990049746169,0
600291,2018-02-28,-0.03791236,0.5713023778499065,0
600705,2018-02-28,-0.02185792,0.5121620950285221,0
601099,2018-02-28,-0.07096774,0.4434999698443079,0
601878,2018-02-28,-0.05419451,0.4548612257064771,0
600599,2018-02-28,-0.02257218,0.42823457197564924,0
600909,2018-02-28,-0.0551817,0.44939144921526636,0
601628,2018-02-28,-0.05398362,0.6122612221919613,0
601881,2018-02-28,0.01966568,0.5087158312313426,0
600031,2018-02-28,-0.05072464,0.5885711018759819,0
600320,2018-02-28,-0.05330882,0.5653441723769393,0
600582,2018-02-28,-0.07173913,0.5703704604198779,0
603131,2018-02-28,0.06458558,0.4514185492128841,0
603912,2018-02-28,0.13656987,0.4327270086676263,0
600481,2018-02-28,0.01534527,0.48993503807416605,0
