x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
指数-RTY-DR,6.99,-8.22,NaN,NaN,NaN,4,5,17.52,0.48,7,1.12,NaN,NaN,0.40,48.21
指数增强-RTY-DR,39.19,-6.49,NaN,NaN,NaN,5,4,20.07,1.77,5,1.28,NaN,NaN,1.95,51.79
long-short-RTY-DR,30.33,-1.26,NaN,NaN,NaN,7,2,7.61,3.57,17,0.49,NaN,NaN,3.98,62.50
指数-RTY-ETE,6.99,-8.22,NaN,NaN,NaN,4,5,17.52,0.48,7,1.12,NaN,NaN,0.40,48.21
指数增强-RTY-ETE,23.26,-8.86,NaN,NaN,NaN,4,6,18.06,1.26,5,1.16,NaN,NaN,1.29,46.43
long-short-RTY-ETE,15.20,-1.48,NaN,NaN,NaN,7,4,4.55,3.18,18,0.29,NaN,NaN,3.34,58.93
指数-SP500-DR,38.50,-3.06,NaN,NaN,NaN,7,3,13.34,2.55,12,0.85,NaN,NaN,2.89,60.32
指数增强-SP500-DR,51.52,-3.14,NaN,NaN,NaN,10,3,13.91,3.10,8,0.89,NaN,NaN,3.70,63.49
long-short-SP500-DR,9.47,-0.41,NaN,NaN,NaN,6,3,2.42,3.80,6,0.16,NaN,NaN,3.91,63.49
指数-SP500-ETE,38.50,-3.06,NaN,NaN,NaN,7,3,13.34,2.55,12,0.85,NaN,NaN,2.89,60.32
指数增强-SP500-ETE,55.29,-2.83,NaN,NaN,NaN,7,4,13.27,3.44,11,0.85,NaN,NaN,4.17,61.90
long-short-SP500-ETE,12.11,-0.42,NaN,NaN,NaN,6,3,2.18,5.34,23,0.14,NaN,NaN,5.56,68.25
指数-as51-DR,12.28,-3.42,NaN,NaN,NaN,6,4,9.07,1.34,45,0.58,NaN,NaN,1.35,55.74
指数增强-as51-DR,14.94,-4.27,NaN,NaN,NaN,5,4,9.09,1.60,45,0.58,NaN,NaN,1.64,52.46
long-short-as51-DR,2.36,-1.25,NaN,NaN,NaN,7,5,1.89,1.26,46,0.12,NaN,NaN,1.24,57.38
指数-as51-ETE,12.28,-3.42,NaN,NaN,NaN,6,4,9.07,1.34,45,0.58,NaN,NaN,1.35,55.74
指数增强-as51-ETE,17.27,-3.14,NaN,NaN,NaN,5,3,9.59,1.73,42,0.61,NaN,NaN,1.80,49.18
long-short-as51-ETE,4.48,-0.49,NaN,NaN,NaN,5,5,1.96,2.29,18,0.13,NaN,NaN,2.29,55.74
指数-csi300-csi300-DR,2.24,-4.00,NaN,NaN,NaN,4,4,11.87,0.25,32,0.76,NaN,NaN,0.19,52.38
指数增强-csi300-csi300-DR,10.84,-3.51,NaN,NaN,NaN,3,3,11.88,0.94,32,0.76,NaN,NaN,0.91,53.97
long-short-csi300-csi300-DR,8.37,-1.27,NaN,NaN,NaN,7,4,3.00,2.74,3,0.19,NaN,NaN,2.79,57.14
指数-csi300-csi300-ETE,2.24,-4.00,NaN,NaN,NaN,4,4,11.87,0.25,32,0.76,NaN,NaN,0.19,52.38
指数增强-csi300-csi300-ETE,14.00,-3.40,NaN,NaN,NaN,6,4,12.22,1.15,32,0.78,NaN,NaN,1.15,53.97
long-short-csi300-csi300-ETE,11.45,-1.05,NaN,NaN,NaN,3,4,4.37,2.54,41,0.28,NaN,NaN,2.62,49.21
指数-csi500-csi300-DR,-8.96,-7.24,NaN,NaN,NaN,5,3,14.19,-0.60,NaN,0.91,NaN,NaN,-0.63,50.79
指数增强-csi500-csi300-DR,-6.68,-8.01,NaN,NaN,NaN,7,3,15.52,-0.38,NaN,0.99,NaN,NaN,-0.43,57.14
long-short-csi500-csi300-DR,2.51,-2.77,NaN,NaN,NaN,4,4,6.14,0.44,33,0.39,NaN,NaN,0.41,52.38
指数-csi500-csi300-ETE,-8.96,-7.24,NaN,NaN,NaN,5,3,14.19,-0.60,NaN,0.91,NaN,NaN,-0.63,50.79
指数增强-csi500-csi300-ETE,-2.10,-6.79,NaN,NaN,NaN,6,3,13.24,-0.10,NaN,0.85,NaN,NaN,-0.16,58.73
long-short-csi500-csi300-ETE,7.19,-2.83,NaN,NaN,NaN,5,4,6.30,1.15,39,0.40,NaN,NaN,1.14,57.14
指数-csi500-csi500-DR,-8.96,-7.24,NaN,NaN,NaN,5,3,14.19,-0.60,NaN,0.91,NaN,NaN,-0.63,50.79
指数增强-csi500-csi500-DR,9.75,-8.22,NaN,NaN,NaN,6,3,16.07,0.67,49,1.03,NaN,NaN,0.61,53.97
long-short-csi500-csi500-DR,20.67,-2.13,NaN,NaN,NaN,9,4,5.85,3.29,16,0.37,NaN,NaN,3.53,61.90
指数-csi500-csi500-ETE,-8.96,-7.24,NaN,NaN,NaN,5,3,14.19,-0.60,NaN,0.91,NaN,NaN,-0.63,50.79
指数增强-csi500-csi500-ETE,7.87,-6.00,NaN,NaN,NaN,5,3,13.46,0.64,51,0.86,NaN,NaN,0.58,55.56
long-short-csi500-csi500-ETE,18.17,-1.34,NaN,NaN,NaN,7,3,5.70,3.00,35,0.36,NaN,NaN,3.19,61.90
指数-hsce-DR,-18.95,-14.03,NaN,NaN,NaN,4,6,19.71,-0.98,6,1.26,NaN,NaN,-0.96,38.33
指数增强-hsce-DR,-11.35,-11.57,NaN,NaN,NaN,4,7,18.38,-0.57,6,1.18,NaN,NaN,-0.62,38.33
long-short-hsce-DR,9.05,-1.56,NaN,NaN,NaN,5,6,3.18,2.78,37,0.20,NaN,NaN,2.85,60.00
指数-hsce-ETE,-18.95,-14.03,NaN,NaN,NaN,4,6,19.71,-0.98,6,1.26,NaN,NaN,-0.96,38.33
指数增强-hsce-ETE,-11.05,-12.88,NaN,NaN,NaN,6,6,19.30,-0.52,6,1.24,NaN,NaN,-0.57,43.33
long-short-hsce-ETE,9.59,-1.30,NaN,NaN,NaN,5,3,3.36,2.79,36,0.21,NaN,NaN,2.86,61.67
指数-hsi-DR,-16.06,-12.88,NaN,NaN,NaN,6,5,16.94,-0.97,4,1.08,NaN,NaN,-0.95,51.67
指数增强-hsi-DR,-3.79,-10.12,NaN,NaN,NaN,6,5,15.52,-0.18,4,0.99,NaN,NaN,-0.24,55.00
long-short-hsi-DR,14.11,-1.51,NaN,NaN,NaN,4,4,6.70,2.03,31,0.43,NaN,NaN,2.11,56.67
指数-hsi-ETE,-16.06,-12.88,NaN,NaN,NaN,6,5,16.94,-0.97,4,1.08,NaN,NaN,-0.95,51.67
指数增强-hsi-ETE,-3.18,-10.65,NaN,NaN,NaN,6,5,16.23,-0.12,5,1.04,NaN,NaN,-0.20,53.33
long-short-hsi-ETE,14.99,-1.31,NaN,NaN,NaN,4,4,6.39,2.25,19,0.41,NaN,NaN,2.35,60.00
指数-kosdaq-DR,12.45,-7.32,NaN,NaN,NaN,5,4,19.12,0.72,14,1.22,NaN,NaN,0.65,55.00
指数增强-kosdaq-DR,50.68,-5.84,NaN,NaN,NaN,5,4,19.34,2.25,14,1.24,NaN,NaN,2.62,50.82
long-short-kosdaq-DR,33.91,-1.27,NaN,NaN,NaN,8,4,4.71,6.32,11,0.30,NaN,NaN,7.20,68.85
指数-kosdaq-ETE,13.20,-7.32,NaN,NaN,NaN,5,4,19.12,0.75,14,1.22,NaN,NaN,0.69,55.74
指数增强-kosdaq-ETE,91.32,-6.24,NaN,NaN,NaN,4,4,22.67,3.02,13,1.45,NaN,NaN,4.03,59.02
long-short-kosdaq-ETE,68.74,-2.09,NaN,NaN,NaN,6,3,13.64,3.96,15,0.87,NaN,NaN,5.04,65.57
指数-kospi-DR,-10.71,-6.79,NaN,NaN,NaN,6,6,14.74,-0.71,11,0.94,NaN,NaN,-0.73,48.33
指数增强-kospi-DR,-2.13,-6.54,NaN,NaN,NaN,6,6,15.00,-0.07,19,0.96,NaN,NaN,-0.14,48.33
long-short-kospi-DR,9.62,-0.85,NaN,NaN,NaN,7,2,2.65,3.53,8,0.17,NaN,NaN,3.62,66.67
指数-kospi-ETE,-10.71,-6.79,NaN,NaN,NaN,6,6,14.74,-0.71,11,0.94,NaN,NaN,-0.73,48.33
指数增强-kospi-ETE,-2.20,-6.36,NaN,NaN,NaN,6,6,15.12,-0.07,19,0.97,NaN,NaN,-0.15,51.67
long-short-kospi-ETE,9.56,-0.35,NaN,NaN,NaN,4,5,2.40,3.88,10,0.15,NaN,NaN,3.98,56.67
指数-msci-DR,32.41,-3.20,NaN,NaN,NaN,6,3,11.55,2.53,27,0.74,NaN,NaN,2.81,54.10
指数增强-msci-DR,40.78,-3.19,NaN,NaN,NaN,6,3,12.25,2.90,27,0.78,NaN,NaN,3.33,55.74
long-short-msci-DR,6.40,-0.26,NaN,NaN,NaN,4,4,1.28,4.92,10,0.08,NaN,NaN,5.00,62.30
指数-msci-ETE,32.41,-3.20,NaN,NaN,NaN,6,3,11.55,2.53,27,0.74,NaN,NaN,2.81,54.10
指数增强-msci-ETE,36.62,-3.44,NaN,NaN,NaN,6,3,11.94,2.71,27,0.76,NaN,NaN,3.07,54.10
long-short-msci-ETE,3.22,-0.53,NaN,NaN,NaN,4,4,1.31,2.47,7,0.08,NaN,NaN,2.46,55.74
指数-ndx-DR,60.28,-3.62,NaN,NaN,NaN,5,3,17.27,2.86,13,1.11,NaN,NaN,3.49,60.00
指数增强-ndx-DR,72.67,-3.47,NaN,NaN,NaN,5,4,17.21,3.31,13,1.10,NaN,NaN,4.22,58.18
long-short-ndx-DR,7.70,-0.72,NaN,NaN,NaN,5,5,2.40,3.15,10,0.15,NaN,NaN,3.21,60.00
指数-ndx-ETE,60.28,-3.62,NaN,NaN,NaN,5,3,17.27,2.86,13,1.11,NaN,NaN,3.49,60.00
指数增强-ndx-ETE,73.45,-3.07,NaN,NaN,NaN,7,3,16.66,3.44,13,1.07,NaN,NaN,4.41,61.82
long-short-ndx-ETE,8.09,-0.68,NaN,NaN,NaN,5,3,2.69,2.95,18,0.17,NaN,NaN,3.01,63.64
指数-nifty-DR,-12.36,-12.32,NaN,NaN,NaN,6,4,14.43,-0.86,3,0.92,NaN,NaN,-0.86,50.00
指数增强-nifty-DR,-3.44,-10.87,NaN,NaN,NaN,6,4,14.52,-0.17,3,0.93,NaN,NaN,-0.24,50.00
long-short-nifty-DR,10.17,-0.23,NaN,NaN,NaN,5,2,1.09,9.00,8,0.07,NaN,NaN,9.30,71.67
指数-nifty-ETE,-12.36,-12.32,NaN,NaN,NaN,6,4,14.43,-0.86,3,0.92,NaN,NaN,-0.86,50.00
指数增强-nifty-ETE,-6.06,-11.16,NaN,NaN,NaN,6,4,14.28,-0.37,3,0.91,NaN,NaN,-0.42,50.00
long-short-nifty-ETE,7.15,-0.14,NaN,NaN,NaN,5,3,0.90,7.81,10,0.06,NaN,NaN,7.96,66.67
指数-nky-DR,-11.08,-7.93,NaN,NaN,NaN,4,4,16.86,-0.62,12,1.08,NaN,NaN,-0.66,45.90
指数增强-nky-DR,-3.01,-7.19,NaN,NaN,NaN,4,4,17.23,-0.10,19,1.10,NaN,NaN,-0.17,47.54
long-short-nky-DR,9.11,-0.42,NaN,NaN,NaN,5,2,1.87,4.75,10,0.12,NaN,NaN,4.88,63.93
指数-nky-ETE,-11.08,-7.93,NaN,NaN,NaN,4,4,16.86,-0.62,12,1.08,NaN,NaN,-0.66,45.90
指数增强-nky-ETE,-5.20,-7.28,NaN,NaN,NaN,5,4,16.93,-0.24,12,1.08,NaN,NaN,-0.31,47.54
long-short-nky-ETE,6.61,-0.22,NaN,NaN,NaN,8,4,1.46,4.46,7,0.09,NaN,NaN,4.53,60.66
指数-set50-DR,3.16,-5.88,NaN,NaN,NaN,4,4,10.79,0.35,23,0.69,NaN,NaN,0.29,58.33
指数增强-set50-DR,14.01,-5.54,NaN,NaN,NaN,3,3,11.62,1.20,23,0.74,NaN,NaN,1.21,58.33
long-short-set50-DR,10.59,-0.40,NaN,NaN,NaN,4,3,2.18,4.71,18,0.14,NaN,NaN,4.87,55.00
指数-set50-ETE,3.16,-5.88,NaN,NaN,NaN,4,4,10.79,0.35,23,0.69,NaN,NaN,0.29,58.33
指数增强-set50-ETE,11.57,-5.85,NaN,NaN,NaN,3,3,11.32,1.04,20,0.72,NaN,NaN,1.02,58.33
long-short-set50-ETE,8.19,-0.41,NaN,NaN,NaN,4,4,1.78,4.51,8,0.11,NaN,NaN,4.61,50.00
指数-sx5e-DR,-6.04,-9.50,NaN,NaN,NaN,4,6,16.74,-0.30,16,1.07,NaN,NaN,-0.36,44.44
指数增强-sx5e-DR,0.88,-8.52,NaN,NaN,NaN,4,5,16.47,0.13,16,1.05,NaN,NaN,0.05,47.62
long-short-sx5e-DR,7.30,-0.51,NaN,NaN,NaN,10,4,1.63,4.39,15,0.10,NaN,NaN,4.47,66.67
指数-sx5e-ETE,-6.04,-9.50,NaN,NaN,NaN,4,6,16.74,-0.30,16,1.07,NaN,NaN,-0.36,44.44
指数增强-sx5e-ETE,0.77,-8.73,NaN,NaN,NaN,4,6,16.28,0.13,16,1.04,NaN,NaN,0.05,46.03
long-short-sx5e-ETE,7.15,-0.34,NaN,NaN,NaN,7,3,1.66,4.23,9,0.11,NaN,NaN,4.31,66.67
指数-topix-DR,-9.31,-7.42,NaN,NaN,NaN,4,4,14.35,-0.62,8,0.92,NaN,NaN,-0.65,42.62
指数增强-topix-DR,-0.52,-6.26,NaN,NaN,NaN,4,4,15.14,0.04,19,0.97,NaN,NaN,-0.03,45.90
long-short-topix-DR,9.78,-0.57,NaN,NaN,NaN,6,4,2.41,3.94,9,0.15,NaN,NaN,4.06,60.66
指数-topix-ETE,-9.31,-7.42,NaN,NaN,NaN,4,4,14.35,-0.62,8,0.92,NaN,NaN,-0.65,42.62
指数增强-topix-ETE,-10.06,-7.99,NaN,NaN,NaN,4,4,14.12,-0.69,8,0.90,NaN,NaN,-0.71,39.34
long-short-topix-ETE,-0.89,-1.82,NaN,NaN,NaN,3,4,2.27,-0.39,1,0.15,NaN,NaN,-0.39,47.54
指数-twse-DR,34.32,-2.88,NaN,NaN,NaN,5,4,10.21,2.98,27,0.65,NaN,NaN,3.36,57.38
指数增强-twse-DR,48.68,-2.81,NaN,NaN,NaN,6,3,11.28,3.63,24,0.72,NaN,NaN,4.32,60.66
long-short-twse-DR,10.77,-0.42,NaN,NaN,NaN,4,2,3.03,3.45,18,0.19,NaN,NaN,3.56,57.38
指数-twse-ETE,34.32,-2.88,NaN,NaN,NaN,5,4,10.21,2.98,27,0.65,NaN,NaN,3.36,57.38
指数增强-twse-ETE,36.62,-3.15,NaN,NaN,NaN,6,5,10.26,3.14,28,0.66,NaN,NaN,3.57,59.02
long-short-twse-ETE,1.70,-0.88,NaN,NaN,NaN,2,6,1.98,0.87,7,0.13,NaN,NaN,0.86,44.26
指数-ukx-DR,10.21,-4.67,NaN,NaN,NaN,4,5,10.66,0.98,11,0.68,NaN,NaN,0.96,52.38
指数增强-ukx-DR,18.25,-3.27,NaN,NaN,NaN,4,6,9.35,1.87,11,0.60,NaN,NaN,1.95,57.14
long-short-ukx-DR,7.13,-0.57,NaN,NaN,NaN,5,3,2.43,2.89,25,0.16,NaN,NaN,2.93,61.90
指数-ukx-ETE,10.21,-4.67,NaN,NaN,NaN,4,5,10.66,0.98,11,0.68,NaN,NaN,0.96,52.38
指数增强-ukx-ETE,19.88,-3.33,NaN,NaN,NaN,4,5,9.39,2.01,30,0.60,NaN,NaN,2.12,53.97
long-short-ukx-ETE,8.62,-0.52,NaN,NaN,NaN,9,3,2.33,3.61,20,0.15,NaN,NaN,3.70,61.90
指数-xin9i-DR,6.78,-4.85,NaN,NaN,NaN,6,4,14.37,0.53,34,0.92,NaN,NaN,0.47,47.46
指数增强-xin9i-DR,13.17,-5.03,NaN,NaN,NaN,6,4,14.53,0.94,34,0.93,NaN,NaN,0.91,50.85
long-short-xin9i-DR,5.99,-0.62,NaN,NaN,NaN,5,5,1.75,3.39,29,0.11,NaN,NaN,3.43,55.93
指数-xin9i-ETE,6.78,-4.85,NaN,NaN,NaN,6,4,14.37,0.53,34,0.92,NaN,NaN,0.47,47.46
指数增强-xin9i-ETE,16.69,-4.54,NaN,NaN,NaN,6,4,15.17,1.11,33,0.97,NaN,NaN,1.10,50.85
long-short-xin9i-ETE,9.38,-0.61,NaN,NaN,NaN,6,4,2.29,3.99,10,0.15,NaN,NaN,4.10,55.93
