x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
指数-RTY-DR,9.20,-43.06,-37.46,127.11,11.93,14,8,21.59,0.52,574,1.38,10.10,32.16,0.43,53.59
指数增强-RTY-DR,37.03,-34.47,-10.45,373.84,43.55,13,8,21.51,1.57,184,1.38,30.31,102.07,1.72,55.86
long-short-RTY-DR,24.85,-6.05,-3.22,128.70,26.77,11,10,9.83,2.31,285,0.63,17.54,65.67,2.53,59.00
指数-RTY-ETE,9.20,-43.06,-37.46,127.11,11.93,14,8,21.59,0.52,574,1.38,10.10,32.16,0.43,53.59
指数增强-RTY-ETE,30.71,-30.87,-13.37,278.82,35.27,14,8,21.12,1.37,247,1.35,27.76,73.47,1.45,54.54
long-short-RTY-ETE,19.17,-4.58,2.45,96.28,20.31,11,9,8.00,2.23,151,0.51,13.25,45.40,2.40,58.02
指数-SP500-DR,12.37,-33.92,-22.30,77.62,12.98,8,9,16.84,0.78,286,1.08,13.04,25.84,0.73,55.09
指数增强-SP500-DR,18.18,-31.19,-13.23,83.63,18.30,10,8,15.72,1.14,164,1.01,18.19,30.08,1.16,55.87
long-short-SP500-DR,4.84,-7.47,-6.67,20.18,4.64,18,7,5.04,0.96,585,0.32,3.56,13.47,0.96,55.32
指数-SP500-ETE,12.37,-33.92,-22.30,77.62,12.98,8,9,16.84,0.78,286,1.08,13.04,25.84,0.73,55.09
指数增强-SP500-ETE,17.87,-30.40,-13.74,92.52,18.06,11,7,15.65,1.13,176,1.00,16.47,32.51,1.14,54.85
long-short-SP500-ETE,4.56,-8.74,-8.69,21.01,4.37,11,10,4.97,0.92,713,0.32,3.83,13.64,0.92,53.58
指数-as51-DR,3.90,-36.53,-27.34,50.33,5.01,10,8,14.99,0.33,661,0.96,5.72,18.34,0.26,53.72
指数增强-as51-DR,12.04,-29.91,-15.97,66.97,13.21,11,7,14.16,0.87,374,0.91,12.49,28.36,0.85,54.76
long-short-as51-DR,7.61,-4.97,1.43,24.66,7.71,14,9,4.05,1.83,157,0.26,6.85,12.46,1.88,59.75
指数-as51-ETE,3.90,-36.53,-27.34,50.33,5.01,10,8,14.99,0.33,661,0.96,5.72,18.34,0.26,53.72
指数增强-as51-ETE,9.79,-30.16,-15.90,61.02,10.85,10,7,14.26,0.73,434,0.91,9.99,25.69,0.69,54.58
long-short-as51-ETE,5.46,-5.49,-1.15,20.14,5.48,12,9,4.01,1.35,256,0.26,4.56,10.42,1.36,56.23
指数-csi300-csi300-DR,4.07,-46.70,-42.53,147.77,8.79,12,9,22.16,0.29,1360,1.42,5.26,37.31,0.18,51.76
指数增强-csi300-csi300-DR,20.35,-34.84,-23.04,213.33,27.30,10,8,21.28,0.98,862,1.36,18.98,61.71,0.96,52.22
long-short-csi300-csi300-DR,15.08,-7.70,2.79,46.40,16.16,13,10,7.59,1.89,129,0.49,12.11,30.85,1.99,59.24
指数-csi300-csi300-ETE,4.07,-46.70,-42.53,147.77,8.79,12,9,22.16,0.29,1360,1.42,5.26,37.31,0.18,51.76
指数增强-csi300-csi300-ETE,17.45,-30.18,-21.34,178.50,23.30,9,7,20.89,0.88,799,1.34,18.40,52.44,0.84,51.75
long-short-csi300-csi300-ETE,12.21,-9.14,-6.69,51.67,13.13,10,8,7.64,1.55,201,0.49,10.04,27.10,1.60,56.21
指数-csi500-csi300-DR,3.57,-65.20,-50.23,197.63,8.21,10,8,25.32,0.27,891,1.62,3.73,37.86,0.14,53.96
指数增强-csi500-csi300-DR,19.41,-38.16,-27.84,209.81,25.04,11,8,23.72,0.87,912,1.52,15.76,62.36,0.82,53.52
long-short-csi500-csi300-DR,14.18,-14.67,-12.43,53.27,14.86,13,12,10.66,1.30,295,0.68,14.75,28.40,1.33,52.73
指数-csi500-csi300-ETE,3.57,-65.20,-50.23,197.63,8.21,10,8,25.32,0.27,891,1.62,3.73,37.86,0.14,53.96
指数增强-csi500-csi300-ETE,14.83,-44.00,-35.59,203.55,21.39,10,8,23.73,0.70,1110,1.52,15.16,59.99,0.62,53.48
long-short-csi500-csi300-ETE,9.87,-14.50,-14.30,61.85,11.53,12,9,10.05,0.99,386,0.64,8.45,28.96,0.98,52.39
指数-csi500-csi500-DR,3.57,-65.20,-50.23,197.63,8.21,10,8,25.32,0.27,891,1.62,3.73,37.86,0.14,53.96
指数增强-csi500-csi500-DR,22.86,-38.71,-30.08,241.27,29.13,9,7,24.48,0.96,668,1.57,19.17,72.14,0.93,54.90
long-short-csi500-csi500-DR,17.78,-9.44,-5.39,64.26,18.47,16,13,9.99,1.69,310,0.64,15.62,36.16,1.78,56.06
指数-csi500-csi500-ETE,3.57,-65.20,-50.23,197.63,8.21,10,8,25.32,0.27,891,1.62,3.73,37.86,0.14,53.96
指数增强-csi500-csi500-ETE,22.39,-35.88,-29.68,218.71,27.69,10,7,23.70,0.97,576,1.52,20.31,70.68,0.94,55.56
long-short-csi500-csi500-ETE,17.16,-8.93,-0.01,87.96,18.22,15,7,9.48,1.72,169,0.61,13.27,42.56,1.81,56.69
指数-hsce-DR,-3.73,-49.29,-40.69,51.11,-0.28,17,10,21.64,-0.07,1043,1.39,-0.88,19.67,-0.17,49.58
指数增强-hsce-DR,6.44,-39.29,-29.55,67.49,9.46,17,9,20.64,0.41,615,1.32,8.04,32.49,0.31,50.08
long-short-hsce-DR,10.16,-8.31,-2.92,30.59,9.79,13,8,5.55,1.77,394,0.36,8.86,20.05,1.83,60.41
指数-hsce-ETE,-3.73,-49.29,-40.69,51.11,-0.28,17,10,21.64,-0.07,1043,1.39,-0.88,19.67,-0.17,49.58
指数增强-hsce-ETE,5.83,-38.75,-28.77,71.15,8.93,17,9,20.74,0.38,626,1.33,7.72,29.05,0.28,49.73
long-short-hsce-ETE,9.55,-8.18,-3.61,30.92,9.32,13,7,5.61,1.66,413,0.36,7.87,20.91,1.70,59.68
指数-hsi-DR,-0.01,-35.59,-28.28,41.10,3.03,9,9,17.95,0.09,918,1.15,2.81,20.75,-0.00,51.83
指数增强-hsi-DR,6.80,-28.16,-22.11,45.53,9.63,11,9,17.16,0.47,777,1.10,8.53,27.33,0.40,52.06
long-short-hsi-DR,6.56,-5.90,-1.96,21.05,6.47,15,6,4.43,1.46,356,0.28,5.53,12.83,1.48,60.82
指数-hsi-ETE,-0.01,-35.59,-28.28,41.10,3.03,9,9,17.95,0.09,918,1.15,2.81,20.75,-0.00,51.83
指数增强-hsi-ETE,6.59,-28.85,-21.87,45.04,9.35,14,9,17.20,0.46,777,1.10,8.37,27.10,0.38,52.21
long-short-hsi-ETE,6.36,-5.99,-1.74,21.50,6.21,11,6,4.49,1.40,383,0.29,5.40,12.23,1.42,59.34
指数-kosdaq-DR,6.05,-53.79,-44.13,118.65,8.17,11,9,20.41,0.39,749,1.31,3.50,33.80,0.30,55.83
指数增强-kosdaq-DR,52.61,-30.47,-21.08,216.47,59.24,12,14,21.65,2.06,252,1.39,52.84,124.39,2.43,58.59
long-short-kosdaq-DR,43.69,-5.38,6.62,109.59,45.41,16,7,8.95,4.10,73,0.57,42.45,78.11,4.88,61.85
指数-kosdaq-ETE,6.05,-53.79,-44.13,118.65,8.17,11,9,20.41,0.39,749,1.31,3.50,33.80,0.30,55.83
指数增强-kosdaq-ETE,39.56,-33.54,-27.82,173.48,42.75,12,10,19.36,1.82,186,1.24,38.97,80.11,2.04,59.62
long-short-kosdaq-ETE,30.93,-4.90,8.90,59.68,31.29,12,7,7.63,3.57,95,0.49,30.79,45.02,4.05,62.03
指数-kospi-DR,3.15,-41.19,-31.14,109.30,5.60,13,7,16.67,0.27,1570,1.07,1.38,25.19,0.19,52.37
指数增强-kospi-DR,14.10,-33.40,-28.58,150.00,16.79,11,7,15.96,0.91,424,1.02,12.22,36.48,0.88,53.95
long-short-kospi-DR,10.38,-4.44,-0.77,23.34,10.56,17,7,4.46,2.24,132,0.29,9.57,19.20,2.33,60.44
指数-kospi-ETE,3.15,-41.19,-31.14,109.30,5.60,13,7,16.67,0.27,1570,1.07,1.38,25.19,0.19,52.37
指数增强-kospi-ETE,11.99,-32.43,-27.34,145.06,15.16,11,9,15.99,0.79,362,1.02,10.35,35.24,0.75,53.95
long-short-kospi-ETE,8.35,-4.40,0.09,22.61,8.94,12,8,4.29,1.89,128,0.27,7.91,15.96,1.95,59.59
指数-msci-DR,7.10,-28.26,-25.54,101.94,9.31,8,11,15.97,0.51,871,1.02,8.96,25.23,0.44,53.18
指数增强-msci-DR,14.49,-23.82,-19.31,100.99,16.58,8,8,15.31,0.96,320,0.98,16.65,32.07,0.95,53.97
long-short-msci-DR,6.70,-4.05,-1.10,22.39,6.85,13,7,3.95,1.66,197,0.25,5.70,14.18,1.69,59.97
指数-msci-ETE,7.10,-28.26,-25.54,101.94,9.31,8,11,15.97,0.51,871,1.02,8.96,25.23,0.44,53.18
指数增强-msci-ETE,12.95,-24.28,-22.68,100.71,15.42,9,8,15.19,0.88,417,0.97,15.98,31.64,0.85,53.62
long-short-msci-ETE,5.25,-5.34,-4.77,25.35,5.75,12,10,3.98,1.31,378,0.25,4.21,13.49,1.32,58.04
指数-ndx-DR,18.40,-28.03,-13.39,94.26,19.40,12,9,19.09,0.98,192,1.22,19.66,34.79,0.96,56.00
指数增强-ndx-DR,27.89,-26.66,-7.51,109.45,28.52,12,7,18.12,1.45,203,1.16,29.77,47.69,1.54,56.60
long-short-ndx-DR,7.68,-6.73,-5.28,29.17,7.35,14,8,5.01,1.50,315,0.32,6.70,13.25,1.53,60.43
指数-ndx-ETE,18.40,-28.03,-13.39,94.26,19.40,12,9,19.09,0.98,192,1.22,19.66,34.79,0.96,56.00
指数增强-ndx-ETE,27.72,-26.20,-8.92,109.36,28.37,15,6,18.01,1.45,192,1.15,28.34,49.11,1.54,57.28
long-short-ndx-ETE,7.51,-7.23,-6.55,31.00,7.26,18,8,5.08,1.45,201,0.33,6.26,14.71,1.48,57.61
指数-nifty-DR,9.21,-38.44,-35.44,98.38,11.95,9,9,16.66,0.61,618,1.07,10.25,35.68,0.55,53.41
指数增强-nifty-DR,17.91,-30.91,-20.50,107.48,20.59,9,9,15.83,1.12,330,1.01,18.40,44.15,1.13,54.87
long-short-nifty-DR,7.72,-6.33,-5.01,29.13,7.98,21,6,4.29,1.76,195,0.27,7.64,14.32,1.80,65.33
指数-nifty-ETE,9.21,-38.44,-35.44,98.38,11.95,9,9,16.66,0.61,618,1.07,10.25,35.68,0.55,53.41
指数增强-nifty-ETE,17.85,-31.15,-21.29,109.30,20.59,9,8,15.93,1.11,353,1.02,18.24,45.11,1.12,54.83
long-short-nifty-ETE,7.68,-6.18,-4.88,28.94,7.96,15,9,4.37,1.72,219,0.28,7.75,13.74,1.76,62.68
指数-nky-DR,9.20,-31.80,-28.26,82.36,12.53,12,8,20.04,0.54,600,1.28,11.18,40.63,0.46,52.99
指数增强-nky-DR,17.52,-26.77,-18.73,111.68,21.76,12,7,19.20,0.94,316,1.23,17.91,50.54,0.91,53.34
long-short-nky-DR,7.31,-6.56,-5.77,21.61,8.00,10,8,5.02,1.43,478,0.32,8.21,17.57,1.45,58.79
指数-nky-ETE,9.20,-31.80,-28.26,82.36,12.53,12,8,20.04,0.54,600,1.28,11.18,40.63,0.46,52.99
指数增强-nky-ETE,17.46,-27.42,-18.60,111.22,21.72,8,7,19.22,0.93,280,1.23,18.17,50.19,0.91,53.15
long-short-nky-ETE,7.26,-5.14,-3.59,21.51,7.97,9,9,4.98,1.43,339,0.32,7.89,15.22,1.46,57.71
指数-set50-DR,2.75,-43.62,-38.87,43.77,3.73,9,8,17.55,0.24,1147,1.12,5.49,20.46,0.16,51.42
指数增强-set50-DR,12.47,-31.40,-27.12,63.51,12.97,12,7,17.01,0.78,340,1.09,12.78,32.31,0.73,52.40
long-short-set50-DR,9.24,-3.65,-2.13,30.68,9.11,14,11,4.34,2.06,206,0.28,7.27,20.45,2.13,61.66
指数-set50-ETE,2.75,-43.62,-38.87,43.77,3.73,9,8,17.55,0.24,1147,1.12,5.49,20.46,0.16,51.42
指数增强-set50-ETE,11.85,-31.91,-28.24,62.99,12.45,12,11,16.95,0.75,345,1.09,11.99,31.84,0.70,52.44
long-short-set50-ETE,8.64,-4.07,-1.94,30.95,8.60,13,11,4.38,1.91,237,0.28,6.26,19.78,1.97,61.62
指数-sx5e-DR,3.51,-38.27,-30.80,55.08,5.12,10,11,19.71,0.27,1262,1.26,7.17,22.36,0.18,52.35
指数增强-sx5e-DR,11.27,-33.88,-21.61,66.65,12.80,10,8,18.55,0.67,295,1.19,13.99,27.21,0.61,53.17
long-short-sx5e-DR,7.13,-5.59,-4.16,25.48,7.57,18,8,4.88,1.44,310,0.31,5.82,17.35,1.46,59.24
指数-sx5e-ETE,3.51,-38.27,-30.80,55.08,5.12,10,11,19.71,0.27,1262,1.26,7.17,22.36,0.18,52.35
指数增强-sx5e-ETE,11.19,-33.77,-21.44,66.34,12.73,8,8,18.57,0.66,345,1.19,13.71,27.91,0.60,52.35
long-short-sx5e-ETE,7.05,-5.70,-4.98,26.31,7.49,17,9,4.90,1.42,351,0.31,5.69,16.98,1.44,58.49
指数-topix-DR,7.00,-35.31,-28.04,75.62,9.99,12,9,18.57,0.46,794,1.19,9.16,35.14,0.38,52.95
指数增强-topix-DR,18.67,-30.00,-19.53,122.22,22.27,10,8,18.17,1.03,436,1.16,20.11,47.65,1.03,54.12
long-short-topix-DR,10.66,-4.71,-3.37,31.58,10.87,10,9,5.41,1.90,341,0.35,10.60,20.15,1.97,57.45
指数-topix-ETE,7.00,-35.31,-28.04,75.62,9.99,12,9,18.57,0.46,794,1.19,9.16,35.14,0.38,52.95
指数增强-topix-ETE,16.52,-27.63,-16.63,110.40,20.40,11,7,17.81,0.95,278,1.14,16.61,43.78,0.93,53.50
long-short-topix-ETE,8.60,-7.18,-4.51,23.90,9.33,16,9,5.03,1.67,161,0.32,9.60,17.27,1.71,57.64
指数-twse-DR,6.16,-28.72,-26.01,89.41,7.92,10,9,14.60,0.48,870,0.93,7.97,21.57,0.42,53.94
指数增强-twse-DR,15.57,-25.33,-20.33,98.07,17.44,9,10,14.29,1.08,356,0.92,16.01,37.52,1.09,54.78
long-short-twse-DR,8.71,-4.68,-0.69,25.77,8.78,10,8,4.41,1.92,218,0.28,7.31,16.35,1.98,56.51
指数-twse-ETE,6.16,-28.72,-26.01,89.41,7.92,10,9,14.60,0.48,870,0.93,7.97,21.57,0.42,53.94
指数增强-twse-ETE,10.10,-28.37,-27.13,84.86,12.10,8,9,13.71,0.77,593,0.88,11.96,25.97,0.74,54.55
long-short-twse-ETE,3.51,-5.91,-2.97,13.29,3.83,11,8,3.87,0.91,378,0.25,3.87,6.80,0.91,53.57
指数-ukx-DR,1.92,-36.61,-33.16,33.20,2.51,10,10,15.70,0.20,501,1.01,3.08,16.09,0.12,52.54
指数增强-ukx-DR,6.20,-27.05,-22.20,46.44,6.92,10,9,13.13,0.52,332,0.84,6.21,17.95,0.47,53.46
long-short-ukx-DR,3.71,-8.08,-5.87,24.29,4.25,12,8,4.61,0.81,740,0.30,3.28,10.64,0.80,54.12
指数-ukx-ETE,1.92,-36.61,-33.16,33.20,2.51,10,10,15.70,0.20,501,1.01,3.08,16.09,0.12,52.54
指数增强-ukx-ETE,5.46,-27.10,-22.90,44.13,5.97,10,10,13.31,0.47,353,0.85,4.96,16.84,0.41,52.78
long-short-ukx-ETE,3.01,-12.81,-8.62,22.17,3.37,10,8,4.55,0.67,1037,0.29,3.03,8.94,0.66,52.32
指数-xin9i-DR,4.65,-43.02,-37.66,124.56,8.60,13,9,21.72,0.32,1325,1.39,3.07,35.15,0.21,49.96
指数增强-xin9i-DR,15.37,-32.89,-20.98,154.12,20.70,9,8,21.15,0.78,510,1.35,14.42,56.56,0.73,51.72
long-short-xin9i-DR,9.90,-7.25,-4.52,30.61,10.74,11,10,5.93,1.62,242,0.38,10.00,22.61,1.67,59.51
指数-xin9i-ETE,4.65,-43.02,-37.66,124.56,8.60,13,9,21.72,0.32,1325,1.39,3.07,35.15,0.21,49.96
指数增强-xin9i-ETE,15.15,-32.28,-19.33,155.51,20.21,9,10,21.13,0.77,460,1.35,13.99,51.74,0.72,51.49
long-short-xin9i-ETE,9.69,-9.94,-8.38,34.14,10.41,12,8,5.99,1.58,242,0.38,9.76,22.32,1.62,58.02
