x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
long-中性化-HB-2d-rcc2-000300,-20.40,-99.01,-76.17,108.69,-19.88,12,11,29.07,-0.64,35,2.63,-23.20,6.96,-0.70,47.36
short-中性化-HB-2d-rcc2-000300,-24.03,-99.55,-77.79,145.34,-23.25,11,13,29.94,-0.77,31,2.71,-27.22,9.22,-0.80,46.85
longshort-中性化-HB-2d-rcc2-000300,-20.00,-97.28,-30.99,-11.62,-19.63,6,24,4.87,-4.56,NaN,0.44,-19.02,-15.90,-4.11,31.00
long-中性化-HB-2d-rcc2-000905,-16.19,-97.77,-73.40,134.84,-14.88,11,11,32.74,-0.37,6,2.96,-20.16,14.88,-0.49,51.42
short-中性化-HB-2d-rcc2-000905,-21.61,-99.32,-77.01,165.98,-20.65,12,11,33.41,-0.56,76,3.02,-25.32,15.63,-0.65,50.05
longshort-中性化-HB-2d-rcc2-000905,-19.16,-96.77,-33.25,-8.97,-18.33,6,21,4.47,-4.73,NaN,0.40,-17.64,-12.41,-4.29,30.54
long-中性化-HB-2d-rcc2-A,-14.62,-97.14,-73.38,144.64,-13.58,11,9,32.71,-0.32,7,2.96,-16.23,16.39,-0.45,52.59
short-中性化-HB-2d-rcc2-A,-22.34,-99.42,-75.56,162.58,-21.35,11,9,33.35,-0.59,75,3.02,-26.95,13.86,-0.67,50.20
longshort-中性化-HB-2d-rcc2-A,-17.99,-95.93,-30.85,-8.75,-17.41,5,33,3.58,-5.53,NaN,0.32,-17.75,-11.87,-5.03,22.92
long-中性化-HB-5d-rcc5-000300,-20.87,-90.28,-59.60,106.69,-18.71,14,9,46.95,-0.26,10,4.25,-25.03,11.93,-0.44,49.11
short-中性化-HB-5d-rcc5-000300,-30.95,-96.37,-72.80,82.81,-29.48,12,9,47.32,-0.54,7,4.28,-34.21,2.61,-0.65,49.36
longshort-中性化-HB-5d-rcc5-000300,-16.44,-69.01,-28.07,-1.20,-15.51,6,11,7.60,-2.33,1,0.69,-16.11,-7.63,-2.16,39.69
long-中性化-HB-5d-rcc5-000905,-9.42,-79.94,-62.27,200.81,-7.38,12,7,52.29,0.08,15,4.73,-16.34,39.81,-0.18,53.44
short-中性化-HB-5d-rcc5-000905,-23.06,-93.66,-65.82,126.12,-24.24,12,7,53.50,-0.22,14,4.84,-29.36,11.78,-0.43,52.29
longshort-中性化-HB-5d-rcc5-000905,-15.43,-66.16,-23.65,-0.10,-14.12,7,13,6.21,-2.67,4,0.56,-15.27,-6.09,-2.48,40.20
long-中性化-HB-5d-rcc5-A,-8.46,-80.70,-65.90,241.38,-5.60,12,7,52.90,0.10,359,4.79,-14.40,50.31,-0.16,54.58
short-中性化-HB-5d-rcc5-A,-28.30,-95.67,-70.64,148.52,-27.68,12,8,53.73,-0.34,16,4.86,-32.75,11.47,-0.53,50.89
longshort-中性化-HB-5d-rcc5-A,-11.75,-55.37,-18.82,-0.94,-11.11,5,12,4.29,-2.90,1,0.39,-12.10,-3.68,-2.74,38.04
long-中性化-NewRVS-2d-rcc2-000300,-7.69,-92.43,-69.56,241.34,-5.54,13,16,32.25,-0.09,27,2.92,-14.78,42.95,-0.24,50.81
short-中性化-NewRVS-2d-rcc2-000300,-37.26,-99.97,-84.74,64.68,-35.72,9,13,29.56,-1.42,11,2.68,-37.41,-9.73,-1.26,45.02
longshort-中性化-NewRVS-2d-rcc2-000300,-4.81,-73.70,-23.03,28.47,-4.32,9,15,6.43,-0.73,154,0.58,-6.77,15.75,-0.75,44.97
long-中性化-NewRVS-2d-rcc2-000905,1.18,-85.27,-62.30,294.18,4.40,13,8,35.24,0.21,537,3.19,-8.78,59.67,0.03,53.15
short-中性化-NewRVS-2d-rcc2-000905,-40.43,-99.99,-85.39,49.22,-39.04,11,9,32.76,-1.41,8,2.97,-38.78,-15.79,-1.23,46.04
longshort-中性化-NewRVS-2d-rcc2-000905,2.31,-61.61,-19.30,43.87,3.18,10,11,5.86,0.42,451,0.53,-0.29,30.78,0.39,48.83
long-中性化-NewRVS-2d-rcc2-A,3.13,-86.32,-62.52,285.94,6.93,13,8,35.52,0.27,527,3.22,-6.55,65.09,0.09,53.91
short-中性化-NewRVS-2d-rcc2-A,-44.63,-100.00,-85.12,50.66,-43.68,11,12,32.81,-1.63,8,2.97,-44.74,-23.28,-1.36,45.93
longshort-中性化-NewRVS-2d-rcc2-A,7.21,-34.76,-11.46,45.10,7.78,13,13,5.06,1.40,104,0.46,4.59,29.96,1.43,53.20
long-中性化-NewRVS-5d-rcc5-000300,-3.15,-72.54,-50.50,167.17,0.11,11,8,51.24,0.20,12,4.64,-12.08,48.03,-0.06,52.29
short-中性化-NewRVS-5d-rcc5-000300,-48.54,-99.37,-84.85,42.02,-45.83,12,9,47.28,-1.16,8,4.28,-49.00,-10.61,-1.03,45.93
longshort-中性化-NewRVS-5d-rcc5-000300,7.95,-27.17,-18.41,55.78,9.92,13,7,9.49,0.85,46,0.86,6.92,40.74,0.84,53.94
long-中性化-NewRVS-5d-rcc5-000905,18.26,-69.86,-46.62,301.39,22.16,14,7,55.82,0.58,183,5.05,2.84,99.15,0.33,55.60
