x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
long-中性化-HB-2d-rcc2-000300,-20.39,-99.01,-76.17,108.69,-19.88,12,11,29.07,-0.64,35,2.63,-23.20,6.97,-0.70,47.38
short-中性化-HB-2d-rcc2-000300,-23.99,-99.55,-77.79,145.34,-23.25,11,13,29.94,-0.76,31,2.71,-27.21,9.22,-0.80,46.87
longshort-中性化-HB-2d-rcc2-000300,-20.02,-97.28,-30.99,-11.62,-19.63,6,24,4.87,-4.56,NaN,0.44,-19.02,-15.91,-4.11,30.96
long-中性化-HB-2d-rcc2-000905,-16.19,-97.77,-73.40,134.84,-14.88,11,11,32.75,-0.37,6,2.97,-20.19,14.89,-0.49,51.45
short-中性化-HB-2d-rcc2-000905,-21.59,-99.32,-77.01,165.98,-20.65,12,11,33.42,-0.56,76,3.03,-25.36,15.65,-0.65,50.08
longshort-中性化-HB-2d-rcc2-000905,-19.17,-96.77,-33.25,-8.97,-18.33,6,21,4.47,-4.74,NaN,0.40,-17.64,-12.41,-4.29,30.50
long-中性化-HB-2d-rcc2-A,-14.60,-97.14,-73.38,144.64,-13.58,11,9,32.72,-0.32,7,2.96,-16.23,16.42,-0.45,52.62
short-中性化-HB-2d-rcc2-A,-22.33,-99.42,-75.56,162.58,-21.35,11,9,33.36,-0.59,75,3.02,-26.96,13.88,-0.67,50.23
longshort-中性化-HB-2d-rcc2-A,-17.99,-95.92,-30.85,-8.75,-17.41,5,33,3.58,-5.53,NaN,0.32,-17.75,-11.87,-5.03,22.93
long-中性化-HB-5d-rcc5-000300,-20.42,-90.28,-59.60,106.69,-18.67,14,9,46.96,-0.25,10,4.25,-24.95,11.95,-0.43,49.17
short-中性化-HB-5d-rcc5-000300,-30.56,-96.37,-72.80,82.81,-29.46,12,9,47.33,-0.53,7,4.29,-34.19,2.74,-0.65,49.43
longshort-中性化-HB-5d-rcc5-000300,-16.45,-68.97,-28.07,-1.20,-15.50,6,11,7.60,-2.33,1,0.69,-16.11,-7.63,-2.16,39.75
long-中性化-HB-5d-rcc5-000905,-9.01,-79.94,-62.27,200.81,-7.37,12,7,52.31,0.09,15,4.74,-16.25,39.83,-0.17,53.50
short-中性化-HB-5d-rcc5-000905,-22.75,-93.66,-65.82,126.12,-24.23,12,7,53.52,-0.21,14,4.85,-29.58,11.81,-0.43,52.36
longshort-中性化-HB-5d-rcc5-000905,-15.41,-66.16,-23.65,-0.10,-14.12,7,13,6.21,-2.66,4,0.56,-15.24,-6.09,-2.48,40.25
long-中性化-HB-5d-rcc5-A,-8.15,-80.70,-65.90,241.38,-5.59,12,7,52.92,0.11,359,4.79,-14.59,50.43,-0.15,54.65
