x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
csifuture-Y-择时,2.10,-52.25,-42.17,45.98,3.96,10,9,15.66,0.21,471,1.00,2.74,26.10,0.13,48.64
csifuture-NR,-4.50,-38.84,-31.99,11.75,-10.39,6,8,31.58,0.01,48,2.02,-9.50,-1.55,-0.14,51.24
csifuture-NR-择时,-1.16,-36.00,-30.81,49.82,-6.21,7,7,27.64,0.10,138,1.77,-15.62,28.41,-0.04,49.22
csifuture-RR,-14.18,-29.85,-20.59,-6.49,-12.10,7,10,8.97,-1.66,NaN,0.57,-10.93,-7.71,-1.58,42.52
csifuture-RR-择时,5.96,-6.61,-1.85,17.41,6.09,10,5,5.74,1.04,121,0.37,4.57,16.63,1.04,55.65
csifuture-EB,-13.26,-50.85,-48.97,96.18,22.15,10,10,35.70,-0.22,490,2.29,34.50,65.88,-0.37,49.71
csifuture-EB-择时,65.84,-24.48,25.62,136.08,71.47,10,6,28.95,1.89,143,1.85,69.96,91.97,2.27,54.52
csifuture-SS,9.31,-32.63,-15.59,68.61,14.83,10,7,26.78,0.47,414,1.71,9.40,48.70,0.35,52.30
csifuture-SS-择时,9.84,-36.02,-25.54,42.83,2.03,7,7,23.11,0.52,35,1.48,-6.41,35.55,0.43,52.83
csifuture-SA,-0.42,-53.19,-53.19,107.36,12.78,10,8,33.60,0.16,426,2.15,19.01,64.80,-0.01,47.64
csifuture-SA-择时,16.92,-43.27,-6.75,65.19,26.34,10,7,30.42,0.67,138,1.95,27.33,50.28,0.56,49.85
S76P1,6.03,-10.16,-6.10,61.90,7.03,14,9,5.80,1.04,947,0.37,2.88,20.47,1.04,55.05
a,0.80,-52.30,-45.16,149.98,4.73,11,9,20.64,0.14,1211,1.32,1.55,23.84,0.04,52.58
S76P1-a,1.49,-45.08,-42.91,61.99,1.73,12,12,18.02,0.17,1226,1.15,0.55,18.64,0.08,49.53
S76P1,5.75,-10.87,-7.25,56.83,6.64,14,12,6.20,0.93,901,0.40,3.43,19.03,0.93,53.58
000905,4.05,-65.20,-50.23,197.63,7.36,11,8,25.66,0.28,994,1.64,3.70,36.09,0.16,54.38
S76P1-000905,-3.83,-63.08,-49.24,51.24,-1.59,9,11,22.02,-0.07,362,1.41,-4.03,24.78,-0.17,45.97
S76P1,8.01,-7.81,-6.32,57.66,9.37,14,11,5.70,1.38,901,0.37,5.72,21.82,1.40,54.59
000300,2.72,-46.70,-42.53,147.77,7.70,12,9,22.45,0.23,1360,1.44,3.71,34.88,0.12,51.63
S76P1-000300,0.79,-42.37,-39.79,41.83,0.54,9,19,19.36,0.14,352,1.24,-1.51,19.28,0.04,50.09
S76P1,7.11,-9.66,-5.83,62.21,8.11,14,14,6.15,1.15,946,0.39,4.07,24.68,1.16,54.91
000852,5.09,-72.35,-46.68,215.42,8.22,14,9,27.15,0.32,929,1.74,5.35,40.49,0.19,54.83
S76P1-000852,-4.28,-71.53,-51.08,68.48,-0.45,9,10,23.56,-0.07,367,1.51,-5.23,29.42,-0.18,46.32
S76P1,2.61,-6.07,-4.64,8.98,2.83,11,10,2.84,0.92,535,0.18,3.54,6.13,0.92,53.88
as51,3.39,-36.53,-27.34,50.33,4.28,10,8,15.07,0.30,739,0.96,4.92,17.94,0.23,53.60
S76P1-as51,-2.72,-43.24,-32.35,28.90,-2.56,10,10,13.47,-0.14,312,0.86,-2.74,7.48,-0.20,47.64
S76P1,3.24,-8.52,-7.04,20.50,3.40,10,7,3.38,0.96,348,0.22,2.54,10.74,0.96,56.38
topix,6.52,-35.31,-28.04,75.62,8.53,12,9,18.45,0.44,794,1.18,6.23,33.28,0.35,52.86
S76P1-topix,-5.94,-64.93,-36.66,27.26,-5.56,9,11,16.40,-0.29,140,1.05,-5.66,10.02,-0.36,48.93
S76P1,4.31,-3.29,-2.91,18.22,4.21,12,9,2.57,1.65,201,0.16,3.80,8.18,1.68,60.00
twse,6.16,-28.72,-26.01,89.41,7.55,10,9,14.77,0.48,870,0.95,7.87,21.24,0.42,53.86
S76P1-twse,-3.66,-48.49,-42.82,26.35,-3.55,9,8,13.51,-0.21,409,0.87,-4.81,11.04,-0.27,48.16
S76P1,4.13,-4.18,-3.49,15.20,4.13,14,10,2.67,1.53,332,0.17,3.36,10.05,1.55,58.13
kosdaq,5.24,-53.79,-44.13,118.65,7.38,11,9,20.16,0.35,823,1.29,2.55,32.68,0.26,55.56
S76P1-kosdaq,-4.65,-57.20,-51.78,61.09,-4.40,9,10,18.45,-0.17,315,1.18,-2.99,11.00,-0.25,45.80
S76P1,3.12,-6.27,-4.46,17.22,3.27,13,8,3.41,0.92,657,0.22,2.26,9.48,0.92,54.27
kospi,4.50,-41.19,-31.14,109.30,6.47,13,7,16.56,0.35,1570,1.06,1.87,27.08,0.27,52.73
S76P1-kospi,-3.70,-49.59,-47.02,33.95,-3.59,8,11,15.05,-0.18,2638,0.96,-2.79,10.89,-0.25,48.58
S76P1,3.52,-4.79,-2.20,16.04,3.84,13,8,3.42,1.03,366,0.22,3.96,6.62,1.03,55.82
msci,6.90,-28.26,-25.54,101.94,8.82,8,11,16.04,0.50,871,1.03,8.76,24.66,0.43,52.98
S76P1-msci,-5.30,-58.41,-47.12,27.93,-4.96,12,9,14.17,-0.31,337,0.91,-6.30,10.98,-0.37,48.59
S76P1,4.38,-5.17,-5.07,12.62,4.52,15,10,4.19,1.04,274,0.27,4.36,8.29,1.05,56.95
ndx,18.38,-28.03,-13.39,94.26,19.21,13,10,19.04,0.98,192,1.22,19.43,33.64,0.97,56.20
S76P1-ndx,-14.55,-87.51,-47.87,7.09,-14.10,12,13,16.75,-0.86,8,1.07,-14.20,-3.10,-0.87,44.72
S76P1,4.15,-7.98,-5.57,23.41,3.97,11,12,4.18,0.99,527,0.27,2.80,12.37,0.99,54.53
nifty,10.28,-38.44,-35.44,98.38,10.73,9,9,16.58,0.67,781,1.06,9.50,35.01,0.62,53.58
S76P1-nifty,-7.75,-66.99,-43.28,42.13,-6.86,9,11,14.50,-0.48,487,0.93,-7.87,6.70,-0.53,47.75
S76P1,3.25,-10.80,-10.15,29.32,3.40,10,7,5.18,0.64,617,0.33,2.13,11.58,0.63,52.03
nky,8.39,-31.80,-28.26,82.36,11.06,12,8,20.05,0.50,742,1.28,9.67,37.18,0.42,52.76
S76P1-nky,-7.91,-71.74,-44.44,29.60,-8.19,8,11,17.35,-0.39,182,1.11,-8.69,7.30,-0.46,48.17
S76P1,2.00,-8.35,-4.58,16.12,1.95,14,8,3.88,0.53,800,0.25,1.39,5.49,0.52,54.01
RTY,10.87,-43.06,-37.46,127.11,11.44,14,8,21.91,0.58,574,1.40,10.13,30.06,0.50,53.87
S76P1-RTY,-11.85,-80.64,-54.98,45.41,-10.47,8,9,19.70,-0.54,7,1.26,-10.50,3.11,-0.60,46.50
S76P1,5.02,-4.38,-3.89,16.23,4.73,10,9,4.03,1.24,366,0.26,3.98,12.12,1.25,53.55
set50,4.88,-43.62,-38.87,53.31,5.26,9,8,17.89,0.36,1147,1.15,6.21,25.44,0.27,51.62
S76P1-set50,-2.62,-46.76,-28.76,52.52,-1.55,9,7,15.98,-0.09,9,1.02,-3.51,13.55,-0.16,49.45
S76P1,1.59,-11.31,-8.14,10.02,1.59,11,8,4.58,0.37,1362,0.29,1.99,5.97,0.35,52.70
sx5e,2.49,-38.27,-30.80,55.08,3.34,10,11,20.17,0.22,1262,1.29,4.26,20.04,0.12,51.85
S76P1-sx5e,-4.28,-58.40,-35.08,40.68,-3.53,9,10,17.64,-0.16,325,1.13,-5.52,12.72,-0.24,49.12
S76P1,1.45,-8.06,-6.71,12.64,1.40,12,9,3.96,0.38,569,0.25,1.21,6.06,0.37,53.09
ukx,2.17,-36.61,-33.16,33.20,2.13,10,10,15.95,0.21,501,1.02,2.87,15.03,0.14,52.48
S76P1-ukx,-2.83,-38.55,-27.61,39.00,-2.11,13,10,13.89,-0.14,65,0.89,-2.17,7.15,-0.20,49.07
S76P1,7.69,-10.00,-7.35,39.41,8.02,13,8,6.29,1.21,795,0.40,6.36,20.12,1.22,52.76
xin9i,2.89,-46.99,-37.66,124.56,7.60,13,9,21.95,0.24,1364,1.41,2.53,34.45,0.13,49.93
S76P1-xin9i,0.58,-46.68,-42.05,33.84,-0.36,9,9,18.84,0.12,389,1.21,-0.80,18.90,0.03,51.38
