x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
静态BET-全A股票池-long-short,7.15,-9.45,-4.91,18.55,7.88,13,11,5.34,1.32,287,0.34,8.51,13.98,1.34,53.88
静态BET-上证综指股票池-long-short,6.03,-18.51,-9.43,28.93,6.99,13,9,7.21,0.85,166,0.46,7.21,17.38,0.84,51.86
静态BET-500股票池-long-short,8.29,-20.76,-10.21,27.18,8.45,13,10,8.68,0.96,333,0.56,8.68,17.69,0.96,52.94
静态BET-300股票池-long-short,3.74,-34.37,-21.20,35.78,5.99,14,13,10.46,0.40,470,0.67,7.35,21.22,0.36,51.56
动态BET-全A股票池-long-short,17.02,-8.48,2.41,50.70,17.63,15,10,5.67,2.80,104,0.36,14.89,29.68,3.00,57.10
动态BET-上证综指股票池-long-short,13.14,-13.28,-5.61,38.26,13.02,12,15,7.84,1.61,265,0.50,11.09,27.55,1.68,55.00
动态BET-500股票池-long-short,16.15,-22.26,-15.74,50.05,16.89,13,8,10.06,1.54,184,0.64,15.92,32.73,1.60,53.83
动态BET-300股票池-long-short,7.75,-22.78,-13.50,47.64,8.87,11,10,10.69,0.75,263,0.68,8.93,22.69,0.72,52.80
静态PEG-全A股票池-long-short,9.11,-15.41,-11.46,43.30,10.85,13,9,4.97,1.78,415,0.32,9.72,22.58,1.83,54.87
静态PEG-上证综指股票池-long-short,5.67,-17.06,-10.84,29.59,6.14,19,13,7.16,0.81,318,0.46,4.12,20.07,0.79,53.02
静态PEG-500股票池-long-short,6.71,-27.39,-24.77,37.22,7.49,16,9,8.56,0.80,208,0.55,6.51,20.05,0.78,53.10
静态PEG-300股票池-long-short,-2.11,-45.82,-21.47,24.69,0.08,10,9,10.07,-0.16,1039,0.64,1.18,12.39,-0.21,49.30
动态PEG-全A股票池-long-short,15.51,-10.88,-0.51,50.37,16.41,15,13,5.45,2.68,158,0.35,14.18,27.67,2.85,57.53
动态PEG-上证综指股票池-long-short,14.07,-8.21,-5.35,46.25,14.90,11,11,7.74,1.74,271,0.50,12.10,28.83,1.82,55.39
动态PEG-500股票池-long-short,16.50,-23.24,-12.43,53.51,17.84,12,7,9.69,1.63,142,0.62,15.31,36.27,1.70,53.51
动态PEG-300股票池-long-short,11.16,-19.48,-16.41,50.17,12.00,13,10,10.64,1.05,536,0.68,12.52,25.65,1.05,52.85
index-A-000001,0.80,-52.30,-45.16,149.98,4.73,11,9,20.64,0.14,1211,1.32,1.55,23.84,0.04,52.58
index-A-000001-择时,6.70,-26.00,-23.29,91.43,8.75,10,7,16.85,0.47,722,1.08,4.91,30.69,0.40,49.92
index-A-000300,2.72,-46.70,-42.53,147.77,7.70,12,9,22.45,0.23,1360,1.44,3.71,34.88,0.12,51.63
index-A-000300-择时,7.42,-26.39,-16.46,91.02,9.14,12,9,18.43,0.48,636,1.18,6.78,26.90,0.40,50.41
index-A-000905,4.05,-65.20,-50.23,197.63,7.36,11,8,25.66,0.28,994,1.64,3.70,36.09,0.16,54.38
index-A-000905-择时,4.32,-41.02,-31.31,108.89,7.84,9,9,21.67,0.30,889,1.39,0.93,36.58,0.20,50.85
forex-EURUSD,-1.73,-29.85,-23.84,21.77,-0.53,10,9,8.09,-0.18,332,0.52,-0.67,10.12,-0.21,51.06
forex-EURUSD-择时,-0.52,-28.43,-13.65,21.75,-0.91,8,7,6.67,-0.05,107,0.43,-2.01,6.85,-0.08,48.62
forex-GBPUSD,-1.35,-32.98,-17.34,17.66,-0.63,10,10,8.46,-0.12,726,0.54,-1.00,8.90,-0.16,50.34
forex-GBPUSD-择时,-1.32,-25.24,-16.91,9.66,-1.67,10,7,7.02,-0.15,726,0.45,-1.47,3.69,-0.19,49.14
forex-AUDUSD,-1.79,-49.54,-22.02,39.20,-1.06,11,12,10.37,-0.12,108,0.66,-1.60,9.58,-0.17,51.00
forex-AUDUSD-择时,0.21,-21.66,-13.17,15.31,0.33,11,8,8.92,0.07,2758,0.57,-0.25,8.10,0.02,50.21
forex-EURCHF,-2.53,-34.40,-21.46,16.61,-1.75,10,9,8.34,-0.26,1,0.53,-1.46,5.13,-0.30,48.98
forex-EURCHF-择时,1.42,-14.57,-14.32,20.57,1.32,7,9,7.15,0.23,890,0.46,0.86,7.11,0.20,50.28
forex-EURNZD,-1.21,-30.00,-18.74,20.25,-0.52,9,11,9.76,-0.08,13,0.62,-0.56,8.56,-0.12,47.55
forex-EURNZD-择时,0.03,-23.73,-16.15,15.37,0.82,11,7,8.00,0.04,2554,0.51,1.66,8.71,0.00,51.62
forex-AUDJPY,-0.34,-42.27,-19.70,34.66,0.57,11,9,12.46,0.04,450,0.80,-0.38,11.61,-0.03,52.42
forex-AUDJPY-择时,2.38,-21.69,-17.74,22.64,2.65,10,8,10.73,0.27,693,0.69,2.66,11.78,0.22,49.57
forex-EURJPY,-0.28,-29.44,-20.24,38.52,1.35,11,9,9.80,0.02,961,0.63,-0.81,13.47,-0.03,51.18
forex-EURJPY-择时,1.14,-22.00,-17.97,25.51,0.70,8,8,8.36,0.18,461,0.54,-0.37,12.04,0.14,49.56
forex-GBPJPY,0.12,-35.65,-30.18,30.45,1.45,11,10,10.97,0.07,836,0.70,0.63,14.39,0.01,51.43
forex-GBPJPY-择时,2.97,-17.33,-11.26,27.45,3.14,11,10,9.42,0.36,931,0.60,1.98,14.55,0.32,50.42
forex-CADJPY,-0.02,-29.76,-18.14,34.30,0.54,11,9,11.14,0.05,781,0.71,-0.59,12.36,-0.00,50.78
forex-CADJPY-择时,0.85,-21.16,-18.75,19.64,0.21,9,7,9.45,0.14,1602,0.60,-0.03,8.50,0.09,49.87
forex-USDRUB,6.94,-32.95,-24.54,104.83,8.72,10,11,14.77,0.53,425,0.95,3.47,27.93,0.47,51.09
forex-USDRUB-择时,8.92,-32.03,-14.12,69.71,10.05,14,9,13.25,0.71,608,0.85,4.53,37.13,0.67,51.62
csifuture-AG,-5.03,-74.13,-45.68,108.34,-2.38,10,10,25.93,-0.07,52,1.66,-10.49,30.94,-0.19,48.60
csifuture-AG-择时,7.15,-36.71,-27.96,123.43,10.95,10,8,21.42,0.43,1533,1.37,4.89,50.42,0.33,49.25
csifuture-AL,1.70,-59.75,-32.40,114.28,4.86,8,14,15.91,0.19,2745,1.02,-4.95,44.18,0.11,49.74
csifuture-AL-择时,13.43,-20.34,-15.16,95.28,12.08,14,10,13.78,0.98,725,0.88,7.18,40.78,0.97,54.66
csifuture-AP,-1.58,-79.67,-73.51,136.63,-2.97,13,12,29.29,0.09,95,1.88,-20.34,86.34,-0.05,49.20
csifuture-AP-择时,40.11,-19.37,-3.65,103.46,32.08,10,9,23.78,1.54,158,1.52,29.37,49.82,1.69,55.45
csifuture-BB,13.12,-76.41,-76.20,502.00,37.00,9,8,45.09,0.52,904,2.89,15.29,125.41,0.29,52.43
csifuture-BB-择时,33.19,-44.69,-19.36,226.79,38.48,7,6,33.59,1.01,223,2.15,26.78,105.23,0.99,52.60
csifuture-BU,-14.64,-85.20,-72.84,65.46,-7.57,15,10,31.81,-0.34,232,2.04,-1.93,32.60,-0.46,51.23
csifuture-BU-择时,7.98,-46.85,-34.80,110.94,16.95,10,9,24.59,0.43,1078,1.57,8.67,65.81,0.32,48.49
csifuture-CF,-4.04,-88.03,-51.55,152.83,-3.12,9,9,20.72,-0.10,169,1.33,-15.46,43.72,-0.20,48.79
csifuture-CF-择时,13.63,-37.06,-25.97,141.92,15.28,8,11,18.37,0.79,511,1.18,10.67,39.75,0.74,50.21
csifuture-CS,2.72,-41.21,-32.31,57.88,3.33,12,11,15.99,0.25,1439,1.02,-1.53,33.02,0.17,49.20
csifuture-CS-择时,5.15,-26.06,-18.50,45.90,3.36,10,7,13.61,0.44,277,0.87,1.21,19.90,0.38,51.52
csifuture-CY,-3.98,-57.57,-37.27,53.91,-11.59,9,11,19.20,-0.12,121,1.23,-16.82,20.08,-0.21,48.37
csifuture-CY-择时,18.92,-16.71,-5.81,46.44,20.17,10,7,16.56,1.13,158,1.06,19.83,31.50,1.14,52.34
csifuture-EG,-8.34,-54.89,-42.01,116.97,1.92,9,9,32.01,-0.11,684,2.05,-15.18,42.86,-0.26,49.65
csifuture-EG-择时,45.58,-22.98,-5.03,78.56,29.63,9,6,28.68,1.45,220,1.84,28.26,56.43,1.59,51.91
csifuture-RI,-5.11,-63.67,-33.26,63.90,-3.13,8,12,12.90,-0.34,NaN,0.83,-7.70,24.88,-0.40,45.87
csifuture-RI-择时,5.84,-24.34,-13.69,30.52,7.34,12,7,10.17,0.61,415,0.65,6.64,21.75,0.57,55.10
csifuture-FB,-9.13,-95.70,-80.39,332.74,24.14,12,12,36.40,-0.08,339,2.33,2.98,147.78,-0.25,46.30
csifuture-FB-择时,37.80,-52.74,-51.36,341.46,56.57,12,8,30.73,1.20,722,1.97,37.75,181.45,1.23,55.97
csifuture-FU,-4.43,-83.28,-64.54,255.61,1.21,10,10,29.12,-0.01,1,1.86,-7.12,65.02,-0.15,52.25
csifuture-FU-择时,2.37,-67.44,-65.73,151.93,10.25,10,7,25.24,0.22,1117,1.62,4.94,62.29,0.09,49.65
csifuture-IF,4.53,-54.66,-45.13,131.16,8.82,13,9,24.69,0.30,1357,1.58,5.76,38.62,0.18,50.53
csifuture-IF-择时,10.36,-33.56,-24.49,133.25,12.07,13,9,20.60,0.58,995,1.32,9.07,31.75,0.50,51.61
csifuture-J,12.63,-89.20,-56.71,574.20,45.77,16,13,33.30,0.52,1513,2.13,3.03,208.33,0.38,50.36
csifuture-J-择时,38.03,-53.59,-33.07,268.12,46.89,17,11,29.32,1.25,714,1.88,35.17,122.43,1.30,53.53
csifuture-JD,-12.67,-82.48,-67.08,47.75,-12.09,13,10,22.30,-0.50,95,1.43,-12.98,25.80,-0.57,49.35
csifuture-JD-择时,12.22,-37.19,-34.23,155.04,18.03,10,8,18.59,0.71,479,1.19,12.75,52.44,0.66,51.91
csifuture-JR,-8.20,-67.80,-38.02,28.27,-7.04,6,9,14.74,-0.51,247,0.94,-4.86,14.84,-0.56,43.74
csifuture-JR-择时,0.90,-21.22,-20.58,32.95,2.43,7,8,10.43,0.14,1114,0.67,-0.07,19.57,0.09,51.30
csifuture-L,4.30,-61.23,-50.46,107.65,9.96,13,11,22.38,0.30,1284,1.43,7.79,49.82,0.19,52.19
csifuture-L-择时,4.62,-42.33,-25.00,47.96,3.85,12,9,18.48,0.34,2395,1.18,-0.03,26.44,0.25,50.20
csifuture-MA,-10.73,-78.42,-57.97,117.35,-6.73,12,11,26.70,-0.29,NaN,1.71,-10.41,33.04,-0.40,49.16
csifuture-MA-择时,20.88,-47.64,-30.46,105.09,20.70,11,6,22.02,0.97,907,1.41,19.75,59.56,0.95,53.11
csifuture-NI,-2.83,-66.48,-57.74,79.87,4.66,13,14,27.95,0.04,20,1.79,2.32,35.53,-0.10,50.32
csifuture-NI-择时,-2.56,-62.17,-43.57,61.53,1.68,14,9,24.11,0.01,382,1.54,2.03,31.45,-0.11,50.46
csifuture-OI,-2.68,-81.49,-39.63,139.24,-0.71,17,10,16.92,-0.08,199,1.08,-8.89,61.29,-0.16,49.36
csifuture-OI-择时,1.15,-39.75,-29.74,54.66,2.06,15,9,14.14,0.15,1431,0.91,2.28,22.59,0.08,49.47
csifuture-P,0.09,-83.71,-54.31,217.16,3.66,14,14,22.28,0.12,180,1.43,-13.13,56.08,0.00,49.88
csifuture-P-择时,11.59,-35.96,-32.06,140.64,15.79,13,8,19.44,0.66,919,1.24,10.15,46.93,0.60,51.50
csifuture-PB,1.40,-48.75,-31.98,111.57,4.89,11,10,18.98,0.17,1347,1.22,1.30,26.59,0.07,50.68
csifuture-PB-择时,4.96,-49.38,-30.71,102.38,6.32,9,9,15.65,0.39,723,1.00,0.80,40.55,0.32,50.29
csifuture-RU,-22.11,-98.00,-70.82,120.99,-20.02,14,14,31.07,-0.65,145,1.99,-26.05,20.02,-0.71,48.98
csifuture-RU-择时,9.69,-50.84,-42.08,94.87,15.33,13,8,25.81,0.49,662,1.65,13.86,44.59,0.38,49.63
csifuture-SC,-12.51,-80.52,-70.27,95.94,-21.15,10,10,37.03,-0.18,26,2.37,-19.69,20.45,-0.34,51.95
csifuture-SC-择时,15.08,-36.07,-29.04,46.70,7.53,10,7,31.87,0.60,295,2.04,6.99,28.05,0.47,50.39
csifuture-SF,-9.26,-71.53,-53.57,293.67,-3.93,13,11,29.11,-0.19,1738,1.86,-12.78,38.95,-0.32,48.40
csifuture-SF-择时,43.59,-56.85,-47.72,211.44,40.89,11,7,25.80,1.53,692,1.65,27.60,130.03,1.69,53.12
csifuture-SP,-4.30,-40.65,-32.81,75.88,9.42,12,11,20.87,-0.11,542,1.34,-9.02,58.34,-0.21,48.78
csifuture-SP-择时,21.40,-19.07,-9.62,66.94,23.07,7,8,16.86,1.24,256,1.08,16.45,52.77,1.27,53.00
csifuture-SR,-1.44,-58.10,-37.13,61.58,-0.12,12,12,16.80,-0.00,184,1.08,-0.09,22.38,-0.09,49.96
csifuture-SR-择时,2.11,-32.16,-25.29,51.89,3.92,11,9,14.49,0.22,546,0.93,3.10,20.17,0.15,49.88
csifuture-TA,-12.74,-88.11,-60.84,80.71,-9.66,11,14,23.55,-0.46,172,1.51,-15.73,23.01,-0.54,48.37
csifuture-TA-择时,22.42,-45.17,-29.57,143.87,29.11,11,7,19.79,1.12,760,1.27,24.06,76.38,1.13,51.57
csifuture-ZC,19.98,-67.91,-52.48,556.78,35.70,12,12,28.37,0.79,807,1.82,11.45,125.15,0.70,50.96
csifuture-ZC-择时,21.64,-51.20,-40.20,182.79,14.37,12,8,26.18,0.88,560,1.68,10.20,46.22,0.83,53.73
csifuture-V,5.00,-63.86,-47.27,178.49,11.02,13,10,20.85,0.34,1460,1.33,0.01,68.30,0.24,51.20
csifuture-V-择时,11.43,-29.18,-25.17,141.53,10.08,13,9,18.23,0.68,1343,1.17,3.47,48.12,0.63,50.52
csifuture-WH,-6.41,-64.47,-41.20,39.09,-5.82,12,15,10.91,-0.55,71,0.70,-6.02,13.98,-0.59,48.71
csifuture-WH-择时,3.33,-23.57,-20.18,34.40,5.59,15,8,8.20,0.44,1098,0.53,7.21,17.13,0.41,51.69
csifuture-Y,-4.58,-84.42,-44.01,155.14,-1.77,11,11,18.29,-0.16,184,1.17,-13.99,32.08,-0.25,50.42
