x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
v-high-全部-long-short,13.75,-19.82,-17.70,50.50,15.10,10,12,13.03,1.05,406,0.83,15.84,29.93,1.06,50.61
v-high-上证综指股票池-long-short,14.69,-18.10,-12.60,49.18,16.19,10,12,12.94,1.12,252,0.83,17.09,30.30,1.14,50.02
v-high-500股票池-long-short,6.77,-41.97,-29.49,69.85,9.57,9,12,13.18,0.56,363,0.84,9.56,33.86,0.51,49.81
v-high-300股票池-long-short,1.35,-52.12,-36.10,44.64,3.74,10,13,16.51,0.16,397,1.06,8.07,21.86,0.08,49.32
v-low-全部-long-short,-5.24,-58.00,-32.94,31.28,-4.70,11,13,13.86,-0.32,35,0.89,-6.20,15.18,-0.38,46.20
v-low-上证综指股票池-long-short,-3.24,-48.20,-29.31,33.32,-2.51,9,16,13.69,-0.17,35,0.88,-4.46,18.38,-0.24,45.60
v-low-500股票池-long-short,-5.76,-56.88,-33.09,21.99,-5.09,9,11,13.46,-0.37,67,0.86,-4.63,7.45,-0.43,47.84
v-low-300股票池-long-short,-10.93,-79.35,-45.76,23.58,-9.71,8,16,17.45,-0.58,37,1.12,-9.14,8.48,-0.63,45.85
v-sp-全部-long-short,19.94,-10.88,-0.08,66.52,21.35,14,11,7.95,2.33,141,0.51,18.61,34.18,2.51,56.71
v-sp-上证综指股票池-long-short,18.97,-12.17,-1.02,73.15,20.22,11,10,8.48,2.09,185,0.54,19.08,31.27,2.24,55.42
v-sp-500股票池-long-short,12.47,-16.49,-4.68,63.65,14.27,11,11,9.77,1.25,175,0.63,11.85,26.91,1.28,54.22
v-sp-300股票池-long-short,8.98,-23.96,-14.00,53.85,10.38,10,8,13.07,0.72,367,0.84,9.23,22.27,0.69,51.96
ref000001,2.00,-52.30,-45.16,29.96,0.50,11,7,22.06,0.20,30,1.41,4.20,17.91,0.09,53.76
lo000001,8.25,-10.64,-6.75,46.59,7.87,6,4,10.00,0.84,539,0.64,5.52,17.71,0.83,57.43
ls000001,8.37,-22.53,-22.06,134.19,10.15,6,7,17.68,0.54,737,1.13,1.57,46.31,0.47,50.52
ref000300,5.37,-46.70,-42.52,49.47,6.34,9,8,23.31,0.34,1360,1.49,9.06,28.17,0.23,53.26
lo000300,5.77,-14.96,-12.60,32.12,5.75,6,5,10.95,0.57,734,0.70,5.01,16.20,0.53,53.35
ls000300,6.19,-32.96,-21.81,92.46,5.92,8,7,18.22,0.42,69,1.17,1.95,29.54,0.34,49.56
ref000905,3.94,-65.20,-50.23,51.27,0.48,9,7,26.93,0.28,21,1.72,0.84,24.06,0.15,54.15
lo000905,17.95,-12.36,-6.61,74.31,15.11,9,6,10.55,1.62,634,0.68,15.03,35.32,1.70,62.60
ls000905,22.99,-24.72,-17.60,269.02,24.70,9,6,21.37,1.07,667,1.37,6.39,84.80,1.08,52.05
refAS51,3.64,-22.75,-20.17,29.99,3.49,14,8,13.41,0.33,717,0.86,4.59,14.97,0.27,52.80
loAS51,2.40,-11.08,-6.73,14.76,2.05,6,6,5.46,0.46,1315,0.35,0.94,7.44,0.44,54.24
lsAS51,1.31,-28.68,-14.62,35.38,1.87,6,10,9.14,0.19,408,0.59,-1.19,15.85,0.14,50.09
refHSCEI,-0.76,-75.54,-75.29,159.47,0.53,19,12,29.52,0.12,24,1.89,-0.26,22.86,-0.03,50.32
loHSCEI,7.10,-28.19,-22.29,52.94,5.51,7,9,12.41,0.61,1235,0.79,3.66,24.00,0.57,53.41
lsHSCEI,4.36,-54.13,-42.01,61.45,3.78,7,11,20.65,0.31,3041,1.32,1.63,23.42,0.21,52.25
refTOPIX,10.32,-35.31,-22.99,59.24,5.72,12,8,16.58,0.68,741,1.06,4.90,24.85,0.62,53.64
loTOPIX,5.55,-10.72,-5.74,20.16,6.07,5,7,7.44,0.76,533,0.48,4.55,13.37,0.75,54.25
lsTOPIX,1.76,-20.73,-19.71,34.16,5.63,5,7,13.48,0.20,598,0.86,5.37,17.63,0.13,49.83
refnky,11.62,-31.80,-27.79,82.55,13.11,17,7,20.32,0.64,590,1.30,11.79,41.29,0.57,53.11
lonky,7.19,-15.54,-14.80,32.41,7.45,8,4,9.57,0.77,727,0.61,7.89,17.88,0.75,53.28
lsnky,3.55,-45.71,-34.53,42.97,5.07,8,7,15.43,0.30,253,0.99,7.30,23.87,0.23,51.04
