x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
S29回测结果-S29f01-全市场,15.13,-51.09,-42.15,396.18,21.70,13,10,29.47,0.63,1217,1.89,6.15,69.59,0.51,55.14
S29回测结果-S29f01-中证500,7.27,-61.31,-42.98,240.51,11.35,11,8,29.58,0.39,932,1.89,4.69,46.19,0.25,54.52
S29回测结果-S29f01-沪深300,5.84,-54.04,-38.83,208.28,8.79,10,11,26.19,0.35,1361,1.68,3.48,35.79,0.22,51.80
S29回测结果-S29f02-全市场,30.56,-52.14,-35.76,745.56,47.92,14,7,32.56,0.98,882,2.08,12.50,136.37,0.94,54.89
S29回测结果-S29f02-中证500,25.24,-57.62,-40.20,550.35,40.25,11,10,35.28,0.82,926,2.26,21.52,96.63,0.72,53.83
S29回测结果-S29f02-沪深300,24.08,-62.18,-46.06,503.63,33.00,16,10,32.69,0.82,1533,2.09,14.67,89.05,0.74,51.57
S29回测结果-S29f03-全市场,24.24,-49.53,-42.42,522.91,35.66,15,9,29.00,0.89,1188,1.86,12.74,113.97,0.84,55.94
S29回测结果-S29f03-中证500,10.59,-56.41,-43.75,271.15,15.18,13,9,29.09,0.49,948,1.86,9.48,51.32,0.36,54.68
S29回测结果-S29f03-沪深300,7.00,-54.48,-38.24,235.13,10.68,12,10,25.67,0.39,1361,1.64,5.18,36.06,0.27,51.83
