x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
,年化收益率(%),最大回撤(%),持有1年最低收益(%),持有1年最高收益(%),持有1年平均收益(%),最大连续上涨天数,最大连续下跌天数,收益波动率(%),夏普比率,最长新高间隔,下跌波动率(%),持有1年收益中位数(%),持有1年收益90%分位数(%),信息比率,胜率(%)
S64alphanet-全部-long-short,5.31,-12.77,-8.73,20.72,5.98,14,9,5.75,0.93,178,0.37,6.41,14.90,0.92,51.74
S64alphanet-上证综指股票池-long-short,3.70,-19.65,-15.23,23.59,4.45,14,11,6.60,0.58,598,0.42,4.84,14.60,0.56,51.63
S64alphanet-500股票池-long-short,0.98,-26.09,-17.17,19.05,1.43,11,8,7.25,0.17,611,0.46,1.40,10.82,0.14,50.89
S64alphanet-300股票池-long-short,1.45,-33.45,-30.52,19.07,2.51,10,10,9.75,0.20,1659,0.62,4.78,12.36,0.15,51.22
