,index,
0,17  HK Equity,1.0
1,1801  HK Equity,1.0
2,200  HK Equity,1.0
3,2013  HK Equity,1.0
4,2039  HK Equity,-1.0
5,220  HK Equity,1.0
6,2269  HK Equity,1.0
7,2382  HK Equity,1.0
8,2500  HK Equity,-1.0
9,2618  HK Equity,1.0
10,598  HK Equity,1.0
11,6862  HK Equity,1.0
12,6993  HK Equity,1.0
13,939  HK Equity,1.0
14,992  HK Equity,-1.0
15,9922  HK Equity,1.0
