,index,
0,ASB AU Equity,-1.0
1,IAG AU Equity,-1.0
2,JHX AU Equity,-1.0
0,032640 KS Equity,-1.0
1,036460 KS Equity,-1.0
2,078930 KS Equity,-1.0
0,BPCL IN Equity,-1.0
1,ICICIBC IN Equity,-1.0
0,1928 JT Equity,1.0
1,4183 JT Equity,1.0
2,6301 JT Equity,1.0
3,7272 JT Equity,1.0
4,8354 JT Equity,1.0
5,8628 JT Equity,1.0
6,9434 JT Equity,1.0
0,0270 HK Equity,-1.0
1,6862 HK Equity,-1.0
0,00241 HK Equity,-1.0
1,00688 HK Equity,-1.0
2,01038 HK Equity,-1.0
3,01044 HK Equity,-1.0
4,01093 HK Equity,-1.0
5,01109 HK Equity,-1.0
6,01398 HK Equity,-1.0
7,02313 HK Equity,-1.0
8,02382 HK Equity,-1.0
9,03328 HK Equity,-1.0
10,03690 HK Equity,-1.0
11,03968 HK Equity,-1.0
12,06862 HK Equity,-1.0
0,1928 JT Equity,1.0
1,4183 JT Equity,1.0
2,6301 JT Equity,1.0
3,7272 JT Equity,1.0
4,8354 JT Equity,1.0
5,8628 JT Equity,1.0
6,9434 JT Equity,1.0
0,002594 CH Equity,-1.0
0,000099 CH Equity,1.0
1,000659 CH Equity,1.0
2,000868 CH Equity,-1.0
3,002031 CH Equity,-1.0
4,002047 CH Equity,1.0
5,002056 CH Equity,-1.0
6,002113 CH Equity,1.0
7,002156 CH Equity,1.0
8,002286 CH Equity,1.0
9,002287 CH Equity,1.0
10,002557 CH Equity,-1.0
11,002668 CH Equity,1.0
12,002676 CH Equity,1.0
13,002693 CH Equity,-1.0
14,002942 CH Equity,1.0
15,300305 CH Equity,-1.0
16,300344 CH Equity,1.0
17,300394 CH Equity,1.0
18,300685 CH Equity,-1.0
19,300760 CH Equity,-1.0
20,300861 CH Equity,-1.0
21,300901 CH Equity,1.0
22,300979 CH Equity,-1.0
23,301012 CH Equity,1.0
24,600072 CH Equity,1.0
25,600115 CH Equity,-1.0
26,600160 CH Equity,1.0
27,600280 CH Equity,-1.0
28,600351 CH Equity,1.0
29,600383 CH Equity,-1.0
30,600482 CH Equity,1.0
31,600532 CH Equity,-1.0
32,600630 CH Equity,1.0
33,600660 CH Equity,-1.0
