,index,
0,MND AU Equity,1.0
1,ORG AU Equity,-1.0
0,000120 KS Equity,-1.0
1,004990 KS Equity,-1.0
2,007310 KS Equity,1.0
3,014680 KS Equity,-1.0
4,018880 KS Equity,1.0
5,326030 KS Equity,-1.0
0,ORLY US Equity,-1.0
1,XEL US Equity,-1.0
0,3405 JT Equity,-1.0
1,4004 JT Equity,1.0
2,6103 JT Equity,1.0
3,9503 JT Equity,-1.0
0,3405 JT Equity,-1.0
1,4004 JT Equity,1.0
2,6103 JT Equity,1.0
3,9503 JT Equity,-1.0
0,002475 CH Equity,-1.0
1,600900 CH Equity,-1.0
2,601919 CH Equity,-1.0
0,000021 CH Equity,1.0
1,000035 CH Equity,1.0
2,000555 CH Equity,1.0
3,000564 CH Equity,2.0
4,000581 CH Equity,1.0
5,000682 CH Equity,1.0
6,000685 CH Equity,1.0
7,000708 CH Equity,1.0
8,000723 CH Equity,1.0
9,000779 CH Equity,1.0
10,000823 CH Equity,1.0
11,000829 CH Equity,1.0
12,000836 CH Equity,1.0
13,000837 CH Equity,1.0
14,000862 CH Equity,1.0
15,000902 CH Equity,1.0
16,000976 CH Equity,1.0
17,000988 CH Equity,1.0
18,002009 CH Equity,1.0
19,002035 CH Equity,1.0
20,002038 CH Equity,1.0
21,002055 CH Equity,1.0
22,002065 CH Equity,1.0
23,002068 CH Equity,1.0
24,002079 CH Equity,1.0
25,002085 CH Equity,1.0
26,002139 CH Equity,1.0
27,002148 CH Equity,1.0
28,002156 CH Equity,1.0
29,002158 CH Equity,1.0
30,002164 CH Equity,1.0
31,002185 CH Equity,1.0
32,002191 CH Equity,1.0
33,002194 CH Equity,1.0
34,002204 CH Equity,1.0
35,002222 CH Equity,1.0
36,002228 CH Equity,1.0
37,002236 CH Equity,1.0
38,002273 CH Equity,1.0
39,002276 CH Equity,1.0
40,002284 CH Equity,1.0
41,002288 CH Equity,1.0
42,002296 CH Equity,1.0
43,002309 CH Equity,1.0
44,002346 CH Equity,1.0
45,002396 CH Equity,1.0
46,002399 CH Equity,1.0
47,002400 CH Equity,1.0
48,002402 CH Equity,1.0
49,002405 CH Equity,1.0
50,002413 CH Equity,1.0
51,002415 CH Equity,1.0
52,002420 CH Equity,1.0
53,002436 CH Equity,1.0
54,002456 CH Equity,1.0
55,002469 CH Equity,1.0
