,date,side,NAME_CHINESE_SIMPLIFIED,shares,price,current,PREV_CLOSE_VAL,fx,notional,pnl_today,pnl_total,Quant,Pattern,country
4550 JT Equity,2022-04-28,BUY,日水制药株式会社,65772,0,0,977.0,128.52,500000,0,0,Quant,Pattern 87,topix
4719 JT Equity,2022-04-28,BUY,Alpha系统股份有限公司,32454,0,0,3960.0,128.52,500000,0,0,Quant,Pattern 87,topix
4956 JT Equity,2022-04-28,BUY,Konishi有限公司,43243,0,0,1486.0,128.52,500000,0,0,Quant,Pattern 87,topix
4996 JT Equity,2022-04-28,BUY,组合化学工业株式会社,76318,0,0,842.0,128.52,500000,0,0,Quant,Pattern 87,topix
6191 JT Equity,2022-04-28,SELL,Airtrip株式会社,-19802,0,0,3245.0,128.52,500000,0,0,Quant,Pattern 87,topix
6218 JT Equity,2022-04-28,SELL,Enshu Ltd,-97808,0,0,657.0,128.52,500000,0,0,Quant,Pattern 87,topix
6291 JT Equity,2022-04-28,BUY,日本Airtech有限公司,61907,0,0,1038.0,128.52,500000,0,0,Quant,Pattern 87,topix
6455 JT Equity,2022-04-28,SELL,森田控股公司,-49852,0,0,1289.0,128.52,500000,0,0,Quant,Pattern 87,topix
6758 JT Equity,2022-04-28,SELL,索尼集团公司,-5849,0,0,10985.0,128.52,500000,0,0,Quant,Pattern 87,topix
7283 JT Equity,2022-04-28,BUY,爱三工业株式会社,98709,0,0,651.0,128.52,500000,0,0,Quant,Pattern 87,topix
4519 JT Equity,2022-04-28,BUY,中外制药,32903,0,0,3906.0,128.52,1000000,0,0,Quant,Pattern 87,JT
5801 JT Equity,2022-04-28,SELL,古河电气工业,-62662,0,0,2051.0,128.52,1000000,0,0,Quant,Pattern 87,JT
6305 JT Equity,2022-04-28,BUY,日立建机,41391,0,0,3105.0,128.52,1000000,0,0,Quant,Pattern 87,JT
6471 JT Equity,2022-04-28,SELL,日本精工,-186260,0,0,690.0,128.52,1000000,0,0,Quant,Pattern 87,JT
7205 JT Equity,2022-04-28,BUY,日野汽车,193846,0,0,663.0,128.52,1000000,0,0,Quant,Pattern 87,JT
8035 JT Equity,2022-04-28,BUY,东京电子,4690,0,0,54800.0,128.52,1000000,0,0,Quant,Pattern 87,JT
8308 JT Equity,2022-04-28,SELL,理索纳控股株式会社,-232237,0,0,553.4,128.52,1000000,0,0,Quant,Pattern 87,JT
8804 JT Equity,2022-04-28,SELL,东京建物有限公司,-72000,0,0,1785.0,128.52,1000000,0,0,Quant,Pattern 87,JT
9613 JT Equity,2022-04-28,BUY,NTT 数据,54022,0,0,2379.0,128.52,1000000,0,0,Quant,Pattern 87,JT
CERN US Equity,2022-04-28,BUY,塞纳公司,5341,0,0,93.61,1.0,500000,0,0,Quant,Pattern 87,NDX
322 HK Equity,2022-04-28,SELL,康师傅控股,-541158,0,0,14.5,7.8468,1000000,0,0,Quant,Pattern 87,HK-Conn
3328 HK Equity,2022-04-28,BUY,交通银行,1463955,0,0,5.36,7.8468,1000000,0,0,Quant,Pattern 87,HK-Conn
3990 HK Equity,2022-04-28,BUY,美的置业,529473,0,0,14.82,7.8468,1000000,0,0,Quant,Pattern 87,HK-Conn
410 HK Equity,2022-04-28,SELL,ＳＯＨＯ中国,-5686086,0,0,1.38,7.8468,1000000,0,0,Quant,Pattern 87,HK-Conn
598 HK Equity,2022-04-28,SELL,中国外运,-3487466,0,0,2.25,7.8468,1000000,0,0,Quant,Pattern 87,HK-Conn
6160 HK Equity,2022-04-28,SELL,百济神州,-82208,0,0,95.45,7.8468,1000000,0,0,Quant,Pattern 87,HK-Conn
