,date,side,NAME_CHINESE_SIMPLIFIED,shares,price,current,PREV_CLOSE_VAL,fx,notional,pnl_today,pnl_total,Quant,Pattern,country
053030 KS Equity,2022-04-27,SELL,Binex有限公司,-162448,0,0,15400.0,1250.85,1000000,0,0,Quant,Pattern 87,KS150
056190 KS Equity,2022-04-27,SELL,SFA工程公司,-31547,0,0,39650.0,1250.85,1000000,0,0,Quant,Pattern 87,KS150
066970 KS Equity,2022-04-27,SELL,L&F有限公司,-5594,0,0,223600.0,1250.85,1000000,0,0,Quant,Pattern 87,KS150
068240 KS Equity,2022-04-27,BUY,Dawonsys有限公司,43132,0,0,29000.0,1250.85,1000000,0,0,Quant,Pattern 87,KS150
078130 KS Equity,2022-04-27,SELL,Kuk-il Paper Manufacturing C,-380197,0,0,3290.0,1250.85,1000000,0,0,Quant,Pattern 87,KS150
085660 KS Equity,2022-04-27,BUY,Chabiotech有限公司,68352,0,0,18300.0,1250.85,1000000,0,0,Quant,Pattern 87,KS150
095700 KS Equity,2022-04-27,BUY,Genexine股份有限公司,32238,0,0,38800.0,1250.85,1000000,0,0,Quant,Pattern 87,KS150
096530 KS Equity,2022-04-27,SELL,Seegene股份有限公司,-30885,0,0,40500.0,1250.85,1000000,0,0,Quant,Pattern 87,KS150
102710 KS Equity,2022-04-27,BUY,ENF Technology Co Ltd,35738,0,0,35000.0,1250.85,1000000,0,0,Quant,Pattern 87,KS150
144510 KS Equity,2022-04-27,BUY,GC Cell Corp,19917,0,0,62800.0,1250.85,1000000,0,0,Quant,Pattern 87,KS150
601668 CH Equity,2022-04-27,SELL,中国建筑,-563239,0,0,5.85,6.5899,500000,0,0,Quant,Pattern 87,CN-300
000100 KS Equity,2022-04-27,BUY,裕元兴业股份有限公司,20987,0,0,59600.0,1250.85,1000000,0,0,Quant,Pattern 87,KR
000240 KS Equity,2022-04-27,SELL,韩泰科技集团有限公司,-171938,0,0,14550.0,1250.85,1000000,0,0,Quant,Pattern 87,KR
001060 KS Equity,2022-04-27,BUY,JW制药公司,44121,0,0,28350.0,1250.85,1000000,0,0,Quant,Pattern 87,KR
001450 KS Equity,2022-04-27,BUY,现代海上火灾保险有限公司,38606,0,0,32400.0,1250.85,1000000,0,0,Quant,Pattern 87,KR
003520 KS Equity,2022-04-27,BUY,永进药品工业株式会社,258440,0,0,4840.0,1250.85,1000000,0,0,Quant,Pattern 87,KR
003670 KS Equity,2022-04-27,SELL,浦项化学科技公司,-9548,0,0,131000.0,1250.85,1000000,0,0,Quant,Pattern 87,KR
004800 KS Equity,2022-04-27,BUY,晓星株式会社,14820,0,0,84400.0,1250.85,1000000,0,0,Quant,Pattern 87,KR
006120 KS Equity,2022-04-27,BUY,SK化工有限公司,29960,0,0,41750.0,1250.85,1000000,0,0,Quant,Pattern 87,KR
012630 KS Equity,2022-04-27,BUY,现代产业开发控股有限公司,172769,0,0,7240.0,1250.85,1000000,0,0,Quant,Pattern 87,KR
1088 HK Equity,2022-04-27,SELL,中国神华,-333829,0,0,23.5,7.845,1000000,0,0,Quant,Pattern 87,HK-Conn
16 HK Equity,2022-04-27,SELL,新鸿基地产,-83993,0,0,93.4,7.845,1000000,0,0,Quant,Pattern 87,HK-Conn
1628 HK Equity,2022-04-27,SELL,禹洲集团,-15086538,0,0,0.52,7.845,1000000,0,0,Quant,Pattern 87,HK-Conn
165 HK Equity,2022-04-27,SELL,中国光大控股,-1086565,0,0,7.22,7.845,1000000,0,0,Quant,Pattern 87,HK-Conn
220 HK Equity,2022-04-27,SELL,统一企业中国,-1169150,0,0,6.71,7.845,1000000,0,0,Quant,Pattern 87,HK-Conn
241 HK Equity,2022-04-27,BUY,阿里健康,1961250,0,0,4.0,7.845,1000000,0,0,Quant,Pattern 87,HK-Conn
2628 HK Equity,2022-04-27,SELL,中国人寿,-705485,0,0,11.12,7.845,1000000,0,0,Quant,Pattern 87,HK-Conn
2689 HK Equity,2022-04-27,BUY,玖龙纸业,1195884,0,0,6.5600000000000005,7.845,1000000,0,0,Quant,Pattern 87,HK-Conn
270 HK Equity,2022-04-27,BUY,粤海投资,788442,0,0,9.95,7.845,1000000,0,0,Quant,Pattern 87,HK-Conn
2866 HK Equity,2022-04-27,BUY,中远海发,5265100,0,0,1.49,7.845,1000000,0,0,Quant,Pattern 87,HK-Conn
PFE US Equity,2022-04-27,SELL,辉瑞制药,-10214,0,0,48.95,1.0,500000,0,0,Quant,Pattern 87,SPX
REGN US Equity,2022-04-27,BUY,再生元制药股份有限公司,724,0,0,690.33,1.0,500000,0,0,Quant,Pattern 87,SPX
RMD US Equity,2022-04-27,SELL,瑞思迈股份有限公司,-4425,0,0,225.95,1.0,500000,0,0,Quant,Pattern 87,SPX
TSCO US Equity,2022-04-27,BUY,拖拉机供应公司,2381,0,0,209.96,1.0,500000,0,0,Quant,Pattern 87,SPX
UNH US Equity,2022-04-27,BUY,联合健康集团,953,0,0,524.27,1.0,500000,0,0,Quant,Pattern 87,SPX
XEL US Equity,2022-04-27,BUY,Xcel 能源,6784,0,0,73.7,1.0,500000,0,0,Quant,Pattern 87,NDX
12 HK Equity,2022-04-27,BUY,恒基地产,240644,0,0,32.6,7.845,1000000,0,0,Quant,Pattern 87,HIS
2318 HK Equity,2022-04-27,SELL,中国平安,-158966,0,0,49.35,7.845,1000000,0,0,Quant,Pattern 87,HIS
3328 HK Equity,2022-04-27,BUY,交通银行,1463619,0,0,5.36,7.845,1000000,0,0,Quant,Pattern 87,HIS
1053 HK Equity,2022-04-27,BUY,重庆钢铁,7400943,0,0,1.06,7.845,1000000,0,0,Quant,Pattern 87,HK-Conn
