,4515
1030 HK Equity,1.0
107 HK Equity,-1.0
1108 HK Equity,-1.0
1233 HK Equity,1.0
1359 HK Equity,-1.0
165 HK Equity,-1.0
175 HK Equity,-1.0
179 HK Equity,1.0
1800 HK Equity,-1.0
187 HK Equity,1.0
1896 HK Equity,-1.0
2 HK Equity,1.0
2068 HK Equity,1.0
2186 HK Equity,1.0
23 HK Equity,1.0
2319 HK Equity,1.0
2601 HK Equity,-2.0
267 HK Equity,1.0
2688 HK Equity,1.0
2689 HK Equity,1.0
317 HK Equity,-1.0
3311 HK Equity,1.0
3360 HK Equity,1.0
3369 HK Equity,-1.0
3380 HK Equity,1.0
345 HK Equity,-1.0
354 HK Equity,-1.0
3618 HK Equity,-1.0
548 HK Equity,-1.0
6160 HK Equity,-1.0
6196 HK Equity,1.0
636 HK Equity,1.0
656 HK Equity,1.0
6808 HK Equity,-1.0
762 HK Equity,1.0
780 HK Equity,1.0
873 HK Equity,1.0
995 HK Equity,1.0
