cal_sig_date,sig,r_get_close,index_code
2022-06-13,1,-0.011711,000300
2022-06-14,0,0.007867,000300
2022-06-15,-1,0.000216286345625961,000300
2022-06-16,-1,0.00727767440122549,000300
2022-06-13,0,0,000905
2022-06-14,0,0,000905
2022-06-15,0,0,000905
2022-06-16,0,0,000905
2022-06-07,1,0.0156993264158232,RTY
2022-06-08,1,-0.0148732001083581,RTY
2022-06-09,1,-0.0212320400209413,RTY
2022-06-10,1,0,RTY
2022-06-10,1,-0.02911,SPX
2022-06-13,1,-0.038768,SPX
2022-06-14,1,-0.003774,SPX
2022-06-15,1,0.014593,SPX
2022-06-07,0,0,as51
2022-06-08,0,0,as51
2022-06-09,0,0,as51
2022-06-10,1,0,as51
2022-06-07,0,0,hsce
2022-06-08,1,0,hsce
2022-06-09,1,-0.0170388321441739,hsce
2022-06-10,1,0.000422015815732868,hsce
2022-06-07,1,-0.0198876064205674,kosdaq
2022-06-08,1,0.00133900981940549,kosdaq
2022-06-09,0,0.00254871706954662,kosdaq
2022-06-10,0,-0.0122113363277776,kosdaq
2022-06-07,1,-0.0180108519644328,kospi
2022-06-08,1,0.0015911129111581,kospi
2022-06-09,1,0.00115533475824603,kospi
2022-06-10,1,-0.0136460677398881,kospi
2022-06-07,-1,0.00814291906619602,msci
2022-06-08,-1,-0.0122678320586858,msci
2022-06-09,-1,0.00390094979647215,msci
2022-06-10,-1,0.0120892218627617,msci
2022-06-06,1,0.00411220911699073,ndx
2022-06-07,1,0.00889710784469355,ndx
2022-06-08,1,-0.00759929828425787,ndx
2022-06-09,1,-0.0273719590015141,ndx
2022-06-07,0,-0.00703514870606414,nifty
2022-06-08,0,0,nifty
2022-06-09,0,0,nifty
2022-06-10,0,0,nifty
2022-06-07,0,0,nky
2022-06-08,0,0,nky
2022-06-09,0,0,nky
2022-06-10,0,0,nky
2022-06-07,-1,0.00921385796390817,set50
2022-06-08,-1,-0.00171387426856096,set50
2022-06-09,-1,-0.00545679112334985,set50
2022-06-10,-1,0.0038765543976238,set50
2022-06-07,1,-0.0062276013586723,sx5e
2022-06-08,1,-0.00467854384591537,sx5e
2022-06-09,1,-0.0170179971654266,sx5e
2022-06-10,1,-0.0153230678355193,sx5e
2022-06-07,1,0,topix
2022-06-08,1,0.00779955692899613,topix
2022-06-09,1,-0.000472086011025552,topix
2022-06-10,1,-0.0131840227520886,topix
2022-06-07,0,0,twse
2022-06-08,0,0,twse
2022-06-09,0,0,twse
2022-06-10,0,0,twse
2022-06-07,0,0,ukx
2022-06-08,0,0,ukx
2022-06-09,0,0,ukx
2022-06-10,0,0,ukx
2022-06-07,0,0,xin9i
2022-06-08,0,0,xin9i
2022-06-09,0,0,xin9i
2022-06-10,0,0,xin9i
