,date,side,NAME_CHINESE_SIMPLIFIED,shares,price,current,PREV_CLOSE_VAL,fx,notional,pnl_today,pnl_total,Quant,Pattern,country
002110 CH Equity,2022-04-22,SELL,三钢闽光,-465185,0,0,7.02,6.5312,500000,0,0,Quant,Pattern 87,CN-500
002131 CH Equity,2022-04-22,SELL,利欧股份,-1784480,0,0,1.83,6.5312,500000,0,0,Quant,Pattern 87,CN-500
002368 CH Equity,2022-04-22,BUY,太极股份,171692,0,0,19.02,6.5312,500000,0,0,Quant,Pattern 87,CN-500
002426 CH Equity,2022-04-22,SELL,胜利精密,-1814222,0,0,1.8,6.5312,500000,0,0,Quant,Pattern 87,CN-500
002507 CH Equity,2022-04-22,BUY,涪陵榨菜,91962,0,0,35.51,6.5312,500000,0,0,Quant,Pattern 87,CN-500
002635 CH Equity,2022-04-22,SELL,安洁科技,-251200,0,0,13.0,6.5312,500000,0,0,Quant,Pattern 87,CN-500
002701 CH Equity,2022-04-22,BUY,奥瑞金,654428,0,0,4.99,6.5312,500000,0,0,Quant,Pattern 87,CN-500
002818 CH Equity,2022-04-22,SELL,富森美,-271680,0,0,12.02,6.5312,500000,0,0,Quant,Pattern 87,CN-500
002821 CH Equity,2022-04-22,BUY,凯莱英,11407,0,0,286.28,6.5312,500000,0,0,Quant,Pattern 87,CN-500
300383 CH Equity,2022-04-22,SELL,光环新网,-296065,0,0,11.03,6.5312,500000,0,0,Quant,Pattern 87,CN-500
SQM US Equity,2022-04-22,BUY,智利化工矿业公司,6343,0,0,78.82,1.0,500000,0,0,Quant,Pattern 87,us_adr
TRI US Equity,2022-04-22,SELL,汤森路透,-9548,0,0,104.73,1.0,500000,0,0,Quant,Pattern 87,us_adr
TU US Equity,2022-04-22,SELL,泰勒斯电信公司,-37313,0,0,26.8,1.0,500000,0,0,Quant,Pattern 87,us_adr
UBS US Equity,2022-04-22,SELL,瑞银集团,-28587,0,0,17.49,1.0,500000,0,0,Quant,Pattern 87,us_adr
2328 HK Equity,2022-04-22,BUY,中国财险,953329,0,0,8.23,7.8459,1000000,0,0,Quant,Pattern 87,HK-Conn
2333 HK Equity,2022-04-22,SELL,长城汽车,-717175,0,0,10.94,7.8459,1000000,0,0,Quant,Pattern 87,HK-Conn
2588 HK Equity,2022-04-22,SELL,中银航空租赁,-132981,0,0,59.0,7.8459,1000000,0,0,Quant,Pattern 87,HK-Conn
2607 HK Equity,2022-04-22,SELL,上海医药,-608209,0,0,12.9,7.8459,1000000,0,0,Quant,Pattern 87,HK-Conn
2858 HK Equity,2022-04-22,SELL,易鑫集团,-10058846,0,0,0.78,7.8459,1000000,0,0,Quant,Pattern 87,HK-Conn
3369 HK Equity,2022-04-22,BUY,秦港股份,6649067,0,0,1.18,7.8459,1000000,0,0,Quant,Pattern 87,HK-Conn
345 HK Equity,2022-04-22,BUY,VITASOY INT'L,593487,0,0,13.22,7.8459,1000000,0,0,Quant,Pattern 87,HK-Conn
564 HK Equity,2022-04-22,BUY,郑煤机,1930110,0,0,8.13,7.8459,1000000,0,0,Quant,Pattern 87,HK-Conn
568 HK Equity,2022-04-22,SELL,山东墨龙,-2349071,0,0,3.34,7.8459,1000000,0,0,Quant,Pattern 87,HK-Conn
6060 HK Equity,2022-04-22,BUY,众安在线,339649,0,0,23.1,7.8459,1000000,0,0,Quant,Pattern 87,HK-Conn
M US Equity,2022-04-22,SELL,梅西百货,-38819,0,0,25.76,1.0,500000,0,0,Quant,Pattern 87,SPX
PCAR US Equity,2022-04-22,SELL,帕卡,-5675,0,0,88.1,1.0,500000,0,0,Quant,Pattern 87,SPX
PFE US Equity,2022-04-22,BUY,辉瑞制药,10181,0,0,49.11,1.0,500000,0,0,Quant,Pattern 87,SPX
SHW US Equity,2022-04-22,BUY,宣伟,1987,0,0,251.61,1.0,500000,0,0,Quant,Pattern 87,SPX
SYY US Equity,2022-04-22,SELL,Sysco公司,-5571,0,0,89.74,1.0,500000,0,0,Quant,Pattern 87,SPX
UAL US Equity,2022-04-22,SELL,美国联合航空控股股份有限公司,-9832,0,0,50.85,1.0,500000,0,0,Quant,Pattern 87,SPX
WELL US Equity,2022-04-22,BUY,Welltower股份有限公司,5138,0,0,97.3,1.0,500000,0,0,Quant,Pattern 87,SPX
XEL US Equity,2022-04-22,SELL,Xcel 能源,-6640,0,0,75.3,1.0,500000,0,0,Quant,Pattern 87,SPX
YUM US Equity,2022-04-22,BUY,百胜餐饮集团,4018,0,0,124.44,1.0,500000,0,0,Quant,Pattern 87,SPX
388 HK Equity,2022-04-22,BUY,香港交易所,24305,0,0,322.8,7.8459,1000000,0,0,Quant,Pattern 87,HIS
034730 KS Equity,2022-04-22,SELL,SK股份有限公司,-4675,0,0,265000.0,1239.0,1000000,0,0,Quant,Pattern 87,KR
068270 KS Equity,2022-04-22,SELL,Celltrion股份有限公司,-7768,0,0,159500.0,1239.0,1000000,0,0,Quant,Pattern 87,KR
069620 KS Equity,2022-04-22,SELL,大熊制药株式会社,-7100,0,0,174500.0,1239.0,1000000,0,0,Quant,Pattern 87,KR
079550 KS Equity,2022-04-22,BUY,LIG Nex1有限公司,16217,0,0,76400.0,1239.0,1000000,0,0,Quant,Pattern 87,KR
115390 KS Equity,2022-04-22,BUY,乐扣乐扣有限公司,115255,0,0,10750.0,1239.0,1000000,0,0,Quant,Pattern 87,KR
139480 KS Equity,2022-04-22,BUY,易买得股份有限公司,9010,0,0,137500.0,1239.0,1000000,0,0,Quant,Pattern 87,KR
145990 KS Equity,2022-04-22,SELL,三养社,-22244,0,0,55700.0,1239.0,1000000,0,0,Quant,Pattern 87,KR
251270 KS Equity,2022-04-22,BUY,Netmarble公司,12147,0,0,102000.0,1239.0,1000000,0,0,Quant,Pattern 87,KR
267250 KS Equity,2022-04-22,SELL,现代重工株式会社,-21071,0,0,58800.0,1239.0,1000000,0,0,Quant,Pattern 87,KR
282330 KS Equity,2022-04-22,SELL,BGF retail Co Ltd,-6883,0,0,180000.0,1239.0,1000000,0,0,Quant,Pattern 87,KR
7856 JT Equity,2022-04-22,BUY,萩原工业股份有限公司,59892,0,0,1072.0,128.41,500000,0,0,Quant,Pattern 87,topix
8233 JT Equity,2022-04-22,SELL,高岛屋,-109285,0,0,1175.0,128.41,1000000,0,0,Quant,Pattern 87,JT
8918 JT Equity,2022-04-22,BUY,LAND有限公司,5836818,0,0,11.0,128.41,500000,0,0,Quant,Pattern 87,topix
9081 JT Equity,2022-04-22,BUY,神奈川中央交通株式会社,19251,0,0,3335.0,128.41,500000,0,0,Quant,Pattern 87,topix
9302 JT Equity,2022-04-22,BUY,三井仓库控股株式会社,26270,0,0,2444.0,128.41,500000,0,0,Quant,Pattern 87,topix
