,date,side,NAME_CHINESE_SIMPLIFIED,shares,price,current,PREV_CLOSE_VAL,fx,notional,pnl_today,pnl_total,Quant,Pattern,country
DOW AU Equity,2022-05-23,SELL,Downer EDI 有限公司,-248342,0,0,5.67,1.4081,1000000,0,0,Quant,Pattern 87,AU
EML AU Equity,2022-05-23,BUY,EML支付有限公司,967766,0,0,1.455,1.4081,1000000,0,0,Quant,Pattern 87,AU
FBU AU Equity,2022-05-23,SELL,弗莱彻建筑有限公司,-271310,0,0,5.19,1.4081,1000000,0,0,Quant,Pattern 87,AU
IAG AU Equity,2022-05-23,BUY,澳大利亚保险集团有限公司,308793,0,0,4.5600000000000005,1.4081,1000000,0,0,Quant,Pattern 87,AU
IRE AU Equity,2022-05-23,BUY,Iress 市场技术有限公司,134360,0,0,10.48,1.4081,1000000,0,0,Quant,Pattern 87,AU
IVC AU Equity,2022-05-23,BUY,Invocare有限公司,116468,0,0,12.09,1.4081,1000000,0,0,Quant,Pattern 87,AU
KGN AU Equity,2022-05-23,SELL,Kogan.com Ltd,-376497,0,0,3.74,1.4081,1000000,0,0,Quant,Pattern 87,AU
MPL AU Equity,2022-05-23,BUY,Medibank私人有限公司,435944,0,0,3.23,1.4081,1000000,0,0,Quant,Pattern 87,AU
ORA AU Equity,2022-05-23,BUY,Orora有限公司,733385,0,0,3.84,1.4081,1000000,0,0,Quant,Pattern 87,AU
RWC AU Equity,2022-05-23,SELL,Reliance Worldwide有限公司,-359209,0,0,3.92,1.4081,1000000,0,0,Quant,Pattern 87,AU
200130 KS Equity,2022-05-23,BUY,科玛BNH有限公司,44442,0,0,28450.0,1264.4,1000000,0,0,Quant,Pattern 87,KS150
247540 KS Equity,2022-05-23,SELL,Ecopro BM Co Ltd,-5125,0,0,493400.0,1264.4,1000000,0,0,Quant,Pattern 87,KS150
267980 KS Equity,2022-05-23,BUY,Maeil Dairies Co Ltd,19422,0,0,65100.0,1264.4,1000000,0,0,Quant,Pattern 87,KS150
290510 KS Equity,2022-05-23,BUY,Koreacenter Co Ltd,205928,0,0,6140.0,1264.4,1000000,0,0,Quant,Pattern 87,KS150
000021 CH Equity,2022-05-23,BUY,深科技,310493,0,0,10.74,6.6694,500000,0,0,Quant,Pattern 87,CN-500
000807 CH Equity,2022-05-23,BUY,云铝股份,293806,0,0,11.35,6.6694,500000,0,0,Quant,Pattern 87,CN-500
000848 CH Equity,2022-05-23,SELL,承德露露,-376802,0,0,8.85,6.6694,500000,0,0,Quant,Pattern 87,CN-500
000975 CH Equity,2022-05-23,BUY,银泰黄金,371761,0,0,8.97,6.6694,500000,0,0,Quant,Pattern 87,CN-500
000980 CH Equity,2022-05-23,SELL,ST众泰,-936713,0,0,3.56,6.6694,500000,0,0,Quant,Pattern 87,CN-500
002038 CH Equity,2022-05-23,SELL,双鹭药业,-335145,0,0,9.95,6.6694,500000,0,0,Quant,Pattern 87,CN-500
2319 HK Equity,2022-05-23,BUY,蒙牛乳业,196485,0,0,39.95,7.8496,1000000,0,0,Quant,Pattern 87,HK-Conn
2382 HK Equity,2022-05-23,SELL,舜宇光学科技,-66862,0,0,117.4,7.8496,1000000,0,0,Quant,Pattern 87,HK-Conn
3990 HK Equity,2022-05-23,SELL,美的置业,-521914,0,0,15.04,7.8496,1000000,0,0,Quant,Pattern 87,HK-Conn
570 HK Equity,2022-05-23,SELL,中国中药,-2002448,0,0,3.92,7.8496,1000000,0,0,Quant,Pattern 87,HK-Conn
598 HK Equity,2022-05-23,SELL,中国外运,-3298151,0,0,2.38,7.8496,1000000,0,0,Quant,Pattern 87,HK-Conn
6088 HK Equity,2022-05-23,SELL,鸿腾六零八八精密科技股份有限,-7268148,0,0,1.08,7.8496,1000000,0,0,Quant,Pattern 87,HK-Conn
6198 HK Equity,2022-05-23,BUY,青岛港,2028320,0,0,3.87,7.8496,1000000,0,0,Quant,Pattern 87,HK-Conn
665 HK Equity,2022-05-23,BUY,海通国际,6652203,0,0,1.18,7.8496,1000000,0,0,Quant,Pattern 87,HK-Conn
669 HK Equity,2022-05-23,BUY,创科实业,80057,0,0,98.05,7.8496,1000000,0,0,Quant,Pattern 87,HK-Conn
6837 HK Equity,2022-05-23,BUY,海通证券,1456326,0,0,5.39,7.8496,1000000,0,0,Quant,Pattern 87,HK-Conn
079160 KS Equity,2022-05-23,SELL,CJ CGV有限公司,-47179,0,0,26800.0,1264.4,1000000,0,0,Quant,Pattern 87,KR
111770 KS Equity,2022-05-23,BUY,永元株式会社,26759,0,0,47250.0,1264.4,1000000,0,0,Quant,Pattern 87,KR
112610 KS Equity,2022-05-23,SELL,CS Wind Corp,-24409,0,0,51800.0,1264.4,1000000,0,0,Quant,Pattern 87,KR
282330 KS Equity,2022-05-23,BUY,BGF retail Co Ltd,6797,0,0,186000.0,1264.4,1000000,0,0,Quant,Pattern 87,KR
028300 KS Equity,2022-05-23,SELL,HLB股份有限公司,-24840,0,0,50900.0,1264.4,1000000,0,0,Quant,Pattern 87,KS150
030530 KS Equity,2022-05-23,SELL,Wonik控股有限公司,-263142,0,0,4805.0,1264.4,1000000,0,0,Quant,Pattern 87,KS150
035080 KS Equity,2022-05-23,BUY,Gradiant株式会社,57867,0,0,21850.0,1264.4,1000000,0,0,Quant,Pattern 87,KS150
035900 KS Equity,2022-05-23,BUY,JYP娱乐公司,23242,0,0,54400.0,1264.4,1000000,0,0,Quant,Pattern 87,KS150
039030 KS Equity,2022-05-23,BUY,Eo技术有限公司,11547,0,0,109500.0,1264.4,1000000,0,0,Quant,Pattern 87,KS150
045390 KS Equity,2022-05-23,BUY,Daea TI Co Ltd,299976,0,0,4215.0,1264.4,1000000,0,0,Quant,Pattern 87,KS150
600498 CH Equity,2022-05-23,SELL,烽火通信,-246103,0,0,13.55,6.6694,500000,0,0,Quant,Pattern 87,CN-300
600663 CH Equity,2022-05-23,BUY,陆家嘴,310204,0,0,10.75,6.6694,500000,0,0,Quant,Pattern 87,CN-300
600705 CH Equity,2022-05-23,BUY,中航产融,1001411,0,0,3.33,6.6694,500000,0,0,Quant,Pattern 87,CN-300
601155 CH Equity,2022-05-23,SELL,新城控股,-131029,0,0,25.45,6.6694,500000,0,0,Quant,Pattern 87,CN-300
601212 CH Equity,2022-05-23,SELL,白银有色,-1212618,0,0,2.75,6.6694,500000,0,0,Quant,Pattern 87,CN-300
000720 KS Equity,2022-05-23,SELL,现代建设公司,-30763,0,0,41100.0,1264.4,1000000,0,0,Quant,Pattern 87,KR
000990 KS Equity,2022-05-23,SELL,DB HiTek股份有限公司,-17202,0,0,73500.0,1264.4,1000000,0,0,Quant,Pattern 87,KR
001680 KS Equity,2022-05-23,SELL,大象株式会社,-55823,0,0,22650.0,1264.4,1000000,0,0,Quant,Pattern 87,KR
004490 KS Equity,2022-05-23,SELL,世邦汤浅电池株式会社,-21143,0,0,59800.0,1264.4,1000000,0,0,Quant,Pattern 87,KR
005250 KS Equity,2022-05-23,SELL,绿十字控股公司,-61828,0,0,20450.0,1264.4,1000000,0,0,Quant,Pattern 87,KR
3401 JT Equity,2022-05-23,BUY,帝人,95773,0,0,1332.0,127.57,1000000,0,0,Quant,Pattern 87,JT
4208 JT Equity,2022-05-23,SELL,宇部公司,-63404,0,0,2012.0,127.57,1000000,0,0,Quant,Pattern 87,JT
4543 JT Equity,2022-05-23,SELL,泰尔茂株式会社,-31623,0,0,4034.0,127.57,1000000,0,0,Quant,Pattern 87,JT
