,4547
1044 HK Equity,1.0
1359 HK Equity,-1.0
1385 HK Equity,-1.0
148 HK Equity,-1.0
1579 HK Equity,1.0
1618 HK Equity,-1.0
1929 HK Equity,-1.0
2 HK Equity,1.0
2319 HK Equity,2.0
2333 HK Equity,1.0
2380 HK Equity,1.0
2669 HK Equity,-1.0
2777 HK Equity,1.0
285 HK Equity,2.0
3866 HK Equity,-1.0
3969 HK Equity,1.0
6060 HK Equity,-1.0
6196 HK Equity,-1.0
66 HK Equity,1.0
754 HK Equity,-1.0
780 HK Equity,1.0
87 HK Equity,1.0
873 HK Equity,1.0
881 HK Equity,-1.0
981 HK Equity,1.0
992 HK Equity,-1.0
998 HK Equity,-1.0
