,date,side,NAME_CHINESE_SIMPLIFIED,shares,price,current,PREV_CLOSE_VAL,fx,notional,pnl_today,pnl_total,Quant,Pattern,country
PHG US Equity,2022-05-25,BUY,飞利浦公司,19904,0,0,25.12,1.0,500000,0,0,Quant,Pattern 87,us_etf
QSR US Equity,2022-05-25,SELL,Restaurant Brands国际股份有,-9863,0,0,50.69,1.0,500000,0,0,Quant,Pattern 87,us_etf
000887 CH Equity,2022-05-25,SELL,中鼎股份,-237334,0,0,14.03,6.6596,500000,0,0,Quant,Pattern 87,CN-500
001872 CH Equity,2022-05-25,BUY,招商港口,226825,0,0,14.68,6.6596,500000,0,0,Quant,Pattern 87,CN-500
002028 CH Equity,2022-05-25,BUY,思源电气,101984,0,0,32.65,6.6596,500000,0,0,Quant,Pattern 87,CN-500
002038 CH Equity,2022-05-25,BUY,双鹭药业,345056,0,0,9.65,6.6596,500000,0,0,Quant,Pattern 87,CN-500
002110 CH Equity,2022-05-25,SELL,三钢闽光,-495505,0,0,6.72,6.6596,500000,0,0,Quant,Pattern 87,CN-500
002382 CH Equity,2022-05-25,SELL,蓝帆医疗,-386287,0,0,8.62,6.6596,500000,0,0,Quant,Pattern 87,CN-500
002573 CH Equity,2022-05-25,BUY,北京清新环境技术股份有限公司,590390,0,0,5.64,6.6596,500000,0,0,Quant,Pattern 87,CN-500
002625 CH Equity,2022-05-25,BUY,光启技术,222580,0,0,14.96,6.6596,500000,0,0,Quant,Pattern 87,CN-500
002821 CH Equity,2022-05-25,BUY,凯莱英,13298,0,0,250.39,6.6596,500000,0,0,Quant,Pattern 87,CN-500
300027 CH Equity,2022-05-25,SELL,华谊兄弟,-1331920,0,0,2.5,6.6596,500000,0,0,Quant,Pattern 87,CN-500
089980 KS Equity,2022-05-25,BUY,Sang-A Frontec Co Ltd,33545,0,0,37750.0,1266.35,1000000,0,0,Quant,Pattern 87,KS150
090460 KS Equity,2022-05-25,SELL,（株）BH公司,-45307,0,0,27950.0,1266.35,1000000,0,0,Quant,Pattern 87,KS150
091700 KS Equity,2022-05-25,BUY,Partron有限公司,112066,0,0,11300.0,1266.35,1000000,0,0,Quant,Pattern 87,KS150
104480 KS Equity,2022-05-25,BUY,TK Chemical Corp,263822,0,0,4800.0,1266.35,1000000,0,0,Quant,Pattern 87,KS150
112040 KS Equity,2022-05-25,SELL,娱美德娱乐有限公司,-17299,0,0,73200.0,1266.35,1000000,0,0,Quant,Pattern 87,KS150
235980 KS Equity,2022-05-25,SELL,MedPacto Inc,-45965,0,0,27550.0,1266.35,1000000,0,0,Quant,Pattern 87,KS150
000012 CH Equity,2022-05-25,SELL,南 玻,-561517,0,0,5.93,6.6596,500000,0,0,Quant,Pattern 87,CN-500
000031 CH Equity,2022-05-25,BUY,大悦城,890320,0,0,3.74,6.6596,500000,0,0,Quant,Pattern 87,CN-500
000060 CH Equity,2022-05-25,BUY,中金岭南,804299,0,0,4.14,6.6596,500000,0,0,Quant,Pattern 87,CN-500
000598 CH Equity,2022-05-25,SELL,兴蓉环境,-669979,0,0,4.97,6.6596,500000,0,0,Quant,Pattern 87,CN-500
300113 CH Equity,2022-05-25,SELL,顺网科技,-341517,0,0,9.75,6.6596,500000,0,0,Quant,Pattern 87,CN-500
300315 CH Equity,2022-05-25,BUY,掌趣科技,1121144,0,0,2.9699999999999998,6.6596,500000,0,0,Quant,Pattern 87,CN-500
300529 CH Equity,2022-05-25,BUY,健帆生物,79603,0,0,41.83,6.6596,500000,0,0,Quant,Pattern 87,CN-500
