,date,side,NAME_CHINESE_SIMPLIFIED,shares,price,current,PREV_CLOSE_VAL,fx,notional,pnl_today,pnl_total,Quant,Pattern,country
1101 TT Equity,2022-04-29,BUY,台泥,640281,0,0,46.1,29.517,1000000,0,0,Quant,Pattern 87,TW
1216 TT Equity,2022-04-29,SELL,统一,-432166,0,0,68.3,29.517,1000000,0,0,Quant,Pattern 87,TW
1303 TT Equity,2022-04-29,SELL,南亚塑胶,-345228,0,0,85.5,29.517,1000000,0,0,Quant,Pattern 87,TW
1402 TT Equity,2022-04-29,BUY,远东新,985542,0,0,29.95,29.517,1000000,0,0,Quant,Pattern 87,TW
2049 TT Equity,2022-04-29,SELL,上银科技,-136652,0,0,216.0,29.517,1000000,0,0,Quant,Pattern 87,TW
2317 TT Equity,2022-04-29,BUY,鸿海精密工业股份有限公司,290807,0,0,101.5,29.517,1000000,0,0,Quant,Pattern 87,TW
2395 TT Equity,2022-04-29,SELL,研华,-80100,0,0,368.5,29.517,1000000,0,0,Quant,Pattern 87,TW
2618 TT Equity,2022-04-29,BUY,长荣航,874577,0,0,33.75,29.517,1000000,0,0,Quant,Pattern 87,TW
2801 TT Equity,2022-04-29,SELL,彰化银行,-1599837,0,0,18.45,29.517,1000000,0,0,Quant,Pattern 87,TW
4938 TT Equity,2022-04-29,BUY,和硕,425317,0,0,69.4,29.517,1000000,0,0,Quant,Pattern 87,TW
AUB AU Equity,2022-04-29,SELL,AUB集团有限公司,-61479,0,0,22.91,1.4085,1000000,0,0,Quant,Pattern 87,AU
AWC AU Equity,2022-04-29,SELL,澳大利亚氧化铝有限公司,-782500,0,0,1.8,1.4085,1000000,0,0,Quant,Pattern 87,AU
BGA AU Equity,2022-04-29,SELL,Bega奶酪有限公司,-282831,0,0,4.98,1.4085,1000000,0,0,Quant,Pattern 87,AU
BRG AU Equity,2022-04-29,BUY,Breville 集团有限公司,58614,0,0,24.03,1.4085,1000000,0,0,Quant,Pattern 87,AU
CPU AU Equity,2022-04-29,SELL,Computershare 有限公司,-57349,0,0,24.56,1.4085,1000000,0,0,Quant,Pattern 87,AU
GUD AU Equity,2022-04-29,SELL,GUD 控股有限公司,-219221,0,0,12.85,1.4085,1000000,0,0,Quant,Pattern 87,AU
HLS AU Equity,2022-04-29,BUY,Healius有限公司,315807,0,0,4.46,1.4085,1000000,0,0,Quant,Pattern 87,AU
ING AU Equity,2022-04-29,SELL,Inghams集团股份有限公司,-451442,0,0,3.12,1.4085,1000000,0,0,Quant,Pattern 87,AU
JBH AU Equity,2022-04-29,BUY,JB Hi-Fi 有限公司,26941,0,0,52.28,1.4085,1000000,0,0,Quant,Pattern 87,AU
MFG AU Equity,2022-04-29,BUY,麦哲伦金融集团有限公司,90462,0,0,15.57,1.4085,1000000,0,0,Quant,Pattern 87,AU
2607 HK Equity,2022-04-29,BUY,上海医药,629759,0,0,12.46,7.8468,1000000,0,0,Quant,Pattern 87,HK-Conn
317 HK Equity,2022-04-29,SELL,中船防务,-1494628,0,0,5.25,7.8468,1000000,0,0,Quant,Pattern 87,HK-Conn
323 HK Equity,2022-04-29,BUY,马钢股份,2539417,0,0,3.09,7.8468,1000000,0,0,Quant,Pattern 87,HK-Conn
3369 HK Equity,2022-04-29,BUY,秦港股份,6649830,0,0,1.18,7.8468,1000000,0,0,Quant,Pattern 87,HK-Conn
3669 HK Equity,2022-04-29,BUY,永达汽车,1116187,0,0,7.03,7.8468,1000000,0,0,Quant,Pattern 87,HK-Conn
3968 HK Equity,2022-04-29,SELL,招商银行,-334261,0,0,46.95,7.8468,1000000,0,0,Quant,Pattern 87,HK-Conn
3990 HK Equity,2022-04-29,SELL,美的置业,-518968,0,0,15.12,7.8468,1000000,0,0,Quant,Pattern 87,HK-Conn
551 HK Equity,2022-04-29,BUY,裕元集团,1367038,0,0,11.48,7.8468,1000000,0,0,Quant,Pattern 87,HK-Conn
669 HK Equity,2022-04-29,BUY,创科实业,73609,0,0,106.6,7.8468,1000000,0,0,Quant,Pattern 87,HK-Conn
670 HK Equity,2022-04-29,BUY,中国东航,3006436,0,0,2.61,7.8468,1000000,0,0,Quant,Pattern 87,HK-Conn
073240 KS Equity,2022-04-29,BUY,锦湖轮胎有限公司,300448,0,0,4235.0,1272.4,1000000,0,0,Quant,Pattern 87,KR
120110 KS Equity,2022-04-29,BUY,科隆工业股份有限公司,20489,0,0,62100.0,1272.4,1000000,0,0,Quant,Pattern 87,KR
145990 KS Equity,2022-04-29,SELL,三养社,-23346,0,0,54500.0,1272.4,1000000,0,0,Quant,Pattern 87,KR
030190 KS Equity,2022-04-29,SELL,NICE信息服务有限公司,-69152,0,0,18400.0,1272.4,1000000,0,0,Quant,Pattern 87,KS150
032190 KS Equity,2022-04-29,BUY,Daou数据公司,91870,0,0,13850.0,1272.4,1000000,0,0,Quant,Pattern 87,KS150
033290 KS Equity,2022-04-29,BUY,COWELL FASHION Co Ltd,162503,0,0,7830.0,1272.4,1000000,0,0,Quant,Pattern 87,KS150
033640 KS Equity,2022-04-29,BUY,NEPES Corp,84826,0,0,30000.0,1272.4,1000000,0,0,Quant,Pattern 87,KS150
034230 KS Equity,2022-04-29,SELL,Paradise有限公司,-77585,0,0,16400.0,1272.4,1000000,0,0,Quant,Pattern 87,KS150
041510 KS Equity,2022-04-29,SELL,SM娱乐公司,-18602,0,0,68400.0,1272.4,1000000,0,0,Quant,Pattern 87,KS150
052400 KS Equity,2022-04-29,BUY,KONA I有限公司,54144,0,0,23500.0,1272.4,1000000,0,0,Quant,Pattern 87,KS150
4578 JT Equity,2022-04-29,SELL,大塚控股株式会社,-29988,0,0,4363.0,130.84,1000000,0,0,Quant,Pattern 87,JT
5406 JT Equity,2022-04-29,BUY,神户制钢,231575,0,0,565.0,130.84,1000000,0,0,Quant,Pattern 87,JT
