,date,side,NAME_CHINESE_SIMPLIFIED,shares,price,current,PREV_CLOSE_VAL,fx,notional,pnl_today,pnl_total,Quant,Pattern,country
002085 CH Equity,2022-06-01,SELL,万丰奥威,-675759,0,0,4.9399999999999995,6.6765,500000,0,0,Quant,Pattern 87,CN-500
002212 CH Equity,2022-06-01,BUY,天融信,360113,0,0,9.27,6.6765,500000,0,0,Quant,Pattern 87,CN-500
002340 CH Equity,2022-06-01,SELL,格林美,-454183,0,0,7.35,6.6765,500000,0,0,Quant,Pattern 87,CN-500
002382 CH Equity,2022-06-01,SELL,蓝帆医疗,-376352,0,0,8.87,6.6765,500000,0,0,Quant,Pattern 87,CN-500
002465 CH Equity,2022-06-01,BUY,海格通信,356270,0,0,9.37,6.6765,500000,0,0,Quant,Pattern 87,CN-500
002603 CH Equity,2022-06-01,BUY,以岭药业,153060,0,0,21.81,6.6765,500000,0,0,Quant,Pattern 87,CN-500
002807 CH Equity,2022-06-01,SELL,江阴银行,-804397,0,0,4.15,6.6765,500000,0,0,Quant,Pattern 87,CN-500
002926 CH Equity,2022-06-01,SELL,华西证券,-473510,0,0,7.05,6.6765,500000,0,0,Quant,Pattern 87,CN-500
300168 CH Equity,2022-06-01,SELL,万达信息,-378486,0,0,8.82,6.6765,500000,0,0,Quant,Pattern 87,CN-500
300274 CH Equity,2022-06-01,BUY,阳光电源,41748,0,0,79.96,6.6765,500000,0,0,Quant,Pattern 87,CN-500
291 HK Equity,2022-06-01,SELL,华润啤酒,-159812,0,0,49.1,7.8468,1000000,0,0,Quant,Pattern 87,HK
345 HK Equity,2022-06-01,BUY,VITASOY INT'L,558093,0,0,14.06,7.8468,1000000,0,0,Quant,Pattern 87,HK-Conn
3690 HK Equity,2022-06-01,BUY,美团－Ｗ,41961,0,0,187.0,7.8468,1000000,0,0,Quant,Pattern 87,HK
3808 HK Equity,2022-06-01,SELL,中国重汽,-704380,0,0,11.14,7.8468,1000000,0,0,Quant,Pattern 87,HK-Conn
392 HK Equity,2022-06-01,BUY,北京控股,285338,0,0,27.5,7.8468,1000000,0,0,Quant,Pattern 87,HK-Conn
522 HK Equity,2022-06-01,BUY,ASM PACIFIC,109745,0,0,71.5,7.8468,1000000,0,0,Quant,Pattern 87,HK-Conn
564 HK Equity,2022-06-01,SELL,郑煤机,-936372,0,0,8.38,7.8468,1000000,0,0,Quant,Pattern 87,HK-Conn
6060 HK Equity,2022-06-01,SELL,众安在线,-298357,0,0,26.3,7.8468,1000000,0,0,Quant,Pattern 87,HK-Conn
6169 HK Equity,2022-06-01,SELL,宇华教育,-7006071,0,0,1.12,7.8468,1000000,0,0,Quant,Pattern 87,HK-Conn
636 HK Equity,2022-06-01,SELL,嘉里物流,-437391,0,0,17.94,7.8468,1000000,0,0,Quant,Pattern 87,HK-Conn
035720 KS Equity,2022-06-01,SELL,Kakao公司,-14558,0,0,85000.0,1237.5,1000000,0,0,Quant,Pattern 87,KR
069960 KS Equity,2022-06-01,SELL,韩国现代百货商店,-15664,0,0,79000.0,1237.5,1000000,0,0,Quant,Pattern 87,KR
115390 KS Equity,2022-06-01,BUY,乐扣乐扣有限公司,126663,0,0,9770.0,1237.5,1000000,0,0,Quant,Pattern 87,KR
161390 KS Equity,2022-06-01,SELL,韩泰轮胎与技术株式会社,-34712,0,0,35650.0,1237.5,1000000,0,0,Quant,Pattern 87,KR
180640 KS Equity,2022-06-01,BUY,韩进大韩航空有限公司,21941,0,0,56400.0,1237.5,1000000,0,0,Quant,Pattern 87,KR
241560 KS Equity,2022-06-01,BUY,斗山山猫有限公司,32565,0,0,38000.0,1237.5,1000000,0,0,Quant,Pattern 87,KR
015750 KS Equity,2022-06-01,BUY,Sungwoo Hitech Co Ltd,230018,0,0,5380.0,1237.5,1000000,0,0,Quant,Pattern 87,KS150
022100 KS Equity,2022-06-01,BUY,Posco ICT Co Ltd,199275,0,0,6210.0,1237.5,1000000,0,0,Quant,Pattern 87,KS150
067630 KS Equity,2022-06-01,BUY,HLB Life Science CO LTD,158146,0,0,15650.0,1237.5,1000000,0,0,Quant,Pattern 87,KS150
091700 KS Equity,2022-06-01,BUY,Partron有限公司,110986,0,0,11150.0,1237.5,1000000,0,0,Quant,Pattern 87,KS150
AWC AU Equity,2022-06-01,SELL,澳大利亚氧化铝有限公司,-819176,0,0,1.7,1.3926,1000000,0,0,Quant,Pattern 87,AU
CKF AU Equity,2022-06-01,BUY,Collins食品有限公司,151041,0,0,9.22,1.3926,1000000,0,0,Quant,Pattern 87,AU
FPH AU Equity,2022-06-01,SELL,费雪派克医疗保健有限公司,-73179,0,0,19.03,1.3926,1000000,0,0,Quant,Pattern 87,AU
GUD AU Equity,2022-06-01,BUY,GUD 控股有限公司,121306,0,0,11.48,1.3926,1000000,0,0,Quant,Pattern 87,AU
IAG AU Equity,2022-06-01,SELL,澳大利亚保险集团有限公司,-318672,0,0,4.37,1.3926,1000000,0,0,Quant,Pattern 87,AU
ORA AU Equity,2022-06-01,SELL,Orora有限公司,-710510,0,0,3.92,1.3926,1000000,0,0,Quant,Pattern 87,AU
QAN AU Equity,2022-06-01,BUY,澳大利亚航空有限公司,252740,0,0,5.51,1.3926,1000000,0,0,Quant,Pattern 87,AU
SGP AU Equity,2022-06-01,BUY,Stockland 公司,348150,0,0,4.0,1.3926,1000000,0,0,Quant,Pattern 87,AU
WOR AU Equity,2022-06-01,BUY,Worley有限公司,94477,0,0,14.74,1.3926,1000000,0,0,Quant,Pattern 87,AU
WOW AU Equity,2022-06-01,BUY,伍尔沃斯集团有限公司,40190,0,0,34.65,1.3926,1000000,0,0,Quant,Pattern 87,AU
300285 CH Equity,2022-06-01,SELL,国瓷材料,-93639,0,0,35.65,6.6765,500000,0,0,Quant,Pattern 87,CN-500
300297 CH Equity,2022-06-01,BUY,*ST 蓝盾,2153709,0,0,1.55,6.6765,500000,0,0,Quant,Pattern 87,CN-500
300529 CH Equity,2022-06-01,SELL,健帆生物,-75852,0,0,44.01,6.6765,500000,0,0,Quant,Pattern 87,CN-500
