,date,side,NAME_CHINESE_SIMPLIFIED,shares,price,current,PREV_CLOSE_VAL,fx,notional,pnl_today,pnl_total,Quant,Pattern,country
3817 JT Equity,2022-06-08,BUY,SRA控股,23070,0,0,2876.0,132.7,500000,0,0,Quant,Pattern 87,topix
4345 JT Equity,2022-06-08,SELL,CTS有限公司,-77331,0,0,858.0,132.7,500000,0,0,Quant,Pattern 87,topix
4709 JT Equity,2022-06-08,BUY,ID株式会社,78520,0,0,845.0,132.7,500000,0,0,Quant,Pattern 87,topix
4719 JT Equity,2022-06-08,SELL,Alpha系统股份有限公司,-15611,0,0,4250.0,132.7,500000,0,0,Quant,Pattern 87,topix
6544 JT Equity,2022-06-08,SELL,Japan Elevator Service Holdi,-43795,0,0,1515.0,132.7,500000,0,0,Quant,Pattern 87,topix
6615 JT Equity,2022-06-08,SELL,UMC Electronics Co Ltd,-142995,0,0,464.0,132.7,500000,0,0,Quant,Pattern 87,topix
6951 JT Equity,2022-06-08,SELL,日本电子株式会社,-10667,0,0,6220.0,132.7,500000,0,0,Quant,Pattern 87,topix
7033 JT Equity,2022-06-08,BUY,Management Solutions Co Ltd,16382,0,0,4050.0,132.7,500000,0,0,Quant,Pattern 87,topix
7186 JT Equity,2022-06-08,BUY,Concordia金融集团有限公司,289106,0,0,459.0,132.7,1000000,0,0,Quant,Pattern 87,JT
7283 JT Equity,2022-06-08,SELL,爱三工业株式会社,-86845,0,0,764.0,132.7,500000,0,0,Quant,Pattern 87,topix
600315 CH Equity,2022-06-08,SELL,上海家化,-96368,0,0,34.61,6.6706,500000,0,0,Quant,Pattern 87,CN-500
600376 CH Equity,2022-06-08,SELL,首开股份,-682065,0,0,4.89,6.6706,500000,0,0,Quant,Pattern 87,CN-500
600392 CH Equity,2022-06-08,SELL,盛和资源,-176751,0,0,18.87,6.6706,500000,0,0,Quant,Pattern 87,CN-500
600507 CH Equity,2022-06-08,SELL,方大特钢,-397532,0,0,8.39,6.6706,500000,0,0,Quant,Pattern 87,CN-500
600639 CH Equity,2022-06-08,BUY,浦东金桥,241338,0,0,13.82,6.6706,500000,0,0,Quant,Pattern 87,CN-500
600643 CH Equity,2022-06-08,BUY,爱建集团,549472,0,0,6.07,6.6706,500000,0,0,Quant,Pattern 87,CN-500
600745 CH Equity,2022-06-08,BUY,闻泰科技,49419,0,0,67.49,6.6706,500000,0,0,Quant,Pattern 87,CN-500
600770 CH Equity,2022-06-08,SELL,综艺股份,-410246,0,0,8.13,6.6706,500000,0,0,Quant,Pattern 87,CN-500
600777 CH Equity,2022-06-08,SELL,新潮能源,-1361346,0,0,2.45,6.6706,500000,0,0,Quant,Pattern 87,CN-500
600827 CH Equity,2022-06-08,SELL,百联股份,-473427,0,0,14.09,6.6706,500000,0,0,Quant,Pattern 87,CN-500
086900 KS Equity,2022-06-08,BUY,Medy-Tox有限公司,10181,0,0,123500.0,1257.4,1000000,0,0,Quant,Pattern 87,KS150
090460 KS Equity,2022-06-08,BUY,（株）BH公司,46484,0,0,27050.0,1257.4,1000000,0,0,Quant,Pattern 87,KS150
091990 KS Equity,2022-06-08,BUY,Celltrion医疗保健有限公司,20921,0,0,60100.0,1257.4,1000000,0,0,Quant,Pattern 87,KS150
131970 KS Equity,2022-06-08,SELL,Doosan Tesna Inc,-31712,0,0,39650.0,1257.4,1000000,0,0,Quant,Pattern 87,KS150
138080 KS Equity,2022-06-08,BUY,OptoElectronics Solutions Co,44747,0,0,28100.0,1257.4,1000000,0,0,Quant,Pattern 87,KS150
140860 KS Equity,2022-06-08,BUY,Park Systems Corp,12044,0,0,104400.0,1257.4,1000000,0,0,Quant,Pattern 87,KS150
183300 KS Equity,2022-06-08,BUY,KoMiCo Ltd,20991,0,0,59900.0,1257.4,1000000,0,0,Quant,Pattern 87,KS150
194480 KS Equity,2022-06-08,SELL,Devsisters Co Ltd,-25402,0,0,49500.0,1257.4,1000000,0,0,Quant,Pattern 87,KS150
290510 KS Equity,2022-06-08,BUY,Koreacenter Co Ltd,210267,0,0,5980.0,1257.4,1000000,0,0,Quant,Pattern 87,KS150
319660 KS Equity,2022-06-08,SELL,PSK Inc,-29310,0,0,42900.0,1257.4,1000000,0,0,Quant,Pattern 87,KS150
002352 CH Equity,2022-06-08,BUY,顺丰控股,126026,0,0,52.93,6.6706,1000000,0,0,Quant,Pattern 87,CN
600887 CH Equity,2022-06-08,SELL,伊利股份,-183358,0,0,36.38,6.6706,1000000,0,0,Quant,Pattern 87,CN
601398 CH Equity,2022-06-08,SELL,工商银行,-1446984,0,0,4.61,6.6706,1000000,0,0,Quant,Pattern 87,CN
601899 CH Equity,2022-06-08,BUY,紫金矿业,647631,0,0,10.3,6.6706,1000000,0,0,Quant,Pattern 87,CN
601939 CH Equity,2022-06-08,BUY,建设银行,1124890,0,0,5.93,6.6706,1000000,0,0,Quant,Pattern 87,CN
270 HK Equity,2022-06-08,BUY,粤海投资,810578,0,0,9.68,7.8464,1000000,0,0,Quant,Pattern 87,HK
1193 HK Equity,2022-06-08,BUY,华润燃气,223226,0,0,35.15,7.8464,1000000,0,0,Quant,Pattern 87,HK
2313 HK Equity,2022-06-08,SELL,申洲国际,-70308,0,0,111.6,7.8464,1000000,0,0,Quant,Pattern 87,HK
1101 TT Equity,2022-06-08,SELL,台泥,-713663,0,0,41.35,29.51,1000000,0,0,Quant,Pattern 87,TW
1434 TT Equity,2022-06-08,BUY,福懋兴业,1109398,0,0,26.6,29.51,1000000,0,0,Quant,Pattern 87,TW
MELI US Equity,2022-06-08,SELL,Mercadolibre股份有限公司,-621,0,0,803.99,1.0,500000,0,0,Quant,Pattern 87,NDX
MNST US Equity,2022-06-08,SELL,怪兽饮料公司,-5472,0,0,91.36,1.0,500000,0,0,Quant,Pattern 87,NDX
