cal_sig_date,sig,r_get_close,index_code
2022-02-08,0,0,000300
2022-02-09,0,0,000300
2022-02-10,0,0,000300
2022-02-11,0,0,000300
2022-02-08,0,0,000905
2022-02-09,0,0,000905
2022-02-10,0,0,000905
2022-02-11,0,0,000905
2022-02-08,0,0,RTY
2022-02-09,0,0,RTY
2022-02-10,0,0,RTY
2022-02-11,0,0,RTY
2022-02-08,1,0.008401,SPX
2022-02-09,1,0.014517,SPX
2022-02-10,1,-0.018116,SPX
2022-02-11,1,-0.018969,SPX
2022-02-08,0,0.0106653916198485,as51
2022-02-09,-1,-9.86085388405943e-05,as51
2022-02-10,-1,-0.00287231264532274,as51
2022-02-11,-1,0.00976613683293426,as51
2022-02-08,1,-0.00887475799025106,hsce
2022-02-09,1,0.0246708092044214,hsce
2022-02-10,1,0.0076335527831688,hsce
2022-02-11,0,-0.00062912973041851,hsce
2022-02-08,0,0,kosdaq
2022-02-09,0,0,kosdaq
2022-02-10,0,0,kosdaq
2022-02-11,0,0,kosdaq
2022-02-08,0,-0.0015430397883831,kospi
2022-02-09,0,-0.0100391878507758,kospi
2022-02-10,0,0,kospi
2022-02-11,0,0,kospi
2022-02-08,1,-0.000434404865334526,msci
2022-02-09,1,0.0100096732136099,msci
2022-02-10,1,0.0151294329932681,msci
2022-02-11,1,-0.00146304778833672,msci
2022-02-08,-1,-0.0120648951356099,ndx
2022-02-09,-1,-0.0210212246558623,ndx
2022-02-10,-1,0.0233379823337982,ndx
2022-02-11,-1,0.0307229898814058,ndx
2022-02-08,0,0,nifty
2022-02-09,0,0,nifty
2022-02-10,0,0,nifty
2022-02-11,0,0,nifty
2022-02-08,1,0.00130647475677903,nky
2022-02-09,1,0.0108266598251756,nky
2022-02-10,1,0.00421321324587831,nky
2022-02-11,1,0,nky
2022-02-08,0,0,set50
2022-02-09,0,0,set50
2022-02-10,0,0,set50
2022-02-11,0,0,set50
2022-02-08,0,0.0133673334411146,sx5e
2022-02-09,0,0.000746042094220012,sx5e
2022-02-10,0,0,sx5e
2022-02-11,-1,0,sx5e
2022-02-08,-1,0.00419005290785512,topix
2022-02-09,-1,-0.00938957426346643,topix
2022-02-10,-1,-0.00532214606960268,topix
2022-02-11,-1,0,topix
2022-02-08,0,0.000395904410249482,twse
2022-02-09,0,0.00201523270958335,twse
2022-02-10,0,0,twse
2022-02-11,0,0,twse
2022-02-08,1,0,ukx
2022-02-09,1,0.0092361889596182,ukx
2022-02-10,1,0.00379149647670807,ukx
2022-02-11,1,-0.00148323862155242,ukx
2022-02-08,1,-0.0049263048724546,xin9i
2022-02-09,1,0.0116919212164943,xin9i
2022-02-10,1,-0.000733031315626187,xin9i
2022-02-11,1,-0.00163896507286121,xin9i
