,date,side,NAME_CHINESE_SIMPLIFIED,shares,price,current,PREV_CLOSE_VAL,fx,notional,pnl_today,pnl_total,Quant,Pattern,country
384 HK Equity,2022-05-24,SELL,中国燃气,-714899,0,0,10.98,7.8496,1000000,0,0,Quant,Pattern 87,HK-Conn
3969 HK Equity,2022-05-24,SELL,中国通号,-2875311,0,0,2.73,7.8496,1000000,0,0,Quant,Pattern 87,HK-Conn
535 HK Equity,2022-05-24,BUY,金地商置,9936202,0,0,0.79,7.8496,1000000,0,0,Quant,Pattern 87,HK-Conn
551 HK Equity,2022-05-24,SELL,裕元集团,-713600,0,0,11.0,7.8496,1000000,0,0,Quant,Pattern 87,HK-Conn
568 HK Equity,2022-05-24,BUY,山东墨龙,2308705,0,0,3.4,7.8496,1000000,0,0,Quant,Pattern 87,HK-Conn
6088 HK Equity,2022-05-24,BUY,鸿腾六零八八精密科技股份有限,7135999,0,0,1.1,7.8496,1000000,0,0,Quant,Pattern 87,HK-Conn
6818 HK Equity,2022-05-24,BUY,光大银行,3066250,0,0,2.56,7.8496,1000000,0,0,Quant,Pattern 87,HK-Conn
6862 HK Equity,2022-05-24,BUY,海底捞,576328,0,0,13.62,7.8496,1000000,0,0,Quant,Pattern 87,HK-Conn
83 HK Equity,2022-05-24,SELL,信和置业,-700857,0,0,11.2,7.8496,1000000,0,0,Quant,Pattern 87,HK-Conn
921 HK Equity,2022-05-24,BUY,海信家电,981200,0,0,8.0,7.8496,1000000,0,0,Quant,Pattern 87,HK-Conn
6239 TT Equity,2022-05-24,BUY,力成,307188,0,0,96.4,29.613,1000000,0,0,Quant,Pattern 87,TW
BJFIN IS Equity,2022-05-24,BUY,Bajaj Finserv 有限公司,6171,0,0,12572.9,77.5887,1000000,0,0,Quant,Pattern 87,IN
HDFCB IS Equity,2022-05-24,BUY,HDFC银行有限公司,59500,0,0,1304.0,77.5887,1000000,0,0,Quant,Pattern 87,IN
HMCL IS Equity,2022-05-24,BUY,Hero Motorcorp有限公司,29560,0,0,2624.7,77.5887,1000000,0,0,Quant,Pattern 87,IN
SBILIFE IS Equity,2022-05-24,BUY,SBI Life Insurance Co Ltd,72074,0,0,1076.5,77.5887,1000000,0,0,Quant,Pattern 87,IN
2002 JT Equity,2022-05-24,BUY,日清制粉集团,82291,0,0,1549.0,127.47,1000000,0,0,Quant,Pattern 87,JT
3382 JT Equity,2022-05-24,SELL,Seven & I 控股,-24256,0,0,5255.0,127.47,1000000,0,0,Quant,Pattern 87,JT
3863 JT Equity,2022-05-24,BUY,日本制纸有限公司,132505,0,0,962.0,127.47,1000000,0,0,Quant,Pattern 87,JT
4631 JT Equity,2022-05-24,SELL,DIC株式会社,-51233,0,0,2488.0,127.47,1000000,0,0,Quant,Pattern 87,JT
4901 JT Equity,2022-05-24,SELL,富士胶片控股株式会社,-18254,0,0,6983.0,127.47,1000000,0,0,Quant,Pattern 87,JT
1299 HK Equity,2022-05-24,BUY,友邦保险,99614,0,0,78.8,7.8496,1000000,0,0,Quant,Pattern 87,HIS
2020 HK Equity,2022-05-24,SELL,安踏体育,-96729,0,0,81.15,7.8496,1000000,0,0,Quant,Pattern 87,HIS
3690 HK Equity,2022-05-24,SELL,美团－Ｗ,-46807,0,0,167.7,7.8496,1000000,0,0,Quant,Pattern 87,HIS
1053 HK Equity,2022-05-24,SELL,重庆钢铁,-6652203,0,0,1.18,7.8496,1000000,0,0,Quant,Pattern 87,HK-Conn
1060 HK Equity,2022-05-24,BUY,阿里影业,11715820,0,0,0.67,7.8496,1000000,0,0,Quant,Pattern 87,HK-Conn
107 HK Equity,2022-05-24,BUY,四川成渝,3792077,0,0,2.07,7.8496,1000000,0,0,Quant,Pattern 87,HK-Conn
1171 HK Equity,2022-05-24,BUY,兖矿能源,334737,0,0,23.45,7.8496,1000000,0,0,Quant,Pattern 87,HK-Conn
1458 HK Equity,2022-05-24,BUY,周黑鸭,1933399,0,0,4.06,7.8496,1000000,0,0,Quant,Pattern 87,HK-Conn
1530 HK Equity,2022-05-24,SELL,三生制药,-1374711,0,0,5.71,7.8496,1000000,0,0,Quant,Pattern 87,HK-Conn
600597 CH Equity,2022-05-24,SELL,光明乳业,-283080,0,0,11.8,6.6807,500000,0,0,Quant,Pattern 87,CN-500
600639 CH Equity,2022-05-24,BUY,浦东金桥,223584,0,0,14.94,6.6807,500000,0,0,Quant,Pattern 87,CN-500
600657 CH Equity,2022-05-24,BUY,信达地产,543146,0,0,6.15,6.6807,500000,0,0,Quant,Pattern 87,CN-500
600728 CH Equity,2022-05-24,SELL,佳都科技,-532751,0,0,6.27,6.6807,500000,0,0,Quant,Pattern 87,CN-500
600755 CH Equity,2022-05-24,BUY,厦门国贸,425522,0,0,7.85,6.6807,500000,0,0,Quant,Pattern 87,CN-500
600759 CH Equity,2022-05-24,SELL,洲际油气,-1511470,0,0,2.21,6.6807,500000,0,0,Quant,Pattern 87,CN-500
600782 CH Equity,2022-05-24,SELL,新钢股份,-577915,0,0,5.78,6.6807,500000,0,0,Quant,Pattern 87,CN-500
601005 CH Equity,2022-05-24,SELL,重庆钢铁,-1739765,0,0,1.92,6.6807,500000,0,0,Quant,Pattern 87,CN-500
601869 CH Equity,2022-05-24,BUY,长飞光纤,118117,0,0,28.28,6.6807,500000,0,0,Quant,Pattern 87,CN-500
AEE US Equity,2022-05-24,BUY,Ameren 公司,5363,0,0,93.23,1.0,500000,0,0,Quant,Pattern 87,SPX
058820 KS Equity,2022-05-24,BUY,CMG Pharmaceutical Co Ltd,405232,0,0,3125.0,1266.35,1000000,0,0,Quant,Pattern 87,KS150
060720 KS Equity,2022-05-24,BUY,KH Vatec有限公司,58491,0,0,21650.0,1266.35,1000000,0,0,Quant,Pattern 87,KS150
067630 KS Equity,2022-05-24,SELL,HLB Life Science CO LTD,-77452,0,0,16350.0,1266.35,1000000,0,0,Quant,Pattern 87,KS150
084370 KS Equity,2022-05-24,SELL,Eugene科技有限公司,-29279,0,0,43250.0,1266.35,1000000,0,0,Quant,Pattern 87,KS150
088800 KS Equity,2022-05-24,BUY,Ace Technologies Corp,118350,0,0,10700.0,1266.35,1000000,0,0,Quant,Pattern 87,KS150
089980 KS Equity,2022-05-24,SELL,Sang-A Frontec Co Ltd,-32470,0,0,39000.0,1266.35,1000000,0,0,Quant,Pattern 87,KS150
098460 KS Equity,2022-05-24,SELL,Koh Young科技股份有限公司,-74931,0,0,16900.0,1266.35,1000000,0,0,Quant,Pattern 87,KS150
131370 KS Equity,2022-05-24,SELL,Rsupport Co Ltd,-245416,0,0,5160.0,1266.35,1000000,0,0,Quant,Pattern 87,KS150
213420 KS Equity,2022-05-24,BUY,Duk San Neolux有限公司,29078,0,0,43550.0,1266.35,1000000,0,0,Quant,Pattern 87,KS150
214450 KS Equity,2022-05-24,SELL,PharmaResearch株式会社,-15595,0,0,81200.0,1266.35,1000000,0,0,Quant,Pattern 87,KS150
600498 CH Equity,2022-05-24,BUY,烽火通信,245975,0,0,13.58,6.6807,500000,0,0,Quant,Pattern 87,CN-300
600660 CH Equity,2022-05-24,BUY,福耀玻璃,90622,0,0,36.86,6.6807,500000,0,0,Quant,Pattern 87,CN-300
600663 CH Equity,2022-05-24,SELL,陆家嘴,-314238,0,0,10.63,6.6807,500000,0,0,Quant,Pattern 87,CN-300
601021 CH Equity,2022-05-24,BUY,春秋航空,73754,0,0,45.29,6.6807,500000,0,0,Quant,Pattern 87,CN-300
