,date,side,NAME_CHINESE_SIMPLIFIED,shares,price,current,PREV_CLOSE_VAL,fx,notional,pnl_today,pnl_total,Quant,Pattern,country
5411 JT Equity,2022-06-07,BUY,JFE 控股,83571,0,0,1579.0,131.96,1000000,0,0,Quant,Pattern 87,JT
5631 JT Equity,2022-06-07,BUY,日本制钢,38868,0,0,3395.0,131.96,1000000,0,0,Quant,Pattern 87,JT
5707 JT Equity,2022-06-07,BUY,东邦亚铅,54237,0,0,2433.0,131.96,1000000,0,0,Quant,Pattern 87,JT
6472 JT Equity,2022-06-07,BUY,NTN 株式会社,453470,0,0,291.0,131.96,1000000,0,0,Quant,Pattern 87,JT
6479 JT Equity,2022-06-07,SELL,美蓓亚三美株式会社,-53620,0,0,2461.0,131.96,1000000,0,0,Quant,Pattern 87,JT
7205 JT Equity,2022-06-07,BUY,日野汽车,362030,0,0,729.0,131.96,1000000,0,0,Quant,Pattern 87,JT
7735 JT Equity,2022-06-07,SELL,网屏控股株式会社,-10932,0,0,12070.0,131.96,1000000,0,0,Quant,Pattern 87,JT
8725 JT Equity,2022-06-07,BUY,MS&AD保险集团控股株式会社,31675,0,0,4166.0,131.96,1000000,0,0,Quant,Pattern 87,JT
8795 JT Equity,2022-06-07,SELL,T&D 控股,-85300,0,0,1547.0,131.96,1000000,0,0,Quant,Pattern 87,JT
9021 JT Equity,2022-06-07,BUY,西日本旅客铁道,25966,0,0,5082.0,131.96,1000000,0,0,Quant,Pattern 87,JT
2412 TT Equity,2022-06-07,SELL,中华电,-233396,0,0,126.0,29.408,1000000,0,0,Quant,Pattern 87,TW
3702 TT Equity,2022-06-07,BUY,大联大,515929,0,0,57.0,29.408,1000000,0,0,Quant,Pattern 87,TW
BJFIN IS Equity,2022-06-07,BUY,Bajaj Finserv 有限公司,6116,0,0,12691.6,77.6313,1000000,0,0,Quant,Pattern 87,IN
2502 JT Equity,2022-06-07,BUY,朝日集团控股株式会社,29707,0,0,4442.0,131.96,1000000,0,0,Quant,Pattern 87,JT
2503 JT Equity,2022-06-07,SELL,麒麟控股,-64167,0,0,2056.5,131.96,1000000,0,0,Quant,Pattern 87,JT
3086 JT Equity,2022-06-07,BUY,J.零售前线,116572,0,0,1132.0,131.96,1000000,0,0,Quant,Pattern 87,JT
