,date,side,NAME_CHINESE_SIMPLIFIED,shares,price,current,PREV_CLOSE_VAL,fx,notional,pnl_today,pnl_total,Quant,Pattern,country
FOXA US Equity,2022-05-06,BUY,福克斯公司,13498,0,0,37.04,1.0,500000,0,0,Quant,Pattern 87,NDX
IDXX US Equity,2022-05-06,BUY,爱德士股份有限公司,1215,0,0,411.31,1.0,500000,0,0,Quant,Pattern 87,NDX
PCAR US Equity,2022-05-06,BUY,帕卡,5681,0,0,88.01,1.0,500000,0,0,Quant,Pattern 87,NDX
PEP US Equity,2022-05-06,SELL,百事可乐,-2875,0,0,173.86,1.0,500000,0,0,Quant,Pattern 87,NDX
REGN US Equity,2022-05-06,SELL,再生元制药股份有限公司,-756,0,0,660.86,1.0,500000,0,0,Quant,Pattern 87,NDX
AMC AU Equity,2022-05-06,SELL,Amcor PLC,-79423,0,0,17.69,1.405,1000000,0,0,Quant,Pattern 87,AU
APX AU Equity,2022-05-06,SELL,Appen有限公司,-209701,0,0,6.7,1.405,1000000,0,0,Quant,Pattern 87,AU
AUB AU Equity,2022-05-06,SELL,AUB集团有限公司,-61867,0,0,22.71,1.405,1000000,0,0,Quant,Pattern 87,AU
COH AU Equity,2022-05-06,BUY,科利耳 (Cochlear) 有限公司,6133,0,0,229.08,1.405,1000000,0,0,Quant,Pattern 87,AU
CSL AU Equity,2022-05-06,BUY,CSL有限公司,5085,0,0,276.25,1.405,1000000,0,0,Quant,Pattern 87,AU
8918 JT Equity,2022-05-06,SELL,LAND有限公司,-5917272,0,0,11.0,130.18,500000,0,0,Quant,Pattern 87,topix
9081 JT Equity,2022-05-06,BUY,神奈川中央交通株式会社,19546,0,0,3330.0,130.18,500000,0,0,Quant,Pattern 87,topix
9262 JT Equity,2022-05-06,BUY,Silver Life Co Ltd,45044,0,0,1445.0,130.18,500000,0,0,Quant,Pattern 87,topix
BTI US Equity,2022-05-06,BUY,英美烟草,11868,0,0,42.13,1.0,500000,0,0,Quant,Pattern 87,us_adr
CP US Equity,2022-05-06,BUY,加拿大太平洋铁路有限公司,6659,0,0,75.08,1.0,500000,0,0,Quant,Pattern 87,us_adr
ENIA US Equity,2022-05-06,SELL,Enel美洲有限公司,-93109,0,0,5.37,1.0,500000,0,0,Quant,Pattern 87,us_adr
FMS US Equity,2022-05-06,BUY,费森尤斯医药用品AG & Co KGaA,16160,0,0,30.94,1.0,500000,0,0,Quant,Pattern 87,us_adr
NWG US Equity,2022-05-06,SELL,国民西敏寺银行集团公共有限公,-87719,0,0,5.7,1.0,500000,0,0,Quant,Pattern 87,us_adr
601128 CH Equity,2022-05-06,BUY,常熟银行,417681,0,0,8.0,6.6829,500000,0,0,Quant,Pattern 87,CN-500
601598 CH Equity,2022-05-06,SELL,中国外运,-867909,0,0,3.85,6.6829,500000,0,0,Quant,Pattern 87,CN-500
601717 CH Equity,2022-05-06,BUY,郑煤机,270562,0,0,12.35,6.6829,500000,0,0,Quant,Pattern 87,CN-500
603025 CH Equity,2022-05-06,SELL,大豪科技,-194950,0,0,17.14,6.6829,500000,0,0,Quant,Pattern 87,CN-500
603198 CH Equity,2022-05-06,BUY,迎驾贡酒,56788,0,0,58.84,6.6829,500000,0,0,Quant,Pattern 87,CN-500
603515 CH Equity,2022-05-06,SELL,欧普照明,-206517,0,0,16.18,6.6829,500000,0,0,Quant,Pattern 87,CN-500
603659 CH Equity,2022-05-06,BUY,璞泰来,28081,0,0,118.99,6.6829,500000,0,0,Quant,Pattern 87,CN-500
603712 CH Equity,2022-05-06,SELL,七一二,-117573,0,0,28.42,6.6829,500000,0,0,Quant,Pattern 87,CN-500
603806 CH Equity,2022-05-06,BUY,福斯特,34897,0,0,95.75,6.6829,500000,0,0,Quant,Pattern 87,CN-500
AEP US Equity,2022-05-06,BUY,美国电力,4964,0,0,100.72,1.0,500000,0,0,Quant,Pattern 87,SPX
WMB US Equity,2022-05-06,SELL,威廉姆斯公司,-13553,0,0,36.89,1.0,500000,0,0,Quant,Pattern 87,SPX
1109 HK Equity,2022-05-06,BUY,华润置地,219256,0,0,35.8,7.8494,1000000,0,0,Quant,Pattern 87,HIS
1177 HK Equity,2022-05-06,BUY,中国生物制药,2017840,0,0,3.89,7.8494,1000000,0,0,Quant,Pattern 87,HIS
1055 HK Equity,2022-05-06,SELL,南方航空,-1829696,0,0,4.29,7.8494,1000000,0,0,Quant,Pattern 87,HK-Conn
1099 HK Equity,2022-05-06,SELL,国药控股,-438513,0,0,17.9,7.8494,1000000,0,0,Quant,Pattern 87,HK-Conn
11 HK Equity,2022-05-06,SELL,恒生银行,-54814,0,0,143.2,7.8494,1000000,0,0,Quant,Pattern 87,HK-Conn
1233 HK Equity,2022-05-06,SELL,时代中国控股,-2917992,0,0,2.69,7.8494,1000000,0,0,Quant,Pattern 87,HK-Conn
1316 HK Equity,2022-05-06,SELL,耐世特,-1825441,0,0,4.3,7.8494,1000000,0,0,Quant,Pattern 87,HK-Conn
148 HK Equity,2022-05-06,BUY,建滔集团,219256,0,0,35.8,7.8494,1000000,0,0,Quant,Pattern 87,HK-Conn
1533 HK Equity,2022-05-06,SELL,庄园牧场,-778710,0,0,10.08,7.8494,1000000,0,0,Quant,Pattern 87,HK-Conn
600028 CH Equity,2022-05-06,SELL,中国石化,-768149,0,0,4.35,6.6829,500000,0,0,Quant,Pattern 87,CN-300
600048 CH Equity,2022-05-06,SELL,保利发展,-190504,0,0,17.54,6.6829,500000,0,0,Quant,Pattern 87,CN-300
600837 CH Equity,2022-05-06,SELL,海通证券,-372513,0,0,8.97,6.6829,500000,0,0,Quant,Pattern 87,CN-300
600919 CH Equity,2022-05-06,BUY,江苏银行,458360,0,0,7.29,6.6829,500000,0,0,Quant,Pattern 87,CN-300
600958 CH Equity,2022-05-06,SELL,东方证券,-382316,0,0,8.74,6.6829,500000,0,0,Quant,Pattern 87,CN-300
601186 CH Equity,2022-05-06,BUY,中国铁建,394970,0,0,8.46,6.6829,500000,0,0,Quant,Pattern 87,CN-300
601288 CH Equity,2022-05-06,BUY,农业银行,1084886,0,0,3.08,6.6829,500000,0,0,Quant,Pattern 87,CN-300
000080 KS Equity,2022-05-06,BUY,海特真露有限公司,68245,0,0,37100.0,1265.95,1000000,0,0,Quant,Pattern 87,KR
000210 KS Equity,2022-05-06,SELL,大林控股股份有限公司,-19904,0,0,63600.0,1265.95,1000000,0,0,Quant,Pattern 87,KR
000240 KS Equity,2022-05-06,BUY,韩泰科技集团有限公司,178302,0,0,14200.0,1265.95,1000000,0,0,Quant,Pattern 87,KR
2871 JT Equity,2022-05-06,SELL,日冷,-55044,0,0,2365.0,130.18,1000000,0,0,Quant,Pattern 87,JT
3105 JT Equity,2022-05-06,BUY,日清纺控股株式会社,134483,0,0,968.0,130.18,1000000,0,0,Quant,Pattern 87,JT
4578 JT Equity,2022-05-06,SELL,大塚控股株式会社,-29432,0,0,4423.0,130.18,1000000,0,0,Quant,Pattern 87,JT
6367 JT Equity,2022-05-06,SELL,大金工业,-6682,0,0,19480.0,130.18,1000000,0,0,Quant,Pattern 87,JT
8031 JT Equity,2022-05-06,BUY,三井物产,40783,0,0,3192.0,130.18,1000000,0,0,Quant,Pattern 87,JT
8604 JT Equity,2022-05-06,BUY,野村控股,259944,0,0,500.8,130.18,1000000,0,0,Quant,Pattern 87,JT
9434 JT Equity,2022-05-06,SELL,SoftBank Corp,-86815,0,0,1499.5,130.18,1000000,0,0,Quant,Pattern 87,JT
9501 JT Equity,2022-05-06,SELL,东京电力控股株式会社,-285482,0,0,456.0,130.18,1000000,0,0,Quant,Pattern 87,JT
ADI US Equity,2022-05-06,BUY,亚德诺半导体,3034,0,0,164.77,1.0,500000,0,0,Quant,Pattern 87,NDX
ALGN US Equity,2022-05-06,SELL,Align科技股份有限公司,-1608,0,0,310.89,1.0,500000,0,0,Quant,Pattern 87,NDX
6294 JT Equity,2022-05-06,SELL,冈田Aiyon公司,-42184,0,0,1543.0,130.18,500000,0,0,Quant,Pattern 87,topix
6444 JT Equity,2022-05-06,SELL,三电株式会社,-339010,0,0,192.0,130.18,500000,0,0,Quant,Pattern 87,topix
6841 JT Equity,2022-05-06,BUY,横河电机,31429,0,0,2071.0,130.18,500000,0,0,Quant,Pattern 87,topix
6951 JT Equity,2022-05-06,BUY,日本电子株式会社,10653,0,0,6110.0,130.18,500000,0,0,Quant,Pattern 87,topix
7283 JT Equity,2022-05-06,SELL,爱三工业株式会社,-91034,0,0,715.0,130.18,500000,0,0,Quant,Pattern 87,topix
7949 JT Equity,2022-05-06,BUY,小松墙工业有限公司,34900,0,0,1865.0,130.18,500000,0,0,Quant,Pattern 87,topix
8052 JT Equity,2022-05-06,BUY,Tsubakimoto Kogyo Co Ltd,18156,0,0,3585.0,130.18,500000,0,0,Quant,Pattern 87,topix
8125 JT Equity,2022-05-06,SELL,胁田有限公司,-60212,0,0,1081.0,130.18,500000,0,0,Quant,Pattern 87,topix
