,date,side,NAME_CHINESE_SIMPLIFIED,shares,price,current,PREV_CLOSE_VAL,fx,notional,pnl_today,pnl_total,Quant,Pattern,country
1177 HK Equity,2022-06-03,BUY,中国生物制药,1881055,0,0,4.17,7.844,1000000,0,0,Quant,Pattern 87,HIS
1299 HK Equity,2022-06-03,BUY,友邦保险,98050,0,0,80.0,7.844,1000000,0,0,Quant,Pattern 87,HIS
1398 HK Equity,2022-06-03,BUY,工商银行,1686881,0,0,4.65,7.844,1000000,0,0,Quant,Pattern 87,HIS
1876 HK Equity,2022-06-03,SELL,百威亚太,-361474,0,0,21.7,7.844,1000000,0,0,Quant,Pattern 87,HIS
1928 HK Equity,2022-06-03,SELL,金沙中国有限公司,-532880,0,0,14.72,7.844,1000000,0,0,Quant,Pattern 87,HIS
2007 HK Equity,2022-06-03,SELL,碧桂园,-1647899,0,0,4.76,7.844,1000000,0,0,Quant,Pattern 87,HIS
2313 HK Equity,2022-06-03,SELL,申洲国际,-74000,0,0,106.0,7.844,1000000,0,0,Quant,Pattern 87,HIS
2318 HK Equity,2022-06-03,BUY,中国平安,166893,0,0,47.0,7.844,1000000,0,0,Quant,Pattern 87,HIS
2388 HK Equity,2022-06-03,BUY,中银香港,259735,0,0,30.2,7.844,1000000,0,0,Quant,Pattern 87,HIS
2628 HK Equity,2022-06-03,BUY,中国人寿,655852,0,0,11.96,7.844,1000000,0,0,Quant,Pattern 87,HIS
000333 CH Equity,2022-06-03,SELL,美的集团,-126234,0,0,52.56,6.6349,1000000,0,0,Quant,Pattern 87,CN
002352 CH Equity,2022-06-03,SELL,顺丰控股,-127914,0,0,51.87,6.6349,1000000,0,0,Quant,Pattern 87,CN
002475 CH Equity,2022-06-03,BUY,立讯精密,198056,0,0,33.5,6.6349,1000000,0,0,Quant,Pattern 87,CN
600900 CH Equity,2022-06-03,SELL,长江电力,-277378,0,0,23.92,6.6349,1000000,0,0,Quant,Pattern 87,CN
601288 CH Equity,2022-06-03,BUY,农业银行,2204285,0,0,3.01,6.6349,1000000,0,0,Quant,Pattern 87,CN
601328 CH Equity,2022-06-03,SELL,交通银行,-1348556,0,0,4.92,6.6349,1000000,0,0,Quant,Pattern 87,CN
270 HK Equity,2022-06-03,SELL,粤海投资,-797154,0,0,9.84,7.844,1000000,0,0,Quant,Pattern 87,HK
960 HK Equity,2022-06-03,BUY,龙湖集团,209173,0,0,37.5,7.844,1000000,0,0,Quant,Pattern 87,HK
998 HK Equity,2022-06-03,BUY,中信银行,2075132,0,0,3.7800000000000002,7.844,1000000,0,0,Quant,Pattern 87,HK
1216 TT Equity,2022-06-03,BUY,统一,451290,0,0,65.1,29.379,1000000,0,0,Quant,Pattern 87,TW
022100 KS Equity,2022-06-03,BUY,Posco ICT Co Ltd,200387,0,0,6200.0,1242.4,1000000,0,0,Quant,Pattern 87,KS150
067630 KS Equity,2022-06-03,BUY,HLB Life Science CO LTD,163473,0,0,15200.0,1242.4,1000000,0,0,Quant,Pattern 87,KS150
091700 KS Equity,2022-06-03,BUY,Partron有限公司,111927,0,0,11100.0,1242.4,1000000,0,0,Quant,Pattern 87,KS150
095700 KS Equity,2022-06-03,SELL,Genexine股份有限公司,-33623,0,0,36950.0,1242.4,1000000,0,0,Quant,Pattern 87,KS150
178320 KS Equity,2022-06-03,BUY,Seojin System Co Ltd,70590,0,0,17600.0,1242.4,1000000,0,0,Quant,Pattern 87,KS150
247540 KS Equity,2022-06-03,SELL,Ecopro BM Co Ltd,-2468,0,0,503200.0,1242.4,1000000,0,0,Quant,Pattern 87,KS150
253450 KS Equity,2022-06-03,BUY,Studio Dragon Corp,15786,0,0,78700.0,1242.4,1000000,0,0,Quant,Pattern 87,KS150
299660 KS Equity,2022-06-03,SELL,Cellid Co Ltd,-55963,0,0,22200.0,1242.4,1000000,0,0,Quant,Pattern 87,KS150
000012 CH Equity,2022-06-03,BUY,南 玻,525744,0,0,6.31,6.6349,500000,0,0,Quant,Pattern 87,CN-500
000031 CH Equity,2022-06-03,SELL,大悦城,-882300,0,0,3.76,6.6349,500000,0,0,Quant,Pattern 87,CN-500
3328 HK Equity,2022-06-03,SELL,交通银行,-1482797,0,0,5.29,7.844,1000000,0,0,Quant,Pattern 87,HIS
1109 HK Equity,2022-06-03,BUY,华润置地,227362,0,0,34.5,7.844,1000000,0,0,Quant,Pattern 87,HK-Conn
1199 HK Equity,2022-06-03,SELL,中远海运港口有限公司,-1273376,0,0,6.16,7.844,1000000,0,0,Quant,Pattern 87,HK-Conn
12 HK Equity,2022-06-03,BUY,恒基地产,241725,0,0,32.45,7.844,1000000,0,0,Quant,Pattern 87,HK-Conn
1456 HK Equity,2022-06-03,BUY,国联证券,1951243,0,0,4.02,7.844,1000000,0,0,Quant,Pattern 87,HK-Conn
168 HK Equity,2022-06-03,BUY,青岛啤酒,116121,0,0,67.55,7.844,1000000,0,0,Quant,Pattern 87,HK-Conn
179 HK Equity,2022-06-03,BUY,德昌电机控股,757142,0,0,10.36,7.844,1000000,0,0,Quant,Pattern 87,HK-Conn
1813 HK Equity,2022-06-03,SELL,合景泰富集团,-3323728,0,0,2.36,7.844,1000000,0,0,Quant,Pattern 87,HK-Conn
187 HK Equity,2022-06-03,BUY,京城股份,2154945,0,0,3.64,7.844,1000000,0,0,Quant,Pattern 87,HK-Conn
4344 JT Equity,2022-06-03,SELL,Sourcenext公司,-271124,0,0,240.0,130.14,500000,0,0,Quant,Pattern 87,topix
