cal_sig_date,sig,r_get_close,index_code
2022-08-01,1,0.004455,000300
2022-08-02,0,-0.019494,000300
2022-08-03,-1,0.000701622100695777,000300
2022-08-04,-1,-0.00315884033021632,000300
2022-08-01,0,0,000905
2022-08-02,0,0,000905
2022-08-03,0,0,000905
2022-08-04,0,0,000905
2022-07-26,1,-0.00688756003234736,RTY
2022-07-27,1,0.0238692701841849,RTY
2022-07-28,1,0.013357931982211,RTY
2022-07-29,0,0.00651351019471136,RTY
2022-07-29,1,0.014208,SPX
2022-08-01,1,-0.002823,SPX
2022-08-02,1,-0.006662,SPX
2022-08-03,1,0.015638,SPX
2022-07-26,0,0,as51
2022-07-27,0,0,as51
2022-07-28,0,0,as51
2022-07-29,0,0,as51
2022-07-26,0,0,hsce
2022-07-27,0,0,hsce
2022-07-28,0,0,hsce
2022-07-29,0,0,hsce
2022-07-26,-1,-0.000303916726816622,kosdaq
2022-07-27,-1,-0.00730444469763158,kosdaq
2022-07-28,-1,-0.00329269825311052,kosdaq
2022-07-29,-1,-0.00663894177773328,kosdaq
2022-07-26,0,0,kospi
2022-07-27,0,0,kospi
2022-07-28,0,0,kospi
2022-07-29,0,0,kospi
2022-07-26,-1,0.00858783562399767,msci
2022-07-27,-1,-0.00861004331112714,msci
2022-07-28,-1,0.000482875176766706,msci
2022-07-29,-1,-0.00776424307256973,msci
2022-07-26,1,-0.0195889166477402,ndx
2022-07-27,1,0.0425750192357015,ndx
2022-07-28,1,0.0092369955957623,ndx
2022-07-29,1,0.0180926096289482,ndx
2022-07-26,0,0,nifty
2022-07-27,-1,0,nifty
2022-07-28,-1,-0.0102281279061448,nifty
2022-07-29,-1,-0.0135029770343069,nifty
2022-07-26,0,0,nky
2022-07-27,0,0,nky
2022-07-28,0,0,nky
2022-07-29,0,0,nky
2022-07-26,0,0,set50
2022-07-27,-1,0,set50
2022-07-28,-1,-0.0086561720999644,set50
2022-07-29,-1,0,set50
2022-07-26,0,0,sx5e
2022-07-27,0,0,sx5e
2022-07-28,0,0,sx5e
2022-07-29,1,0,sx5e
2022-07-26,-1,0.000368087733014988,topix
2022-07-27,-1,-0.00132772737331255,topix
2022-07-28,0,-0.00159321598355389,topix
2022-07-29,0,-0.00113137747902604,topix
2022-07-26,0,0.00140012854589153,twse
2022-07-27,0,0,twse
2022-07-28,0,0,twse
2022-07-29,0,0,twse
2022-07-26,0,-0.0001,ukx
2022-07-27,0,0,ukx
2022-07-28,0,0,ukx
2022-07-29,0,0,ukx
2022-07-26,1,0.00562456225611396,xin9i
2022-07-27,1,-0.0102907418857358,xin9i
2022-07-28,1,-0.00136434464781954,xin9i
2022-07-29,1,-0.01351108426631,xin9i
