,date,side,NAME_CHINESE_SIMPLIFIED,shares,price,current,PREV_CLOSE_VAL,fx,notional,pnl_today,pnl_total,Quant,Pattern,country
TD US Equity,2022-06-04,SELL,多伦多道明银行,-6584,0,0,75.94,1.0,500000,0,0,Quant,Pattern 87,us_etf
3866 HK Equity,2022-06-04,SELL,青岛银行,-2280610,0,0,3.44,7.8453,1000000,0,0,Quant,Pattern 87,HK-Conn
3969 HK Equity,2022-06-04,SELL,中国通号,-2772190,0,0,2.83,7.8453,1000000,0,0,Quant,Pattern 87,HK-Conn
512 HK Equity,2022-06-04,SELL,远大医药,-1881366,0,0,4.17,7.8453,1000000,0,0,Quant,Pattern 87,HK-Conn
598 HK Equity,2022-06-04,BUY,中国外运,3456079,0,0,2.27,7.8453,1000000,0,0,Quant,Pattern 87,HK-Conn
6098 HK Equity,2022-06-04,BUY,碧桂园服务,265043,0,0,29.6,7.8453,1000000,0,0,Quant,Pattern 87,HK-Conn
6178 HK Equity,2022-06-04,BUY,光大证券,1559701,0,0,5.03,7.8453,1000000,0,0,Quant,Pattern 87,HK-Conn
6808 HK Equity,2022-06-04,BUY,高鑫零售,3150722,0,0,2.49,7.8453,1000000,0,0,Quant,Pattern 87,HK-Conn
1968 JT Equity,2022-06-04,SELL,太平电业株式会社,-24228,0,0,2701.0,130.88,500000,0,0,Quant,Pattern 87,topix
3577 JT Equity,2022-06-04,BUY,Tokai Senko KK,57202,0,0,1144.0,130.88,500000,0,0,Quant,Pattern 87,topix
3694 JT Equity,2022-06-04,BUY,Optim公司,77443,0,0,845.0,130.88,500000,0,0,Quant,Pattern 87,topix
656 HK Equity,2022-06-04,BUY,复星国际,999401,0,0,7.85,7.8453,1000000,0,0,Quant,Pattern 87,HK
762 HK Equity,2022-06-04,BUY,中国联通,2131875,0,0,3.68,7.8453,1000000,0,0,Quant,Pattern 87,HK
939 HK Equity,2022-06-04,BUY,建设银行,1366777,0,0,5.74,7.8453,1000000,0,0,Quant,Pattern 87,HK
941 HK Equity,2022-06-04,SELL,中国移动,-155045,0,0,50.6,7.8453,1000000,0,0,Quant,Pattern 87,HK
966 HK Equity,2022-06-04,BUY,中国太平,873641,0,0,8.98,7.8453,1000000,0,0,Quant,Pattern 87,HK
998 HK Equity,2022-06-04,SELL,中信银行,-2075476,0,0,3.7800000000000002,7.8453,1000000,0,0,Quant,Pattern 87,HK
1044 HK Equity,2022-06-04,BUY,恒安国际,204571,0,0,38.35,7.8453,1000000,0,0,Quant,Pattern 87,HK
