,date,side,NAME_CHINESE_SIMPLIFIED,shares,price,current,PREV_CLOSE_VAL,fx,notional,pnl_today,pnl_total,Quant,Pattern,country
DOW AU Equity,2022-05-20,SELL,Downer EDI 有限公司,-252113,0,0,5.63,1.4194,1000000,0,0,Quant,Pattern 87,AU
EML AU Equity,2022-05-20,BUY,EML支付有限公司,1021151,0,0,1.3900000000000001,1.4194,1000000,0,0,Quant,Pattern 87,AU
FBU AU Equity,2022-05-20,SELL,弗莱彻建筑有限公司,-274015,0,0,5.18,1.4194,1000000,0,0,Quant,Pattern 87,AU
IAG AU Equity,2022-05-20,BUY,澳大利亚保险集团有限公司,310590,0,0,4.57,1.4194,1000000,0,0,Quant,Pattern 87,AU
IRE AU Equity,2022-05-20,BUY,Iress 市场技术有限公司,137538,0,0,10.32,1.4194,1000000,0,0,Quant,Pattern 87,AU
IVC AU Equity,2022-05-20,BUY,Invocare有限公司,115964,0,0,12.24,1.4194,1000000,0,0,Quant,Pattern 87,AU
KGN AU Equity,2022-05-20,SELL,Kogan.com Ltd,-399830,0,0,3.55,1.4194,1000000,0,0,Quant,Pattern 87,AU
MPL AU Equity,2022-05-20,BUY,Medibank私人有限公司,443562,0,0,3.2,1.4194,1000000,0,0,Quant,Pattern 87,AU
ORA AU Equity,2022-05-20,BUY,Orora有限公司,733540,0,0,3.87,1.4194,1000000,0,0,Quant,Pattern 87,AU
RWC AU Equity,2022-05-20,SELL,Reliance Worldwide有限公司,-355739,0,0,3.99,1.4194,1000000,0,0,Quant,Pattern 87,AU
056190 KS Equity,2022-05-20,SELL,SFA工程公司,-30018,0,0,42550.0,1277.3,1000000,0,0,Quant,Pattern 87,KS150
058820 KS Equity,2022-05-20,BUY,CMG Pharmaceutical Co Ltd,423648,0,0,3015.0,1277.3,1000000,0,0,Quant,Pattern 87,KS150
064550 KS Equity,2022-05-20,BUY,Bioneer Corp,90749,0,0,28150.0,1277.3,1000000,0,0,Quant,Pattern 87,KS150
078600 KS Equity,2022-05-20,BUY,Daejoo Electronic Materials,13222,0,0,96600.0,1277.3,1000000,0,0,Quant,Pattern 87,KS150
085660 KS Equity,2022-05-20,SELL,Chabiotech有限公司,-75135,0,0,17000.0,1277.3,1000000,0,0,Quant,Pattern 87,KS150
104480 KS Equity,2022-05-20,SELL,TK Chemical Corp,-258824,0,0,4935.0,1277.3,1000000,0,0,Quant,Pattern 87,KS150
108230 KS Equity,2022-05-20,BUY,Toptec Co Ltd,163966,0,0,7790.0,1277.3,1000000,0,0,Quant,Pattern 87,KS150
131370 KS Equity,2022-05-20,SELL,Rsupport Co Ltd,-256228,0,0,4985.0,1277.3,1000000,0,0,Quant,Pattern 87,KS150
166090 KS Equity,2022-05-20,BUY,Hana Materials Inc,20568,0,0,62100.0,1277.3,1000000,0,0,Quant,Pattern 87,KS150
178320 KS Equity,2022-05-20,SELL,Seojin System Co Ltd,-71158,0,0,17950.0,1277.3,1000000,0,0,Quant,Pattern 87,KS150
5803 JT Equity,2022-05-20,SELL,藤仓株式会社,-84039,0,0,760.0,127.74,500000,0,0,Quant,Pattern 87,topix
6047 JT Equity,2022-05-20,BUY,Gunosy股份有限公司,69956,0,0,913.0,127.74,500000,0,0,Quant,Pattern 87,topix
6419 JT Equity,2022-05-20,SELL,MARS集团控股株式会社,-38406,0,0,1663.0,127.74,500000,0,0,Quant,Pattern 87,topix
6513 JT Equity,2022-05-20,SELL,Origin Co Ltd,-51342,0,0,1244.0,127.74,500000,0,0,Quant,Pattern 87,topix
6594 JT Equity,2022-05-20,SELL,日本电产公司,-7862,0,0,8123.0,127.74,500000,0,0,Quant,Pattern 87,topix
6785 JT Equity,2022-05-20,SELL,铃木有限公司,-84372,0,0,757.0,127.74,500000,0,0,Quant,Pattern 87,topix
6925 JT Equity,2022-05-20,BUY,Ushio Inc,37995,0,0,1681.0,127.74,500000,0,0,Quant,Pattern 87,topix
6951 JT Equity,2022-05-20,SELL,日本电子株式会社,-10470,0,0,6100.0,127.74,500000,0,0,Quant,Pattern 87,topix
7199 JT Equity,2022-05-20,SELL,Premium Group Co Ltd,-17009,0,0,3755.0,127.74,500000,0,0,Quant,Pattern 87,topix
7739 JT Equity,2022-05-20,SELL,佳能电子株式会社,-42466,0,0,1504.0,127.74,500000,0,0,Quant,Pattern 87,topix
300015 CH Equity,2022-05-20,SELL,爱尔眼科,-196282,0,0,34.27,6.7266,1000000,0,0,Quant,Pattern 87,CN
600000 CH Equity,2022-05-20,SELL,浦发银行,-850391,0,0,7.91,6.7266,1000000,0,0,Quant,Pattern 87,CN
600036 CH Equity,2022-05-20,SELL,招商银行,-176876,0,0,38.03,6.7266,1000000,0,0,Quant,Pattern 87,CN
601288 CH Equity,2022-05-20,BUY,农业银行,2227350,0,0,3.02,6.7266,1000000,0,0,Quant,Pattern 87,CN
601601 CH Equity,2022-05-20,BUY,中国太保,327807,0,0,20.52,6.7266,1000000,0,0,Quant,Pattern 87,CN
1193 HK Equity,2022-05-20,SELL,华润燃气,-245234,0,0,32.0,7.8475,1000000,0,0,Quant,Pattern 87,HK
1288 HK Equity,2022-05-20,BUY,农业银行,2687500,0,0,2.92,7.8475,1000000,0,0,Quant,Pattern 87,HK
1810 HK Equity,2022-05-20,SELL,小米集团,-708258,0,0,11.08,7.8475,1000000,0,0,Quant,Pattern 87,HK
2049 TT Equity,2022-05-20,SELL,上银科技,-135890,0,0,219.0,29.76,1000000,0,0,Quant,Pattern 87,TW
2317 TT Equity,2022-05-20,SELL,鸿海精密工业股份有限公司,-276837,0,0,107.5,29.76,1000000,0,0,Quant,Pattern 87,TW
002176 CH Equity,2022-05-20,BUY,江特电机,161077,0,0,20.88,6.7266,500000,0,0,Quant,Pattern 87,CN-500
002183 CH Equity,2022-05-20,BUY,怡 亚 通,410158,0,0,8.2,6.7266,500000,0,0,Quant,Pattern 87,CN-500
002470 CH Equity,2022-05-20,BUY,ST金正,1395560,0,0,2.41,6.7266,500000,0,0,Quant,Pattern 87,CN-500
002583 CH Equity,2022-05-20,BUY,海能达,742450,0,0,4.53,6.7266,500000,0,0,Quant,Pattern 87,CN-500
002603 CH Equity,2022-05-20,SELL,以岭药业,-145597,0,0,23.1,6.7266,500000,0,0,Quant,Pattern 87,CN-500
002635 CH Equity,2022-05-20,BUY,安洁科技,249133,0,0,13.5,6.7266,500000,0,0,Quant,Pattern 87,CN-500
300113 CH Equity,2022-05-20,BUY,顺网科技,335324,0,0,10.03,6.7266,500000,0,0,Quant,Pattern 87,CN-500
600312 CH Equity,2022-05-20,SELL,平高电气,-494602,0,0,6.8,6.7266,500000,0,0,Quant,Pattern 87,CN-500
600348 CH Equity,2022-05-20,SELL,华阳股份,-317292,0,0,10.6,6.7266,500000,0,0,Quant,Pattern 87,CN-500
600418 CH Equity,2022-05-20,SELL,江淮汽车,-331359,0,0,10.15,6.7266,500000,0,0,Quant,Pattern 87,CN-500
2319 HK Equity,2022-05-20,BUY,蒙牛乳业,201994,0,0,38.85,7.8475,1000000,0,0,Quant,Pattern 87,HK-Conn
2382 HK Equity,2022-05-20,SELL,舜宇光学科技,-71732,0,0,109.4,7.8475,1000000,0,0,Quant,Pattern 87,HK-Conn
3990 HK Equity,2022-05-20,SELL,美的置业,-506944,0,0,15.48,7.8475,1000000,0,0,Quant,Pattern 87,HK-Conn
570 HK Equity,2022-05-20,SELL,中国中药,-2043619,0,0,3.84,7.8475,1000000,0,0,Quant,Pattern 87,HK-Conn
598 HK Equity,2022-05-20,SELL,中国外运,-3368025,0,0,2.33,7.8475,1000000,0,0,Quant,Pattern 87,HK-Conn
6088 HK Equity,2022-05-20,SELL,鸿腾六零八八精密科技股份有限,-7769801,0,0,1.01,7.8475,1000000,0,0,Quant,Pattern 87,HK-Conn
6198 HK Equity,2022-05-20,BUY,青岛港,2054319,0,0,3.82,7.8475,1000000,0,0,Quant,Pattern 87,HK-Conn
665 HK Equity,2022-05-20,BUY,海通国际,6765086,0,0,1.16,7.8475,1000000,0,0,Quant,Pattern 87,HK-Conn
669 HK Equity,2022-05-20,BUY,创科实业,79548,0,0,98.65,7.8475,1000000,0,0,Quant,Pattern 87,HK-Conn
6837 HK Equity,2022-05-20,BUY,海通证券,1472326,0,0,5.33,7.8475,1000000,0,0,Quant,Pattern 87,HK-Conn
600755 CH Equity,2022-05-20,BUY,厦门国贸,425734,0,0,7.9,6.7266,500000,0,0,Quant,Pattern 87,CN-500
600875 CH Equity,2022-05-20,BUY,东方电气,249873,0,0,13.46,6.7266,500000,0,0,Quant,Pattern 87,CN-500
601098 CH Equity,2022-05-20,SELL,中南传媒,-335658,0,0,10.02,6.7266,500000,0,0,Quant,Pattern 87,CN-500
601231 CH Equity,2022-05-20,BUY,环旭电子,267778,0,0,12.56,6.7266,500000,0,0,Quant,Pattern 87,CN-500
601615 CH Equity,2022-05-20,SELL,明阳智能,-271891,0,0,24.74,6.7266,500000,0,0,Quant,Pattern 87,CN-500
601799 CH Equity,2022-05-20,SELL,星宇股份,-25050,0,0,134.26,6.7266,500000,0,0,Quant,Pattern 87,CN-500
601860 CH Equity,2022-05-20,SELL,紫金银行,-1188445,0,0,2.83,6.7266,500000,0,0,Quant,Pattern 87,CN-500
603233 CH Equity,2022-05-20,SELL,大参林,-121638,0,0,27.65,6.7266,500000,0,0,Quant,Pattern 87,CN-500
AEP US Equity,2022-05-20,BUY,美国电力,5006,0,0,99.88,1.0,500000,0,0,Quant,Pattern 87,SPX
CNC US Equity,2022-05-20,SELL,Centene 公司,-6114,0,0,81.77,1.0,500000,0,0,Quant,Pattern 87,SPX
DLTR US Equity,2022-05-20,BUY,Dollar Tree公司,3736,0,0,133.8,1.0,500000,0,0,Quant,Pattern 87,SPX
EOG US Equity,2022-05-20,BUY,EOG资源,4078,0,0,122.58,1.0,500000,0,0,Quant,Pattern 87,SPX
FANG US Equity,2022-05-20,BUY,Diamondback能源股份有限公司,3895,0,0,128.36,1.0,500000,0,0,Quant,Pattern 87,SPX
FLS US Equity,2022-05-20,BUY,福斯公司,16441,0,0,30.41,1.0,500000,0,0,Quant,Pattern 87,SPX
HAS US Equity,2022-05-20,SELL,孩之宝,-5510,0,0,90.73,1.0,500000,0,0,Quant,Pattern 87,SPX
HII US Equity,2022-05-20,BUY,Huntington Ingalls工业公司,2464,0,0,202.84,1.0,500000,0,0,Quant,Pattern 87,SPX
IBM US Equity,2022-05-20,SELL,国际商业机器,-3761,0,0,132.94,1.0,500000,0,0,Quant,Pattern 87,SPX
INTC US Equity,2022-05-20,BUY,英特尔,23612,0,0,42.35,1.0,500000,0,0,Quant,Pattern 87,SPX
KO US Equity,2022-05-20,BUY,可口可乐,8169,0,0,61.2,1.0,500000,0,0,Quant,Pattern 87,SPX
LRCX US Equity,2022-05-20,SELL,泛林集团,-1047,0,0,477.48,1.0,500000,0,0,Quant,Pattern 87,SPX
200130 KS Equity,2022-05-20,BUY,科玛BNH有限公司,45374,0,0,28150.0,1277.3,1000000,0,0,Quant,Pattern 87,KS150
247540 KS Equity,2022-05-20,SELL,Ecopro BM Co Ltd,-5380,0,0,474800.0,1277.3,1000000,0,0,Quant,Pattern 87,KS150
267980 KS Equity,2022-05-20,BUY,Maeil Dairies Co Ltd,19741,0,0,64700.0,1277.3,1000000,0,0,Quant,Pattern 87,KS150
290510 KS Equity,2022-05-20,BUY,Koreacenter Co Ltd,213953,0,0,5970.0,1277.3,1000000,0,0,Quant,Pattern 87,KS150
000021 CH Equity,2022-05-20,BUY,深科技,316694,0,0,10.62,6.7266,500000,0,0,Quant,Pattern 87,CN-500
000807 CH Equity,2022-05-20,BUY,云铝股份,325901,0,0,10.32,6.7266,500000,0,0,Quant,Pattern 87,CN-500
000848 CH Equity,2022-05-20,SELL,承德露露,-398967,0,0,8.43,6.7266,500000,0,0,Quant,Pattern 87,CN-500
000975 CH Equity,2022-05-20,BUY,银泰黄金,382627,0,0,8.79,6.7266,500000,0,0,Quant,Pattern 87,CN-500
000980 CH Equity,2022-05-20,SELL,ST众泰,-992123,0,0,3.39,6.7266,500000,0,0,Quant,Pattern 87,CN-500
002038 CH Equity,2022-05-20,SELL,双鹭药业,-339727,0,0,9.9,6.7266,500000,0,0,Quant,Pattern 87,CN-500
079160 KS Equity,2022-05-20,SELL,CJ CGV有限公司,-48659,0,0,26250.0,1277.3,1000000,0,0,Quant,Pattern 87,KR
111770 KS Equity,2022-05-20,BUY,永元株式会社,27617,0,0,46250.0,1277.3,1000000,0,0,Quant,Pattern 87,KR
112610 KS Equity,2022-05-20,SELL,CS Wind Corp,-26120,0,0,48900.0,1277.3,1000000,0,0,Quant,Pattern 87,KR
282330 KS Equity,2022-05-20,BUY,BGF retail Co Ltd,6941,0,0,184000.0,1277.3,1000000,0,0,Quant,Pattern 87,KR
028300 KS Equity,2022-05-20,SELL,HLB股份有限公司,-25804,0,0,49500.0,1277.3,1000000,0,0,Quant,Pattern 87,KS150
030530 KS Equity,2022-05-20,SELL,Wonik控股有限公司,-272927,0,0,4680.0,1277.3,1000000,0,0,Quant,Pattern 87,KS150
035080 KS Equity,2022-05-20,BUY,Gradiant株式会社,56517,0,0,22600.0,1277.3,1000000,0,0,Quant,Pattern 87,KS150
035900 KS Equity,2022-05-20,BUY,JYP娱乐公司,23393,0,0,54600.0,1277.3,1000000,0,0,Quant,Pattern 87,KS150
039030 KS Equity,2022-05-20,BUY,Eo技术有限公司,11686,0,0,109300.0,1277.3,1000000,0,0,Quant,Pattern 87,KS150
045390 KS Equity,2022-05-20,BUY,Daea TI Co Ltd,310400,0,0,4115.0,1277.3,1000000,0,0,Quant,Pattern 87,KS150
8001 JT Equity,2022-05-20,BUY,伊藤忠商事,35781,0,0,3570.0,127.74,1000000,0,0,Quant,Pattern 87,JT
9001 JT Equity,2022-05-20,BUY,东武铁道,42837,0,0,2982.0,127.74,1000000,0,0,Quant,Pattern 87,JT
9064 JT Equity,2022-05-20,BUY,大和控股,55952,0,0,2283.0,127.74,1000000,0,0,Quant,Pattern 87,JT
9433 JT Equity,2022-05-20,BUY,KDDI有限公司,28399,0,0,4498.0,127.74,1000000,0,0,Quant,Pattern 87,JT
ANSS US Equity,2022-05-20,BUY,ANSYS股份有限公司,2063,0,0,242.27,1.0,500000,0,0,Quant,Pattern 87,NDX
ATVI US Equity,2022-05-20,BUY,动视暴雪股份有限公司,6416,0,0,77.92,1.0,500000,0,0,Quant,Pattern 87,NDX
DOCU US Equity,2022-05-20,BUY,DocuSign股份有限公司,6871,0,0,72.76,1.0,500000,0,0,Quant,Pattern 87,NDX
FOXA US Equity,2022-05-20,SELL,福克斯公司,-14929,0,0,33.49,1.0,500000,0,0,Quant,Pattern 87,NDX
GILD US Equity,2022-05-20,SELL,吉利德科学,-7908,0,0,63.22,1.0,500000,0,0,Quant,Pattern 87,NDX
ISRG US Equity,2022-05-20,SELL,直觉外科手术公司,-2321,0,0,215.35,1.0,500000,0,0,Quant,Pattern 87,NDX
2327 TT Equity,2022-05-20,SELL,国巨,-74773,0,0,398.0,29.76,1000000,0,0,Quant,Pattern 87,TW
2412 TT Equity,2022-05-20,SELL,中华电,-239036,0,0,124.5,29.76,1000000,0,0,Quant,Pattern 87,TW
2912 TT Equity,2022-05-20,SELL,统一超,-107050,0,0,278.0,29.76,1000000,0,0,Quant,Pattern 87,TW
6239 TT Equity,2022-05-20,SELL,力成,-310647,0,0,95.8,29.76,1000000,0,0,Quant,Pattern 87,TW
ADSEZ IS Equity,2022-05-20,SELL,阿达尼港口和经济特区有限公司,-102299,0,0,759.8,77.7275,1000000,0,0,Quant,Pattern 87,IN
HCLT IS Equity,2022-05-20,SELL,HCL科技有限公司,-72392,0,0,1073.7,77.7275,1000000,0,0,Quant,Pattern 87,IN
1803 JT Equity,2022-05-20,SELL,清水建设株式会社,-185130,0,0,690.0,127.74,1000000,0,0,Quant,Pattern 87,JT
2269 JT Equity,2022-05-20,SELL,明治控股株式会社,-19383,0,0,6590.0,127.74,1000000,0,0,Quant,Pattern 87,JT
2282 JT Equity,2022-05-20,BUY,日本火腿,32216,0,0,3965.0,127.74,1000000,0,0,Quant,Pattern 87,JT
2413 JT Equity,2022-05-20,BUY,M3 株式会社,34054,0,0,3751.0,127.74,1000000,0,0,Quant,Pattern 87,JT
600498 CH Equity,2022-05-20,SELL,烽火通信,-251932,0,0,13.35,6.7266,500000,0,0,Quant,Pattern 87,CN-300
600663 CH Equity,2022-05-20,BUY,陆家嘴,315210,0,0,10.67,6.7266,500000,0,0,Quant,Pattern 87,CN-300
600705 CH Equity,2022-05-20,BUY,中航产融,1019181,0,0,3.3,6.7266,500000,0,0,Quant,Pattern 87,CN-300
601155 CH Equity,2022-05-20,SELL,新城控股,-129059,0,0,26.06,6.7266,500000,0,0,Quant,Pattern 87,CN-300
601212 CH Equity,2022-05-20,SELL,白银有色,-1259662,0,0,2.67,6.7266,500000,0,0,Quant,Pattern 87,CN-300
000720 KS Equity,2022-05-20,SELL,现代建设公司,-31773,0,0,40200.0,1277.3,1000000,0,0,Quant,Pattern 87,KR
000990 KS Equity,2022-05-20,SELL,DB HiTek股份有限公司,-17354,0,0,73600.0,1277.3,1000000,0,0,Quant,Pattern 87,KR
001680 KS Equity,2022-05-20,SELL,大象株式会社,-56768,0,0,22500.0,1277.3,1000000,0,0,Quant,Pattern 87,KR
004490 KS Equity,2022-05-20,SELL,世邦汤浅电池株式会社,-21685,0,0,58900.0,1277.3,1000000,0,0,Quant,Pattern 87,KR
005250 KS Equity,2022-05-20,SELL,绿十字控股公司,-64510,0,0,19800.0,1277.3,1000000,0,0,Quant,Pattern 87,KR
1044 HK Equity,2022-05-20,SELL,恒安国际,-212094,0,0,37.0,7.8475,1000000,0,0,Quant,Pattern 87,HK-Conn
1108 HK Equity,2022-05-20,SELL,洛阳玻璃,-758945,0,0,10.34,7.8475,1000000,0,0,Quant,Pattern 87,HK-Conn
1128 HK Equity,2022-05-20,BUY,永利澳门,1820765,0,0,4.31,7.8475,1000000,0,0,Quant,Pattern 87,HK-Conn
136 HK Equity,2022-05-20,BUY,中国儒意,3736904,0,0,2.1,7.8475,1000000,0,0,Quant,Pattern 87,HK-Conn
1513 HK Equity,2022-05-20,SELL,丽珠集团,-312649,0,0,25.1,7.8475,1000000,0,0,Quant,Pattern 87,HK-Conn
1638 HK Equity,2022-05-20,BUY,佳兆业集团,9342261,0,0,0.84,7.8475,1000000,0,0,Quant,Pattern 87,HK-Conn
179 HK Equity,2022-05-20,SELL,德昌电机控股,-875837,0,0,8.96,7.8475,1000000,0,0,Quant,Pattern 87,HK-Conn
2068 HK Equity,2022-05-20,SELL,中铝国际,-3719194,0,0,2.11,7.8475,1000000,0,0,Quant,Pattern 87,HK-Conn
2196 HK Equity,2022-05-20,SELL,复星医药,-241461,0,0,32.5,7.8475,1000000,0,0,Quant,Pattern 87,HK-Conn
UPS US Equity,2022-05-20,BUY,联合包裹服务股份有限公司,2903,0,0,172.23,1.0,500000,0,0,Quant,Pattern 87,SPX
VLO US Equity,2022-05-20,BUY,Valero 能源,4010,0,0,124.68,1.0,500000,0,0,Quant,Pattern 87,SPX
YUM US Equity,2022-05-20,SELL,百胜餐饮集团,-4567,0,0,109.46,1.0,500000,0,0,Quant,Pattern 87,SPX
1 HK Equity,2022-05-20,BUY,长和,141651,0,0,55.4,7.8475,1000000,0,0,Quant,Pattern 87,HIS
