,tradeDate,openPrice,highPrice,lowPrice,closePrice,Volume,ticker,index_id
311926,2010-01-01,1.3711,1.3711,1.3464,1.3464,26788.0,MSB,as51
311927,2010-01-04,1.3563,1.3711,1.3563,1.3711,21993.0,MSB,as51
311928,2010-01-05,1.4355,1.5344,1.4256,1.4998,427375.0,MSB,as51
311929,2010-01-06,1.5245,1.5344,1.5047,1.5245,80953.0,MSB,as51
311930,2010-01-07,1.5344,1.6433,1.5146,1.6433,174514.0,MSB,as51
311931,2010-01-08,1.7077,1.772,1.6433,1.7423,340641.0,MSB,as51
311932,2010-01-11,1.7621,2.0789,1.7621,1.9403,385565.0,MSB,as51
311933,2010-01-12,1.9997,2.069,1.7819,1.8809,354205.0,MSB,as51
311934,2010-01-13,1.8908,1.9898,1.8611,1.9898,260155.0,MSB,as51
311935,2010-01-14,1.9997,2.0294,1.9502,1.9799,205978.0,MSB,as51
311936,2010-01-15,2.069,2.2274,1.9997,2.1581,377677.0,MSB,as51
311937,2010-01-18,2.1977,2.2373,2.1581,2.168,343487.0,MSB,as51
311938,2010-01-19,2.0789,2.1581,2.0789,2.1185,157900.0,MSB,as51
311939,2010-01-20,2.1482,2.168,2.0789,2.1086,420173.0,MSB,as51
311940,2010-01-21,2.1185,2.1581,2.0789,2.1086,137542.0,MSB,as51
311941,2010-01-22,2.0789,2.0789,1.8908,1.97,231040.0,MSB,as51
311942,2010-01-25,1.9601,2.0492,1.9255,2.0492,175463.0,MSB,as51
311943,2010-01-26,1.9601,2.0492,1.9255,2.0492,175463.0,MSB,as51
311944,2010-01-27,2.0591,2.1086,2.0294,2.0789,349160.0,MSB,as51
311945,2010-01-28,2.1086,2.1284,2.0492,2.0789,79797.0,MSB,as51
311946,2010-01-29,2.0492,2.0789,2.0393,2.0789,107915.0,MSB,as51
311947,2010-02-01,2.0195,2.0195,1.9304,1.9502,155522.0,MSB,as51
311948,2010-02-02,1.9304,1.9304,1.8314,1.8364,193084.0,MSB,as51
311949,2010-02-03,1.8413,1.9601,1.8413,1.8512,169510.0,MSB,as51
