,date,side,NAME_CHINESE_SIMPLIFIED,shares,price,current,PREV_CLOSE_VAL,fx,notional,pnl_today,pnl_total,Quant,Pattern,country
002714 CH Equity,2022-05-12,SELL,牧原股份,-131256,0,0,51.51,6.761,1000000,0,0,Quant,Pattern 87,CN
300750 CH Equity,2022-05-12,BUY,宁德时代,16500,0,0,409.75,6.761,1000000,0,0,Quant,Pattern 87,CN
601398 CH Equity,2022-05-12,SELL,工商银行,-1450858,0,0,4.66,6.761,1000000,0,0,Quant,Pattern 87,CN
270 HK Equity,2022-05-12,BUY,粤海投资,815160,0,0,9.63,7.85,1000000,0,0,Quant,Pattern 87,HK
1088 HK Equity,2022-05-12,SELL,中国神华,-328451,0,0,23.9,7.85,1000000,0,0,Quant,Pattern 87,HK
1398 HK Equity,2022-05-12,SELL,工商银行,-1736725,0,0,4.52,7.85,1000000,0,0,Quant,Pattern 87,HK
2313 HK Equity,2022-05-12,BUY,申洲国际,80886,0,0,97.05,7.85,1000000,0,0,Quant,Pattern 87,HK
2319 HK Equity,2022-05-12,SELL,蒙牛乳业,-202059,0,0,38.85,7.85,1000000,0,0,Quant,Pattern 87,HK
2688 HK Equity,2022-05-12,BUY,新奥能源,77036,0,0,101.9,7.85,1000000,0,0,Quant,Pattern 87,HK
3690 HK Equity,2022-05-12,BUY,美团－Ｗ,48636,0,0,161.4,7.85,1000000,0,0,Quant,Pattern 87,HK
5332 JT Equity,2022-05-12,SELL,东陶,-29426,0,0,4415.0,129.92,1000000,0,0,Quant,Pattern 87,JT
5541 JT Equity,2022-05-12,BUY,太平洋金属,51967,0,0,2500.0,129.92,1000000,0,0,Quant,Pattern 87,JT
6703 JT Equity,2022-05-12,BUY,冲电气工业,150023,0,0,866.0,129.92,1000000,0,0,Quant,Pattern 87,JT
7004 JT Equity,2022-05-12,SELL,日立造船,-190219,0,0,683.0,129.92,1000000,0,0,Quant,Pattern 87,JT
8252 JT Equity,2022-05-12,BUY,丸井集团株式会社,59623,0,0,2179.0,129.92,1000000,0,0,Quant,Pattern 87,JT
8303 JT Equity,2022-05-12,SELL,新生银行,-59733,0,0,2175.0,129.92,1000000,0,0,Quant,Pattern 87,JT
8354 JT Equity,2022-05-12,SELL,福冈金融集团,-57716,0,0,2251.0,129.92,1000000,0,0,Quant,Pattern 87,JT
8601 JT Equity,2022-05-12,SELL,大和证券,-213438,0,0,608.7,129.92,1000000,0,0,Quant,Pattern 87,JT
8604 JT Equity,2022-05-12,SELL,野村控股,-274556,0,0,473.2,129.92,1000000,0,0,Quant,Pattern 87,JT
8725 JT Equity,2022-05-12,BUY,MS&AD保险集团控股株式会社,34599,0,0,3755.0,129.92,1000000,0,0,Quant,Pattern 87,JT
200 HK Equity,2022-05-12,BUY,新濠国际发展,1483931,0,0,5.29,7.85,1000000,0,0,Quant,Pattern 87,HK-Conn
2628 HK Equity,2022-05-12,BUY,中国人寿,700892,0,0,11.2,7.85,1000000,0,0,Quant,Pattern 87,HK-Conn
2727 HK Equity,2022-05-12,SELL,上海电气,-4313186,0,0,1.8199999999999998,7.85,1000000,0,0,Quant,Pattern 87,HK-Conn
317 HK Equity,2022-05-12,BUY,中船防务,1481132,0,0,5.3,7.85,1000000,0,0,Quant,Pattern 87,HK-Conn
3369 HK Equity,2022-05-12,SELL,秦港股份,-6709401,0,0,1.17,7.85,1000000,0,0,Quant,Pattern 87,HK-Conn
358 HK Equity,2022-05-12,BUY,江西铜业,689806,0,0,11.38,7.85,1000000,0,0,Quant,Pattern 87,HK-Conn
3968 HK Equity,2022-05-12,BUY,招商银行,372037,0,0,42.2,7.85,1000000,0,0,Quant,Pattern 87,HK-Conn
598 HK Equity,2022-05-12,BUY,中国外运,3369098,0,0,2.33,7.85,1000000,0,0,Quant,Pattern 87,HK-Conn
6060 HK Equity,2022-05-12,BUY,众安在线,305447,0,0,25.7,7.85,1000000,0,0,Quant,Pattern 87,HK-Conn
6160 HK Equity,2022-05-12,BUY,百济神州,91812,0,0,85.5,7.85,1000000,0,0,Quant,Pattern 87,HK-Conn
2801 TT Equity,2022-05-12,BUY,彰化银行,1668370,0,0,17.8,29.697,1000000,0,0,Quant,Pattern 87,TW
2880 TT Equity,2022-05-12,BUY,华南金,1328724,0,0,22.35,29.697,1000000,0,0,Quant,Pattern 87,TW
5269 TT Equity,2022-05-12,BUY,祥硕科技,21597,0,0,1375.0,29.697,1000000,0,0,Quant,Pattern 87,TW
5876 TT Equity,2022-05-12,SELL,上海商银,-633874,0,0,46.85,29.697,1000000,0,0,Quant,Pattern 87,TW
9921 TT Equity,2022-05-12,SELL,巨大机械,-261072,0,0,227.5,29.697,1000000,0,0,Quant,Pattern 87,TW
HDFCB IS Equity,2022-05-12,SELL,HDFC银行有限公司,-57598,0,0,1341.05,77.2425,1000000,0,0,Quant,Pattern 87,IN
HUVR IS Equity,2022-05-12,SELL,Hindustan Unilever有限公司,-35425,0,0,2180.4,77.2425,1000000,0,0,Quant,Pattern 87,IN
RIL IS Equity,2022-05-12,SELL,印度信实工业公司,-31213,0,0,2474.65,77.2425,1000000,0,0,Quant,Pattern 87,IN
4902 JT Equity,2022-05-12,BUY,柯尼卡美能达株式会社,267876,0,0,485.0,129.92,1000000,0,0,Quant,Pattern 87,JT
5019 JT Equity,2022-05-12,SELL,出光兴产株式会社,-38782,0,0,3350.0,129.92,1000000,0,0,Quant,Pattern 87,JT
AZJ AU Equity,2022-05-12,SELL,Aurizon控股有限公司,-361353,0,0,3.99,1.4418,1000000,0,0,Quant,Pattern 87,AU
CAR AU Equity,2022-05-12,SELL,carsales.com有限公司,-73976,0,0,19.49,1.4418,1000000,0,0,Quant,Pattern 87,AU
CNU AU Equity,2022-05-12,SELL,Chorus有限公司,-223188,0,0,6.46,1.4418,1000000,0,0,Quant,Pattern 87,AU
CSR AU Equity,2022-05-12,SELL,CSR有限公司,-504125,0,0,5.72,1.4418,1000000,0,0,Quant,Pattern 87,AU
GOR AU Equity,2022-05-12,BUY,Gold Road资源有限公司,1084060,0,0,1.33,1.4418,1000000,0,0,Quant,Pattern 87,AU
GWA AU Equity,2022-05-12,SELL,GWA 国际有限公司,-652398,0,0,2.21,1.4418,1000000,0,0,Quant,Pattern 87,AU
ING AU Equity,2022-05-12,BUY,Inghams集团股份有限公司,987534,0,0,2.92,1.4418,1000000,0,0,Quant,Pattern 87,AU
