cal_sig_date,sig,r_get_close,index_code
2021-11-26,-1,0.007417,000300
2021-11-29,-1,0.001791,000300
2021-11-30,-1,0.003998,000300
2021-12-01,-1,-0.002447,000300
2021-11-26,-1,0.001891,000905
2021-11-29,-1,-0.000282,000905
2021-11-30,-1,-0.004273,000905
2021-12-01,-1,-0.002769,000905
2021-11-25,0,0,RTY
2021-11-26,0,0,RTY
2021-11-29,0,0,RTY
2021-11-30,1,0,RTY
2021-11-26,0,-0.0173735004657567,as51
2021-11-29,1,-0.000106868745148991,as51
2021-11-30,1,0.00213348711290372,as51
2021-12-01,1,-0.00277288908305851,as51
2021-11-26,-1,0.0265218417838478,hsce
2021-11-29,-1,0.00907292034696539,hsce
2021-11-30,-1,0.0152701847201663,hsce
2021-12-01,-1,-0.00690088653986565,hsce
2021-11-26,-1,0.00961936080971981,kosdaq
2021-11-29,-1,0.0134706578254083,kosdaq
2021-11-30,-1,0.0269161779228894,kosdaq
2021-12-01,-1,-0.011930035313733,kosdaq
2021-11-26,0,0,kospi
2021-11-29,0,0,kospi
2021-11-30,0,0,kospi
2021-12-01,0,0,kospi
2021-11-26,0,0,msci
2021-11-29,0,0,msci
2021-11-30,0,0,msci
2021-12-01,0,0,msci
2021-11-25,1,0,ndx
2021-11-26,1,-0.0209069025770109,ndx
2021-11-29,0,0.0233126996805113,ndx
2021-11-30,0,-0.00838089175081714,ndx
2021-11-26,0,0,nifty
2021-11-29,0,0,nifty
2021-11-30,0,0,nifty
2021-12-01,0,0,nifty
2021-11-26,-1,0.0253463641510138,nky
2021-11-29,-1,0.0162669207974512,nky
2021-11-30,-1,0.0163379166239451,nky
2021-12-01,-1,-0.00409031766456525,nky
2021-11-26,0,0,set50
2021-11-29,0,0,set50
2021-11-30,0,0,set50
2021-12-01,0,0,set50
2021-11-23,-1,0.0126466744570366,sx5e
2021-11-24,0,0.00176711439789712,sx5e
2021-11-25,0,-0.0025273604209295,sx5e
2021-11-26,0,0,sx5e
2021-11-26,-1,0.0200968558861425,topix
2021-11-29,-1,0.0183880945903737,topix
2021-11-30,-1,0.0103311299063886,topix
2021-12-01,-1,-0.00435086991469391,topix
2021-11-26,1,-0.0161321385279423,twse
2021-11-29,1,-0.00237774476953745,twse
2021-11-30,1,0.00575366023972634,twse
2021-12-01,1,0.00907745096914137,twse
2021-11-23,1,0.00154779986382669,ukx
2021-11-24,1,0.00270136747267324,ukx
2021-11-25,1,0.00330070598052234,ukx
2021-11-26,1,-0.0276347161634773,ukx
2021-11-26,1,-0.00962356206078507,xin9i
2021-11-29,1,0.00148500148500141,xin9i
2021-11-30,1,-0.00977358295941,xin9i
2021-12-01,1,0.00277350972681578,xin9i
