,date,side,NAME_CHINESE_SIMPLIFIED,shares,price,current,PREV_CLOSE_VAL,fx,notional,pnl_today,pnl_total,Quant,Pattern,country
1102 TT Equity,2022-05-05,SELL,亚泥,-622149,0,0,47.45,29.521,1000000,0,0,Quant,Pattern 87,TW
1216 TT Equity,2022-05-05,BUY,统一,432859,0,0,68.2,29.521,1000000,0,0,Quant,Pattern 87,TW
1434 TT Equity,2022-05-05,SELL,福懋兴业,-1091349,0,0,27.05,29.521,1000000,0,0,Quant,Pattern 87,TW
2303 TT Equity,2022-05-05,SELL,联华电子股份有限公司,-611200,0,0,48.3,29.521,1000000,0,0,Quant,Pattern 87,TW
2330 TT Equity,2022-05-05,BUY,台积电,55282,0,0,534.0,29.521,1000000,0,0,Quant,Pattern 87,TW
2344 TT Equity,2022-05-05,SELL,华邦电子,-1083339,0,0,27.25,29.521,1000000,0,0,Quant,Pattern 87,TW
2409 TT Equity,2022-05-05,BUY,友达光电,1672577,0,0,17.65,29.521,1000000,0,0,Quant,Pattern 87,TW
2454 TT Equity,2022-05-05,BUY,联发科,35610,0,0,829.0,29.521,1000000,0,0,Quant,Pattern 87,TW
2882 TT Equity,2022-05-05,BUY,国泰金,469332,0,0,62.9,29.521,1000000,0,0,Quant,Pattern 87,TW
2886 TT Equity,2022-05-05,BUY,兆丰金,722668,0,0,40.85,29.521,1000000,0,0,Quant,Pattern 87,TW
002110 CH Equity,2022-05-05,BUY,三钢闽光,480312,0,0,6.89,6.6187,500000,0,0,Quant,Pattern 87,CN-500
002572 CH Equity,2022-05-05,SELL,索菲亚,-162223,0,0,20.4,6.6187,500000,0,0,Quant,Pattern 87,CN-500
002839 CH Equity,2022-05-05,SELL,张家港行,-636413,0,0,5.2,6.6187,500000,0,0,Quant,Pattern 87,CN-500
002941 CH Equity,2022-05-05,SELL,新疆交建,-365270,0,0,18.12,6.6187,500000,0,0,Quant,Pattern 87,CN-500
002946 CH Equity,2022-05-05,SELL,新乳业,-582632,0,0,11.36,6.6187,500000,0,0,Quant,Pattern 87,CN-500
300027 CH Equity,2022-05-05,BUY,华谊兄弟,1308043,0,0,2.5300000000000002,6.6187,500000,0,0,Quant,Pattern 87,CN-500
300159 CH Equity,2022-05-05,BUY,新研股份,1420321,0,0,2.33,6.6187,500000,0,0,Quant,Pattern 87,CN-500
600125 CH Equity,2022-05-05,BUY,铁龙物流,702622,0,0,4.71,6.6187,500000,0,0,Quant,Pattern 87,CN-500
600291 CH Equity,2022-05-05,BUY,*ST西水,1912919,0,0,1.73,6.6187,500000,0,0,Quant,Pattern 87,CN-500
600557 CH Equity,2022-05-05,SELL,康缘药业,-232235,0,0,14.25,6.6187,500000,0,0,Quant,Pattern 87,CN-500
290650 KS Equity,2022-05-05,SELL,L&C Bio Co Ltd,-32377,0,0,39100.0,1265.95,1000000,0,0,Quant,Pattern 87,KS150
293490 KS Equity,2022-05-05,BUY,Kakao Games Corp,21640,0,0,58500.0,1265.95,1000000,0,0,Quant,Pattern 87,KS150
298380 KS Equity,2022-05-05,BUY,ABLBio Inc,52420,0,0,24150.0,1265.95,1000000,0,0,Quant,Pattern 87,KS150
000039 CH Equity,2022-05-05,SELL,中集集团,-264748,0,0,12.5,6.6187,500000,0,0,Quant,Pattern 87,CN-500
000519 CH Equity,2022-05-05,SELL,中兵红箭,-158721,0,0,20.85,6.6187,500000,0,0,Quant,Pattern 87,CN-500
000553 CH Equity,2022-05-05,BUY,安道麦,690166,0,0,9.59,6.6187,500000,0,0,Quant,Pattern 87,CN-500
000685 CH Equity,2022-05-05,BUY,中山公用,431466,0,0,7.67,6.6187,500000,0,0,Quant,Pattern 87,CN-500
000761 CH Equity,2022-05-05,BUY,本钢板材,805194,0,0,4.11,6.6187,500000,0,0,Quant,Pattern 87,CN-500
000980 CH Equity,2022-05-05,BUY,*ST众泰,1030950,0,0,3.21,6.6187,500000,0,0,Quant,Pattern 87,CN-500
000997 CH Equity,2022-05-05,SELL,新 大 陆,-279270,0,0,11.85,6.6187,500000,0,0,Quant,Pattern 87,CN-500
600837 CH Equity,2022-05-05,SELL,海通证券,-365674,0,0,9.05,6.6187,500000,0,0,Quant,Pattern 87,CN-300
600919 CH Equity,2022-05-05,BUY,江苏银行,451480,0,0,7.33,6.6187,500000,0,0,Quant,Pattern 87,CN-300
600958 CH Equity,2022-05-05,SELL,东方证券,-361282,0,0,9.16,6.6187,500000,0,0,Quant,Pattern 87,CN-300
601186 CH Equity,2022-05-05,BUY,中国铁建,393034,0,0,8.42,6.6187,500000,0,0,Quant,Pattern 87,CN-300
601288 CH Equity,2022-05-05,BUY,农业银行,2162973,0,0,3.06,6.6187,1000000,0,0,Quant,Pattern 87,CN
000080 KS Equity,2022-05-05,BUY,海特真露有限公司,68245,0,0,37100.0,1265.95,1000000,0,0,Quant,Pattern 87,KR
000210 KS Equity,2022-05-05,SELL,大林控股股份有限公司,-19904,0,0,63600.0,1265.95,1000000,0,0,Quant,Pattern 87,KR
000240 KS Equity,2022-05-05,BUY,韩泰科技集团有限公司,178302,0,0,14200.0,1265.95,1000000,0,0,Quant,Pattern 87,KR
000810 KS Equity,2022-05-05,BUY,三星火灾海上保险公司,6100,0,0,207500.0,1265.95,1000000,0,0,Quant,Pattern 87,KR
001120 KS Equity,2022-05-05,BUY,LX国际公司,32543,0,0,38900.0,1265.95,1000000,0,0,Quant,Pattern 87,KR
6292 JT Equity,2022-05-05,BUY,Kawata制造有限公司,65327,0,0,991.0,129.48,500000,0,0,Quant,Pattern 87,topix
6294 JT Equity,2022-05-05,SELL,冈田Aiyon公司,-41957,0,0,1543.0,129.48,500000,0,0,Quant,Pattern 87,topix
