,4443
AAPL US Equity,1.0
AMZN US Equity,1.0
CDW US Equity,1.0
CSX US Equity,-1.0
FOX US Equity,-1.0
FOXA US Equity,-1.0
JD US Equity,1.0
MNST US Equity,-1.0
MRVL US Equity,1.0
MU US Equity,1.0
NXPI US Equity,-1.0
PEP US Equity,-1.0
VRSK US Equity,-1.0
XLNX US Equity,-1.0
