cal_sig_date,sig,r_get_close,index_code
2021-11-22,-1,-0.004569,000300
2021-11-23,-1,-0.000193,000300
2021-11-24,-1,-0.000674,000300
2021-11-25,-1,0.004112,000300
2021-11-22,-1,-0.00124883205855599,000905
2021-11-23,0,-0.00232946542551351,000905
2021-11-24,-1,-4.0250751234616e-05,000905
2021-11-25,1,0.00382737790848973,000905
2021-11-18,-1,0.00564574822991915,RTY
2021-11-19,-1,0.00864363108660993,RTY
2021-11-22,-1,0.00504020212021372,RTY
2021-11-23,-1,0.00150127608467199,RTY
2021-11-19,-1,-0.00234984822202944,as51
2021-11-22,-1,0.00587572026920691,as51
2021-11-23,-1,-0.00781713241254001,as51
2021-11-24,-1,0.00150056136108478,as51
2021-11-19,1,-0.00723436372570296,hsce
2021-11-22,1,-0.00455818796143426,hsce
2021-11-23,1,-0.0114347721892365,hsce
2021-11-24,1,-0.00372125373966181,hsce
2021-11-19,-1,-0.00885966865807508,kosdaq
2021-11-22,-1,0.00922335687960696,kosdaq
2021-11-23,-1,0.0180081564646278,kosdaq
2021-11-24,-1,-0.00632324507753612,kosdaq
2021-11-19,-1,-0.0079754284534379,kospi
2021-11-22,-1,-0.0218677182290734,kospi
2021-11-23,-1,0.00659032249981206,kospi
2021-11-24,-1,0.00262334779537887,kospi
2021-11-19,0,0,msci
2021-11-22,0,0,msci
2021-11-23,0,0,msci
2021-11-24,-1,0,msci
2021-11-18,-1,-0.010724731881703,ndx
2021-11-19,-1,-0.00547837165564524,ndx
2021-11-22,-1,0.0116030000060338,ndx
2021-11-23,-1,0.00453574262865508,ndx
2021-11-19,-1,0,nifty
2021-11-22,-1,0.0196005584076376,nifty
2021-11-23,-1,-0.00497800948520388,nifty
2021-11-24,-1,0.00503904977918457,nifty
2021-11-19,-1,-0.0049731913901625,nky
2021-11-22,-1,-0.000948029812511963,nky
2021-11-23,-1,0,nky
2021-11-24,-1,0.0158325524533066,nky
2021-11-19,-1,0.00484239471077053,set50
2021-11-22,-1,-0.00486595759810649,set50
2021-11-23,-1,0.00194100163772004,set50
2021-11-24,-1,-0.00195490549601929,set50
2021-11-08,-1,0.0024088708790202,sx5e
2021-11-09,-1,0.00181503631221369,sx5e
2021-11-10,-1,-0.000964408937009553,sx5e
2021-11-11,-1,0.000563371213340602,sx5e
2021-11-19,0,0,topix
2021-11-22,0,0,topix
2021-11-23,0,0,topix
2021-11-24,0,0,topix
2021-11-19,0,0,twse
2021-11-22,0,0,twse
2021-11-23,0,0,twse
2021-11-24,-1,0,twse
2021-11-08,-1,0.000487406831362724,ukx
2021-11-09,-1,0.00361076105418878,ukx
2021-11-10,-1,-0.00908848452854261,ukx
2021-11-11,-1,-0.00369747212250426,ukx
2021-11-19,0,0.0130983899217665,xin9i
2021-11-22,1,-0.0012,xin9i
2021-11-23,1,-0.000315005686392222,xin9i
2021-11-24,1,0.00448573765463656,xin9i
