cal_sig_date,sig,r_get_close,index_code
2021-12-22,0,0,000300
2021-12-23,0,0,000300
2021-12-24,0,0,000300
2021-12-27,0,0,000300
2021-12-22,1,0.00371,000905
2021-12-23,1,0.004756,000905
2021-12-24,0,-0.007964,000905
2021-12-27,0,-0.00249005489946099,000905
2021-12-20,0,0,RTY
2021-12-21,0,0,RTY
2021-12-22,0,0,RTY
2021-12-23,0,0,RTY
2021-12-20,1,-0.011388,SPX
2021-12-21,1,0.017778,SPX
2021-12-22,1,0.01018,SPX
2021-12-23,1,0.006224,SPX
2021-12-21,0,0.00862433078813418,as51
2021-12-22,0,-0.000106798050319223,as51
2021-12-23,0,0,as51
2021-12-24,0,0,as51
2021-12-21,-1,-0.0122756672477291,hsce
2021-12-22,-1,-0.00660323012920272,hsce
2021-12-23,-1,-0.00110796158253024,hsce
2021-12-24,0,0.000287653684465705,hsce
2021-12-22,-1,-0.00354204294601645,kosdaq
2021-12-23,-1,-0.00317958665373497,kosdaq
2021-12-24,-1,-0.0040964407810149,kosdaq
2021-12-27,-1,-0.00391098052450811,kosdaq
2021-12-22,-1,-0.00538139357786527,kospi
2021-12-23,-1,-0.00525159693993471,kospi
2021-12-24,-1,-0.00597764661559719,kospi
2021-12-27,-1,0.00479364841584895,kospi
2021-12-22,0,0,msci
2021-12-23,0,0,msci
2021-12-24,0,0,msci
2021-12-27,0,0,msci
2021-12-20,0,0,ndx
2021-12-21,0,0,ndx
2021-12-22,0,0,ndx
2021-12-23,0,0,ndx
2021-12-22,1,0.0110072268466621,nifty
2021-12-23,1,0.0069122521438596,nifty
2021-12-24,1,-0.00402984899780934,nifty
2021-12-27,1,0.00484597560545308,nifty
2021-12-22,0,0,nky
2021-12-23,0,0,nky
2021-12-24,0,0,nky
2021-12-27,0,0,nky
2021-12-22,0,0,set50
2021-12-23,-1,0,set50
2021-12-24,-1,0.000967236350611457,set50
2021-12-27,-1,-0.000389691630859446,set50
2021-12-21,1,0.0142483924297501,sx5e
2021-12-22,0,0.0123414113043585,sx5e
2021-12-23,-1,0.00104771902699973,sx5e
2021-12-24,-1,0.00168405648965219,sx5e
2021-12-22,0,0,topix
2021-12-23,0,0,topix
2021-12-24,0,0,topix
2021-12-27,0,0,topix
2021-12-22,1,0.00210800874683104,twse
2021-12-23,1,0.00672582852783465,twse
2021-12-24,1,0.000830236199412582,twse
2021-12-27,1,0.00486036878674523,twse
2021-12-21,0,0,ukx
2021-12-22,0,0,ukx
2021-12-23,0,0,ukx
2021-12-24,0,0,ukx
2021-12-22,1,-0.00171613483373745,xin9i
2021-12-23,1,0.00968016137831285,xin9i
2021-12-24,1,-0.00167119018898265,xin9i
2021-12-27,1,-0.00497791091364486,xin9i
