,4488
000100 KS Equity,-1.0
003410 KS Equity,-1.0
005930 KS Equity,1.0
009420 KS Equity,1.0
011780 KS Equity,-1.0
017670 KS Equity,-1.0
020150 KS Equity,1.0
031430 KS Equity,-1.0
032350 KS Equity,-1.0
036570 KS Equity,-2.0
071050 KS Equity,1.0
073240 KS Equity,1.0
120110 KS Equity,-1.0
282330 KS Equity,-1.0
