,date,side,NAME_CHINESE_SIMPLIFIED,shares,price,current,PREV_CLOSE_VAL,fx,notional,pnl_today,pnl_total,Quant,Pattern,country
2409 TT Equity,2022-04-26,BUY,友达光电,1658644,0,0,17.7,29.358,1000000,0,0,Quant,Pattern 87,TW
6239 TT Equity,2022-04-26,SELL,力成,-319803,0,0,91.8,29.358,1000000,0,0,Quant,Pattern 87,TW
9921 TT Equity,2022-04-26,BUY,巨大机械,118140,0,0,248.5,29.358,1000000,0,0,Quant,Pattern 87,TW
GAIL IS Equity,2022-04-26,SELL,GAIL印度有限公司,-485872,0,0,157.85,76.695,1000000,0,0,Quant,Pattern 87,IN
HMCL IS Equity,2022-04-26,SELL,Hero Motorcorp有限公司,-33511,0,0,2288.6,76.695,1000000,0,0,Quant,Pattern 87,IN
KMB IS Equity,2022-04-26,BUY,Kotak Mahindra 银行有限公司,44361,0,0,1728.85,76.695,1000000,0,0,Quant,Pattern 87,IN
1803 JT Equity,2022-04-26,SELL,清水建设株式会社,-189955,0,0,674.0,128.03,1000000,0,0,Quant,Pattern 87,JT
1812 JT Equity,2022-04-26,BUY,鹿岛建设,91384,0,0,1401.0,128.03,1000000,0,0,Quant,Pattern 87,JT
2282 JT Equity,2022-04-26,BUY,日本火腿,30887,0,0,4145.0,128.03,1000000,0,0,Quant,Pattern 87,JT
2531 JT Equity,2022-04-26,BUY,宝控股株式会社,121701,0,0,1052.0,128.03,1000000,0,0,Quant,Pattern 87,JT
600064 CH Equity,2022-04-26,BUY,南京高科,328943,0,0,9.99,6.5723,500000,0,0,Quant,Pattern 87,CN-500
600094 CH Equity,2022-04-26,SELL,大名城,-2176258,0,0,3.02,6.5723,500000,0,0,Quant,Pattern 87,CN-500
600125 CH Equity,2022-04-26,SELL,铁龙物流,-711287,0,0,4.62,6.5723,500000,0,0,Quant,Pattern 87,CN-500
600315 CH Equity,2022-04-26,BUY,上海家化,110199,0,0,29.82,6.5723,500000,0,0,Quant,Pattern 87,CN-500
600478 CH Equity,2022-04-26,BUY,科力远,674774,0,0,4.87,6.5723,500000,0,0,Quant,Pattern 87,CN-500
600657 CH Equity,2022-04-26,SELL,信达地产,-554156,0,0,5.93,6.5723,500000,0,0,Quant,Pattern 87,CN-500
600804 CH Equity,2022-04-26,SELL,鹏博士,-683191,0,0,4.8100000000000005,6.5723,500000,0,0,Quant,Pattern 87,CN-500
600839 CH Equity,2022-04-26,SELL,四川长虹,-1259061,0,0,2.61,6.5723,500000,0,0,Quant,Pattern 87,CN-500
600970 CH Equity,2022-04-26,SELL,中材国际,-442877,0,0,7.42,6.5723,500000,0,0,Quant,Pattern 87,CN-500
601118 CH Equity,2022-04-26,BUY,海南橡胶,750262,0,0,4.38,6.5723,500000,0,0,Quant,Pattern 87,CN-500
035080 KS Equity,2022-04-26,BUY,Gradiant株式会社,258963,0,0,4825.0,1249.5,1000000,0,0,Quant,Pattern 87,KS150
035900 KS Equity,2022-04-26,SELL,JYP娱乐公司,-21322,0,0,58600.0,1249.5,1000000,0,0,Quant,Pattern 87,KS150
039030 KS Equity,2022-04-26,BUY,Eo技术有限公司,10652,0,0,117300.0,1249.5,1000000,0,0,Quant,Pattern 87,KS150
042000 KS Equity,2022-04-26,SELL,Cafe24 Corp,-65248,0,0,19150.0,1249.5,1000000,0,0,Quant,Pattern 87,KS150
045390 KS Equity,2022-04-26,SELL,Daea TI Co Ltd,-298923,0,0,4180.0,1249.5,1000000,0,0,Quant,Pattern 87,KS150
052400 KS Equity,2022-04-26,SELL,KONA I有限公司,-52280,0,0,23900.0,1249.5,1000000,0,0,Quant,Pattern 87,KS150
053800 KS Equity,2022-04-26,SELL,安博士股份有限公司,-11166,0,0,111900.0,1249.5,1000000,0,0,Quant,Pattern 87,KS150
056190 KS Equity,2022-04-26,BUY,SFA工程公司,31956,0,0,39100.0,1249.5,1000000,0,0,Quant,Pattern 87,KS150
060150 KS Equity,2022-04-26,SELL,Insun ENT Co Ltd,-113076,0,0,11050.0,1249.5,1000000,0,0,Quant,Pattern 87,KS150
060720 KS Equity,2022-04-26,BUY,KH Vatec有限公司,61703,0,0,20250.0,1249.5,1000000,0,0,Quant,Pattern 87,KS150
3360 HK Equity,2022-04-26,BUY,远东宏信,1189000,0,0,6.6,7.8474,1000000,0,0,Quant,Pattern 87,HK-Conn
3369 HK Equity,2022-04-26,SELL,秦港股份,-6823826,0,0,1.15,7.8474,1000000,0,0,Quant,Pattern 87,HK-Conn
3380 HK Equity,2022-04-26,BUY,龙光集团,3550859,0,0,2.21,7.8474,1000000,0,0,Quant,Pattern 87,HK-Conn
345 HK Equity,2022-04-26,SELL,VITASOY INT'L,-617905,0,0,12.7,7.8474,1000000,0,0,Quant,Pattern 87,HK-Conn
354 HK Equity,2022-04-26,SELL,中国软件国际,-1334591,0,0,5.88,7.8474,1000000,0,0,Quant,Pattern 87,HK-Conn
3618 HK Equity,2022-04-26,SELL,渝农商行,-2633355,0,0,2.98,7.8474,1000000,0,0,Quant,Pattern 87,HK-Conn
548 HK Equity,2022-04-26,SELL,深高速,-953511,0,0,8.23,7.8474,1000000,0,0,Quant,Pattern 87,HK-Conn
