cal_sig_date,sig,r_get_close,index_code
2022-03-16,1,0.043242,000300
2022-03-17,1,0.019637,000300
2022-03-18,1,0.006656,000300
2022-03-21,1,-0.001677,000300
2022-03-16,-1,-0.032069,000905
2022-03-17,-1,-0.018071,000905
2022-03-18,-1,-0.010322,000905
2022-03-21,-1,-0.004221,000905
2022-03-15,0,0,RTY
2022-03-16,0,0,RTY
2022-03-17,0,0,RTY
2022-03-18,0,0,RTY
2022-03-15,-1,-0.021408,SPX
2022-03-16,1,-0.022384,SPX
2022-03-17,1,0.012348,SPX
2022-03-18,1,0.011662,SPX
2022-03-16,0,0,as51
2022-03-17,0,0,as51
2022-03-18,0,0,as51
2022-03-21,0,0,as51
2022-03-16,-1,0,hsce
2022-03-17,-1,1.7106856496816e-06,hsce
2022-03-18,-1,0.00555512806493896,hsce
2022-03-21,-1,0.0165534954564091,hsce
2022-03-16,1,0.0236220472440944,kosdaq
2022-03-17,1,0.025039246467818,kosdaq
2022-03-18,0,0.0096594576263771,kosdaq
2022-03-21,0,0.00122553523446312,kosdaq
2022-03-16,0,0.0079677235563912,kospi
2022-03-17,0,0,kospi
2022-03-18,-1,0,kospi
2022-03-21,-1,0.0135533850086584,kospi
2022-03-16,0,0,msci
2022-03-17,0,0,msci
2022-03-18,0,0,msci
2022-03-21,0,0,msci
2022-03-15,0,0,ndx
2022-03-16,0,0,ndx
2022-03-17,0,0,ndx
2022-03-18,0,0,ndx
2022-03-15,1,-0.0123464107685833,nifty
2022-03-16,1,0.0187421232671188,nifty
2022-03-17,1,0.0183678638963671,nifty
2022-03-18,1,0,nifty
2022-03-15,1,0.00152917282418863,nky
2022-03-16,1,0.0163927958495256,nky
2022-03-17,1,0.0345819423957767,nky
2022-03-18,1,0.00654712995583973,nky
2022-03-16,1,0.0118798183440436,set50
2022-03-17,1,0.0125626647115937,set50
2022-03-18,1,-0.0068491810336393,set50
2022-03-21,1,-0.00340879982660447,set50
2022-03-15,0,0,sx5e
2022-03-16,0,0,sx5e
2022-03-17,0,0,sx5e
2022-03-18,0,0,sx5e
2022-03-15,0,0,topix
2022-03-16,0,0,topix
2022-03-17,1,0,topix
2022-03-18,1,0.00637871880568052,topix
2022-03-16,-1,-0.000868481221309114,twse
2022-03-17,-1,-0.029951360030223,twse
2022-03-18,-1,-0.000475693767838514,twse
2022-03-21,-1,-0.0059519376736461,twse
2022-03-15,-1,0,ukx
2022-03-16,-1,-0.0162628830636733,ukx
2022-03-17,-1,-0.0128447765124087,ukx
2022-03-18,-1,-0.00262547154227155,ukx
2022-03-16,0,0,xin9i
2022-03-17,0,0,xin9i
2022-03-18,0,0,xin9i
2022-03-21,0,0,xin9i
