,date,side,NAME_CHINESE_SIMPLIFIED,shares,price,current,PREV_CLOSE_VAL,fx,notional,pnl_today,pnl_total,Quant,Pattern,country
000553 CH Equity,2022-05-04,BUY,安道麦,694160,0,0,9.59,6.657,500000,0,0,Quant,Pattern 87,CN-500
000685 CH Equity,2022-05-04,BUY,中山公用,433963,0,0,7.67,6.657,500000,0,0,Quant,Pattern 87,CN-500
000761 CH Equity,2022-05-04,BUY,本钢板材,809854,0,0,4.11,6.657,500000,0,0,Quant,Pattern 87,CN-500
000980 CH Equity,2022-05-04,BUY,*ST众泰,1036915,0,0,3.21,6.657,500000,0,0,Quant,Pattern 87,CN-500
000997 CH Equity,2022-05-04,SELL,新 大 陆,-280886,0,0,11.85,6.657,500000,0,0,Quant,Pattern 87,CN-500
002110 CH Equity,2022-05-04,BUY,三钢闽光,483091,0,0,6.89,6.657,500000,0,0,Quant,Pattern 87,CN-500
002572 CH Equity,2022-05-04,SELL,索菲亚,-163161,0,0,20.4,6.657,500000,0,0,Quant,Pattern 87,CN-500
002839 CH Equity,2022-05-04,SELL,张家港行,-533413,0,0,6.24,6.657,500000,0,0,Quant,Pattern 87,CN-500
002941 CH Equity,2022-05-04,SELL,新疆交建,-367384,0,0,18.12,6.657,500000,0,0,Quant,Pattern 87,CN-500
002946 CH Equity,2022-05-04,SELL,新乳业,-586003,0,0,11.36,6.657,500000,0,0,Quant,Pattern 87,CN-500
300027 CH Equity,2022-05-04,BUY,华谊兄弟,1315612,0,0,2.5300000000000002,6.657,500000,0,0,Quant,Pattern 87,CN-500
300159 CH Equity,2022-05-04,BUY,新研股份,1428540,0,0,2.33,6.657,500000,0,0,Quant,Pattern 87,CN-500
600125 CH Equity,2022-05-04,BUY,铁龙物流,706687,0,0,4.71,6.657,500000,0,0,Quant,Pattern 87,CN-500
600291 CH Equity,2022-05-04,BUY,*ST西水,1923988,0,0,1.73,6.657,500000,0,0,Quant,Pattern 87,CN-500
600557 CH Equity,2022-05-04,SELL,康缘药业,-233578,0,0,14.25,6.657,500000,0,0,Quant,Pattern 87,CN-500
600623 CH Equity,2022-05-04,SELL,华谊集团,-450405,0,0,7.39,6.657,500000,0,0,Quant,Pattern 87,CN-500
600748 CH Equity,2022-05-04,BUY,上实发展,827985,0,0,4.02,6.657,500000,0,0,Quant,Pattern 87,CN-500
600763 CH Equity,2022-05-04,SELL,通策医疗,-25932,0,0,128.35,6.657,500000,0,0,Quant,Pattern 87,CN-500
600804 CH Equity,2022-05-04,BUY,鹏博士,744630,0,0,4.47,6.657,500000,0,0,Quant,Pattern 87,CN-500
600839 CH Equity,2022-05-04,BUY,四川长虹,1256037,0,0,2.65,6.657,500000,0,0,Quant,Pattern 87,CN-500
141080 KS Equity,2022-05-04,BUY,LegoChem Biosciences Inc,29645,0,0,42550.0,1261.4,1000000,0,0,Quant,Pattern 87,KS150
145020 KS Equity,2022-05-04,BUY,HUGEL股份有限公司,9748,0,0,129400.0,1261.4,1000000,0,0,Quant,Pattern 87,KS150
183300 KS Equity,2022-05-04,SELL,KoMiCo Ltd,-21452,0,0,58800.0,1261.4,1000000,0,0,Quant,Pattern 87,KS150
218410 KS Equity,2022-05-04,SELL,RFHIC Corp,-43951,0,0,28700.0,1261.4,1000000,0,0,Quant,Pattern 87,KS150
230360 KS Equity,2022-05-04,BUY,Echo Marketing Inc,65020,0,0,19400.0,1261.4,1000000,0,0,Quant,Pattern 87,KS150
267980 KS Equity,2022-05-04,SELL,Maeil Dairies Co Ltd,-18149,0,0,69500.0,1261.4,1000000,0,0,Quant,Pattern 87,KS150
278280 KS Equity,2022-05-04,BUY,Chunbo Co Ltd,4545,0,0,277500.0,1261.4,1000000,0,0,Quant,Pattern 87,KS150
298380 KS Equity,2022-05-04,SELL,ABLBio Inc,-51172,0,0,24650.0,1261.4,1000000,0,0,Quant,Pattern 87,KS150
000039 CH Equity,2022-05-04,SELL,中集集团,-266280,0,0,12.5,6.657,500000,0,0,Quant,Pattern 87,CN-500
000519 CH Equity,2022-05-04,SELL,中兵红箭,-159640,0,0,20.85,6.657,500000,0,0,Quant,Pattern 87,CN-500
000990 KS Equity,2022-05-04,BUY,DB HiTek股份有限公司,18632,0,0,67700.0,1261.4,1000000,0,0,Quant,Pattern 87,KR
001450 KS Equity,2022-05-04,SELL,现代海上火灾保险有限公司,-40236,0,0,31350.0,1261.4,1000000,0,0,Quant,Pattern 87,KR
002350 KS Equity,2022-05-04,BUY,耐克森轮胎公司,188832,0,0,6680.0,1261.4,1000000,0,0,Quant,Pattern 87,KR
003520 KS Equity,2022-05-04,SELL,永进药品工业株式会社,-260082,0,0,4850.0,1261.4,1000000,0,0,Quant,Pattern 87,KR
007700 KS Equity,2022-05-04,SELL,F&F控股有限公司,-97405,0,0,25900.0,1261.4,1000000,0,0,Quant,Pattern 87,KR
011170 KS Equity,2022-05-04,SELL,乐天石油化学公司,-6403,0,0,197000.0,1261.4,1000000,0,0,Quant,Pattern 87,KR
015760 KS Equity,2022-05-04,SELL,韩国电力公司,-56948,0,0,22150.0,1261.4,1000000,0,0,Quant,Pattern 87,KR
018880 KS Equity,2022-05-04,SELL,Hanon系统公司,-111628,0,0,11300.0,1261.4,1000000,0,0,Quant,Pattern 87,KR
020000 KS Equity,2022-05-04,SELL,韩纤有限公司,-35632,0,0,35400.0,1261.4,1000000,0,0,Quant,Pattern 87,KR
021240 KS Equity,2022-05-04,BUY,熊津豪威有限公司,18149,0,0,69500.0,1261.4,1000000,0,0,Quant,Pattern 87,KR
TXN US Equity,2022-05-04,SELL,德州仪器,-2897,0,0,172.54,1.0,500000,0,0,Quant,Pattern 87,SPX
UPS US Equity,2022-05-04,BUY,联合包裹服务股份有限公司,2807,0,0,178.12,1.0,500000,0,0,Quant,Pattern 87,SPX
ZTS US Equity,2022-05-04,BUY,硕腾股份有限公司,2854,0,0,175.14,1.0,500000,0,0,Quant,Pattern 87,SPX
6 HK Equity,2022-05-04,SELL,电能实业,-147792,0,0,53.1,7.8478,1000000,0,0,Quant,Pattern 87,HIS
288 HK Equity,2022-05-04,BUY,万洲国际,1442610,0,0,5.44,7.8478,1000000,0,0,Quant,Pattern 87,HIS
