,date,side,NAME_CHINESE_SIMPLIFIED,shares,price,current,PREV_CLOSE_VAL,fx,notional,pnl_today,pnl_total,Quant,Pattern,country
823 HK Equity,2022-05-10,BUY,领展房产基金,117158,0,0,67.0,7.8496,1000000,0,0,Quant,Pattern 87,HIS
1093 HK Equity,2022-05-10,SELL,石药集团,-1018106,0,0,7.71,7.8496,1000000,0,0,Quant,Pattern 87,HIS
1109 HK Equity,2022-05-10,SELL,华润置地,-229520,0,0,34.2,7.8496,1000000,0,0,Quant,Pattern 87,HIS
1810 HK Equity,2022-05-10,SELL,小米集团,-707171,0,0,11.1,7.8496,1000000,0,0,Quant,Pattern 87,HIS
2269 HK Equity,2022-05-10,SELL,药明生物,-155746,0,0,50.4,7.8496,1000000,0,0,Quant,Pattern 87,HIS
2388 HK Equity,2022-05-10,SELL,中银香港,-264296,0,0,29.7,7.8496,1000000,0,0,Quant,Pattern 87,HIS
1065 HK Equity,2022-05-10,SELL,创业环保,-2540323,0,0,3.09,7.8496,1000000,0,0,Quant,Pattern 87,HK-Conn
1066 HK Equity,2022-05-10,SELL,威高股份,-1001224,0,0,7.84,7.8496,1000000,0,0,Quant,Pattern 87,HK-Conn
11 HK Equity,2022-05-10,BUY,恒生银行,56028,0,0,140.1,7.8496,1000000,0,0,Quant,Pattern 87,HK-Conn
1193 HK Equity,2022-05-10,SELL,华润燃气,-272083,0,0,28.85,7.8496,1000000,0,0,Quant,Pattern 87,HK-Conn
600900 CH Equity,2022-05-10,BUY,长江电力,302676,0,0,22.34,6.7618,1000000,0,0,Quant,Pattern 87,CN
601012 CH Equity,2022-05-10,SELL,隆基股份,-97530,0,0,69.33,6.7618,1000000,0,0,Quant,Pattern 87,CN
601088 CH Equity,2022-05-10,BUY,中国神华,228362,0,0,29.61,6.7618,1000000,0,0,Quant,Pattern 87,CN
601318 CH Equity,2022-05-10,BUY,中国平安,152464,0,0,44.35,6.7618,1000000,0,0,Quant,Pattern 87,CN
601988 CH Equity,2022-05-10,BUY,中国银行,2119686,0,0,3.19,6.7618,1000000,0,0,Quant,Pattern 87,CN
700 HK Equity,2022-05-10,BUY,腾讯控股,22478,0,0,349.2,7.8496,1000000,0,0,Quant,Pattern 87,HK
3690 HK Equity,2022-05-10,BUY,美团－Ｗ,49997,0,0,157.0,7.8496,1000000,0,0,Quant,Pattern 87,HK
1326 TT Equity,2022-05-10,BUY,台化,378396,0,0,78.6,29.742,1000000,0,0,Quant,Pattern 87,TW
2002 TT Equity,2022-05-10,SELL,中钢,-849771,0,0,35.0,29.742,1000000,0,0,Quant,Pattern 87,TW
2207 TT Equity,2022-05-10,SELL,和泰汽车,-53783,0,0,553.0,29.742,1000000,0,0,Quant,Pattern 87,TW
000564 CH Equity,2022-05-10,SELL,*ST大集,-3101743,0,0,1.09,6.7618,500000,0,0,Quant,Pattern 87,CN-500
000970 CH Equity,2022-05-10,SELL,中科三环,-313336,0,0,10.79,6.7618,500000,0,0,Quant,Pattern 87,CN-500
002092 CH Equity,2022-05-10,SELL,中泰化学,-466975,0,0,7.24,6.7618,500000,0,0,Quant,Pattern 87,CN-500
002195 CH Equity,2022-05-10,BUY,二三四五,1558018,0,0,2.17,6.7618,500000,0,0,Quant,Pattern 87,CN-500
002212 CH Equity,2022-05-10,SELL,天融信,-366691,0,0,9.22,6.7618,500000,0,0,Quant,Pattern 87,CN-500
002353 CH Equity,2022-05-10,BUY,杰瑞股份,99379,0,0,34.02,6.7618,500000,0,0,Quant,Pattern 87,CN-500
