,3215
ABB US Equity,-1.0
BABA US Equity,1.0
CHT US Equity,1.0
CNI US Equity,1.0
CNQ US Equity,-1.0
FTS US Equity,1.0
ING US Equity,-1.0
ORAN US Equity,1.0
PUK US Equity,1.0
SHEL US Equity,-1.0
SONY US Equity,1.0
STM US Equity,1.0
TD US Equity,1.0
TTE US Equity,-1.0
UBS US Equity,1.0
VOD US Equity,1.0
