info,pool,tradeDate,symbol_sel
S75P2-qcut-000300,000300,2021-05-31,"600340,600369,600584,600837,600918,600999,601066,601108,601162,601198,601211,601377,601555,601688,601788,601881,601901,601990,002736,002773,002939,002945,300033,600061,600109,000063,000728,000768,000776,000783"
