info,pool,tradeDate,symbol_sel
1-a,a,2021-06-30,"000048,002124,002746,600121,600403,600740,300575,603086,603916,000709,600126,601003,000633,002501,002578,000023,002302,600801,002775,002811,603018,600406,600475,601727,300483,300551,603966,000547,002190,600862,000030,600933,603179,002925,300566,601138,600336,600690,603578,600597,603043,603866,002003,002327,300658,002014,002867,603898,300702,603233,603880,002911,300692,603200,002800,600350,603871,000918,600177,603506,600016,600036,600926,000627,002736,600061,600301,600415,600605,300144,601888,603136,300674,600845,603039,000529,601949,603096,000889,000971,300638,600051,600603,603183"
