,date,side,NAME_CHINESE_SIMPLIFIED,shares,price,current,PREV_CLOSE_VAL,fx,notional,pnl_today,pnl_total,Quant,Pattern,country
002612 CH Equity,2022-05-13,SELL,朗姿股份,-8236,0,0,24.86,6.8254,30000,0,0,Quant,Pattern 95,CN
002613 CH Equity,2022-05-13,BUY,北玻股份,32245,0,0,6.35,6.8254,30000,0,0,Quant,Pattern 95,CN
002614 CH Equity,2022-05-13,SELL,奥佳华,-24434,0,0,8.38,6.8254,30000,0,0,Quant,Pattern 95,CN
002636 CH Equity,2022-05-13,BUY,金安国纪,25691,0,0,7.97,6.8254,30000,0,0,Quant,Pattern 95,CN
002637 CH Equity,2022-05-13,BUY,赞宇科技,13167,0,0,15.55,6.8254,30000,0,0,Quant,Pattern 95,CN
002643 CH Equity,2022-05-13,SELL,万润股份,-10996,0,0,18.62,6.8254,30000,0,0,Quant,Pattern 95,CN
002648 CH Equity,2022-05-13,SELL,卫星化学股份有限公司,-5852,0,0,34.99,6.8254,30000,0,0,Quant,Pattern 95,CN
002650 CH Equity,2022-05-13,SELL,加加食品,-51447,0,0,3.98,6.8254,30000,0,0,Quant,Pattern 95,CN
002670 CH Equity,2022-05-13,BUY,国盛金控,22625,0,0,9.05,6.8254,30000,0,0,Quant,Pattern 95,CN
002681 CH Equity,2022-05-13,BUY,奋达科技,68027,0,0,3.01,6.8254,30000,0,0,Quant,Pattern 95,CN
300953 CH Equity,2022-05-13,SELL,震裕科技,-2030,0,0,100.85,6.8254,30000,0,0,Quant,Pattern 95,CN
300956 CH Equity,2022-05-13,BUY,英力股份,11849,0,0,17.28,6.8254,30000,0,0,Quant,Pattern 95,CN
300963 CH Equity,2022-05-13,BUY,中洲特材,11375,0,0,18.0,6.8254,30000,0,0,Quant,Pattern 95,CN
300982 CH Equity,2022-05-13,SELL,苏文电能,-4841,0,0,42.29,6.8254,30000,0,0,Quant,Pattern 95,CN
301021 CH Equity,2022-05-13,BUY,英诺激光,8206,0,0,24.95,6.8254,30000,0,0,Quant,Pattern 95,CN
301031 CH Equity,2022-05-13,SELL,中熔电气,-1894,0,0,108.09,6.8254,30000,0,0,Quant,Pattern 95,CN
301035 CH Equity,2022-05-13,SELL,润丰股份,-2738,0,0,74.77,6.8254,30000,0,0,Quant,Pattern 95,CN
301038 CH Equity,2022-05-13,BUY,深水规院,7564,0,0,27.07,6.8254,30000,0,0,Quant,Pattern 95,CN
301061 CH Equity,2022-05-13,SELL,匠心家居,-3669,0,0,55.8,6.8254,30000,0,0,Quant,Pattern 95,CN
301078 CH Equity,2022-05-13,SELL,孩子王,-14063,0,0,14.56,6.8254,30000,0,0,Quant,Pattern 95,CN
300502 CH Equity,2022-05-13,BUY,新易盛,7863,0,0,26.04,6.8254,30000,0,0,Quant,Pattern 95,CN
300523 CH Equity,2022-05-13,BUY,辰安科技,9470,0,0,21.62,6.8254,30000,0,0,Quant,Pattern 95,CN
300529 CH Equity,2022-05-13,BUY,健帆生物,4761,0,0,43.0,6.8254,30000,0,0,Quant,Pattern 95,CN
300530 CH Equity,2022-05-13,SELL,*ST达志,-7905,0,0,25.9,6.8254,30000,0,0,Quant,Pattern 95,CN
300531 CH Equity,2022-05-13,SELL,优博讯,-14859,0,0,13.78,6.8254,30000,0,0,Quant,Pattern 95,CN
300558 CH Equity,2022-05-13,SELL,贝达药业,-4533,0,0,45.17,6.8254,30000,0,0,Quant,Pattern 95,CN
300573 CH Equity,2022-05-13,SELL,兴齐眼药,-1736,0,0,117.9,6.8254,30000,0,0,Quant,Pattern 95,CN
300585 CH Equity,2022-05-13,SELL,奥联电子,-13605,0,0,15.05,6.8254,30000,0,0,Quant,Pattern 95,CN
300586 CH Equity,2022-05-13,BUY,美联新材,18941,0,0,10.81,6.8254,30000,0,0,Quant,Pattern 95,CN
300595 CH Equity,2022-05-13,BUY,欧普康视,5311,0,0,38.55,6.8254,30000,0,0,Quant,Pattern 95,CN
300233 CH Equity,2022-05-13,BUY,金城医药,7310,0,0,28.01,6.8254,30000,0,0,Quant,Pattern 95,CN
300237 CH Equity,2022-05-13,BUY,美晨生态,86034,0,0,2.38,6.8254,30000,0,0,Quant,Pattern 95,CN
300257 CH Equity,2022-05-13,SELL,开山股份,-15044,0,0,13.61,6.8254,30000,0,0,Quant,Pattern 95,CN
300274 CH Equity,2022-05-13,SELL,阳光电源,-2850,0,0,71.84,6.8254,30000,0,0,Quant,Pattern 95,CN
300327 CH Equity,2022-05-13,BUY,中颖电子,3428,0,0,59.72,6.8254,30000,0,0,Quant,Pattern 95,CN
300339 CH Equity,2022-05-13,BUY,润和软件,13596,0,0,15.06,6.8254,30000,0,0,Quant,Pattern 95,CN
300346 CH Equity,2022-05-13,BUY,南大光电,7112,0,0,28.79,6.8254,30000,0,0,Quant,Pattern 95,CN
300347 CH Equity,2022-05-13,BUY,泰格医药,2362,0,0,86.66,6.8254,30000,0,0,Quant,Pattern 95,CN
300378 CH Equity,2022-05-13,BUY,鼎捷软件,14219,0,0,14.4,6.8254,30000,0,0,Quant,Pattern 95,CN
300382 CH Equity,2022-05-13,BUY,斯莱克,16446,0,0,12.45,6.8254,30000,0,0,Quant,Pattern 95,CN
301087 CH Equity,2022-05-13,BUY,可孚医疗,4246,0,0,48.22,6.8254,30000,0,0,Quant,Pattern 95,CN
301098 CH Equity,2022-05-13,BUY,金埔园林,5995,0,0,34.15,6.8254,30000,0,0,Quant,Pattern 95,CN
301108 CH Equity,2022-05-13,SELL,洁雅股份,-5024,0,0,40.75,6.8254,30000,0,0,Quant,Pattern 95,CN
301111 CH Equity,2022-05-13,BUY,粤万年青,7281,0,0,28.12,6.8254,30000,0,0,Quant,Pattern 95,CN
301127 CH Equity,2022-05-13,BUY,天源环保,17591,0,0,11.64,6.8254,30000,0,0,Quant,Pattern 95,CN
301129 CH Equity,2022-05-13,BUY,瑞纳智能,3690,0,0,55.48,6.8254,30000,0,0,Quant,Pattern 95,CN
301159 CH Equity,2022-05-13,BUY,三维天地,6390,0,0,32.04,6.8254,30000,0,0,Quant,Pattern 95,CN
301169 CH Equity,2022-05-13,SELL,零点有数,-5450,0,0,37.57,6.8254,30000,0,0,Quant,Pattern 95,CN
301200 CH Equity,2022-05-13,BUY,大族数控,3921,0,0,52.22,6.8254,30000,0,0,Quant,Pattern 95,CN
301235 CH Equity,2022-05-13,SELL,华康医疗,-4248,0,0,48.2,6.8254,30000,0,0,Quant,Pattern 95,CN
300677 CH Equity,2022-05-13,BUY,英科医疗科技股份有限公司,7124,0,0,28.74,6.8254,30000,0,0,Quant,Pattern 95,CN
300680 CH Equity,2022-05-13,SELL,隆盛科技,-10511,0,0,19.48,6.8254,30000,0,0,Quant,Pattern 95,CN
300682 CH Equity,2022-05-13,BUY,朗新科技,9202,0,0,22.25,6.8254,30000,0,0,Quant,Pattern 95,CN
300740 CH Equity,2022-05-13,SELL,水羊集团股份有限公司,-17163,0,0,11.93,6.8254,30000,0,0,Quant,Pattern 95,CN
300743 CH Equity,2022-05-13,BUY,杭州天地数码科技股份有限公司,19371,0,0,10.57,6.8254,30000,0,0,Quant,Pattern 95,CN
300747 CH Equity,2022-05-13,BUY,锐科激光,6607,0,0,30.99,6.8254,30000,0,0,Quant,Pattern 95,CN
300755 CH Equity,2022-05-13,BUY,华致酒行,5665,0,0,36.14,6.8254,30000,0,0,Quant,Pattern 95,CN
300757 CH Equity,2022-05-13,SELL,罗博特科,-6052,0,0,33.83,6.8254,30000,0,0,Quant,Pattern 95,CN
300760 CH Equity,2022-05-13,SELL,迈瑞医疗,-669,0,0,305.71,6.8254,30000,0,0,Quant,Pattern 95,CN
300761 CH Equity,2022-05-13,BUY,立华股份,6665,0,0,30.72,6.8254,30000,0,0,Quant,Pattern 95,CN
002386 CH Equity,2022-05-13,BUY,天原股份,21441,0,0,9.55,6.8254,30000,0,0,Quant,Pattern 95,CN
002387 CH Equity,2022-05-13,BUY,维信诺,33957,0,0,6.03,6.8254,30000,0,0,Quant,Pattern 95,CN
002393 CH Equity,2022-05-13,SELL,力生制药,-9973,0,0,20.53,6.8254,30000,0,0,Quant,Pattern 95,CN
002399 CH Equity,2022-05-13,BUY,海普瑞,13339,0,0,15.35,6.8254,30000,0,0,Quant,Pattern 95,CN
002405 CH Equity,2022-05-13,SELL,四维图新,-15997,0,0,12.8,6.8254,30000,0,0,Quant,Pattern 95,CN
002408 CH Equity,2022-05-13,BUY,齐翔腾达,27745,0,0,7.38,6.8254,30000,0,0,Quant,Pattern 95,CN
002413 CH Equity,2022-05-13,SELL,雷科防务,-42481,0,0,4.82,6.8254,30000,0,0,Quant,Pattern 95,CN
002418 CH Equity,2022-05-13,BUY,康盛股份,75280,0,0,2.7199999999999998,6.8254,30000,0,0,Quant,Pattern 95,CN
002429 CH Equity,2022-05-13,SELL,兆驰股份,-60224,0,0,3.4,6.8254,30000,0,0,Quant,Pattern 95,CN
002430 CH Equity,2022-05-13,BUY,杭氧股份,7024,0,0,29.15,6.8254,30000,0,0,Quant,Pattern 95,CN
000893 CH Equity,2022-05-13,SELL,亚钾国际,-5353,0,0,38.25,6.8254,30000,0,0,Quant,Pattern 95,CN
000899 CH Equity,2022-05-13,BUY,赣能股份,37848,0,0,5.41,6.8254,30000,0,0,Quant,Pattern 95,CN
000905 CH Equity,2022-05-13,BUY,厦门港务,28049,0,0,7.3,6.8254,30000,0,0,Quant,Pattern 95,CN
000957 CH Equity,2022-05-13,BUY,中通客车股份有限公司,47180,0,0,4.34,6.8254,30000,0,0,Quant,Pattern 95,CN
000966 CH Equity,2022-05-13,BUY,长源电力,36434,0,0,5.62,6.8254,30000,0,0,Quant,Pattern 95,CN
000967 CH Equity,2022-05-13,SELL,盈峰环境,-45002,0,0,4.55,6.8254,30000,0,0,Quant,Pattern 95,CN
000970 CH Equity,2022-05-13,SELL,中科三环,-18614,0,0,11.0,6.8254,30000,0,0,Quant,Pattern 95,CN
000988 CH Equity,2022-05-13,BUY,华工科技,11281,0,0,18.15,6.8254,30000,0,0,Quant,Pattern 95,CN
000998 CH Equity,2022-05-13,SELL,隆平高科,-12417,0,0,16.49,6.8254,30000,0,0,Quant,Pattern 95,CN
001896 CH Equity,2022-05-13,BUY,豫能控股,37918,0,0,5.4,6.8254,30000,0,0,Quant,Pattern 95,CN
600000 CH Equity,2022-05-13,BUY,浦发银行,26018,0,0,7.87,6.8254,30000,0,0,Quant,Pattern 95,CN
600016 CH Equity,2022-05-13,BUY,民生银行,55793,0,0,3.67,6.8254,30000,0,0,Quant,Pattern 95,CN
600028 CH Equity,2022-05-13,SELL,中国石化,-47953,0,0,4.27,6.8254,30000,0,0,Quant,Pattern 95,CN
600031 CH Equity,2022-05-13,SELL,三一重工,-12870,0,0,15.91,6.8254,30000,0,0,Quant,Pattern 95,CN
