,date,side,NAME_CHINESE_SIMPLIFIED,shares,price,current,PREV_CLOSE_VAL,fx,notional,pnl_today,pnl_total,Quant,Pattern,country
600552 CH Equity,2022-04-28,SELL,凯盛科技,-86826,0,0,7.59,6.5901,100000,0,0,Quant,Pattern 95,CN
600565 CH Equity,2022-04-28,BUY,迪马股份,287777,0,0,2.29,6.5901,100000,0,0,Quant,Pattern 95,CN
600578 CH Equity,2022-04-28,SELL,京能电力,-223393,0,0,2.95,6.5901,100000,0,0,Quant,Pattern 95,CN
600598 CH Equity,2022-04-28,BUY,北大荒,47928,0,0,13.75,6.5901,100000,0,0,Quant,Pattern 95,CN
600600 CH Equity,2022-04-28,BUY,青岛啤酒,7874,0,0,83.69,6.5901,100000,0,0,Quant,Pattern 95,CN
600648 CH Equity,2022-04-28,SELL,外高桥,-52932,0,0,12.45,6.5901,100000,0,0,Quant,Pattern 95,CN
600655 CH Equity,2022-04-28,BUY,豫园股份,73632,0,0,8.95,6.5901,100000,0,0,Quant,Pattern 95,CN
600673 CH Equity,2022-04-28,BUY,东阳光,108927,0,0,6.05,6.5901,100000,0,0,Quant,Pattern 95,CN
600675 CH Equity,2022-04-28,SELL,中华企业,-200306,0,0,3.29,6.5901,100000,0,0,Quant,Pattern 95,CN
600690 CH Equity,2022-04-28,SELL,海尔智家,-27701,0,0,23.79,6.5901,100000,0,0,Quant,Pattern 95,CN
002736 CH Equity,2022-04-28,SELL,国信证券,-68934,0,0,9.56,6.5901,100000,0,0,Quant,Pattern 95,CN
002738 CH Equity,2022-04-28,SELL,中矿资源,-9053,0,0,72.79,6.5901,100000,0,0,Quant,Pattern 95,CN
002768 CH Equity,2022-04-28,SELL,国恩股份,-30608,0,0,21.53,6.5901,100000,0,0,Quant,Pattern 95,CN
002773 CH Equity,2022-04-28,BUY,康弘药业,52054,0,0,12.66,6.5901,100000,0,0,Quant,Pattern 95,CN
002791 CH Equity,2022-04-28,BUY,坚朗五金,9066,0,0,72.69,6.5901,100000,0,0,Quant,Pattern 95,CN
002810 CH Equity,2022-04-28,SELL,山东赫达,-16858,0,0,39.09,6.5901,100000,0,0,Quant,Pattern 95,CN
002837 CH Equity,2022-04-28,SELL,英维克,-32463,0,0,20.3,6.5901,100000,0,0,Quant,Pattern 95,CN
002848 CH Equity,2022-04-28,BUY,高斯贝尔,95508,0,0,6.9,6.5901,100000,0,0,Quant,Pattern 95,CN
002886 CH Equity,2022-04-28,SELL,沃特股份,-44618,0,0,14.77,6.5901,100000,0,0,Quant,Pattern 95,CN
002895 CH Equity,2022-04-28,BUY,川恒股份,28042,0,0,23.5,6.5901,100000,0,0,Quant,Pattern 95,CN
300394 CH Equity,2022-04-28,BUY,天孚通信,31366,0,0,21.01,6.5901,100000,0,0,Quant,Pattern 95,CN
300395 CH Equity,2022-04-28,BUY,菲利华,14166,0,0,46.52,6.5901,100000,0,0,Quant,Pattern 95,CN
300408 CH Equity,2022-04-28,SELL,三环集团,-26047,0,0,25.3,6.5901,100000,0,0,Quant,Pattern 95,CN
300418 CH Equity,2022-04-28,BUY,昆仑万维,49143,0,0,13.41,6.5901,100000,0,0,Quant,Pattern 95,CN
300428 CH Equity,2022-04-28,BUY,四通新材,38203,0,0,17.25,6.5901,100000,0,0,Quant,Pattern 95,CN
300433 CH Equity,2022-04-28,SELL,蓝思科技,-69369,0,0,9.5,6.5901,100000,0,0,Quant,Pattern 95,CN
300459 CH Equity,2022-04-28,BUY,汤姆猫,199700,0,0,3.3,6.5901,100000,0,0,Quant,Pattern 95,CN
300468 CH Equity,2022-04-28,BUY,四方精创,42380,0,0,15.55,6.5901,100000,0,0,Quant,Pattern 95,CN
300477 CH Equity,2022-04-28,BUY,合纵科技,114810,0,0,5.74,6.5901,100000,0,0,Quant,Pattern 95,CN
300482 CH Equity,2022-04-28,SELL,万孚生物,-14385,0,0,45.81,6.5901,100000,0,0,Quant,Pattern 95,CN
300229 CH Equity,2022-04-28,BUY,拓尔思,65119,0,0,10.12,6.5901,100000,0,0,Quant,Pattern 95,CN
300239 CH Equity,2022-04-28,SELL,东宝生物,-97486,0,0,6.76,6.5901,100000,0,0,Quant,Pattern 95,CN
300260 CH Equity,2022-04-28,BUY,新莱应材,19201,0,0,34.32,6.5901,100000,0,0,Quant,Pattern 95,CN
300285 CH Equity,2022-04-28,SELL,国瓷材料,-20574,0,0,32.03,6.5901,100000,0,0,Quant,Pattern 95,CN
300296 CH Equity,2022-04-28,BUY,利亚德,112651,0,0,5.85,6.5901,100000,0,0,Quant,Pattern 95,CN
300308 CH Equity,2022-04-28,SELL,中际旭创,-21361,0,0,30.85,6.5901,100000,0,0,Quant,Pattern 95,CN
300316 CH Equity,2022-04-28,BUY,晶盛机电,13932,0,0,47.3,6.5901,100000,0,0,Quant,Pattern 95,CN
300318 CH Equity,2022-04-28,BUY,博晖创新,113231,0,0,5.82,6.5901,100000,0,0,Quant,Pattern 95,CN
300389 CH Equity,2022-04-28,BUY,艾比森,84272,0,0,7.82,6.5901,100000,0,0,Quant,Pattern 95,CN
300393 CH Equity,2022-04-28,SELL,中来股份,-46149,0,0,14.28,6.5901,100000,0,0,Quant,Pattern 95,CN
600703 CH Equity,2022-04-28,SELL,三安光电,-36389,0,0,18.11,6.5901,100000,0,0,Quant,Pattern 95,CN
600704 CH Equity,2022-04-28,SELL,物产中大,-137293,0,0,4.8,6.5901,100000,0,0,Quant,Pattern 95,CN
600710 CH Equity,2022-04-28,BUY,苏美达,125525,0,0,5.25,6.5901,100000,0,0,Quant,Pattern 95,CN
600711 CH Equity,2022-04-28,SELL,盛屯矿业,-95786,0,0,6.88,6.5901,100000,0,0,Quant,Pattern 95,CN
600745 CH Equity,2022-04-28,SELL,闻泰科技,-10527,0,0,62.6,6.5901,100000,0,0,Quant,Pattern 95,CN
600755 CH Equity,2022-04-28,SELL,厦门国贸,-91023,0,0,7.24,6.5901,100000,0,0,Quant,Pattern 95,CN
600770 CH Equity,2022-04-28,BUY,综艺股份,86370,0,0,7.63,6.5901,100000,0,0,Quant,Pattern 95,CN
600778 CH Equity,2022-04-28,SELL,友好集团,-137293,0,0,4.8,6.5901,100000,0,0,Quant,Pattern 95,CN
600782 CH Equity,2022-04-28,SELL,新钢股份,-119385,0,0,5.52,6.5901,100000,0,0,Quant,Pattern 95,CN
600794 CH Equity,2022-04-28,BUY,保税科技,228822,0,0,2.88,6.5901,100000,0,0,Quant,Pattern 95,CN
000012 CH Equity,2022-04-28,SELL,南 玻,-118102,0,0,5.58,6.5901,100000,0,0,Quant,Pattern 95,CN
000060 CH Equity,2022-04-28,SELL,中金岭南,-160734,0,0,4.1,6.5901,100000,0,0,Quant,Pattern 95,CN
000063 CH Equity,2022-04-28,SELL,中兴通讯,-27794,0,0,23.71,6.5901,100000,0,0,Quant,Pattern 95,CN
000070 CH Equity,2022-04-28,BUY,特发信息,142642,0,0,4.62,6.5901,100000,0,0,Quant,Pattern 95,CN
000422 CH Equity,2022-04-28,BUY,ST宜化,38203,0,0,17.25,6.5901,100000,0,0,Quant,Pattern 95,CN
000498 CH Equity,2022-04-28,SELL,山东路桥,-63549,0,0,10.37,6.5901,100000,0,0,Quant,Pattern 95,CN
000547 CH Equity,2022-04-28,BUY,航天发展,75487,0,0,8.73,6.5901,100000,0,0,Quant,Pattern 95,CN
000555 CH Equity,2022-04-28,SELL,神州信息,-61246,0,0,10.76,6.5901,100000,0,0,Quant,Pattern 95,CN
000627 CH Equity,2022-04-28,BUY,天茂集团,232045,0,0,2.84,6.5901,100000,0,0,Quant,Pattern 95,CN
000683 CH Equity,2022-04-28,BUY,远兴能源,80662,0,0,8.17,6.5901,100000,0,0,Quant,Pattern 95,CN
300491 CH Equity,2022-04-28,BUY,通合科技,58892,0,0,11.19,6.5901,100000,0,0,Quant,Pattern 95,CN
300494 CH Equity,2022-04-28,SELL,盛天网络,-50152,0,0,13.14,6.5901,100000,0,0,Quant,Pattern 95,CN
300521 CH Equity,2022-04-28,SELL,爱司凯,-61019,0,0,10.8,6.5901,100000,0,0,Quant,Pattern 95,CN
300538 CH Equity,2022-04-28,SELL,同益股份,-62170,0,0,10.6,6.5901,100000,0,0,Quant,Pattern 95,CN
300571 CH Equity,2022-04-28,BUY,平治信息,17701,0,0,37.23,6.5901,100000,0,0,Quant,Pattern 95,CN
300603 CH Equity,2022-04-28,BUY,立昂技术,67660,0,0,9.74,6.5901,100000,0,0,Quant,Pattern 95,CN
300607 CH Equity,2022-04-28,BUY,拓斯达,70709,0,0,9.32,6.5901,100000,0,0,Quant,Pattern 95,CN
